NOTA;PROJETO;TÍTULO;MUNICÍPIO;PLANO;CRITÉRIO;POSTES PREV;POSTES REAL;CLIET. PREV;CLIET. REAL;V. PROJETO;ENERGIZAÇÃO;SUPERVISOR;ENCARREGADO;INICIO;FIM;PERFIL;ORIGEM_ETL;FAIXA;TITULO;MUNICIPIO;STATUS;LV;PES S/I;PES DESLIG;RESUMO;OBS;CLIET.;CAVR;CAVD;PSTP;PSTR;EQPP;EQPR;RDEP;RDER;AVNP;AVNR;V. PRJ 25%;CART.;PV. INÍCIO;PV. FIM;AR;DT. SEPARAÇÃO;RESERVA;SACADO;PRÉ FECHAMENTO;SIMPLIFICADA;VISITA PRÉVIA;REFERÊNCIA;LATITUDE;LONGITUDE;V. REAL;RESUMO LV;Nº PES;DATA DESL;CRITERIO;COORDENADAS;PG'S;LINK PROJETO;CONCRETO;% POSTES;% CAVAS;OBS CAVA;CAT;DT DESL;AS BUILT;DEVOLUÇAO;CLIENT.;CART;DESLIG;DIAS;DIAS.1;BOOK;DIAS.2;LAT;LONG
;B-1181484;;;PLANO 14;;;;;;R$ 140.909,38;;JOÃO;JOILSON;;;;Junho 25;;ER-CIND-ET-SR BOMFIM 3 MORRINHOS-URBANA;SENHOR DO BONFIM;;Pendente;;;LV + BT + ENERGZ;;4;;;17;17;;;;;100%;;;jun./1;#REF!;#REF!;FERNANDA MACEDO - U465311;;;TRUE;TRUE;;;Q051300;-10,5360857;-40,1331102;;LV N3/4 ;72490 72491;;;;;;;;;;;;;;;;;;;;;;
;B-1213070;;;PLANO 7;;;;;;R$ 33.002,98;30/06/2025;JOÃO;BADU;;;;Junho 25;;PROVISORIA;SENHOR DO BONFIM;Energizada;;;;;;0;;;0;0;;;;;100%;;;jun./1;18/06/2025;30/06/2025;;;;FALSE;FALSE;FALSE;FALSE;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;B-1193876;;;PLANO 1;;;;;;R$ 108.656,57;;DICSON;ALDAIR;;;;Julho 25;;AL 02-NOR-RT-3-3-Q098711;NORDESTINA;Energizada;Pendente;;;LV + ENERGZ;;0;;;1;1;;;;;100%;;;jul./1;15/07/2025;16/07/2025;;21/07/2025;;TRUE;;;;Q098711;-10,8244484;-39,4294331;;1 N4 C/ RELIG;;NÃO É POSSIVEL DESL;AL/MELHORAMENTO;;;;;;;;;;;;;;;;;;;;
;B-1156254;;;PLANO 14;;;;;;R$ 73.043,81;;DICSON;ALDAIR;;;;Julho 25;;MP CIND POV CALDEIRÃO DO SANGUE RURAL;NORDESTINA;Energizada;Pendente;;30;LV + ENERGZ;;4;;;20;20;;;;;100%;;;jul./1;14/07/2025;26/07/2025;;14/07/2025;;TRUE;TRUE;;;D020453;-10,8548086;-39,461793;35.449,43;N1-3 CHP;81499 / 2025-81552 SUBST.PT;250 UC'S;QLP;;;;;;;;;;;;;;;;;;;;
;B-0545761;;;PLANO 14;;;;;;R$ 107.491,64;;DICSON;ALDAIR;;;;Julho 25;;MP-CCOL-POV. SAO PEDRO COMPL-RURAL;NORDESTINA;Energizada;Realizado;;;LV + BT + ENERGZ;;2;;;23;25;;;;;100%;;;jun./1;;;;SACADO JUNHO;;TRUE;TRUE;;;D144635;-10,9330151;-39,3748213;;N3 P/ N4;;NÃO É POSSIVEL DESL;REPUTACIONAL;;;;;;;;;;;;;;;;;;;;
;B-1182735;;;PLANO 8;;;;;;R$ 84.191,00;;JOAO;BADU;;;;Julho 25;;RC-COEL-RUA-DOM PEDRO II-GAMBOA;SENHOR DO BONFIM;Energizada;Realizado;;18 76483;DESL + LV;;0;;;5;4;;;;;100%;;;jul./1;17/07/2025;18/07/2025;;10/07/2025;;TRUE;TRUE;;;Q043523;-10,4668278;-40,1804812;;1 N1, 1 N4;;SUBS TRF, SUBS 10 VAOS BT;AL/MELHORAMENTO;;;;;;;;;;;;;;;;;;;;
;B-1205261;;;PLANO 7;;;;;;R$ 3.939,95;;JOAO;LALA;;;;Julho 25;;IT-CIND-POV-LIMOEIRO -RURAL;CAMPO FORMOSO;Cancelada;Pendente;;;LV;;0;;;0;;;;;;100%;;;jul./1;11/07/2025;11/07/2025;;CANCELADO;;TRUE;;;;D271827;-10,5220107;-40,3294311;;N3;;NÃO É POSSIVEL DESL;REPUTACIONAL;;;;;;;;;;;;;;;;;;;;
;B-1161096;;;PLANO 14;;;;;;R$ 418.713,48;;JOAO;BADU;;;;Julho 25;;MP CIND POV ALTO BONITO RURAL;SENHOR DO BONFIM;Energizada;Pendente;;;LV + ENERGZ;;5;;;43;47;;;;;100%;;;jul./1;14/07/2025;26/07/2025;;16/07/2025;;TRUE;TRUE;;;E069795;-10,5765487;-39,9498358;;N4-3 C/ CHP;;1 UC'S;REPUTACIONAL;;;;;;;;;;;;;;;;;;;;
;B-0858295;;;PLANO 14;;;;;;R$ 360.855,98;;JOAO;EDVALDO;;;;Julho 25;;MP CIND POV MAXIXEIRO-RURAL;CAMPO FORMOSO;Energizada;Realizado;;;LV + ENERGZ;;6;;;37;25;;;;;100%;;;jul./1;11/07/2025;26/07/2025;;04/07/2025;;TRUE;TRUE;;TRUE;B768939;-10,4184801;-40,8384324;44.690,50;N3/N4 CHP;79498;;REPUTACIONAL;;;;;;;;;;;;;;;;;;;;
;B-1082438;;;PLANO 7;;;;;;R$ 387.222,50;;JOAO;EDVALDO;;;;Julho 25;;LD CIND FAZ IPUCA RURAL;PINDOBAÇU;Energizada;Pendente;;29 80508;LV + ENERGZ;;1;;;29;29;;;;;100%;;;jun./1;;;;SACADO JUNHO;;TRUE;TRUE;;;B306389;-10,7209586;-40,3289308;;N3 P/ N4;;112 UCS'S;PRIORIDADE PLANO ANEEL;;;;;;;;;;;;;;;;;;;;
;B-0940009;;;PLANO 14;;;;;;R$ 178.644,65;;DICSON;JEFERSON;;;;Julho 25;;RR-CIND-POV RIACHO DAS P-R PEDRAS-CSC;CANSANÇÃO;Em execução;;;24 79044;DESL + ENERGZ;;2;;;45;;;;;;100%;;;jul./1;17/07/2025;31/07/2025;;21/07/2025;;TRUE;TRUE;;;B305490;-10,7704325;-39,3399141;;N3/N4 S/ CHP;Visitar obra;TROCAR POSTE MT;REPUTACIONAL;;;;;;;;;;;;;;;;;;;;
;B-1146383;;;PLANO 14;;;;;;R$ 254.259,61;;JOAO;GESONI;;;;Julho 25;;MP CIND POV BOA VISTA RURAL;FILADÉLFIA;Energizada;Pendente;;;LV + ENERGZ;;2;;;23;24;;;;;100%;;;jun./1;;;;21/07/2025;;TRUE;FALSE;FALSE;FALSE;;;;;;Visitar obra;;PRIORIDADE PLANO ANEEL;;;;;;;;;;;;;;;;;;;;
;B-1203209;;;PLANO 7;;;;;;R$ 45.333,35;;JOAO;GESONI;;;;Julho 25;;ER-CIND-POV-VARZEA DO PO O -RURAL;PONTO NOVO;Energizada;Realizado;;13 80528;DESL + LV;;1;;;2;4;;;;;100%;;;jul./1;14/07/2025;16/07/2025;;07/07/2025;;TRUE;TRUE;;;Q055421;-10,9240745;-40,0631371;5.904,19;LV 2 POSTES;78060;ADF (2 VAOS), N1 C/ TRAFO, 1 SUBS 1 VAO 3X35;GOVERNO;;;;;;;;;;;;;;;;;;;;
;B-1168792;;;PLANO 7;;;;;;R$ 131.673,01;;JOAO;GESONI;;;;Julho 25;;ER-CIND-LOT-RURAL-REASSENTAMENTO BARRAGE;PONTO NOVO;Energizada;Pendente;;;LV + ENERGZ;;1;;;18;15;;;;;100%;;;jun./1;;;;SACADO JUNHO;;TRUE;TRUE;;;E528962;-10,8994324;-40,1157079;;LV 18 N1;;NÃO É POSSIVEL DESL;SOLICITAÇÃO ATENDIMENTO;;;;;;;;;;;;;;;;;;;;
;B-1044044;;;PLANO 7;;;;;;R$ 184.949,75;;JOAO;GESONI;;;;Julho 25;;MP-CCOL-POV ÁGUA LIMPA-RURAL;FILADÉLFIA;Em execução;Pendente;;29 80514;LV + ENERGZ;;6;;;43;;;;;;100%;;;jul./1;17/07/2025;31/07/2025;;11/07/2025;;TRUE;TRUE;;;Q039701;-10,7238843;-40,1632901;;N1-3 CHP;;280 UC'S;RECLAMAÇÃO;;;;;;;;;;;;;;;;;;;;
;B-1190969;;;PLANO 7;;;;;;R$ 19.222,11;;DICSON;JEFERSON;;;;Julho 25;;ER-CIND-POV-LAGE DO JOS -RURAL;CANSANÇÃO;Energizada;Pendente;;18 76492 ;LV + ENERGZ;;1;;;1;1;;;;;100%;;;jul./1;14/07/2025;16/07/2025;;03/07/2025;;TRUE;TRUE;;;D189147;-10,6429582;-39,5426553;2.374,80;N1 C/ TRF;;93 UC'S;REPUTACIONAL;;;;;;;;;;;;;;;;;;;;
;B-0938472;;;PLANO 7;;;;;;R$ 247.064,96;;JOAO;ISRAEL;;;;Julho 25;;ER-CIND-POV-NOVO HORIZONTE-N HORIZONTE;ITIÚBA;Cancelada;;;;LV + DESL + ENERGZ;;3;;;1;;;;;;100%;;;jul./1;07/07/2025;31/07/2025;;CANCELADO;;TRUE;TRUE;TRUE;TRUE;Q090006;-10,7100425;-39,8363021;;N3/N4 S/ CHP;;CANCELADA;REPUTACIONAL;;;;;;;;;;;;;;;;;;;;
;B-1165543;;;PLANO 7;;;;;;;;JOAO;ISRAEL;;;;Julho 25;;UB-CIND-RUA-SIMOES-N S DA CONCEI O;ITIÚBA;Em execução;;;;BT;;;;;3;;;;;;100%;;;jun./1;;;;SACADO JUNHO;;TRUE;FALSE;FALSE;FALSE;;;;;;Visitar obra;;PRIORIDADE PLANO ANEEL;;;;;;;;;;;;;;;;;;;;
;B-1170254;;;PLANO 7;;;;;;R$ 131.840,28;;DICSON;JEFERSON;;;;Julho 25;;ER-CIND-POV-PAU DE COLHER-1260;CANSANÇÃO;Energizada;Pendente;;;LV + BT + ENERGZ;;5;;;12;12;;;;;100%;;;jun./1;;;;SACADO JUNHO;;TRUE;TRUE;;;D576724;-10,6299415;-39,4706341;;LV 3 N1;;NÃO É POSSIVEL DESL;RECLAMAÇÃO;;;;;;;;;;;;;;;;;;;;
;B-1198578;;;PLANO 7;;;;;;R$ 26.090,32;;DICSON;JEFERSON;;;;Julho 25;;AC-CIND-FAZ LAGOA DO SERTAO-RURAL;CANSANÇÃO;Energizada;;;;BT;;1;;;6;7;;;;;100%;;;jul./1;08/07/2025;10/07/2025;;03/07/2025;;TRUE;TRUE;;;Q099584;-10,668702;-39,4719632;11.406,19;;80838;;REPUTACIONAL;;;;;;;;;;;;;;;;;;;;
;B-1125553;;;PLANO 8;;;;;;;;DICSON;JOSE;;;;Julho 25;;RC-PREF-ROD-BA 220 -FAZ LAGOA DA VOLTA;MONTE SANTO;Em execução;;;29 81609;DESL;;;;;6;;;;;;100%;;;jun./1;;;;15/07/2025;;TRUE;TRUE;FALSE;FALSE;;;;19.953,82;;;2 EQUIPES;GOVERNO;;;;;;;;;;;;;;;;;;;;
;B-1172956;;;PLANO 7;;;;;;R$ 15.407,86;;JOAO;JEFFERSON;;;;Julho 25;;ER-CIND-FAZ-PACUI-RURAL;CAMPO FORMOSO;Energizada;;;;BT;;2;;;2;2;;;;;100%;;;jul./1;08/07/2025;10/07/2025;;04/07/2025;;TRUE;TRUE;;;Q024725;-10,1074835;-40,8170714;3.225,49;;;;REPUTACIONAL;;;;;;;;;;;;;;;;;;;;
;B-1181949;;;PLANO 7;;;;;;;;DICSON;JOSE;;;;Julho 25;;RC-SEIN-FAZ-QUIQUIM-RURAL-PEDRA VERMELHA;MONTE SANTO;Em execução;Pendente;;30, 31;DESL + LV;;;;;15;;;;;;100%;;;jun./1;;;;21/07/2025;;TRUE;FALSE;FALSE;FALSE;;;;;;;;GOVERNO;;;;;;;;;;;;;;;;;;;;
;B-1170277;;;PLANO 8;;;;;;R$ 134.004,23;;JOAO;JEFFERSON;;;;Julho 25;;IE-RELIGADOR-JNC-09X1-Q022984;CAMPO FORMOSO;Energizada;Realizado;;;LV + ENERGZ;;0;;;1;0;;;;;100%;;;jun./1;;;;08/07/2025;;TRUE;TRUE;;;Q022985;-10,2054067;-40,5745999;;LV RELIG;79425, 80253;NÃO É POSSIVEL DESL;EQUIPAMENTO;;;;;;;;;;;;;;;;;;;;
;B-1184458;;;PLANO 7;;;;;;R$ 71.093,68;;DICSON;JOSE;;;;Julho 25;;ER-CIND-FAZ-LAGOA DA VOLTA-RURAL;MONTE SANTO;Em execução;Pendente;;;LV + ENERGZ;;1;;;7;;;;;;100%;;;jul./1;14/07/2025;17/07/2025;;04/07/2025;;TRUE;TRUE;;;A249905;-10,4632632;-39,2439461;11.856,02;N1 C/ TRF;;NÃO É POSSIVEL DESL;SOLICITAÇÃO ATENDIMENTO;;;;;;;;;;;;;;;;;;;;
;B-1108365;;;PLANO 14;;;;;;R$ 38.525,31;;JOAO;JOILSON/DIEGO;;;;Julho 25;;ER-CIND-POV-TANQUE VELHO-TANQUE VELHO;SENHOR DO BONFIM;Energizada;Realizado;;;LV + ENERGZ;;0;;;5;3;;;;;100%;;;jul./1;28/07/2025;29/07/2025;;03/07/2025;;TRUE;TRUE;;;D097755;-10,5598357;-40,0955606;8.951,75;2 N1;;;SOLICITAÇÃO ATENDIMENTO;;;;;;;;;;;;;;;;;;;;
;B-1181484;;;PLANO 14;;;;;;R$ 140.909,38;;JOAO;JOILSON/DIEGO;;;;Julho 25;;ER-CIND-ET-SR BOMFIM 3 MORRINHOS-URBANA;SENHOR DO BONFIM;Energizada;Realizado;;;LV + BT + ENERGZ;;4;;;17;20;;;;;100%;;;jun./1;;;;SACADO JUNHO;;TRUE;TRUE;;;D517281;-10,238673;-39,2133007;;LV N3/4 ;;NÃO É POSSIVEL DESL;PRIORIDADE PLANO ANEEL;;;;;;;;;;;;;;;;;;;;
;B-1177723;;;PLANO 1;;;;;;R$ 388.702,22;;DICSON;ALDAIR;;;;Julho 25;;AL-02-NOR-CONSTR-EQ;NORDESTINA;Em execução;Pendente;;18 76486;LV + ENERGZ;;0;;;2;;;;;;100%;;;jul./1;11/06/2025;12/07/2025;;21/07/2025;;TRUE;TRUE;;;D026487;-10,8273031;-39,4923821;4.556,63;2 N1 C/ REGUL;;212;AL/MELHORAMENTO;;;;;;;;;;;;;;;;;;;;
;B-1193545;;;PLANO 1;;;;;;R$ 1.035.467,34;;DICSON;ALDAIR + BIGODE;;;;Julho 25;;AL QDD-09S4-CONSTRUCAO;NORDESTINA;Em execução;Pendente;;;LV + ENERGZ;;0;;;71;;;;;;100%;;;jul./1;07/07/2025;31/07/2025;;07/07/2025;;TRUE;TRUE;;;D714585;-10,7779993;-39,5615471;164.125,47;1 N1-3, 3 N1, 1 N4;;NÃO É POSSIVEL DESL;AL/MELHORAMENTO;;;;;;;;;;;;;;;;;;;;
;B-1200672;;;PLANO 7;;;;;;R$ 119.404,34;;DICSON;JOSE;;;;Julho 25;;RR-CIND-POV-JUA-S O BENTO;MONTE SANTO;Energizada;;;26 79559;DESL;;0;;;5;0;;;;;100%;;;jun./1;;;;SACADO JUNHO;;TRUE;TRUE;;;Q022985;-10,2054067;-40,5745999;;;;Terminar estruturas AVIFAUNA;SOLICITAÇÃO ATENDIMENTO;;;;;;;;;;;;;;;;;;;;
;B-1176389;;;PLANO 1;;;;;;R$ 390.193,62;;DICSON;ALDAIR;;;;Julho 25;;AL-NOR-01N1-RECOND-EQUIPAMENTO;NORDESTINA;Em execução;Pendente;;;LV + ENERGZ;;0;;;2;;;;;;100%;;;jul./1;18/07/2025;19/07/2025;;21/07/2025;;TRUE;;;;Q095587;-10,743699;-39,4443619;;2 N1 C/ REGUL;;NÃO É POSSIVEL DESL;AL/MELHORAMENTO;;;;;;;;;;;;;;;;;;;;
;B-1194252;;;PLANO 1;;;;;;R$ 525.831,16;;DICSON;ALDAIR;;;;Julho 25;;RS-AL 2-COEL-SE NORDESTINA II     subt;NORDESTINA;Em execução;;;;SE;;0;;;0;;;;;;0%;;;jul./1;30/07/2025;30/07/2025;;21/07/2025;;TRUE;;;;;;;;;;CANCELADA;AL/MELHORAMENTO;;;;;;;;;;;;;;;;;;;;
;B-1165914;;;PLANO 8;;;;;;R$ 114.607,64;;DICSON;ALDAIR;;;;Julho 25;;EQ-COEL-RUA-MARCOS DE JESUS-ALTO DAS POP;NORDESTINA;Em execução;Pendente;;;LV + ENERGZ;;0;;;2;;;;;;100%;;;jul./1;28/07/2025;29/07/2025;;21/07/2025;;TRUE;;;;Q095459;-10,6886805;-39,4846989;;2 N1 E RELOC REGUL;;NÃO É POSSIVEL DESL;AL/MELHORAMENTO;;;;;;;;;;;;;;;;;;;;
;B-1152856;;;PLANO 7;;;;;;;;DICSON;ALDAIR;;;;Julho 25;;AC-CIND-POV-ANGIGAL-RURAL;NORDESTINA;Paralisada;;;;REGULADOR;;;;;3;;;;;;100%;;;jun./1;;;;CANCELADO;;TRUE;FALSE;FALSE;FALSE;;;;;;;CANCELADA;TRANSGRESSÃO;;;;;;;;;;;;;;;;;;;;
;B-1043096;;;PLANO 14;;;;;;R$ 257.838,10;;DICSON;JOSE;;;;Julho 25;;MP-CCOL-FAZ-LAGOA DO CORREDOR-RURAL;MONTE SANTO;Energizada;;;25 79554;DESL + ENERGZ;;;;;22;22;;;;;100%;;;jun./1;;;;15/07/2025;;TRUE;TRUE;FALSE;FALSE;;;;;;;;REPUTACIONAL;;;;;;;;;;;;;;;;;;;;
;B-1132965;;;PLANO 14;;;;;;R$ 49.487,93;;DICSON;JOSE;;;;Julho 25;;ER-CIND-POV-PEDREGULHO-RURAL;MONTE SANTO;Energizada;;;;BT;;1;;;8;9;;;;;100%;;;jun./1;;;;SACADO JUNHO;;TRUE;TRUE;;;D152839;-10,6547057;-39,2549557;;;83273;;REPUTACIONAL;;;;;;;;;;;;;;;;;;;;
;B-1172446;;;PLANO 7;;;;;;R$ 18.788,59;;DICSON;JOSE;;;;Julho 25;;UB-CIND-RUA-CORONEL JO O CORDEIRO-ALTO;MONTE SANTO;Energizada;;;;BT;;0;;;3;3;;;;;100%;;;jul./1;08/07/2025;09/07/2025;;04/07/2025;;TRUE;TRUE;;;E358942;-10,4245018;-39,3344775;3.674,48;;;;REPUTACIONAL;;;;;;;;;;;;;;;;;;;;
;B-1203693;;;PLANO 7;;;;;;R$ 16.584,52;;DICSON;JOSE;;;;Julho 25;;ER-CIND-POV-PEDREGULHO-RURAL;MONTE SANTO;Energizada;;;;BT;;1;;;3;3;;;;;100%;;;jul./1;10/07/2025;11/07/2025;;SACADO JUNHO;;TRUE;TRUE;;;D152864;-10,6508911;-39,2612228;5.011,48;;83279;;REPUTACIONAL;;;;;;;;;;;;;;;;;;;;
;B-1197295;;;PLANO 7;;;;;;R$ 73.043,81;;JOAO;LALA;;;;Julho 25;;ER-CIND-FAZ-PILOES-RURAL;CAMPO FORMOSO;Energizada;;;17 72955;DESL;;14;;;15;16;;;;;100%;;;jul./1;07/07/2025;17/07/2025;;09/07/2025;;TRUE;TRUE;;;B062471;-10,4642887;-40,3590396;29.383,43;;;REALOC TRF (Precisa implantar 2 postes e 2 vao BT antes);QLP;;;;;;;;;;;;;;;;;;;;
;B-1146608;;;PLANO 14;;;;;;R$ 109.138,53;;JOAO;LALA;;;;Julho 25;;ER-CIND-FAZ-PILOES-RURAL;CAMPO FORMOSO;Energizada;Pendente;;;LV + ENERGZ;;7;;;16;15;;;;;100%;;;jul./1;18/07/2025;25/07/2025;;09/07/2025;;TRUE;TRUE;;;D520441;-10,4772578;-40,3530188;27.801,99;N1-3 CHP;;NÃO É POSSIVEL DESL;RECLAMAÇÃO;;;;;;;;;;;;;;;;;;;;
;B-1158477;;;PLANO 14;;;;;;R$ 157.067,04;;DICSON;RAEL;;;;Julho 25;;RR-SEIN-FAZ-SANTA TEREZA-POV ALECRIM;QUEIMADAS;Em execução;Pendente;;26 79558;LV + ENERGZ;;1;;;18;;;;;;100%;;;jul./1;16/07/2025;22/07/2025;;14/07/2025;;TRUE;TRUE;;;D582546;-11,047114;-39,7604503;26.192,67;N3/N4 C/ CHP;;38 UC'S;GOVERNO;;;;;;;;;;;;;;;;;;;;
;B-1155338;;;PLANO 14;;;;;;R$ 272.368,57;;DICSON;MARCELO;;;;Julho 25;;ER-COEL-FAZ-RIO DO PEIXE-RURAL-QUEIMADAS;QUEIMADAS;Energizada;Pendente;;29 80518;LV + ENERGZ;;3;;;40;42;;;;;100%;;;jul./1;23/07/2025;31/07/2025;;14/07/2025;;TRUE;TRUE;;;E518179;-11,0588737;-39,5505086;67.014,85;N1-3 S/ CHP;;0 UC'S;GOVERNO;;;;;;;;;;;;;;;;;;;;
;B-1148107;;;PLANO 14;;;;;;;;DICSON;MARCELO;;;;Julho 25;;MP CIND POV TIRIRCA E BANABEIRA RURAL;QUEIMADAS;Cancelada;Pendente;;;LV + ENERGZ;;;;;25;;;;;;100%;;;jun./1;;;;CANCELADO;;TRUE;FALSE;FALSE;FALSE;;;;;;;CANCELADA;RECLAMAÇÃO;;;;;;;;;;;;;;;;;;;;
;B-1090074;;;PLANO 14;;;;;;R$ 126.511,97;;DICSON;MARCELO;;;;Julho 25;;MP CIND FAZ MUCAMBO RURAL;QUEIMADAS;Energizada;Pendente;;22 78013;LV + ENERGZ;;1;;;15;21;;;;;100%;;;jun./1;;;;SACADO JUNHO;;TRUE;TRUE;;;D186221;-11,1253775;-39,9327972;;LV N3/4 CHP;;68 UCS;PRIORIDADE PLANO ANEEL;;;;;;;;;;;;;;;;;;;;
;B-1155419;;;PLANO 7;;;;;;R$ 170.766,30;;DICSON;RAEL;;;;Julho 25;;ER-SEIN-POV-CANCELAS-RURAL;QUEIMADAS;Energizada;Pendente;;24 79046;LV + ENERGZ;;4;;;23;23;;;;;100%;;;jul./1;07/07/2025;15/07/2025;;07/07/2025;;TRUE;TRUE;;;P367324;-11,0787966;-39,5842949;38.724,60;N3/N4 S/ CHP;;69 UC'S;GOVERNO;;;;;;;;;;;;;;;;;;;;
;B-1108950;;;PLANO 14;;;;;;R$ 43.099,10;;JOAO;REGINALDO;;;;Julho 25;;ER-CIND-FAZ-CARPINTARIA-NCL PILAR-RURAL;JAGUARARI;Energizada;;;;BT;;5;;;8;9;;;;;100%;;;jul./1;07/07/2025;10/07/2025;;03/07/2025;;TRUE;TRUE;;;B977291;-9,9009181;-39,9627596;13.405,26;;;;REPUTACIONAL;;;;;;;;;;;;;;;;;;;;
;B-1195324;;;PLANO 7;;;;;;R$ 9.811,92;;JOAO;WAGNER;;;;Julho 25;;ER-CIND-RUA-DO CAMPO-CENTRO;ANTONIO GONCALVES;Energizada;;;;BT;;1;;;2;2;;;;;100%;;;jul./1;;;;12/07/2025;;TRUE;TRUE;FALSE;FALSE;D002794;-10,584679;-40,19565;;;;;OBRA +;;;;;;;;;;;;;;;;;;;;
;B-1185391;;;PLANO 7;;;;;;R$ 18.054,49;;JOAO;WAGNER;;;;Julho 25;;ER-CIND-POV-NOVO HORIZONTE-N HORIZONTE;FILADÉLFIA;Energizada;;;;BT;;1;;;3;3;;;;;100%;;;jul./1;;;;12/07/2025;;TRUE;TRUE;FALSE;FALSE;D091313;-10,663457;-40,145658;;;;;OBRA +;;;;;;;;;;;;;;;;;;;;
;B-1188766;;;PLANO 7;;;;;;R$ 16.746,53;;JOAO;WAGNER;;;;Julho 25;;ER-SEIN-ROD-LOMANTO JR-PASSAGEM VELHA;SENHOR DO BONFIM;Energizada;;;;BT;;1;;;3;3;;;;;100%;;;jul./1;;;;12/07/2025;;TRUE;TRUE;FALSE;FALSE;D922253;-10,494315;-40,161061;;;;;OBRA +;;;;;;;;;;;;;;;;;;;;
;B-1209307;;;PLANO 7;;;;;;R$ 13.029,84;;JOAO;WAGNER;;;;Julho 25;;UB-CIND-RUA-LESTE BRASILEIRO-CENTRO-SENH;SENHOR DO BONFIM;Energizada;;;;BT;;1;;;2;2;;;;;100%;;;jul./1;;;;12/07/2025;;TRUE;TRUE;FALSE;FALSE;Q040580;-10,453306;-40,190138;;;;;OBRA +;;;;;;;;;;;;;;;;;;;;
;B-1200655;;;PLANO 7;;;;;;R$ 455.027,69;;JOAO;WAGNER;;;;Julho 25;;IP-SEIN-POV-DISTRITO DE QUICE-RURAL-QUIC;SENHOR DO BONFIM;Energizada;Realizado;;;LV + ENERGZ;;0;;;67;67;;;;;100%;;;jul./1;16/06/2025;12/07/2025;;SACADO JUNHO;;TRUE;TRUE;;;Q049739;-10,5067374;-40,0884618;;N1-3 C/ CHP;;NÃO É POSSIVEL DESL;GOVERNO;;;;;;;;;;;;;;;;;;;;
;B-1193545;;;PLANO 1;;;;;;R$ 1.035.467,34;01/08/2025;DICSON;ALDAIR/BIGODE;;;;Agosto 25;;AL QDD-09S4-CONSTRUCAO;NORDESTINA;Energizada;Realizado;;;LV + ENERGZ;;0;;;71;76;;;;;100%;;;;01/08/2025;30/08/2025;;11/08/2025;;;FALSE;;;D714584;-10,7788284;-39,5621061;;1 N1-3, 3 N1, 1 N4;87134 87135 (LV);;AL/MELHORAMENTO;;;;;;;;;;;;;;;;;;;;
;B-1134327;;;PLANO 14;;;;;;R$ 756.608,39;;DICSON;JEFFERSON;;;;Agosto 25;;LD CIND FAZ SÃO JOÃO RURAL;CANSANÇÃO;;Pendente;;;LV + ENERGZ;;1;;;56;;;;;;50%;;;;;;;;;;;;;E284390;-10.8421072;-39.308;;N3/4;;;PRIORIDADE PLANO ANEEL;;;;;;;;;;;;;;;;;;;;
;B-1137567;;;PLANO 14;;;;;;R$ 465.190,43;;DICSON;JEFFERSON/MARCELO;;;;Agosto 25;;MP CIND-POV-NOVO ACORDO RURAL;CANSANÇÃO;;Realizado;;;LV + ENERGZ;;6;;;51;;;;;;50%;;;;11/08/2025;30/08/2025;;11/08/2025;;TRUE;;;;D708789;-10,7369388;-39,3225267;;1 N4-3 + N3;94547 94548(LV) - 98339-(BT)  98357-(BT);;PRIORIDADE PLANO ANEEL;;;;;;;;;;;;;;;;;;;;
;B-0877780;;;PLANO 14;;;;;;R$ 196.518,35;;DICSON;OSMAR;;;;Agosto 25;;MP-CCOL-FAZ RAIO DO SOL-RURAL;QUEIMADAS;Paralisada;;;;DESL +LV + ENERGZ;;9;;;49;;;;;;50%;;;;;;;;;;;;;Q104891;-10,9814946;-39,6346926;;;;;REPUTACIONAL;;;;;;;;;;;;;;;;;;;;
;B-0940009;;;PLANO 14;;;;;;R$ 178.644,65;01/08/2025;DICSON;JEFFERSON;;;;Agosto 25;;RR-CIND-POV RIACHO DAS P-R PEDRAS-CSC;CANSANÇÃO;Energizada;;;;DESL + ENERGZ;;;;;45;47;;;;;100%;;;;01/08/2025;30/08/2025;;;;TRUE;FALSE;FALSE;FALSE;;;;;N3/N4 S/ CHP;;;REPUTACIONAL;;;;;;;;;;;;;;;;;;;;
;B-1044044;;;PLANO 7;;;;;;R$ 178.644,65;01/08/2025;JOÃO;GESONI;;;;Agosto 25;;MP-CCOL-POV ÁGUA LIMPA-RURAL;FILADÉLFIA;Energizada;Realizado;;;LV + ENERGZ;;2;;;43;37;;;;;100%;;;;01/08/2025;30/08/2025;;;;TRUE;FALSE;FALSE;FALSE;;;;;N1-3 CHP;94577 (LV);;RECLAMAÇÃO;;;;;;;;;;;;;;;;;;;;
;B-1161547;;;PLANO 14;;;;;;R$ 287.956,17;01/08/2025;DICSON;ISRAEL;;;;Agosto 25;;ER-CCOL-POV-BOCA DO MATO-BOCA DO MATO;QUEIMADAS;Energizada;Realizado;;;LV + BT + ENERGZ;;1;;;35;35;;;;;50%;;;;06/08/2025;18/08/2025;;05/08/2025;;TRUE;;;;Q090282;-10,8264401;-39,6008524;;N3/4;97727(LV)      98876(BT)       97525(BT)  ;;GOVERNO;;;;;;;;;;;;;;;;;;;;
