CRITÉRIO;NOTA;PROJETO;TÍTULO;MUNICIPIO;SEPARAR MATERIAL;STATUS;SITUAÇÃO;DATA DESLIG;STATUS 1;CLIET.;PSTP;PST REALZ;PST EXEC;CAVA PRONTA;CAVA P/ DETON;PLANO;AVANÇO;V. PROJETO;VALOR 30%;PV. INÍCIO;PV. FIM;ENCARREGADO;SUPERVISOR;AR;LATITUDE;LONGITUDE;SITUAÇÃO.1;CARTEIRA;OBRAS SIMPLIFICADAS;TECNICO FECHAMENTO;VISITA PRÉVIA;PRÉ FECHAMENTO;SI PG;PG INICIAL;PG FINAL;ORIGEM_ETL;VALOR 25%;LINK MAPS;PRE FECHAMENTO;OBS;TITULO;STATUS 1.1;DATA DE ENERG.;VALOR/PST;Unnamed: 5;GPM;VALOR A FATURAR;TITULO.1;STATUS 2;REPROGRAMAÇÃO;CRITERIO;ESTÁGIO DE OBRAS;RESPONSÁVEL;CLIENTE;PSTP INICIAL;PSTP FINAL;DESLIGAMENTO PROGRAMADO;DATA INICIO PROGRAMADA;DATA FINAL PROGRAMADA;DATA DE REPROGRAMAÇÃO;SERVIÇO COM LV;OBRA MIGRADA;PES;MAPS;DATA INICIAL REAL;DATA FINAL REAL;ENERGIZAÇÃO;ENERG. INFORMADA;OBS.1
PRIORIDADE PLANO ANEEL;9102297064;1209633;;UAUÁ;OK;;;;;1;1;;;;;7.1.2.3;100%;R$ 18.205,06;;19/09/2025;19/09/2025;JUAREZ;EDIE JONNES;CARLOS EDUARDO;-9,7212662;-39,4896367;;;;;;;DA PLANILHA;E864379;E864379;Setembro 25;;;;;ER-CIND-POV-CARRO QUEBRADO-RURAL;NÃO INICIADA;;R$ 1.700,00;;;;;;;;;;;;;;;;;;;;;;;;;
QLP;9102231573;1194738;;UAUÁ;;;;;;1;4;;;;;7.1.2.3;100%;R$ 51.825,89;;23/09/2025;23/09/2025;JUAREZ;EDIE JONNES;CARLOS EDUARDO;-9,7860976;-39,6467436;;;;;;;DA PLANILHA;E864303;E864306;Setembro 25;;;;;ER-CIND-POV-CALDEIRAO DO LALAU-CALDEIRAO;NÃO INICIADA;;R$ 6.800,00;;;;;;;;;;;;;;;;;;;;;;;;;
QLP;9102144868;1173811;;UAUÁ;;;;;;0;2;;;;;7.1.2.3;100%;R$ 25.939,53;;24/09/2025;24/09/2025;JUAREZ;EDIE JONNES;CARLOS EDUARDO;-9,810783;-39,600581;;;;;;;DA PLANILHA ;E864215;E864216;Setembro 25;;;;;ER-CIND-FAZ-LAPAO-RURAL;NÃO INICIADA;;R$ 3.400,00;;;;;;;;;;;;;;;;;;;;;;;;;
AIC AUDITORIA;9102044229;1139386;;JUAZEIRO;OK;;;;;1;23;;;;;7.1.2.3;100%;R$ 331.078,60;;15/09/2025;24/09/2025;GISMARIO;EDIE JONNES;VICTOR BARROS;-9,5917851;-39,8765429;;;;;;;DA PLANILHA;E864280;E864302;Setembro 25;;;;;MP-CIND-POV PINHOES-RURAL;NÃO INICIADA;;R$ 39.100,00;;;;;;;;;;;;;;;;;;;;;;;;;
REPUTACIONAL;9102243319;1200943;;CURAÇÁ;;;;;;0;3;;;;;7.1.2.3;100%;R$ 36.419,57;;11/09/2025;26/09/2025;FABIO;EDIE JONNES;CARLOS EDUARDO;-9,043645;-39,9484788;;;;;;;DA PLANILHA;E864161;E864163;Setembro 25;;;;;AC-CIND-FAZ-JURITI I-RURAL CURACA;NÃO INICIADA;;R$ 5.100,00;;;;;;11/09/2025;;;;;;;;;;;;;;;;;;;
REPUTACIONAL;9102280009;1206973;;CURAÇÁ;OK;OURO;;;;0;4;;;;;7.1.2.3;100%;R$ 84.188,49;;03/09/2025;26/09/2025;FABIO;EDIE JONNES;CARLOS EDUARDO;-9,055737;-39,9652039;;;;;;;DA PLANILHA;E864369;E864372;Setembro 25;;;;;RR-GRUA-FAZ-JURITI-RURAL-CURACA;NÃO INICIADA;;R$ 6.800,00;;;;;;05/09/2025;;;;;;;;;;;;;;;;;;;
RECLAMAÇÃO;;1190607;;JUAZEIRO;;;;;;;11;;;;;7.1.2.3;100%;R$ 100.819,97;;;CANCELADA;PAULO;SANTIAGO;VICTOR BARROS;-9.4558323;-40.4694898;;;;;;;;;;Setembro 25;;;;;ER-CIND-SI-S O JOSE-RURAL;RETIRADA ;;;;;;;;;;;;;;;;;;;;;;;;;;;
REPUTACIONAL;9102153628;1177271;;CURAÇÁ;;OURO;;;;0;6;;;;;7.1.2.3;100%;R$ 910.987,38;;24/09/2025;26/09/2025;FABIO;EDIE JONNES;CARLOS EDUARDO;-9,0731065;-39,9175208;;;;;;;DA PLANILHA;E864373;E864378;Setembro 25;;;;;RR-GRUA-POV-CURACA EB 06 KM085-RURAL;NÃO INICIADA;;R$ 10.200,00;;;;;;;;;;;;;;;;;;;;;;;;;
REPUTACIONAL;9102144836;1173776;;JUAZEIRO;OK;;;;;;6;;;;;8.6.2003;100%;R$ 103.944,38;;12/08/2025;27/09/2025;GISMARIO;EDIE JONNES;CARLOS EDUARDO;-9.4328027;-39.7841685;;;;;;;;;;Setembro 25;;;;;RR-GRUA-FAZ-VERMELHO-RURAL;CONCLUIDA;;R$ 10.200,00;;;;;;;;;;;;;;;;;;;;;;;;;
PRIORIDADE PLANO ANEEL;9102252531;1195955;;UAUÁ;OK;;;;;1;6;;;;;7.1.2.3;100%;R$ 79.693,50;;12/09/2025;30/09/2025;JUAREZ;EDIE JONNES;CARLOS EDUARDO;-9,8345323;-39,4149137;;;;;;;DA PLANILHA;E864310;E864315;Setembro 25;;;;;ER-CIND-POV-MARIA PRETA 200-MARIA PRETA;NÃO INICIADA;;R$ 10.200,00;;;;;;;;;;;;;;;;;;;;;;;;;
SUBSÍDIO DE DEFESA;9101981354;1118538;;JUAZEIRO;;;;;;1;24;;;;;14.7.2003;100%;R$ 116.374,32;;25/08/2025;30/09/2025;GISMARIO;EDIE JONNES;VICTOR BARROS;-9.5667254;-39.9208861;;;;;;;DA PLANILHA;E876698;E876723;Setembro 25;;;;;ER-CIND-POV-PINHOES-CENTRO;NÃO INICIADA;;R$ 40.800,00;;;;;;;;;;;;;;;;;;;;;;;;;
AIC AUDITORIA;9102047858;1141961;;UAUÁ;;;;;;1;14;;;;;37451;100%;R$ 157.585,03;;22/09/2025;30/09/2025;TURMA NOVA;EDIE JONNES;CARLOS EDUARDO;-10,0231278;-39,4902749;;;;;;;DA PLANILHA;E864070;E864083;Setembro 25;;;;;MP-CIND-FAZ RIACHO DO SALGADO-RURAL;NÃO INICIADA;;R$ 23.800,00;;;;;;;;;;;;;;;;;;;;;;;;;
QLP;9102134389;1172124;;CURAÇÁ;;;;;;3;30;;;;;7.1.2.3;100%;R$ 174.156,54;;24/09/2025;30/09/2025;FABIO;EDIE JONNES;CARLOS EDUARDO;-9,2082716;-39,8343706;;;;;;;DA PLANLHA;E864339;E864368;Setembro 25;;;;;RR-CIND-FAZ-MELANCIA-RURAL;NÃO INICIADA;;R$ 51.000,00;;;;;;;;;;;;;;;;;;;;;;;;;
QLP;9102299080;1210327;;UAUÁ;;;;;;1;20;;;;;7.1.2.3;80%;R$ 195.508,99;;15/09/2025;15/10/2025;AVANÇO;EDIE JONNES;CARLOS EDUARDO;-9,9312168;-39,3249672;;;;;;;DA PLANILHA;E864380;E864399;Setembro 25;;;;;ER-CIND-POV-CAITITUS-CAITITUS;NÃO INICIADA;;R$ 34.000,00;;;;;;;;;;;;;;;;;;;;;;;;;
GOVERNO;9102230797;1198350;;CURAÇÁ;;;;;;;18;;;;;14.4.12.1;25%;R$ 144.734,27;;15/08/2025;31/10/2025;AVANÇO;EDIE JONNES;CARLOS EDUARDO;-8.6656868;-39.4263194;;;;;;;DA PLANILHA;E876645;E876662;Setembro 25;;;;;ER-CCOL-RUA-04 AGROVILA-PEDRA BRANCA;NÃO INICIADA;;R$ 30.600,00;;;;;;;;;;;;;;;;;;;;;;;;;
AIC AUDITORIA;9102099436;1153460;;JUAZEIRO;;;;;;3;26;;;;;7.1.2.3;80%;R$ 252.443,76;;01/09/2025;31/10/2025;AVANÇO;EDIE JONNES;VICTOR BARROS;-9,5992005;-40,3925912;;;;;;;DA PLANILHA;E864400;E864425;Setembro 25;;;;;MP-CIND-RUA-DOS VERMELHOS-RURAL;NÃO INICIADA;;R$ 44.200,00;;;;;;;;;;;;;;;;;;;;;;;;;
QLP;9102158783;1181008;;JUAZEIRO;;;;;;1;21;;;;;7.1.2.3;80%;R$ 147.180,67;;01/09/2025;31/10/2025;AVANÇO;EDIE JONNES;VICTOR BARROS;-9,5961849;-40,4236876;;;;;;;DA PLANILHA;E864253;E864273;Setembro 25;;;;;RR-CIND-FAZ-S O PEDRO 11-S O PEDRO;NÃO INICIADA;;R$ 35.700,00;;;;;;;;;;;;;;;;;;;;;;;;;
JUDICIAL;9100096585;515938;;REMANSO;OK;;;;;93;1392;;;;;14.4.12.1;100%;R$ 11.815.100,10;;;30/09/2025;JORGE;JORGE;MARLOS LOPES ;;;;;;;;;;;;Setembro 25;;;;;MP-CCOL-FAZ SERRA BRANCA E ARRED.-RURAL;NÃO INICIADA;;R$ 2.366.400,00;;;;;;;;;;;;;;;;;;;;;;;;;
QLP;9102069137;1146087;;REMANSO;;;;;;12;172;;;;;7.1.2.3;60%;R$ 1.518.885,35;;;AVANÇO;JORGE;JORGE;MARLOS LOPES ;-9,4735036;-42,2501527;;;;;;;DA PLANILHA ;E750817;E750988;Setembro 25;;;;;MP-CCOL-FAZ.NOVA TAPUA-RURAL;NÃO INICIADA;;R$ 292.400,00;;;;;;;;;;;;;;;;;;;;;;;;;
JUDICIAL;9102151543;1173964;;REMANSO;;OURO;;;;36;227;;;;;14.4.12.1;60%;R$ 1.482.021,94;;;AVANÇO;JORGE;JORGE;MARLOS LOPES ;0;0;;;;;;;;;;Setembro 25;;;;;RR-CIND-POV-SALINA GRANDE-RURAL;NÃO INICIADA;;R$ 385.900,00;;;;;;;;;;;;;;;;;;;;;;;;;
TRANSGRESSÃO;9102160779;1187240;;CASA NOVA;OK;;;;;1;2;;;;;37816;100%;R$ 33.799,59;;12/09/2025;12/09/2025;MANUTENÇÃO;PAULO JUNIOR;DIEGO ALMEIDA;0;0;;;;;;;DA PLANILHA;E864277;E864278;Setembro 25;;;;;ER-CINDQD Z 10-BEM BOM;NÃO INICIADA;;R$ 3.400,00;;;;;;;;;;;;;;;;;;;;;;;;;
RECLAMAÇÃO;9102080524;1141807;;CASA NOVA;;;;;;;2;;;;;7.1.2.3;100%;R$ 54.390,13;;10/09/2025;26/09/2025;AILTON;PAULO JUNIOR;SANDRO SANTOS;-9.318951;-41.123503;;;;;;;DA PLANILHA;E876724;E876725;Setembro 25;;;;;ER-CIND-POV-ENTRONCAMENTO-RECREIO;NÃO INICIADA;;R$ 3.400,00;;;;;;;;;;;;;;;;;;;;;;;;;
RECLAMAÇÃO;9102068123;1141818;;CASA NOVA;OK;;;;;;0;;;;;7.1.2.2;100%;R$ 26.704,72;;10/09/2025;26/09/2025;AILTON;PAULO JUNIOR;SANDRO SANTOS;-9.3099092;-41.138693;;;;;;;;;;Setembro 25;;;;;ER-CIND-SI-PASCACIO-RURAL;NÃO INICIADA;;R$ 0,00;;;;;;;;;;;;;;;;;;;;;;;;;
GOVERNO;9102096483;1132085;;PILÃO ARCADO;;OURO;;;;11;26;;;;;7.1.2.3;100%;R$ 243.570,88;;20/09/2025;30/09/2025;;PAULO JUNIOR;MARLOS LOPES ;-10,5568842;-42,6234047;;;;;;;DA PLANILHA;E799629;E799654;Setembro 25;;;;;ER-SEIN-RUA-DAS FLORES-XIQUE-XIQUE;NÃO INICIADA;;R$ 44.200,00;;;;;;;;;;;;;;;;;;;;;;;;;
PRIORIDADE PLANO ANEEL;9102033317;1128925;;CASA NOVA;OK;;;;;1;6;;;;;37451;100%;R$ 175.752,82;;15/09/2025;30/09/2025;SILVONEY;PAULO JUNIOR;SANDRO SANTOS;-9.3139292;-41.0714687;;;;;;;DA PLANILHA;E876686;E876691;Setembro 25;;;;;LD-CIND-POV BAIXAO-RURAL-CSN;NÃO INICIADA;;R$ 10.200,00;;;;;;;;;;;;;;;;;;;;;;;;;
QLP;9101976713;1113834;;PILÃO ARCADO;OK;;;;;65;416;;217;;;7.1.2.3;80%;R$ 5.716.579,81;;01/09/2025;30/10/2025;AILTON;PAULO JUNIOR;MARLOS LOPES ;#N/D;#N/D;;;;;;;DA PLANILHA;E799950;E800365;Setembro 25;;;;;AC-CIND ESCOLA MUN.DE BREJINHO-RURAL;NÃO INICIADA;;R$ 707.200,00;;;;;;;;;;;;;;;;;;;;;;;;;
REPUTACIONAL;9102084906;1145786;;CASA NOVA;OK;OURO;;;;18;29;;;;;7.1.2.3;20%;R$ 184.243,28;;22/09/2025;31/10/2025;FERNANDO;PAULO JUNIOR;DIEGO ALMEIDA;#N/D;#N/D;;;;;;;DA PLANILHA;E865080;E865108;Setembro 25;;;;;AC CIND POV XIQUE XIQUE RURAl;NÃO INICIADA;;R$ 49.300,00;;;;;;;;;;;;;;;;;;;;;;;;;
REPUTACIONAL;9102031594;1128536;;CASA NOVA;OK;OURO;;;;17;166;;;;;14.4.12.1;70%;R$ 1.425.753,93;;07/08/2025;31/10/2025;FERNANDO;PAULO JUNIOR;DIEGO ALMEIDA;-9,6263923;-41,838502;;;;;;;DA PLANILHA;E819709;E819874;Setembro 25;;;;;MP-CCOL-POV-XIQUE XIQUE-RURAL;NÃO INICIADA;;R$ 282.200,00;;;;;;;;;;;;;;;;;;;;;;;;;
GOVERNO;9102092612;1146131;;CASA NOVA;;OURO;;;;141;394;;;;;7.1.2.3;25%;R$ 2.463.892,39;;;30/12/2025;FERNANDO;PAULO JUNIOR;DIEGO ALMEIDA;-9,335318;-41,8057884;;;;;;;DA PLANILHA;E863624;E864017;Setembro 25;;;;;AC-REGFV-CCOL-POV DESTERRO-CAI ARA-III;NÃO INICIADA;;R$ 669.800,00;;;;;;;;;;;;;;;;;;;;;;;;;
REPUTACIONAL;9100945323;763601;;CASA NOVA;;OURO;;;;25;541;;;;;37816;10%;R$ 3.490.517,75;;;AVANÇO;FERNANDO;PAULO JUNIOR;DIEGO ALMEIDA;-9,1657286;-41,3927492;;;;;;;DA PLANILHA;E864495;E865035;Setembro 25;;;;;MP-CCOL-POV CANOINHA-RURAL;NÃO INICIADA;;R$ 919.700,00;;;;;;;;;;;;;;;;;;;;;;;;;
PRIORIDADE PLANO ANEEL;9101992624;1120277;;SENTO SÉ;OK;;;;;1;23;28;;;;7.1.2.3;100%;R$ 215.103,20;;;03/09/2025;FABIO;RODRIGUES;SANDRO SANTOS;-9.75338;-41.8858;;;;;;;;;;Setembro 25;;;;;MP-CCOL-RUA 03-RURAL;CONCLUIDA;03/09/2025;R$ 39.100,00;;;;;;;;;;;;;;;;;;;;;;;;;
AIC OBJETIVO;9101932015;1092651;;SENTO SÉ;OK;;;;;3;15;15;;;;14.4.12.1 ;100%;R$ 202.401,98;;06/08/2025;04/09/2025;JACSON;RODRIGUES;SANDRO SANTOS;-9.8048531;-41.4354007;;;;;;;;;;Setembro 25;;;;;MP-CCOL-RUA DA CONCEIÇÃO-RURAL;CONCLUIDA;04/09/2025;R$ 25.500,00;;;;;;;;;;;;;;;;;;;;;;;;;
PRIORIDADE PLANO ANEEL;9102027760;1129183;;REMANSO;;;;;;3;46;;;;;7.1.2.3;100%;R$ 580.092,82;;01/09/2025;30/09/2025;RUBEM;RUBEM;MARLOS LOPES ;-9,5839657;-42,1016911;;;;;;;DA PLANILHA;E864024;E864069;Setembro 25;;;;;MP-CCOL-POV.MANTEIGA-RURAL;NÃO INICIADA;;R$ 78.200,00;;;;;;;;;;;;;;;;;;;;;;;;;
AIC AUDITORIA;9102134589;1172120;;CURAÇÁ;;;;;;3;23;;;;;7.1.2.3;100%;R$ 157.891,07;;;CANCELADA;;;CARLOS EDUARDO;-9,4842407;-39,705201;;;;;;;DA PLANILHA;E864316;E864338;Setembro 25;;;;;RR-CCOL-FAZ-SANTO ANTONIO-RURAL;RETIRADA ;;;;;;;;;;;;;;;;;;;;;;;;;;;
PRIORIDADE PLANO ANEEL;9101867742;1058100;;REMANSO;OK;;;;;59;380;;;;;7.1.2.3;55%;R$ 4.341.201,10;;;30/11/2025;RUBEM;RUBEM;MARLOS LOPES ;-9,392305;-42,1929795;;;;;;;DA PLANILHA;E774354;E774683;Setembro 25;;;;;AC-CIND-POV-PONTA DA SERRA-RURAL;NÃO INICIADA;;R$ 646.000,00;;;;;;;;;;;;;;;;;;;;;;;;;
AL/MELHORAMENTO;9102150089;1191546;;JUAZEIRO;OK;RELIGADOR;;;;0;1;;;;;8.2.2.3;100%;R$ 109.730,89;;05/09/2025;05/09/2025;IVONALDO;SANTIAGO;VICTOR BARROS;-9,172178;-40,0666537;;;;;;;DA PLANILHA;E864084;E864084;Setembro 25;;;;;IE-RELIGADOR-NCU-01Z4-B360628;CONCLUIDA;;R$ 1.700,00;;;;;;09/09/2025;;;;;;;;;;;;;;;;;;;
PRIORIDADE PLANO ANEEL;9102308523;1211795;;JUAZEIRO;OK;;;;;1;5;;;;;7.1.2.3;100%;R$ 26.426,38;;08/09/2025;09/09/2025;IVONALDO;SANTIAGO;VICTOR BARROS;0;0;;;;;;;DA PLANILHA;E864191;E864195;Setembro 25;;;;;ER-CIND-POV-DE MARI 17-MARI;NÃO INICIADA;;R$ 8.500,00;;;;;;;;;;;;;;;;;;;;;;;;;
REPUTACIONAL;9102152928;1221851;;JUAZEIRO;OK;;;;;3;11;;;;;7.1.2.3;100%;R$ 124.079,02;;25/08/2025;11/09/2025;IVONALDO;SANTIAGO;VICTOR BARROS;-9.4558324;-40.4694899;;;;;;;DA PLANILHA;E865111;E865121;Setembro 25;;;;;ER-CIND-SI-S O JOSE-RURAL;NÃO INICIADA;;R$ 18.700,00;;;;;;;;;;;;;;;;;;;;;;;;;
QLP;9102074566;1144796;;JUAZEIRO;OK;;;;;2;19;;;;;7.1.2.3;100%;R$ 136.998,34;;10/09/2025;16/09/2025;IVONALDO;SANTIAGO;VICTOR BARROS;-9,2880477;-40,0738188;;;;;;;DA PLANILHA;E864234;E864252;Setembro 25;;;;;MP-CCOL-POV.LAGOA DOS CAVALOS-RURAL;NÃO INICIADA;;R$ 32.300,00;;;;;;;;;;;;;;;;;;;;;;;;;
AL/MELHORAMENTO;9102083111;1144762;;UAUÁ;;;;;;0;6;;;;;1.2.2.2.3;50%;R$ 458.444,21;;15/09/2025;17/09/2025;JUAREZ;SANTIAGO;CARLOS EDUARDO;-9,8468026;-39,4664253;;;;;;;DA PLANILHA ;E864018;E864023;Setembro 25;;;;;PT UAU 34 5 13 8KV;NÃO INICIADA;;R$ 10.200,00;;;;;;;;;;;;;;;;;;;;;;;;;
RECLAMAÇÃO;9102021225;1129437;;JUAZEIRO;OK;;;;;1;15;;;;;14.7.2003;100%;R$ 210.471,66;;01/09/2025;18/09/2025;PAULO;SANTIAGO;VICTOR BARROS;;;;;;;;;DA PLANILHA;E876663;E876677;Setembro 25;;;;;LD CIND FAZ MANI OBA VELHA RURAL;NÃO INICIADA;;R$ 25.500,00;;;;;;;;;;;;;;;;;;;;;;;;;
JUDICIAL;9102154209;1212994;;SENTO SÉ;OK;OURO;;;;0;35;;;;;37816;100%;R$ 329.800,60;;04/09/2025;22/09/2025;JACSON;SANTIAGO;DIEGO ALMEIDA;-10,2842731;-41,3726258;;;;;;;DA PLANILHA;E864428;E864462;Setembro 25;;;;;RR-CIND-POV-ALMAS-ALMAS;NÃO INICIADA;;R$ 59.500,00;;;;;;;;;;;;;;;;;;;;;;;;;
QLP;9102316140;1214805;;JUAZEIRO;;OURO;;;;3;44;;;;;37816;100%;R$ 308.392,86;;17/09/2025;30/09/2025;IVONALDO;SANTIAGO;VICTOR BARROS;0;0;;;;;;;DA PLANILHA;E865036;E865079;Setembro 25;;;;;ER-CIND-FAZ-BARRA BONITA-RURAL;NÃO INICIADA;;R$ 74.800,00;;;;;;;;;;;;;;;;;;;;;;;;;
JUDICIAL;9101664952;997469;;SENTO SÉ;OK;OURO;;;;2;43;;;;;37816;100%;R$ 431.864,85;;23/09/2025;30/09/2025;JACSON;SANTIAGO;DIEGO ALMEIDA;-10,2638619;-41,3329393;;;;;;;DA PLANILHA;E864116;E864158;Setembro 25;;;;;ER-CIND-POV-ALMAS-ALEGRE;NÃO INICIADA;;R$ 73.100,00;;;;;;;;;;;;;;;;;;;;;;;;;
GOVERNO;9102125670;1159894;;JUAZEIRO;OK;OURO;;;;0;66;;;;;7.1.1.3;40%;R$ 1.460.659,08;;01/09/2025;31/10/2025;PAULO;SANTIAGO;VICTOR BARROS;-9,4665442;-40,4999899;;;;;;;DA PLANILHA ;E750526;E750585;Setembro 25;;;;;UB-CIND-RUA-JUAZEIRO-2;NÃO INICIADA;;R$ 112.200,00;;;;;;;;;;;;;;;;;;;;;;;;;
RECLAMAÇÃO;9102030324;1120926;;REMANSO;OK;;;;;17;111;;;;;37816;100%;R$ 1.228.147,83;;22/08/2025;AVANÇO;;;MARLOS LOPES ;-9,5834495;-42,1018369;;;;;;;DA PLANILHA;E778061;E778176;Setembro 25;;;;;MP CIND POV MANTEIGA RURAL MOD;NÃO INICIADA;;R$ 188.700,00;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Setembro 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Setembro 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Setembro 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Setembro 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Setembro 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Setembro 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Setembro 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Setembro 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Setembro 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Setembro 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Setembro 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Setembro 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Setembro 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Setembro 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;                       ;;;;;;;;;;;;;Setembro 25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;515938;;REMANSO;;CONCLUÍDA;;;;;;;;;;14.4.12.1;100%;;;;;JORGE;JORGE;;;;;OUTUBRO;;;;;;;;Novembro 25;;;;;MP-CCOL-FAZ SERRA BRANCA E ARRED.-RURAL;;;;;;;;;;;CONCLUÍDA;MARLOS LOPES ;93;1.392;1619;;;24/10/2025;;;SIM;;Ver no Mapa;05/04/2025;04/10/2025;04/10/2025;06/10/2025;
;;1233696;;CAMPO ALEGRE DE LOURDES;;CONCLUÍDA;;;;;;;;;;8.3.2.3;100%;;;;;JACSON;SANTIAGO;;-9.5010346;-43.010159;;DEZEMBRO;;;;;;;;Novembro 25;;;COMPLETO;;RC-GOVE-ROD-BR 020-CENTRO;;;;;;;;;;GOVERNO;CONCLUÍDA;MARLOS LOPES ;0;2;;;;17/12/2025;;NÃO;NÃO;;Ver no Mapa;17/12/2025;17/12/2025;17/12/2025;SIM;
;;1189551;;CASA NOVA;;CONCLUÍDA;;;;;;;;;;7.1.1.3;100%;;;;;FABIO;SANTIAGO;;-9.2935056;-40.8191625;;NOVEMBRO;;;;;;;;Novembro 25;;;COMPLETO;;UB-CIND-RUA-DO ASFALTO 10-CENTRO;;;;;;;;;;PRIORIDADE PLANO ANEEL;ENERGIZADA;MARLOS LOPES ;;2;2;;26/11/2025;26/11/2025;;;NÃO;;Ver no Mapa;25/11/2025;25/11/2025;25/11/2025;SIM;
;;806660;;PILÃO ARCADO;;CONCLUÍDA;;;;;;;;;;14.4.12.1;100%;;;;;EMERSON;;;;;;JULHO;;;;;;;;Novembro 25;;;;;MP-CCOL-POV. CHAMUSCADO-RURAL;;;;;;;;;;;;;19;140;205;;;;;;;;;;;;;
;;1201544;;CASA NOVA;;CONCLUÍDA;;;;;;;;;;7.1.2.3;100%;;;;;JACSON;EDIE JONNES;;-9.303507;-40.8318994;;DEZEMBRO;;;;;;;;Novembro 25;;;COMPLETO;;ER-CIND-SI-STA LUZIA-RR-SAO LUIZ;;;;;;;;;;PRIORIDADE PLANO ANEEL;CONCLUÍDA;DIEGO ALMEIDA;1;2;;;02/12/2025;06/12/2025;;SIM;SIM;;Ver no Mapa;10/12/2025;16/12/2025;16/12/2025;SIM;
;;1128536;;CASA NOVA;;CONCLUÍDA;;;;;;;;;;14.4.12.1;100%;;;;;FERNANDO;PAULO JUNIOR;;-9.6263923;-41.838502;;OUTUBRO;;;;;;;;Novembro 25;;;;OURO;MP-CCOL-POV-XIQUE XIQUE-RURAL;;;;;;;;;;;CONCLUÍDA;DIEGO ALMEIDA;8;166;178;;07/08/2025;31/10/2025;;;SIM;;Ver no Mapa;07/08/2025;31/10/2025;31/10/2025;31/10/2025;
;;1120926;;REMANSO;;CONCLUÍDA;;;;;;;;;;14.4.12.1;100%;;;;;RUBEM;RUBEM;;-9.5834495;-42.1018369;;SETEMBRO;;;;;;;;Novembro 25;;;;;MP CIND POV MANTEIGA RURAL MOD;;;;;;;;;;;CONCLUÍDA;MARLOS LOPES ;17;111;;;22/08/2025;;;;;;Ver no Mapa;02/09/2025;30/09/2025;30/09/2025;01/10/2025;
;;1229077;;CASA NOVA;;PROGRAMADA;;;;;;;;;;7.1.2.3;100%;;;;;;MICHEL;;-9.394975;-41.230686;;DEZEMBRO;;;;;;;;Novembro 25;;;COMPLETO;;ER-CIND-POV-BAIXAO-RURAL;;;;;;;;;;OBRAS ÁGEIS;NÃO INICIADA;DIEGO ALMEIDA;1;2;;;11/12/2025;11/12/2025;;;NÃO;;Ver no Mapa;;;;;
;;1058096;;REMANSO;;CONCLUÍDA;;;;;;;;;;14.4.12.1;100%;;;;;RUBEM;RUBEM;;;;;JULHO;;;;;;;;Novembro 25;;;;;MP-CCOL-POV-PONTA DA SERRA-RURAL;;;;;;;;;;;;;6;74;;;;;;;;;;;31/07/2025;31/07/2025;31/07/2025;
;;B-1105918;;CURAÇÁ;;RETIRADA COELBA;;;;;;;;;;14.4.12.1;100%;;;;;JUAREZ;;;;;;AGOSTO;;;;;;;;Novembro 25;;;;;ER-CIND-FAZ-MALHADA CRUZ MATINHA-RURAL;;;;;;;;;;;;;;25;;;06/08/2025;16/08/2025;;NÃO;;;;;;;;
