CRITÉRIO;NOTA;PROJETO;TÍTULO;MUNICIPIO;SEPARAR MATERIAL;STATUS;SITUAÇÃO;DATA DESLIG;STATUS 1;CLIET.;PSTP;PST REALZ;PST EXEC;CAVA PRONTA;CAVA P/ DETON;PLANO;AVANÇO;V. PROJETO;VALOR 30%;PV. INÍCIO;PV. FIM;ENCARREGADO;SUPERVISOR;AR;LATITUDE;LONGITUDE;SITUAÇÃO.1;CARTEIRA;OBRAS SIMPLIFICADAS;TECNICO FECHAMENTO;VISITA PRÉVIA;PRÉ FECHAMENTO;SI PG;PG INICIAL;PG FINAL;ORIGEM_ETL;VALOR 25%;LINK MAPS;PRE FECHAMENTO;OBS;TITULO;STATUS 1.1;DATA DE ENERG.;VALOR/PST;Unnamed: 5;GPM;VALOR A FATURAR;TITULO.1;STATUS 2;REPROGRAMAÇÃO;CRITERIO;ESTÁGIO DE OBRAS;RESPONSÁVEL;CLIENTE;PSTP INICIAL;PSTP FINAL;DESLIGAMENTO PROGRAMADO;DATA INICIO PROGRAMADA;DATA FINAL PROGRAMADA;DATA DE REPROGRAMAÇÃO;SERVIÇO COM LV;OBRA MIGRADA;PES;MAPS;DATA INICIAL REAL;DATA FINAL REAL;ENERGIZAÇÃO;ENERG. INFORMADA;OBS.1
QLP;9102126489;1165825;;UAUÁ;;abril-25;;;;1;7;;7;;;;100%;R$ 55.021,09;;28/04/2025;30/04/2025;MAURICIO;EDIE JONNES;;-9,718006;-39,276716;;;;;;;DA PLANILHA ;E749910;E749916;Abril 25;R$ 13.755,27;;OK;;ER-CIND-POV-CURUNDUNDUN-RURAL;CONCLUIDA;;R$ 14.700,00;;;;;;;;;;;;;;;;;;;;;;;;;
AL/MELHORAMENTO;9102006139;1157379;;JUAZEIRO;SACADO;;;;MIGRAR;0;0;;;;;PLANO 1;100%;R$ 1.374.462,12;;04/04/2025;20/04/2025;IVONALDO;RODRIGUES;SANDRO;-9,436886049;-40,38081355;;fev.-25;FALSE;;FALSE;FALSE;0 POSTE;;;Abril 25;;;OK;;RS-COEL-SAIDA AL NOVA TOURAO;EM EXECUÇÃO;;;;;;;;;;;;;;;;;;;;;;;;;;;
AL/MELHORAMENTO;9101909687;1085220;;JUAZEIRO;SACADO;;;;MIGRAR;0;2;;;;;PLANO 1;100%;R$ 90.897,71;;03/04/2025;20/04/2025;IVONALDO;RODRIGUES;SANDRO;-9,4335364;-40,3828412;;mar.-25;;;;;DA PLANILHA;E619909;E619910;Abril 25;;;OK;;AL - 01V3 - SE NOVA TOURÃO-EQUIP-Q008200;EM EXECUÇÃO;;;;;;;;;;;;;;;;;;;;;;;;;;;
AL/MELHORAMENTO;9101915089;1088191;;JUAZEIRO;SACADO;;;;MIGRAR;0;3;;;;;PLANO 1;100%;R$ 224.034,66;;02/04/2025;20/04/2025;IVONALDO;RODRIGUES;SANDRO;-9,436886049;-40,38081355;;;;;;;DA PLANILHA ;E620080;E620082;Abril 25;;;OK;;AL - 01V8 - NOVA TOUR O - CONSTRU  O;EM EXECUÇÃO;;;;;;;;;;;;;;;;;;;;;;;;;;;
JUDICIAL;9102095200;1151835;;SENTO SÉ;;;;;MIGRAR;1;3;;;;;;100%;R$ 112.962,82;;14/05/2025;15/05/2025;CARLOS;SANTIAGO;SANDRO;-10,548659;-41,84232;;;;;;;DA PLANILHA ;E750016;E750018;Abril 25;R$ 28.240,71;;OK;;AC-CIND-POV-ITAPICURU-RURAL;EM EXECUÇÃO;;R$ 6.300,00;;;;;;;;;;;;;;;;;;;;;;;;;
AIC OBJETIVO;9101899666;1077391;;JUAZEIRO;;abril-25;;;;2;5;;5;;;;100%;R$ 50.561,40;;12/04/2025;28/04/2025;JUAREZ;EDIE JONNES;;-9,49175927;-40,2001457;;;;;;;DA PLANILHA;E750668;E750672;Abril 25;R$ 12.640,35;;OK;;LD-CIND-POV LAGOA DOS BOIS-LAGOA DOS BO;CONCLUIDA;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPT;9101924775;1093845;;SENTO SÉ;;;;;MIGRAR;1;12;;;;;PLANO 14;100%;R$ 167.046,83;;22/05/2025;26/05/2025;CARLOS;SANTIAGO;SANDRO;-10,073223;-41,370786;;mar.-25;;;;;DA PLANILHA;E619929;E619940;Abril 25;;;OK;;LD-CIND-POV LIMOEIRO-RURAL;ESCAVAÇÃO;;R$ 25.200,00;;;;;;;;;;;;;;;;;;;;;;;;;
AIC OBJETIVO;9102038108;1131343;;CURAÇÁ;;abril-25;;;;3;21;;;;;;100%;R$ 255.583,37;;11/04/2025;23/04/2025;FABIO;SANTIAGO;;-8,6949968;-39,668458;;;;;;;DA PLANILHA ;E750526;E750546;Abril 25;R$ 63.895,84;;;;LD CIND POV SACO DA CANOA RURAL;CANCELADA;;R$ 44.100,00;;;;;;;;;;;;;;;;;;;;;;;;;
TRANSGRESSÃO;9102109004;1157325;;CASA NOVA;;abril-25;;;;1;5;;5;;;;100%;R$ 39.143,31;;16/04/2025;16/04/2025;AILTON;PAULO JUNIOR;DIEGO;-9,296343;-40,834028;;;;;;;DA PLANILHA;E750226;E750230;Abril 25;R$ 9.785,83;;OK;;RR-CIND-POV-SANTANA SOBRADO-RR-CASA NOVA;CONCLUIDA;;R$ 10.500,00;;;;;;;;;;;;;;;;;;;;;;;;;
AIC OBJETIVO;9101932015;1092651;;SENTO SÉ;;abril-25;;;;3;15;RETIRAR;;;;;100%;R$ 192.622,38;;;;EMERSON;;;-9,8136126;-41,434043;;;;;;;DA PLANILHA ;E750027;E750041;Abril 25;R$ 48.155,60;;;;MP-CCOL-RUA DA CONCEIÇÃO-RURAL;RETIRADA ;;;;;;;;;;;;;;;;;;;;;;;;;;;
SOLICITAÇÃO ATENDIMENTO;9101190009;875302;;JUAZEIRO;;;;;MIGRAR;2;37;;;;;PLANO 14;100%;R$ 394.092,32;;12/04/2025;02/05/2025;JUAREZ;EDIE JONNES;VICTOR;-9,42475819;-40,242379;;mar.-25;;;;;DA PLANILHA ;E619663;E619699;Abril 25;R$ 98.523,08;;OK;;MP-CCOL-POV.LAGOA DOS BOIS-RURAL;ESCAVAÇÃO;;R$ 77.700,00;;;;;;;;;;;;;;;;;;;;;;;;;
NOVOS QUESTIONAMENTOS ANEEL;9102025347;1126041;;JUAZEIRO;SACADO;;;;MIGRAR;0;108;;82;;;PLANO 7;100%;R$ 1.565.846,66;;15/03/2024;31/05/2025;FERNANDO/FABIO;SANTIAGO;CARLOS EDUARDO;-9,1258481;-40,0323912;;mar.-25;;;;;DA PLANILHA;E619540;E619634;Abril 25;R$ 200.000,00;;OK;;IT CIND FAZ CURAÇA PEQUENO RURAL;ESCAVAÇÃO;;R$ 0,00;;;;;;;;;;;;;;;;;;;;;;;;;
QLP;9102125866;1165100;;CASA NOVA;;;;;;1;2;;;;;;100%;R$ 14.285,89;;11/04/2025;11/04/2025;AILTON;PAULO JUNIOR;DIEGO;-9,325327756;-41,0751019;;;;;;;DA PLANILHA;E750231;E750232;Abril 25;R$ 3.571,47;;OK;;ER-CIND-POV-BAIXAO 2852-RURAL-CASA NOVA;NÃO INICIADA;;R$ 4.200,00;;;;;;;;;;;;;;;;;;;;;;;;;
AIC OBJETIVO;9101503225;984432;;CASA NOVA;;abril-25;;;;1;35;;;;;;100%;R$ 210.818,71;;;;;;;;;;;;;;;DA PLANILHA ;E619494;E619528;Abril 25;R$ 52.704,68;;;;RR-CIND-POV-SAO MIGUEL-RURAL;CANCELADA;;R$ 73.500,00;;;;;;;;;;;;;;;;;;;;;;;;;
AIC OBJETIVO;9102095255;1151010;;CASA NOVA;;abril-25;;;;1;0;RETIRAR;;;;;100%;R$ 48.317,61;;;;;;;;;;;;;;;0 POSTE;;;Abril 25;R$ 12.079,40;;;;AC-REG.FV-CIND-POV PEDRA GRANDE 160-RURA;RETIRADA ;;;;;;;;;;;;;;;;;;;;;;;;;;;
PRIORIDADE PLANO ANEEL;9102157797;1182944;;CASA NOVA;;MIGRADA;;;;1;5;;5;;;PLANO 7;100%;R$ 35.896,88;;28/04/2025;29/04/2025;AILTON;PAULO JUNIOR;DIEGO;-9,200843;-41,226521;;mar.-25;;;;;DA PLANILHA ;E619966;E619970;Abril 25;R$ 8.974,22;;OK;;ER-CIND-POV-ALGODAO DE CIMA 1452-AL CIMA;CONCLUIDA;;R$ 10.500,00;;;;;;;;;;;;;;;;;;;;;;;;;
QLP;9102130886;1165605;;JUAZEIRO;;abril-25;;;;1;5;;5;;;;100%;R$ 59.184,78;;28/04/2025;29/04/2025;PAULO;SANTIAGO;;-9,4515829;-40,507978;;;;;;;DA PLANILHA;E750182;E750186;Abril 25;R$ 14.796,20;;OK;;AC-CIND-LOT-PEDRO RAIMUND-MALHAD DA AREI;CONCLUIDA;;R$ 10.500,00;;;;;;;;;;;;;;;;;;;;;;;;;
AIC OBJETIVO;9102009695;1123781;;JUAZEIRO;;abril-25;;;;10;9;RETIRAR;;;;;100%;R$ 95.868,64;;;;;;;-9,4879231;-40,502768;;;;;;;;;;Abril 25;R$ 23.967,16;;;;LD- CIND - SIT - VENEZA - RURAL;RETIRADA ;;;;;;;;;;;;;;;;;;;;;;;;;;;
AL/MELHORAMENTO;9101909688;1085227;;JUAZEIRO;SACADO;PES 38257 / OC 7264 - 03/04;;;;0;4;;4;;;PLANO 8;100%;R$ 616.794,25;;01/04/2025;20/04/2025;IVONALDO;RODRIGUES;SANDRO;-9,4307884;-40,3956456;;fev.-25;FALSE;;FALSE;FALSE;1017645/APROVADA;E711971;E711972;Abril 25;R$ 154.198,56;;;;AL - 01V4 - NOVA TOURÃO - CONSTRUÇÃO;CONCLUIDA;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPT;9101783582;1028355;;SOBRADINHO;;MIGRADA;;;;1;4;;4;;;PLANO 14;100%;R$ 25.946,33;;;;CARLOS;SANTIAGO;SANDRO;-9,4638721;-40,8140499;;mar.-25;;;;;DA PLANILHA;E619911;E619914;Abril 25;R$ 6.486,58;;;;ER-CIND-POV-SANTA BARBARA-RURAL;CONCLUIDA;;;;;;;;;;;;;;;;;;;;;;;;;;;
AIC OBJETIVO;9102091293;1152118;;CASA NOVA;;abril-25;;;;1;9;RETIRAR;;;;;100%;R$ 42.951,57;;;;;;;;;;;;;;;;;;Abril 25;R$ 10.737,89;;;;ER-CIND-POV-LAGOA DOS TITINOS-RURAL;RETIRADA ;;;;;;;;;;;;;;;;;;;;;;;;;;;
AIC OBJETIVO;9102087522;1145356;;CASA NOVA;;abril-25;;;;1;4;RETIRAR;;;;;100%;R$ 28.486,72;;;;;;;;;;;;;;;;;;Abril 25;R$ 7.121,68;;;;ER-CIND-SI-BARRO RACHADO 145 --A-RURAL;RETIRADA ;;;;;;;;;;;;;;;;;;;;;;;;;;;
QLP;9102139593;1166997;;JUAZEIRO;;PENDENTE CABO 1x25;;;;1;4;;4;;;;100%;R$ 26.297,22;;11/04/2025;11/04/2025;PAULO;SANTIAGO;;-9,2659955;-40,0584022;;;;;;;DA PLANILHA;E750199;E750202;Abril 25;R$ 6.574,31;;OK;;UB-CIND-SI BELO JARDIM-ITAMOTINGA;CONCLUIDA;;R$ 8.400,00;;;;;;;;;;;;;;;;;;;;;;;;;
QLP;9102139564;1176266;;CASA NOVA;;;;;MIGRAR;2;20;;;;;;100%;R$ 136.471,64;;20/05/2025;20/05/2025;DANIEL/ AILTON;PAULO JUNIOR;DIEGO;-9,2783089;-40,71661953;;;;;;;DA PLANILHA;E750206;E750225;Abril 25;R$ 34.117,91;;OK;;RR-CIND-POV RIACHO DO SOBRADO-RURAL;NÃO INICIADA;;R$ 42.000,00;;;;;;;;;;;;;;;;;;;;;;;;;
QLP;9102142635;1168621;;CASA NOVA;;;;;MIGRAR;1;3;;;;;;100%;R$ 32.526,25;;08/05/2025;08/05/2025;AILTON;PAULO JUNIOR;DIEGO;-9,186586027;-40,8480501;;;;;;;DA PLANILHA;E750238;E750240;Abril 25;R$ 8.131,56;;OK;;ER-CIND-POV-SAO ROMAO-RURAL;NÃO INICIADA;;R$ 6.300,00;;;;;;;;;;;;;;;;;;;;;;;;;
AL/MELHORAMENTO;9101915087;1101887;;JUAZEIRO;;abril-25;;;;0;2;RETIRAR;;;;;100%;R$ 350.594,72;;;;;;;-9,487905;-40,2186154;;;;;;;;;;Abril 25;R$ 87.648,68;;;;IE 01V2 NOVA TOURÃO RURAL EQUIP N61580;CANCELADA;;;;;;;;;;;;;;;;;;;;;;;;;;;
RECLAMAÇÃO;9102149813;1177525;;PILÃO ARCADO;;;;;;0;1;;;;;;100%;R$ 18.370,16;;14/04/2025;14/04/2025;DOMINGOS;PAULO JUNIOR;;-10,00231555;-42,4784534;;;;;;;DA PLANILHA ;E750525;E750525;Abril 25;R$ 4.592,54;;OK;;AC-CIND-RUA- XIQUE XIQUE-CENTRO;NÃO INICIADA;;R$ 2.100,00;;;;;;;;;;;;;;;;;;;;;;;;;
RECLAMAÇÃO;9102129630;1163633;;CASA NOVA;;MIGRADA;;;;0;4;;4;;;PLANO 8;100%;R$ 113.399,53;;17/04/2025;17/04/2025;AILTON;PAULO JUNIOR;DIEGO;-8,7732182;-41,1549792;;fev.-25;FALSE;;FALSE;FALSE;1020096/APROVADA;E725914;E725917;Abril 25;R$ 28.349,88;;OK;;ME CIND RUA CAIXA DAGUA1 CENTRO;CONCLUIDA;;R$ 8.400,00;;;;;;;;;;;;;;;;;;;;;;;;;
REPUTACIONAL;9102125688;1161869;;JUAZEIRO;;;;;;0;4;;;;;PLANO 7;100%;R$ 362.692,55;;14/04/2025;15/04/2025;PEPEU;ANDERSON;VICTOR;-9,475;-40,428328;;;;;;;1020086/APROVADA;E725899;E725902;Abril 25;;;;;ER-CIND-FAZ-MASSAYO -RURAL;NÃO INICIADA;;R$ 8.400,00;;;;;;;;;;;;;;;;;;;;;;;;;
PRIORIDADE PLANO ANEEL;9102160501;1179431;;UAUÁ;;CONCLUIDA;;;;0;3;;3;;;;100%;R$ 18.857,60;;11/04/2025;11/04/2025;MAURICIO;EDIE JONNES;;-9,833687497;-39,49020672;;;;;;;DA PLANILHA ;E749917;E749919;Abril 25;R$ 4.714,40;;OK;;UB-CIND-RUA-CAVA CH O-ALTO DO MALAQUIAS;CONCLUIDA;;R$ 6.300,00;;;;;;;;;;;;;;;;;;;;;;;;;
PRIORIDADE PLANO ANEEL;9102155833;1182129;;CASA NOVA;;MIGRADA;;;;3;3;;3;;;PLANO 7;100%;R$ 16.429,42;;23/04/2025;23/04/2025;AILTON;PAULO JUNIOR;DIEGO;-9,2685118;-40,7499962;;mar.-25;;;;;DA PLANILHA ;E619958;E619960;Abril 25;R$ 4.107,36;;OK;;ER-CCOL-POV-RIACHO D SOBRADO-RURAL;CONCLUIDA;;R$ 6.300,00;;;;;;;;;;;;;;;;;;;;;;;;;
JUDICIAL OURO;9101920740;1093148;;SENTO SÉ;;;;;;1;0;;;;;;100%;R$ 9.423,55;;16/04/2025;16/04/2025;CARLOS;SANTIAGO;SANDRO;-9,865641;-42,086597;;;;;;;0 POSTE;;;Abril 25;;;OK;;ER-CIND--FAZ ALDEIA-RURAL-ITAPERA;PARALIZADA;;R$ 0,00;;;;;;;;;;;;;;;;;;;;;;;;;
RECLAMAÇÃO;9102139849;1172741;;JUAZEIRO;;abril-25;;;;1;3;;3;;;;100%;R$ 18.646,18;;25/04/2025;25/04/2025;PAULO;SANTIAGO;;-9,433899;-40,521582;;;;;;;DA PLANILHA;E750203;E750205;Abril 25;R$ 4.661,55;;;;UB-CIND-AV-GIUSEPPE MUCCINI-PIRANGA;CONCLUIDA;;R$ 6.300,00;;;;;;;;;;;;;;;;;;;;;;;;;
AIC OBJETIVO;9102124064;1159873;;JUAZEIRO;;abril-25;;;;1;1;RETIRAR;;;;;100%;R$ 16.265,67;;;;;;;-9,1007513;-39,98775476;;;;;;;;;;Abril 25;R$ 4.066,42;;;;LD - CIND - POV - BARRA GRANDE - RURAL;RETIRADA ;;;;;;;;;;;;;;;;;;;;;;;;;;;
AIC OBJETIVO;9102126865;1164431;;JUAZEIRO;;abril-25;;;;1;1;RETIRAR;;;;;100%;R$ 18.478,58;;;;;;;-9,61138872;-40,212929;;;;;;;;;;Abril 25;R$ 4.619,65;;;;LD - CIND - POV - CIFRAS RURAL;RETIRADA ;;;;;;;;;;;;;;;;;;;;;;;;;;;
AIC OBJETIVO;9102125568;1160390;;JUAZEIRO;;abril-25;;;;1;1;RETIRAR;;;;;100%;R$ 11.532,89;;;;;;;-9,3191481;-40,2939043;;;;;;;;;;Abril 25;R$ 2.883,22;;;;UB-CIND-AV.JORGE KHOURY VILA SANTANA;RETIRADA ;;;;;;;;;;;;;;;;;;;;;;;;;;;
AIC OBJETIVO;9102134442;1165621;;JUAZEIRO;;abril-25;;;;1;1;RETIRAR;;;;;100%;R$ 16.278,47;;;;;;;-9,3474918;-40,3081754;;;;;;;;;;Abril 25;R$ 4.069,62;;;;LD- CIND- POV - PROJETO MANICOBA-RURAL;RETIRADA ;;;;;;;;;;;;;;;;;;;;;;;;;;;
PRIORIDADE PLANO ANEEL;9102145754;1173888;;JUAZEIRO;01/04;abril-25;;;;1;2;;2;;;;100%;R$ 12.095,63;;03/04/2025;03/04/2025;GISMARIO;EDIE JONNES;;-9,4737911;-40,4942233;;;;;;;DA PLANILHA;E749875;E749876;Abril 25;R$ 3.023,91;;OK;;UB-CIND-CJN-JUAZEIRO-JO O PAULO II;CONCLUIDA;;R$ 4.200,00;;;;;;;;;;;;;;;;;;;;;;;;;
QLP;9102130432;1168465;;JUAZEIRO;;abril-25;;;;1;1;RETIRAR;;;;;100%;R$ 21.798,86;;;;;;;-9,275464;-40,068237;;;;;;;;;;Abril 25;R$ 5.449,72;;;;ER-CIND-POV-RURAL-LAGOA DOS CAVALOS;RETIRADA ;;;;;;;;;;;;;;;;;;;;;;;;;;;
QLP;9102130358;1165820;;CASA NOVA;;;;;MIGRAR;1;1;;;;;;100%;R$ 18.841,24;;09/05/2025;09/05/2025;DANIEL;PAULO JUNIOR;DIEGO;-9,1421534;-41,003163;;;;;;;DA PLANILHA;E750235;E750235;Abril 25;R$ 4.710,31;;OK;;ER-CIND-POV-TIGRE 595-RURAL;NÃO INICIADA;;R$ 2.100,00;;;;;;;;;;;;;;;;;;;;;;;;;
QLP;9102128878;1164868;;JUAZEIRO;;;;;MIGRAR;2;5;;;;;;100%;R$ 62.327,12;;16/05/2025;16/05/2025;PEPEU;SANTIAGO;;-9,814038525;-40,6017323;;;;;;;DA PLANILHA;E750187;E750191;Abril 25;R$ 15.581,78;;OK;;ER-CIND-POV-GOIABEIRA II-GOIABEIRA II;NÃO INICIADA;;R$ 10.500,00;;;;;;;;;;;;;;;;;;;;;;;;;
REPUTACIONAL;9102132629;1161619;;JUAZEIRO;;;;;;1;1;;;;;PLANO 7;100%;R$ 91.201,34;;08/04/2025;18/04/2025;PEPEU;ANDERSON;VICTOR;-9,372143;-40,349066;;;;;;;1020103/APROVADA;E725929;E725929;Abril 25;;;;;ER-CIND-FAZ-MASSAYO-RURAL;NÃO INICIADA;;R$ 2.100,00;;;;;;;;;;;;;;;;;;;;;;;;;
PRIORIDADE PLANO ANEEL;9102140429;1173101;;UAUÁ;;abril-25;;;;1;2;;2;;;;100%;R$ 7.943,54;;14/04/2025;14/04/2025;MAURICIO;EDIE JONNES;;-9,995853;-39,536663;;;;;;;DA PLANILHA ;E749920;E749921;Abril 25;R$ 1.985,89;;OK;;AC-CIND-FAZ-TESTA BRANCA-CALDEIRAO DO AL;CONCLUIDA;;R$ 4.200,00;;;;;;;;;;;;;;;;;;;;;;;;;
QLP;9102135898;1168500;;JUAZEIRO;;;;;MIGRAR;1;1;;;;;;100%;R$ 27.211,65;;13/05/2025;13/05/2025;PEPEU;SANTIAGO;;-9,453858;-40,5391525;;;;;;;DA PLANILHA;E750233;E750233;Abril 25;R$ 6.802,91;;OK;;AC-CIND-CA-ELLIS MARIA-RURAL DE CIMA;NÃO INICIADA;;R$ 2.100,00;;;;;;;;;;;;;;;;;;;;;;;;;
AIC OBJETIVO;9102089657;1146819;;CASA NOVA;;;;;;0;2;;;;;PLANO 8;100%;R$ 221.908,41;;22/04/2025;22/04/2025;DANIEL;PAULO JUNIOR;DIEGO;-9,3531261;-40,8462015;;fev.-25;FALSE;;FALSE;FALSE;1019155/APROVADA;E752880;E755881;Abril 25;;;;;NT-RECOND-MND-01N3-Q028290 -Q028297;NÃO INICIADA;;R$ 4.200,00;;;;;;;;;;;;;;;;;;;;;;;;;
PRIORIDADE PLANO ANEEL;9102155193;1178762;;JUAZEIRO;01/04;abril-25;;;;1;0;RETIRAR;;;;;100%;R$ 1.760,56;;;;;;;-9,322835448;-40,26427697;;;;;;;;;;Abril 25;R$ 440,14;;OK;;AC-CIND-POV-NUCLEO HABITACIONAL-RURAL;RETIRADA ;;;;;;;;;;;;;;;;;;;;;;;;;;;
;9102146389;1177220;;SOBRADINHO;;MIGRADA;;;;1;1;;1;;;;100%;R$ 6.810,47;;27/03/2025;03/04/2025;CARLOS ;SANTIAGO;;-9.533.277;-41.045.161;;;FALSE;;FALSE;FALSE;DA PLANILHA ;E620088;E620088;Abril 25;R$ 1.702,62;;;;ER-CCOL-POV-BREJO FORA-BREJO FORA;CONCLUIDA;;;;;;;;;;;;;;;;;;;;;;;;;;;
PRIORIDADE PLANO ANEEL;9102209027;1189982;;REMANSO;;abril-25;;;;1;1;;1;;;;100%;R$ 9.587,30;;;;MANUTENÇÃO;ANDERSON;DEBORA;-9,606204;-42,072652;;;;;;;DA PLANILHA ;E749674;E749674;Abril 25;R$ 2.396,83;;;;UB-CIND-ROD-235 KM-CENTRO-REMANSO;CONCLUIDA;;R$ 2.100,00;;;;;;;;;;;;;;;;;;;;;;;;;
AL/MELHORAMENTO;9102006140;1157282;;JUAZEIRO;;PES 37149 / OC 1859 - 01/04;;01/04;;0;1;;1;;;PLANO 1;100%;R$ 15.075,30;;;;IVONALDO;RODRIGUES;SANDRO;-9,436886049;-40,38081355;;;;;;DA PLANILHA ;E620083;E620083;;Abril 25;R$ 3.768,83;;;;AL 06-NOVA TOUR O - CONSTRU  O 1 3;CONCLUIDA;;;;;;;;;;;;;;;;;;;;;;;;;;;
GOVERNO OURO;9102167302;1190937;;CURAÇÁ;;;;;MIGRAR;1;31;;;;;;100%;R$ 264.976,91;;01/05/2025;03/05/2025;FABIO;SANTIAGO;;-9,044985;-39,482341;;;;;;;DA PLANILHA ;E750118;E750148;Abril 25;R$ 66.244,23;;OK;;ER-CCOL-POV-PATAMUTE-RURAL;NÃO INICIADA;;R$ 65.100,00;;;;;;;;;;;;;;;;;;;;;;;;;
AIC OBJETIVO;9101811791;1041575;;CURAÇÁ;;;;;MIGRAR;1;15;;;;;;100%;R$ 150.289,62;;05/05/2025;08/05/2025;;;;-9,1440435;-39,840718;;;;;;;;;;Abril 25;R$ 37.572,41;;;;MP-CCOL-POV-SERROTIM-RURAL;NÃO INICIADA;;;;;;;;;;;;;;;;;;;;;;;;;;;
PRIORIDADE PLANO ANEEL;9102164042;1182461;;REMANSO;;MIGRADA;;;;3;1;;1;;;PLANO 7;100%;R$ 33.926,10;;;;DOMINGOS;PAULO JUNIOR;DEBORA;-9,587614;-42,063516;;mar.-25;;;;;DA PLANILHA ;E619961;E619961;Abril 25;R$ 8.481,53;;;;UB-CIND-ROD-235 KM 01 23-CENTRO;CONCLUIDA;;;;;;;;;;;;;;;;;;;;;;;;;;;
LPT;9102156151;1178236;;CASA NOVA;;abril-25;;;;1;3;RETIRAR;;;;;100%;R$ 18.662,58;;;;;;;;;;;;;;;;;;Abril 25;R$ 4.665,65;;;;ER-CIND-POV-STA RITA-CASA NOVA;RETIRADA ;;;;;;;;;;;;;;;;;;;;;;;;;;;
PRIORIDADE PLANO ANEEL;9102145707;1172617;;UAUÁ;;abril-25;;;;1;1;;1;;;;100%;R$ 5.110,28;;12/04/2025;12/04/2025;MAURICIO;EDIE JONNES;;-9,83367;-39,4814945;;;;;;;DA PLANILHA ;E749922;E749922;Abril 25;R$ 1.277,57;;OK;;UB-CIND-AV-POUSADA-CENTRO;CONCLUIDA;;R$ 2.100,00;;;;;;;;;;;;;;;;;;;;;;;;;
PRIORIDADE PLANO ANEEL;9102143475;1175135;;CASA NOVA;;abril-25;;;;1;1;;1;;;;100%;R$ 27.682,00;;22/04/2025;22/04/2025;AILTON;PAULO JUNIOR;DIEGO;-9,1970334;-41,012684;;;;;;;DA PLANILHA;E750241;E750241;Abril 25;R$ 6.920,50;;OK;;ER-CIND-POV-LAGOA DOS TINOS-RURAL;CONCLUIDA;;R$ 2.100,00;;;;;;;;;;;;;;;;;;;;;;;;;
GRUPO A;9102238566;1193657;;JUAZEIRO;;;;;MIGRAR;0;3;;;;;PLANO 8;100%;R$ 255.026,24;;19/05/2025;19/05/2025;PEPEU;EDIE JONNES;VICTOR;-9,3724885;-39,9368482;;mar.-25;;;;;DA PLANILHA;E619946;E619948;Abril 25;;;;;RR-GRUA-FAZ-VERMELHO-RURAL;NÃO INICIADA;;R$ 6.300,00;;;;;;;;;;;;;;;;;;;;;;;;;
PRIORIDADE PLANO ANEEL;9102168277;1190765;;CAMPO ALEGRE DE LOURDES;;abril-25;;;;1;2;RETIRAR;;;;;100%;R$ 24.073,78;;12/04/2025;12/04/2025;AILTON;PAULO JUNIOR;DIEGO;;;;;;;;;;;;Abril 25;R$ 6.018,45;;;;ER-CIND-SI-MARTINS DO CORDEIRO-V DE CIMA;RETIRADA ;;;;;;;;;;;;;;;;;;;;;;;;;;;
PRIORIDADE PLANO ANEEL;9102227609;1192026;;CAMPO ALEGRE DE LOURDES;;abril-25;;;;1;1;RETIRAR;;;;;100%;R$ 8.612,93;;;;;;;;;;;;;;;;;;Abril 25;R$ 2.153,23;;;;UB-CIND-TRV-ALVORADA 10-CENTRO;RETIRADA ;;;;;;;;;;;;;;;;;;;;;;;;;;;
REPUTACIONAL;9102138779;1169987;;CASA NOVA;;;;;MIGRAR;1;8;;;;;;100%;R$ 87.162,13;;05/05/2025;07/05/2025;DANIEL;PAULO JUNIOR;DIEGO;-9,406432;-41,155454;;;;;;;DA PLANILHA;E750174;E750181;Abril 25;R$ 21.790,53;;;;ER-CIND-SI-CRUZEIRO-RURAL;NÃO INICIADA;;R$ 16.800,00;;;;;;;;;;;;;;;;;;;;;;;;;
PRIORIDADE PLANO ANEEL;9102227081;1191968;;JUAZEIRO;;abril-25;;;;1;1;;1;;;;100%;R$ 20.158,01;;24/04/2025;24/04/2025;PEPEU;ANDERSON;;-9,2796334;-40,0726729;;;;;;;DA PLANILHA;E750234;E750234;Abril 25;R$ 5.039,50;;OK;;ER-CIND-POV-LAGOA DOS CAVALOS-RURAL;CONCLUIDA;;R$ 2.100,00;;;;;;;;;;;;;;;;;;;;;;;;;
QLP;9102107113;1157820;;CAMPO ALEGRE DE LOURDES;;MIGRADA;;;;1;2;RETIRAR;;;;PLANO 7;100%;R$ 48.467,63;;;;;;DEBORA;-9,516961181;-43,0084584;;mar.-25;;;;;DA PLANILHA;E619884;E619885;Abril 25;R$ 12.116,91;;;;UB-CIND-RUA-21 DE ABRIL-CAMPO ALEGRE;RETIRADA ;;;;;;;;;;;;;;;;;;;;;;;;;;;
QLP;9102126554;1160765;;CAMPO ALEGRE DE LOURDES;;MIGRADA;;;;1;1;RETIRAR;;;;PLANO 7;100%;R$ 12.311,42;;;;;;DEBORA;-9,635209248;-42,9970517;;mar.-25;;;;;DA PLANILHA ;E619922;E619922;Abril 25;R$ 3.077,86;;;;ER-CIND-POV-VOLTA DE BAIXO-GENIPAPINHO;RETIRADA ;;;;;;;;;;;;;;;;;;;;;;;;;;;
