PROJETO_FATO;Carteira;COORD;% CAVAS;% POSTES;AR;AS BUILT;AVANÇO;AVNR;BOOK;CAVD;CAVR;CLIENT.;CLIET.;CLIET. PREV;CLIET. REAL;CONCRETO;COORDENADAS;CRITERIO;DATA DESL;DESLIG;DEVOLUÇAO;DIAS;DIAS.1;DIAS.2;DT DESL;DT. SEPARAÇÃO;ENCARREGADO;ENERGIZAÇÃO;EQPP;EQPR;FAIXA;FIM;INICIO;LAT;LATITUDE;LINK PROJETO;LONG;LONGITUDE;LV;MUNICIPIO;NOTA;Nº PES;OBRAS SIMPLIFICADAS;OBS;OBS CAVA;PERFIL;PES DESLIG;PES S/I;PG'S;PLANO;PROJETO;PRÉ FECHAMENTO;PST EXEC;PSTP;PV. FIM;PV. INICIO;PV. INÍCIO;RDEP;RDER;REFERÊNCIA;RESERVA;RESUMO;RESUMO LV;SACADO;STATUS;SUPERVISOR;TÍTULO;V. PRJ 25%;V. PROJETO;V. REAL;VISITA PRÉVIA
1181548;01/05/2025;SENHOR DO BONFIM;;;;;100%;;;;;;1;;;;;;;;;;;;;27/05/2025;BADU;31/05/2025;;;;;;;-9,9962361;;;-40,1048269;Realizado;JAGUARARI;;;;LV INTERCALAR POSTE N1-3;;;;59872 59873;;PLANO 7;;TRUE;7;7;09/05/2025;;07/05/2025;;;D320256;;LV + ENERGZ;;;Energizada;JOÃO;ER-CCOL-POV SAO MIGUEL-RURAL-JAGUARARI;;R$ 60.207,43;12.113,86;
1181969;01/05/2025;SENHOR DO BONFIM;;;;;100%;;;;;;1;;;;;;;;;;;;;20/05/2025;BADU;31/05/2025;;;;;;;-10,2797255;;;-40,1756648;Realizado;JAGUARARI;;;;;;;49778 27/05;;;PLANO 7;;TRUE;9;11;17/05/2025;;15/05/2025;;;Q044576;;DESLG + ENERGZ;;;Energizada;JOÃO;ER-CCOL-ET-VELHA-RURAL;;R$ 60.835,69;;
1181889;01/05/2025;SENHOR DO BONFIM;;;;;100%;;;;;;3;;;;;;;;;;;;;27/05/2025;BADU;31/05/2025;;;;;;;-10,0790464;;;-40,0858101;Realizado;JAGUARARI;;;;LV N3/4 C/ CH POSTERIOR;;;;59882 59883;;PLANO 14;;TRUE;12;12;14/05/2025;;12/05/2025;;;D217190;;LV + ENERGZ;;;Energizada;JOÃO;ER-SEIN-POV-STO ANTONIO-FAZENDINHA;;R$ 85.651,44;20.784,62;
1041188;01/05/2025;SENHOR DO BONFIM;;;;;100%;;;;;;0;;;;;;;;;;;;;13/05/2025;JOSE SILVA;;;;;;;;-10,4762649;;;-39,3442719;;MONTE SANTO;;;TRUE;SEM CAD;;;53749 31/05;;;PLANO 8;;TRUE;2;2;20/05/2025;;20/05/2025;;;A269411;;X;;TRUE;Em execução;DICSON;RC-CIND-POV-TAPERA-RURAL;;R$ 15.682,30;;
1200672;01/05/2025;SENHOR DO BONFIM;;;;;100%;;;;;;0;;;;;;;;;;;;;13/05/2025;JOSE SILVA;;;;;;;;-10,238673;;;-39,2133007;;MONTE SANTO;;;;LV 2 POSTE INTERCALADO E 18 AVIFAUNA;;;49837 16/05 E 49838 30/05;;;PLANO 7;;TRUE;;5;31/05/2025;;13/05/2025;;;D517281;;DESLG + LV + ENERGZ;;TRUE;Em execução;DICSON;RR-CIND-POV-JUA-S O BENTO;;R$ 119.404,34;;
0503276;01/05/2025;SENHOR DO BONFIM;;;;;100%;;;;;;3;;;;;;;;;;;;;13/05/2025;JOSE SILVA;31/05/2025;;;;;;;-10,5323936;;;-39,2453477;Pendente;MONTE SANTO;;;;LV N3-N4  SEM CHAVE;;;;59893 59894;;PLANO 14;;TRUE;0;17;28/05/2025;;22/05/2025;;;D314176;;LV + ENERGZ;;TRUE;Energizada;DICSON;MP-CCOL-POV. LAGOA REDONDA-RURAL;;R$ 68.812,08;;
0477336;01/05/2025;SENHOR DO BONFIM;;;;;50%;;;;;;46;;;;;;;;;;;;;26/05/2025;BIGODE / BOB / ISRAEL;;;;;;;;-10.5538389;;;-39.2735588;Pendente;MONTE SANTO;;;;LV 1 POSTE N4 E 2 N3-N4;;;50054 21/05 ;;;PLANO 14;;FALSE;403;281;30/06/2025;;15/04/2025;;;D149983;;DESLG + LV + ENERGZ;;FALSE;Em execução;DICSON;MP-CCOL-POV CURRAL FALSO AROEIRA-RURAL;;R$ 1.077.227,77;;
1194252;01/05/2025;SENHOR DO BONFIM;;;;;0%;;;;;;0;;;;;;;;;;;;;;ALDAIR;;;;;;;;;;;;;NORDESTINA;;;;;;;;;;PLANO 1;;;;0;30/06/2025;;05/05/2025;;;;;SUBTERRANEO;;;Em execução;DICSON;RS-AL 2-COEL-SE NORDESTINA II;;R$ 525.831,16;;
1177723;01/05/2025;SENHOR DO BONFIM;;;;;25%;;;;;;1;;;;;;;;;;;;;;ALDAIR;;;;;;;;-10,8273031;;;-39,4923821;;NORDESTINA;;;TRUE;LV INTERCALAR 2 POSTE C/ REG;;;;;;PLANO 1;;;0;2;30/06/2025;;05/05/2025;;;D026487;;LV + ENERGZ;;;Em execução;DICSON;AL-02-NOR-CONSTR-EQ;;R$ 388.702,22;;
1149258;01/05/2025;SENHOR DO BONFIM;;;;;100%;;;;;;2;;;;;;;;;;;;;19/05/2025;ALDAIR;31/05/2025;;;;;;;-10,8727161;;;-39,4417777;;NORDESTINA;;;;Esta pedindo para trocar o cabo (Ver necessidade) / 4 POSTES LV;;;;57796-2025 / 57797-2025;;PLANO 14;;TRUE;0;3;08/05/2025;;05/05/2025;;;D079729;;LV + ENERGZ + ENCA BT;;TRUE;Energizada;DICSON;ER-SEIN-FAZ-LAGOA DOS BOIS-RURAL;;R$ 37.738,75;;
1152856;01/05/2025;SENHOR DO BONFIM;;;;;100%;;;;;;0;;;;;;;;;;;;;26/05/2025;MARCELO;;;;;;;;-10,9446747;;;-39,4145806;Pendente;NORDESTINA;;;TRUE;LV 4 POSTES C/ REG;;;;59886;;PLANO 7;;TRUE;0;4;31/05/2025;;01/03/2025;;;Q106463;;LV + ENERGZ;;FALSE;Em execução;DICSON;AC-CIND-POV-ANGIGAL-RURAL;;R$ 1.396.641,65;;FALSE
1178565;01/05/2025;SENHOR DO BONFIM;;;;;25%;;;;;;0;;;;;;;;;;;;;19/05/2025;ALDAIR;;;;;;;;-10,7776394;;;-39,5248747;Pendente;NORDESTINA;;;;LV 9 POSTES 7 N1 3 N3 2 N4 2 4 CH 2 TENSIONAR;;;;57799 57800;;PLANO 1;;;0;12;30/06/2025;;05/05/2025;;;Q097849;;DESLG + LV + ENERGZ;;TRUE;Em execução;DICSON;AL-02-NOR-CONSTR;;R$ 210.613,24;;
1177813;01/05/2025;SENHOR DO BONFIM;;;;;25%;;;;;;1;;;;;;;;;;;;;19/05/2025;ALDAIR;;;;;;;;-10,8045332;;;-39,5206598;Pendente;NORDESTINA;;;TRUE;LV 1 POSTE N1-3 E INTERLIGAR FRONTEIRA N/A DE N3-N4;;;52349 29/05 TEM PEX;59885;;PLANO 1;;;25;25;30/06/2025;;05/05/2025;;;D368110;;DESLG + LV + ENERGZ;;TRUE;Em execução;DICSON;AL-02-NOR-CONSTR;;R$ 417.638,43;;
1169863;01/05/2025;SENHOR DO BONFIM;;;;;100%;;;;;;1;;;;;;;;;;;;;12/05/2025;LALA;31/05/2025;;;;;;;-10,6207869;;;-40,2830849;;PINDOBAÇU;;;;LV INTERCALAR POSTE C/ TRF;;;53758 29/05;;;PLANO 7;;TRUE;6;6;20/05/2025;;19/05/2025;;;Q036684;;LV + ENERGZ;;TRUE;Energizada;JOÃO;ER CIND ANTONIO JOAQUIM DE BARROS RURAL;;R$ 57.690,31;;
0734029;01/05/2025;SENHOR DO BONFIM;;;;;100%;;;;;;26;;;;;;;;;;;;;;GESONI / LALA;31/05/2025;;;;;;;-10,8045399;;;-40,2369411;Realizado;PINDOBAÇU;;;FALSE;LV INTERCALAR N1-3 C/ CH POSTERIOR;;;;57795-2025;;PLANO 14;;TRUE;0;127;23/05/2025;;15/04/2025;;;Q057977;;LV + ENERGZ;;TRUE;Energizada;JOÃO;MP-CCOL-POV VARZEA COMPRIDA 141-B-RURAL;;R$ 429.878,28;;
1149688;01/05/2025;SENHOR DO BONFIM;;;;;100%;;;;;;1;;;;;;;;;;;;;12/05/2025;JEFERSON;31/05/2025;;;;;;;-10,9801009;;;-39,6250963;;QUEIMADAS;;;FALSE;;;;;57994-2025;;PLANO 7;;TRUE;0;4;31/05/2025;;01/05/2025;;;Q105415;;ENCABEÇAMENTO.BT;;TRUE;Energizada;DICSON;UB-CIND-RUA-JO O M DE ANDRADE-CENTRO;;R$ 25.487,13;;FALSE
1123599;01/05/2025;SENHOR DO BONFIM;;;;;100%;;;;;;0;;;;;;;;;;;;;26/05/2025;MARCELO;31/05/2025;;;;;;;-10,9387791;;;-39,6299377;Pendente;QUEIMADAS;;;TRUE;LV TROCAR 2 POSTES N4 N1 E INTERCALAR 1 N4-3 E 1 INSTALAR 1 CHAVE E 3 GLV/PRECISA VER COM ESTA A SITUAÇAO DO CLIENTES;;;50423 27/05;59984;;PLANO 7;;;0;15;23/05/2025;;12/05/2025;;;Q090218;;DESLG + LV + ENERGZ;;FALSE;Energizada;DICSON;IT- CIND - FAZ. SOLIDADE-CEL JOÃO BORGES;;R$ 135.648,00;;
1144826;01/05/2025;SENHOR DO BONFIM;;;;;100%;;;;;;17;;;;;;;;;;;;;;JEFERSON;31/05/2025;;;;;;;-10,9660146;;;-39,6376195;;QUEIMADAS;;;;LV N3/N4 SEM CHAVE;;;;;;PLANO 14;;TRUE;0;73;31/05/2025;;28/04/2025;;;D549379;;LV + ENERGZ;;TRUE;Energizada;DICSON;ER-CCOL-FAZ-SANTO ANTONIO-RURAL;;R$ 638.652,34;;
1168948;01/05/2025;SENHOR DO BONFIM;;;;;100%;;;;;;1;;;;;;;;;;;;;05/05/2025;JOILSON;31/05/2025;;;;;;;-10,4776415;;;-40,1995108;;SENHOR DO BONFIM;;;TRUE;;;;;54259-2025;;PLANO 7;;TRUE;0;0;21/05/2025;;21/05/2025;;;D122930;;ENCABEÇAMENTO.BT;;TRUE;Energizada;JOÃO;UB-CIND-CA-08 98566-BONFIM III;;R$ 3.046,49;507,32;
1108317;01/05/2025;SENHOR DO BONFIM;;;;;100%;;;;;;0;;;;;;;;;;;;;09/05/2025;BADU;31/05/2025;;;;;;;-10,4635934;;;-40,1897455;;SENHOR DO BONFIM;;;;LV TROCAR 2 POSTE N4 INTERCALAR POSTE 1 N1 INSTALAR 3 CH;;;49851 18/05 TEM PEX;Chave provisoria;;PLANO 8;;TRUE;0;5;18/05/2025;;18/05/2025;;;Q040655;;DESLG + LV + ENERGZ;;TRUE;Energizada;JOÃO;RC-CIND-PR -DR JOSE GONCALVES-CENTRO;;R$ 63.921,50;;
1149648;01/05/2025;SENHOR DO BONFIM;;;;;100%;;;;;;3;;;;;;;;;;;;;28/04/2025;JOILSON;31/05/2025;;;;;;;-10,4424590;;;-40,1426631;;SENHOR DO BONFIM;;;;;;;;;;PLANO 14;;TRUE;0;5;23/05/2025;;22/05/2025;;;E398585;;ENCABEÇAMENTO.BT;;TRUE;Energizada;JOÃO;ER-CIND-POV-RANCHARIA 512-RURAL;;R$ 25.019,56;;
1161104;01/05/2025;SENHOR DO BONFIM;;;;;100%;;;;;;0;;;;;;;;;;;;;28/05/2025;BADU;31/05/2025;;;;;;;-10,469229;;;-40,1780364;Realizado;SENHOR DO BONFIM;;;;LV TROCAR 2 POSTE E INTERCALAR 1 E N3-N4;;;49008 14/05 E 49010 30/05 TEM PEX;;;PLANO 8;;TRUE;0;10;29/05/2025;;21/05/2025;;;Q043539;;DESLG + LV + ENERGZ;;FALSE;Energizada;JOÃO;ME-COEL-AV-CAMPO CLUBE-CAMPO CLUBE;;R$ 187.456,00;;
1188750;01/05/2025;SENHOR DO BONFIM;;;;;100%;;;;;;2;;;;;;;;;;;;;;JOILSON;31/05/2025;;;;;;;;;;;;PINDOBAÇU;;;FALSE;;;;;;;PLANO 7;;FALSE;0;0;28/05/2025;;28/05/2025;;;;;;;FALSE;Energizada;CADU;UB-CIND-RUA-DO LAGEDO - 9999;;R$ 1.638,61;;FALSE
1196615;01/05/2025;SENHOR DO BONFIM;;;;;100%;;;;;;3;;;;;;;;;;;;;;JOILSON;31/05/2025;;;;;;;;;;;;SENHOR DO BONFIM;;;FALSE;;;;;;;PLANO 7;;FALSE;0;0;28/05/2025;;28/05/2025;;;;;;;FALSE;Energizada;CADU;ER-CIND-POV-VARGINHA 922-VARGINHA;;R$ 4.957,27;;FALSE
1194223;01/05/2025;SENHOR DO BONFIM;;;;;100%;;;;;;0;;;;;;;;;;;;;;JOILSON;31/05/2025;;;;;;;;;;;;SENHOR DO BONFIM;;;FALSE;;;;;;;PLANO 8;;FALSE;0;0;20/05/2025;;20/05/2025;;;;;;;FALSE;Energizada;CADU;FVU-RELIGADOR-SBF-01Y8-J20063;;R$ 100.384,10;;FALSE
1200088;01/05/2025;SENHOR DO BONFIM;;;;;100%;;;;;;0;;;;;;;;;;;;;;JOILSON;31/05/2025;;;;;;;;;;;;SENHOR DO BONFIM;;;FALSE;;;;;;;PLANO 8;;FALSE;0;0;20/05/2025;;20/05/2025;;;;;;;FALSE;Energizada;CADU;FVU-RELIGADOR-SAU-01L1-N85774;;R$ 0,00;;FALSE
1108136;01/05/2025;SENHOR DO BONFIM;;;;;100%;;;;;;9;;;;;;;;;;;;;;BADU;31/05/2025;;;;;;;-10,4980276;;;-40,1168434;;SENHOR DO BONFIM;;;;LV N3-N4 SEM CHAVE;;;;;;PLANO 14;;TRUE;30;30;06/05/2025;;15/04/2025;;;B911851;;LV + ENERGZ+ T.POSTE;;TRUE;Energizada;JOÃO;ER-CIND-POV-CARIACA DE CIMA-RURAL-CARIAC;;R$ 247.123,69;;
1044051;01/05/2025;SENHOR DO BONFIM;;;;;100%;;;;;;4;;;;;;;;;;;;;30/04/2025;BADU;31/05/2025;;;;;;;-10,5531983;;;-40,1809307;;SENHOR DO BONFIM;;;;LV N3 C/ CHAVE POSTERIOR;;;;;;PLANO 14;;TRUE;0;51;31/05/2025;;24/05/2025;;;D282071;;LV + ENERGZ;;TRUE;Energizada;JOÃO;MP-CCOL-FAZ-LAGE -RURAL;;R$ 195.441,71;;
1172125;01/05/2025;SENHOR DO BONFIM;;;;;100%;;;;;;0;;;;;;;;;;;;;;JOILSON;31/05/2025;;;;;;;;;;;;SENHOR DO BONFIM;;;FALSE;;;;;;;PLANO 14;;FALSE;0;0;25/05/2025;;25/05/2025;;;;;;;FALSE;Energizada;JOÃO;AC-CIND-ROD-LOMANTO JUNIOR -RURAL;;R$ 22.689,86;;FALSE
1191012;01/05/2025;SENHOR DO BONFIM;;;;;100%;;;;;;1;;;;;;;;;;;;;;ISRAEL;31/05/2025;;;;;;;;;;;;SENHOR DO BONFIM;;;FALSE;;;;;;;PLANO 7;;FALSE;1;1;31/05/2025;;31/05/2025;;;;;;;FALSE;Energizada;JOÃO;ER-CIND-POV-TRES MORROS 136-RURAL;;R$ 7.501,49;;FALSE
1196174;01/05/2025;SENHOR DO BONFIM;;;;;100%;;;;;;1;;;;;;;;;;;;;;ISRAEL;31/05/2025;;;;;;;;;;;;SENHOR DO BONFIM;;;FALSE;;;;;;;PLANO 7;;FALSE;1;1;31/05/2025;;31/05/2025;;;;;;;FALSE;Energizada;JOÃO;ER-CIND-POV-LAGOA PEIXE-RURAL - SENHOR;;R$ 7.848,50;;FALSE
1178565;01/06/2025;SENHOR DO BONFIM;;;HIAGO SANTANA - U470061;;100%;;;;;;0;;;;;;10 e 11 60426 E 60427;;;;;;;;ALDAIR;30/06/2025;;;;;;;-10,7776394;;;-39,5248747;Pendente;NORDESTINA;;;;;;;Desligamento;;;PLANO 1;;TRUE;13;12;30/06/2025;;01/06/2025;;;Q097849;;DESL + LV;LV 9 POSTES 7 N1 3 N3 2 N4 2 4 CH 2 TENSIONAR;TRUE;Energizada;DICSON;AL-02-NOR-CONSTR;;R$ 210.613,24;;
1199258;01/06/2025;SENHOR DO BONFIM;;;GUTTEMBERG SANTOS - U343220;;100%;;;;;;1;;;;;;17 62799;;;;;;;;MARCELO;30/06/2025;;;;;;;-10,9747515;;;-39,6866611;;QUEIMADAS;;;;;;;Intercalar poste com trafo;;;PLANO 7;;TRUE;1;1;#REF!;;#REF!;;;D314218;;DESL;;TRUE;Energizada;DICSON;ER-CIND-FAZ-BARAUNA-RURAL;;R$ 32.236,96;;
1169805;01/06/2025;SENHOR DO BONFIM;;;FERNANDA MACEDO - U465311;;100%;;;;;;1;;;;;;17 63436;;;;;;;Confirma Edmeia 13/06;BADU;30/06/2025;;;;;;;-10,2874858;;;-40,1887176;Pendente;JAGUARARI;;;FALSE;;;;20 UCS;;;PLANO 7;;TRUE;19;19;#REF!;;#REF!;;;D521684;;LV + ENERGZ;LV N1-3 CHP;TRUE;Energizada;JOÃO;ER-CIND-FAZ-AROEIRA 9999-RURAL-AROEIRA;;R$ 206.354,39;;FALSE
1060739;01/06/2025;SENHOR DO BONFIM;;;GUTTEMBERG SANTOS - U343220;;100%;;;;;;2;;;;;;18 64084;;;;;;;;GESONI;30/06/2025;;;;;;;-10,973153;;;-40,0211715;Pendente;PONTO NOVO;;;FALSE;;;;21 UCS;;;PLANO 7;;TRUE;19;20;#REF!;;#REF!;;;D116625;;LV + ENERGZ;LV N3/4 CHP;TRUE;Energizada;JOÃO;MP-CCOL-POV-SANHARO-RURAL;;R$ 219.780,55;;FALSE
1146383;01/06/2025;SENHOR DO BONFIM;;;DIORLAN SOUZA - U352259;;100%;;;;;;3;;;;;;21 65538;;;;;;;26/06/2025;GESONI;;;;;;;;-10,6318672;;;-39,995069;Pendente;FILADÉLFIA;;72579;FALSE;;;;3 UCS;;;PLANO 14;;FALSE;23;23;#REF!;;#REF!;;;E451599;;LV + ENERGZ;LV N3/4 CHP;FALSE;Paralisada;JOÃO;MP CIND POV BOA VISTA RURAL;;R$ 254.259,61;;FALSE
1090074;01/06/2025;SENHOR DO BONFIM;;;GUTTEMBERG SANTOS - U343220;;100%;;;;;;1;;;;;;21 65539;;;;;;;16/06 adIcional;MARCELO;;;;;;;;-11,1253775;;;-39,9327972;Pendente;QUEIMADAS;;72486 72487 72489;FALSE;;;;68 UCS;;;PLANO 14;;TRUE;15;15;#REF!;;#REF!;;;D186221;;LV + ENERGZ;LV N3/4 CHP;TRUE;NÃO DEFINIDO;DICSON;MP CIND FAZ MUCAMBO RURAL;;R$ 126.511,97;;FALSE
1173439;01/06/2025;SENHOR DO BONFIM;;;ADISON FERREIRA - U343222;;100%;;;;;;1;;;;;;25 67744;;;;;;;21/06/2025;BADU;30/06/2025;;;;;;;-10,3828534;;;-39,7318872;Pendente;ANDORINHAS;;72578;FALSE;;;;29 UCS;;;PLANO 14;;FALSE;17;18;#REF!;;#REF!;;;D261283;;LV + ENERGZ;LV N1-3 ;FALSE;Energizada;JOÃO;ER-CIND-FAZ-VARZEA-DE FORA;;R$ 74.344,68;;FALSE
1183168;01/06/2025;SENHOR DO BONFIM;;;ADISON FERREIRA - U343222;;100%;;;;;;2;;;;;;25 67745;;;;;;;;BIGODE;;;;;;;;-10,4075682;;;-39,1767321;Pendente;MONTE SANTO;;;FALSE;;;;81 UCS;;;PLANO 7;;FALSE;0;15;#REF!;;#REF!;;;D939343;;LV + ENERGZ;LV N3/4 E 3 N1;FALSE;Paralisada;DICSON;RR-CIND-POV-LAGOA DA PEDRA-RURAL MONTE S;;R$ 159.373,98;;FALSE
1199397;01/06/2025;SENHOR DO BONFIM;;;LUDIMILA BARBOSA - U464746;;100%;;;;;;0;;;;;;26 29 72634 72632;;;;;;;;ISRAEL;30/06/2025;;;;;;;-10,850997;;;-39,9763629;;ITIÚBA;;;;;;;Retirar rede do terreno do cliente ( 7 vaos bt e mt). Mas, a rede nova deve ser feita antes  ;;;PLANO 8;;TRUE;10;8;#REF!;;#REF!;;;D000698;;DESL;;TRUE;Energizada;JOÃO;RC-CIND-FAZ-CURRAL DA VARA-RURAL;;R$ 87.779,31;;
1168792;01/06/2025;SENHOR DO BONFIM;;;GUTTEMBERG SANTOS - U343220;;100%;;;;;;1;;;;;;26 68196 e 27 68962;;;;;;;21/06/2025;GESONI;;;;;;;;-10,8994324;;;-40,1157079;Pendente;PONTO NOVO;;72598;;;;;36 UCS;;;PLANO 14;;TRUE;18;18;#REF!;;#REF!;;;E528962;;LV + ENERGZ;LV 18 N1;;NÃO DEFINIDO;JOÃO;ER-CIND-LOT-RURAL-REASSENTAMENTO BARRAGE;;R$ 131.673,01;;
0940009;01/06/2025;SENHOR DO BONFIM;;;GUTTEMBERG SANTOS - U343220;;100%;;;;;;2;;;;;;26 68200;;;;;;;;JEFERSON;;;;;;;;-10,7700442;;;-39,3392976;Pendente;CANSANÇÃO;;;;;;;;;;PLANO 7;;TRUE;45;45;#REF!;;#REF!;;;B305491;;LV + ENERGZ;LV N3/4;FALSE;Paralisada;DICSON;RR-CIND-POV RIACHO DAS P-R PEDRAS-CSC;;R$ 178.644,65;;
1158905;01/06/2025;SENHOR DO BONFIM;;;LUDIMILA BARBOSA - U464746;;100%;;;;;;0;;;;;;27 68963;;;;;;;;ISRAEL;30/06/2025;;;;;;;-10,9135903;;;-39,9202362;Realizado;ITIÚBA;;;;;;;ADF (5 VAOS) a LV adicionar a chave antes;;;PLANO 7;;TRUE;0;1;#REF!;;#REF!;;;D580907;;DESL + LV;LV +1 CH;TRUE;Energizada;JOÃO;IT-CIND-FAZ-CASTELO-RURAL;;R$ 12.995,42;;
1200672;01/06/2025;SENHOR DO BONFIM;;;;;100%;;;;;;0;;;;;;28 62798;;;;;;;;JOSE;;;;;;;;-10,238673;;;-39,2133007;;MONTE SANTO;;;FALSE;;;;Terminar estruturas AVIFAUNA;;;PLANO 7;;TRUE;5;5;30/06/2025;;01/06/2025;;;D517281;;DESL;;TRUE;NÃO DEFINIDO;DICSON;RR-CIND-POV-JUA-S O BENTO;;R$ 119.404,34;;FALSE
1165562;01/06/2025;SENHOR DO BONFIM;;;LUDIMILA BARBOSA - U464746;;100%;;;;;;0;;;;;;28 68964;;;;;;;;ISRAEL;30/06/2025;;;;;;;-10,7983685;;;-39,959938;Pendente;ITIÚBA;;72580;;;;;Intercalar 5 poste MT;;;PLANO 14;;TRUE;15;15;#REF!;;#REF!;;;E573828;;LV + BT;LV 5 BI;TRUE;Energizada;JOÃO;ER-CIND-FAZ-MAMOTE-RURAL-ITIUBA;;R$ 143.923,01;;
1041188;01/06/2025;SENHOR DO BONFIM;;;;;100%;;;;;;0;;;;;;30 62797;;;;;;;16/06;JOSE;30/06/2025;;;;;;;-10,4762649;;;-39,3442719;;MONTE SANTO;;72470;FALSE;;;;Realocar rede MT;;;PLANO 8;;TRUE;2;2;30/06/2025;;01/06/2025;;;A269411;;DESL;;TRUE;Energizada;DICSON;RC-CIND-POV-TAPERA-RURAL;;R$ 15.682,30;;FALSE
0545761;01/06/2025;SENHOR DO BONFIM;;;HIAGO SANTANA - U470061;;100%;;;;;;2;;;;;;30 69760;;;;;;;14/06;ALDAIR;;;;;;;;-10,9330151;;;-39,3748213;Pendente;NORDESTINA;;72596 72597;;;;;MUITO CLIENTES 220;;;PLANO 14;;TRUE;23;23;#REF!;;#REF!;;;D144635;;LV + BT + ENERGZ;7;TRUE;NÃO DEFINIDO;DICSON;MP-CCOL-POV. SAO PEDRO COMPL-RURAL;;R$ 107.491,64;;
0477336;01/06/2025;SENHOR DO BONFIM;;;ADISON FERREIRA - U343222;;100%;;;;;;46;;;;;;30 69761;;;;;;;16/06;OSMAR/GESONI/ANAILTON;30/06/2025;;;;;;;-10,5538389;;;-39,2735588;Pendente;MONTE SANTO;;72587 72586;FALSE;;;;;;;PLANO 14;;TRUE;327;281;#REF!;;#REF!;;;D149983;;LV;LV N3/4 + N3 P/ N1;TRUE;Energizada;DICSON;MP-CCOL-POV CURRAL FALSO AROEIRA-RURAL;;R$ 1.077.227,77;;FALSE
1192258;01/06/2025;SENHOR DO BONFIM;;;LUDIMILA BARBOSA - U464746;;100%;;;;;;1;;;;;;30 72967;;;;;;;;ISRAEL;30/06/2025;;;;;;;-10,7858834;;;-39,8239698;Pendente;ITIÚBA;;;;;;;ADF (4 VAOS) (No dia dos desligamento levar duas turmas, uma para intercalar o poste e outra para fazer a ADF;;;PLANO 7;;TRUE;1;1;#REF!;;#REF!;;;Q093067;;DESL + LV;LV +1 CH + N1;TRUE;Energizada;JOÃO;ER-CIND-POV-PEDRA SOLTA-RURAL;;R$ 39.431,57;;
1134925;01/06/2025;SENHOR DO BONFIM;;;;;100%;;;;;;1;;;;;;;;;;;;;;BADU;;;;;;;;;;;;;ANDORINHAS;;;FALSE;;;;;;;PLANO 7;;FALSE;0;4;30/06/2025;;01/06/2025;;;;;BT;;FALSE;Paralisada;JOÃO;UB-CIND-RUA-DO CURRAL-CENTRO-ANDORINHA;;R$ 17.257,70;;FALSE
1011966;01/06/2025;SENHOR DO BONFIM;;;;;100%;;;;;;1;;;;;;;;;;;;;;GESONI;30/06/2025;;;;;;;-10,4574857;;;-40,2785532;Pendente;CAMPO FORMOSO;;;FALSE;;;;;;;PLANO 14;;TRUE;22;24;30/06/2025;;01/06/2025;;;D134562;;LV + ENERGZ;;TRUE;Energizada;JOÃO;RR-CIND-FAZ-BANANEIRA-VANVANA;;R$ 107.354,71;;FALSE
1170277;01/06/2025;SENHOR DO BONFIM;;;;;100%;;;;;;0;;;;;;;;;;;;;;RAEL;;;;;;;;-10,2054067;;;-40,5745999;Pendente;CAMPO FORMOSO;;72468 72469;FALSE;;;;;;;PLANO 8;;TRUE;1;1;30/06/2025;;01/06/2025;;;Q022985;;LV + ENERGZ;;FALSE;NÃO DEFINIDO;JOÃO;IE-RELIGADOR-JNC-09X1-Q022984;;R$ 134.004,23;;FALSE
1209528;01/06/2025;SENHOR DO BONFIM;;;;;100%;;;;;;0;;;;;;;;;;;;;;JOILSON;30/06/2025;;;;;;;;;;;;CAMPO FORMOSO;;;FALSE;;;;;;;PLANO 7;;FALSE;0;0;30/06/2025;;15/06/2025;;;;;;;FALSE;Energizada;JOÃO;PROVISORIA;;R$ 21.940,45;;FALSE
1170254;01/06/2025;SENHOR DO BONFIM;;;GUTTEMBERG SANTOS - U343220;;100%;;;;;;5;;;;;;;;;;;;;16/06/2025;JEFERSON;;;;;;;;-10,6299415;;;-39,4706341;Pendente;CANSANÇÃO;;72475 72476;;;;;MUITO CLIENTES 276;;;PLANO 7;;TRUE;12;12;#REF!;;#REF!;;;D576724;;LV + BT + ENERGZ;LV 3 N1;TRUE;NÃO DEFINIDO;DICSON;ER-CIND-POV-PAU DE COLHER-1260;;R$ 131.840,28;;
1015193;01/06/2025;SENHOR DO BONFIM;;;GUTTEMBERG SANTOS - U343220;;100%;;;;;;1;;;;;;;;;;;;;;JEFERSON;30/06/2025;;;;;;;-10,5532926;;;-39,6122308;Pendente;CANSANÇÃO;;;FALSE;;;;;;;PLANO 14;;TRUE;25;21;#REF!;;#REF!;;;D249197;;LV + BT + ENERGZ;LV N3/4;TRUE;Energizada;DICSON;ER-CIND-POV-PATOS-LAGOA DOS PATOS;;R$ 72.238,45;;FALSE
1165543;01/06/2025;SENHOR DO BONFIM;;;LUDIMILA BARBOSA - U464746;;100%;;;;;;5;;;;;;;;;;;;;;ISRAEL;;;;;;;;-10,6950092;;;-39,8572339;;ITIÚBA;;72582;;;;;;;;PLANO 7;;TRUE;3;3;#REF!;;#REF!;;;D057586;;BT;;TRUE;Paralisada;JOÃO;UB-CIND-RUA-SIMOES-N S DA CONCEI O;;R$ 17.943,38;;
