PROJETO_FATO;Carteira;COORD;% CAVAS;% POSTES;AR;AS BUILT;AVANÇO;AVNR;BOOK;CAVD;CAVR;CLIENT.;CLIET.;CLIET. PREV;CLIET. REAL;CONCRETO;COORDENADAS;CRITERIO;DATA DESL;DESLIG;DEVOLUÇAO;DIAS;DIAS.1;DIAS.2;DT DESL;DT. SEPARAÇÃO;ENCARREGADO;ENERGIZAÇÃO;EQPP;EQPR;FAIXA;FIM;INICIO;LAT;LATITUDE;LINK PROJETO;LONG;LONGITUDE;LV;MUNICIPIO;NOTA;Nº PES;OBRAS SIMPLIFICADAS;OBS;OBS CAVA;PERFIL;PES DESLIG;PES S/I;PG'S;PLANO;PROJETO;PRÉ FECHAMENTO;PST EXEC;PSTP;PV. FIM;PV. INICIO;PV. INÍCIO;RDEP;RDER;REFERÊNCIA;RESERVA;RESUMO;RESUMO LV;SACADO;STATUS;SUPERVISOR;TÍTULO;V. PRJ 25%;V. PROJETO;V. REAL;VISITA PRÉVIA
1033879;01/01/2025;SENHOR DO BONFIM;;;;;;;;;;;;;4;;;;;;;;;;;;ALDAIR;2025-01-30 00:00:00;;;;;;;;;;;;ITIÚBA;;;;;;;;;;;B-1033879;;4;;;;;;;;;;;;NÃO DEFINIDO;DICSON;ER-CIND-FAZ-VARZINHA-ROMULO CAMPOS;;;;
1155045;01/01/2025;SENHOR DO BONFIM;;;;;;;;;;;;;2;;;;;;;;;;;;REGINALDO;2025-01-16 00:00:00;;;;;;;;;;;;SENHOR DO BONFIM;;;;;;;;;;;B-1155045;;4;;;;;;;;;;;;NÃO DEFINIDO;DICSON;ER-CCOL-POV-TEIU-RURAL;;;;
1128886;01/02/2025;SENHOR DO BONFIM;;;;;;;;;;;;;2;;;ESTADUAL;;;;;;;;;OSMAR ;2025-02-01 00:00:00;;;;;;;;;;;;MONTE SANTO;9102022738;;;;;0-5 POSTES;;;;;B-1128886;;2;2;;;;;;;;;;;NÃO DEFINIDO;DICSON;ER-CIND-FAZ-SAO LUIZ-PEDRA VERMELHA;;;;
1183387;01/02/2025;SENHOR DO BONFIM;;;;;;;;;;;;;1;;;;;;;;;;;;OSMAR ;2025-02-01 00:00:00;;;;;;;;;;;;MONTE SANTO;9102164217;;;;;0-5 POSTES;;;;;B-1183387;;0;0;;;;;;;;;;;NÃO DEFINIDO;DICSON;UB-CIND-AV-LUIZ E MAGALHAES-CENTRO;;;;
1083736;01/02/2025;SENHOR DO BONFIM;;;;;;;;;;;;;1;;;ESTADUAL;;;;;;;;;OSMAR ;2025-02-01 00:00:00;;;;;;;;;;;;MONTE SANTO;9101904936;;;;;0-5 POSTES;;;;;B-1083736;;2;2;;;;;;;;;;;NÃO DEFINIDO;DICSON;ER-CIND-FAZ-CEROULA NOVA-RURAL;;;;
1137475;01/02/2025;SENHOR DO BONFIM;;;;;;;;;;;;;2;;;DIA C;;;;;;;;;JOILSON ;2025-02-05 00:00:00;;;;;;;;;;;;SENHOR DO BONFIM;9102057564;;;;;6-15 POSTES;;;;;B-1137475;;6;6;;;;;;;;;;;NÃO DEFINIDO;WESLEY;ER-CIND-POV-MULUNGU-RURAL;;;;
1112875;01/02/2025;SENHOR DO BONFIM;;;;;;;;;;;;;6;;;GOVERNO;;;;;;;;;ANAILTON;2025-02-05 00:00:00;;;;;;;;;;;;NORDESTINA;9101978110;;;;;;;;;;B-1112875;;47;67;;;;;;;;;;;NÃO DEFINIDO;ALAN;ER-CCOL-FAZ-CALDEIR O DO COXO-RURAL;;;;
1155909;01/02/2025;SENHOR DO BONFIM;;;;;;;;;;;;;2;;;DIA C;;;;;;;;;JOSÉ SILVA;2025-02-15 00:00:00;;;;;;;;;;;;SENHOR DO BONFIM;9102095904;;;;;0-5 POSTES;;;;;B-1155909;;1;1;;;;;;;;;;;NÃO DEFINIDO;WESLEY;ER-CIND-POV-TEIU-RURAL;;;;
1159228;01/02/2025;SENHOR DO BONFIM;;;;;;;;;;;;;1;;;DIA C;;;;;;;;;ERIELTON ;2025-02-08 00:00:00;;;;;;;;;;;;SENHOR DO BONFIM;9102133030;;;;;0-5 POSTES;;;;;B-1159228;;4;4;;;;;;;;;;;NÃO DEFINIDO;DICSON;ER-CCOL-POV-LAGES-RURAL;;;;
1007298;01/02/2025;SENHOR DO BONFIM;;;;;;;;;;;;;3;;;JUDICIAL;;;;;;;;;BADU;2025-02-28 00:00:00;;;;;;;;;;;;JAGUARARI;9101727174;;;;;6-15 POSTES;;;;;B-1007298;;13;13;;;;;;;;;;;NÃO DEFINIDO;DICSON;RR-CIND-ET-ADUTORA MINA CARAIBA-RURAL NU;;;;
1053427;01/02/2025;SENHOR DO BONFIM;;;;;;;;;;;;;5;;;ESTADUAL;;;;;;;;;ISRAEL ;2025-02-14 00:00:00;;;;;;;;;;;;ITIÚBA;9101805511;;;;;;;;;;B-1053427;;14;11;;;;;;;;;;;NÃO DEFINIDO;ALAN;MP-CCOL-FAZ OLHOS DAGUA-RURAL;;;;
1128973;01/02/2025;SENHOR DO BONFIM;;;;;;;;;;;;;2;;;QLP;;;;;;;;;OSMAR ;2025-02-14 00:00:00;;;;;;;;;;;;MONTE SANTO;9102022726;;;;;;;;;;B-1128973;;21;17;;;;;;;;;;;NÃO DEFINIDO;ALAN;MP CIND POV QUEIMADA GRANDE RURAL;;;;
1107362;01/02/2025;SENHOR DO BONFIM;;;;;;;;;;;;;;;;REPUTACIONAL;;;;;;;;;BADU;;;;;;;;;;;;;SENHOR DO BONFIM;9101959951;;;;;16-50 POSTES;;;;;B-1107362;;;31;;;;;;;;;;;NÃO DEFINIDO;;RR-SEIN-POV-LAGOA DO PEIXE-RURAL;;;;
1062185;01/02/2025;SENHOR DO BONFIM;;;;;;;;;;;;;8;;;ESTADUAL;;;;;;;;;GESONI ;2025-02-14 00:00:00;;;;;;;;;;;;PONTO NOVO;9101867733;;;;;16-50 POSTES;;;;;B-1062185;;23;21;;;;;;;;;;;NÃO DEFINIDO;DICSON;ER-CIND-FAZ-PLANALTO 10-RURAL;;;;
1146265;01/02/2025;SENHOR DO BONFIM;;;;;;;;;;;;;0;;;REPUTACIONAL;;;;;;;;;JOILSON ;2025-02-16 00:00:00;;;;;;;;;;;;CAMPO FORMOSO;9102078212;;;;;0-5 POSTES;;;;;B-1146265;;1;0;;;;;;;;;;;NÃO DEFINIDO;DICSON;IS-COEL-RUA-DR ANTONIO GONCALVES-CENTRO;;;;
0914747;01/02/2025;SENHOR DO BONFIM;;;;;;;;;;;;;10;;;JUDICIAL;;;;;;;;;WAGNER ;2025-02-27 00:00:00;;;;;;;;;;;;CAMPO FORMOSO;9101290252;;;;;;;;;;B-0914747;;84;96;;;;;;;;;;;NÃO DEFINIDO;DICSON;RU-CCOL-FAZ GENIO-RURAL-CRB;;;;
1138085;01/02/2025;SENHOR DO BONFIM;;;;;;;;;;;;;1;;;PLANO ANEEL;;;;;;;;;WAGNER ;2025-02-18 00:00:00;;;;;;;;;;;;CAMPO FORMOSO;9102057077;;;;;6-15 POSTES;;;;;B-1138085;;8;8;;;;;;;;;;;NÃO DEFINIDO;DICSON;ER-CIND-SI-GENIO 1000 --Z-RURAL;;;;
1134465;01/02/2025;SENHOR DO BONFIM;;;;;;;;;;;;;;;;REPUTACIONAL;;;;;;;;;ANAILTON;;;;;;;;;;;;;CANSANÇÃO;9102042813;;;;;16-50 POSTES;;;;;B-1134465;;;18;;;;;;;;;;;NÃO DEFINIDO;;ER-CIND-POV-CAIXAO-RURAL;;;;
1143184;01/02/2025;SENHOR DO BONFIM;;;;;;;;;;;;;8;;;ESTADUAL;;;;;;;;;ANAILTON;2025-02-27 00:00:00;;;;;;;;;;;;CANSANÇÃO;9101794121;;;;;6-15 POSTES;;;;;B-1143184;;11;8;;;;;;;;;;;NÃO DEFINIDO;ALAN;ER-CCOL-POV-CALDEIRAO DOS VAQ-RURAL;;;;
1180051;01/02/2025;SENHOR DO BONFIM;;;;;;;;;;;;;1;;;GOVERNO;;;;;;;;;ISRAEL ;2025-03-01 00:00:00;;;;;;;;;;;;ITIÚBA;9102151875;;;;;0-5 POSTES;;;;;B-1180051;;2;2;;;;;;;;;;;NÃO DEFINIDO;ALAN;UB-EMBA-RUA-CASAS POPULARES-CENTRO;;;;
1075226;01/02/2025;SENHOR DO BONFIM;;;;;;;;;;;;;;;;REPUTACIONAL;;;;;;;;;ISRAEL ;;;;;;;;;;;;;ITIÚBA;9101874275;;;;;6-15 POSTES;;;;;B-1075226;;;15;;;;;;;;;;;NÃO DEFINIDO;;MP CIND POV CALDEIRÃOZINHO RURAL;;;;
1042982;01/02/2025;SENHOR DO BONFIM;;;;;;;;;;;;;;;;REPUTACIONAL;;;;;;;;;ISRAEL ;;;;;;;;;;;;;ITIÚBA;9101675556;;;;;16-50 POSTES;;;;;B-1042982;;;50;;;;;;;;;;;NÃO DEFINIDO;;MP-CIND-POV-CACIMBAS-RURAL;;;;
1115635;01/02/2025;SENHOR DO BONFIM;;;;;;;;;;;;;1;;;LPT;;;;;;;;;BADU;2025-02-25 00:00:00;;;;;;;;;;;;JAGUARARI;9101977256;;;;;6-15 POSTES;;;;;B-1115635;;11;11;;;;;;;;;;;NÃO DEFINIDO;DICSON;ER-CIND-PR -IGREJA-CATUNY;;;;
0984449;01/02/2025;SENHOR DO BONFIM;;;;;;;;;;;;;4;;;REPUTACIONAL;;;;;;;;;OSMAR ;2025-02-28 00:00:00;;;;;;;;;;;;MONTE SANTO;9101587099;;;;;16-50 POSTES;;;;;B-0984449;;35;35;;;;;;;;;;;NÃO DEFINIDO;ALAN;RR-CIND-FZ ANGICO-ANGICO;;;;
1143757;01/02/2025;SENHOR DO BONFIM;;;;;;;;;;;;;1;;;JUDICIAL;;;;;;;;;OSMAR ;2025-02-21 00:00:00;;;;;;;;;;;;QUEIMADAS;9102084184;;;;;0-5 POSTES;;;;;B-1143757;;3;3;;;;;;;;;;;NÃO DEFINIDO;ALAN;ER-CCOL-LOT-NOVA QUEIMADAS-NOVA QUEIMADA;;;;
1144008;01/02/2025;SENHOR DO BONFIM;;;;;;;;;;;;;1;;;RECLAMAÇÃO;;;;;;;;;ANAILTON;2025-02-13 00:00:00;;;;;;;;;;;;QUEIMADAS;9102070360;;;;;0-5 POSTES;;;;;B-1144008;;1;1;;;;;;;;;;;NÃO DEFINIDO;ALAN;ER-CIND-POV-MARRUAIS-RURAL;;;;
0686033;01/02/2025;SENHOR DO BONFIM;;;;;;;;;;;;;;;;NOVOS QUESTIONAMENTOS ANEEL;;;;;;;;;ERIELTON ;;;;;;;;;;;;;QUEIMADAS;9100709091;;;;;;;;;;B-0686033;;;86;;;;;;;;;;;NÃO DEFINIDO;;MP-CCOL-FAZ. VÁRZEA DA NOVILHA COMPL.RUR;;;;
1090786;01/02/2025;SENHOR DO BONFIM;;;;;;;;;;;;;;;;REPUTACIONAL;;;;;;;;;JEFERSON ;;;;;;;;;;;;;QUEIMADAS;9101910191;;;;;6-15 POSTES;;;;;B-1090786;;;31;;;;;;;;;;;NÃO DEFINIDO;;MP  CIND POV . LAGOA DAS CABRAS RURAL;;;;
1121813;01/02/2025;SENHOR DO BONFIM;;;;;;;;;;;;;11;;;ESTADUAL;;;;;;;;;JEFERSON ;2025-02-27 00:00:00;;;;;;;;;;;;QUEIMADAS;9102002528;;;;;;;;;;B-1121813;;109;109;;;;;;;;;;;NÃO DEFINIDO;ALAN;MP-CCOL-POV.SANTO EUSEBIO-RURAL;;;;
1122959;01/02/2025;SENHOR DO BONFIM;;;;;;;;;;;;;7;;;QLP;;;;;;;;;JEFERSON ;2025-02-27 00:00:00;;;;;;;;;;;;QUEIMADAS;9102025021;;;;;6-15 POSTES;;;;;B-1122959;;22;22;;;;;;;;;;;NÃO DEFINIDO;ALAN;AC CIND POV SANTO EUSEBIO RURAL;;;;
1089356;01/02/2025;SENHOR DO BONFIM;;;;;;;;;;;;;;;;ESTADUAL;;;;;;;;;ERIELTON ;;;;;;;;;;;;;QUEIMADAS;9101908619;;;;;;;;;;B-1089356;;;43;;;;;;;;;;;NÃO DEFINIDO;;MP-CCOL-FAZ.VARZEA DA NOVILHA RURAL;;;;
1151080;01/02/2025;SENHOR DO BONFIM;;;;;;;;;;;;;0;;;RECLAMAÇÃO;;;;;;;;;JOILSON;2025-02-19 00:00:00;;;;;;;;;;;;SENHOR DO BONFIM;9102095610;;;;;0-5 POSTES;;;;;B-1151080;;1;1;;;;;;;;;;;NÃO DEFINIDO;DICSON;AC-CIND-RUA-25 DE JANEIRO-SANTOS DUMONT;;;;
1089429;01/02/2025;SENHOR DO BONFIM;;;;;;;;;;;;;3;;;ESTADUAL;;;;;;;;;JOILSON ;2025-02-28 00:00:00;;;;;;;;;;;;SENHOR DO BONFIM;9101911590;;;;;16-50 POSTES;;;;;B-1089429;;24;24;;;;;;;;;;;NÃO DEFINIDO;DICSON;MP CIND FAZ MANCAMBIRA RURAL;;;;
1044080;01/02/2025;SENHOR DO BONFIM;;;;;;;;;;;;;3;;;ESTADUAL;;;;;;;;;BADU;2025-02-27 00:00:00;;;;;;;;;;;;SENHOR DO BONFIM;9101662765;;;;;16-50 POSTES;;;;;B-1044080;;24;24;;;;;;;;;;;NÃO DEFINIDO;DICSON;MP-CCOL-POV-CACO DE TELHA-RURAL;;;;
1160399;01/02/2025;SENHOR DO BONFIM;;;;;;;;;;;;;;;;DIA C;;;;;;;;;GESONI ;;;;;;;;;;;;;FILADÉLFIA;9102131406;;;;;0-5 POSTES;;;;;B-1160399;;;5;;;;;;;;;;;NÃO DEFINIDO;;UB-CIND-RUA-ANA IZABEL MUNIZ-CENTRO;;;;
1165543;01/02/2025;SENHOR DO BONFIM;;;;;;;;;;;;;;;;DIA C;;;;;;;;;ISRAEL ;;;;;;;;;;;;;ITIÚBA;9102134827;;;;;0-5 POSTES;;;;;B-1165543;;;3;;;;;;;;;;;NÃO DEFINIDO;;UB-CIND-RUA-SIMOES-N S DA CONCEI  O;;;;
1161715;01/02/2025;SENHOR DO BONFIM;;;;;;;;;;;;;;;;DIA C;;;;;;;;;;;;;;;;;;;;;;MONTE SANTO;9102121141;;;;;0-5 POSTES;;;;;B-1161715;;;2;;;;;;;;;;;NÃO DEFINIDO;;ER-CIND-POV-ENGORDA-RURAL;;;;
1157312;01/02/2025;SENHOR DO BONFIM;;;;;;;;;;;;;;;;DIA C;;;;;;;;;;;;;;;;;;;;;;MONTE SANTO;9102106606;;;;;0-5 POSTES;;;;;B-1157312;;;5;;;;;;;;;;;NÃO DEFINIDO;;AC-CIND-POV-LAGOA DO SACO-RURAL;;;;
1149258;01/02/2025;SENHOR DO BONFIM;;;;;;;;;;;;;;;;DIA C;;;;;;;;;;;;;;;;;;;;;;NORDESTINA;9102084887;;;;;0-5 POSTES;;;;;B-1149258;;;5;;;;;;;;;;;NÃO DEFINIDO;;ER-SEIN-FAZ-LAGOA DOS BOIS-RURAL;;;;
1152255;01/02/2025;SENHOR DO BONFIM;;;;;;;;;;;;;;;;DIA C;;;;;;;;;;;;;;;;;;;;;;QUEIMADAS;9102090398;;;;;0-5 POSTES;;;;;B-1152255;;;1;;;;;;;;;;;NÃO DEFINIDO;;ER-CIND-AV-OTAVIO FERREIRA-URBANO;;;;
1167180;01/02/2025;SENHOR DO BONFIM;;;;;;;;;;;;;;;;DIA C;;;;;;;;;;;;;;;;;;;;;;SENHOR DO BONFIM;9102136651;;;;;;;;;;B-1167180;;;2;;;;;;;;;;;NÃO DEFINIDO;;RR-SEIN-FAZ-PATIOBA-RURAL;;;;
1044483;01/02/2025;SENHOR DO BONFIM;;;;;;;;;;;;;;;;REPUTACIONAL;;;;;;;;;;;;;;;;;;;;;;CAMPO FORMOSO;9101691568;;;;;;;;;;B-1044483;;;324;;;;;;;;;;;NÃO DEFINIDO;;MP-CCOL-POV.CACIMBINHA-RURAL;;;;
0477336;01/02/2025;SENHOR DO BONFIM;;;;;;;;;;;;;;;;REPUTACIONAL;;;;;;;;;;;;;;;;;;;;;;MONTE SANTO;9003901510;;;;;;;;;;B-0477336;;;281;;;;;;;;;;;NÃO DEFINIDO;;MP-CCOL-POV CURRAL FALSO AROEIRA-RURAL;;;;
1173976;01/02/2025;SENHOR DO BONFIM;;;;;;;;;;;;;1;;;;;;;;;;;;ANAILTON;2025-02-11 00:00:00;;;;;;;;;;;;NORDESTINA;;;;;;;;;;;B-1173976;;0;;;;;;;;;;;;NÃO DEFINIDO;ALAN;RR-CIND-POV- TANQUINHO-RURAL;;;;
1190045;01/02/2025;SENHOR DO BONFIM;;;;;;;;;;;;;1;;;;;;;;;;;;JOILSON;2025-02-17 00:00:00;;;;;;;;;;;;SENHOR DO BONFIM;;;;;;;;;;;B-1190045;;2;;;;;;;;;;;;NÃO DEFINIDO;WESLEY;ER-CIND-POV-BARRO DE BAIXO II 6-B D B II;;;;
1167180;01/02/2025;SENHOR DO BONFIM;;;;;;;;;;;;;1;;;;;;;;;;;;JOILSON;2025-02-20 00:00:00;;;;;;;;;;;;SENHOR DO BONFIM;;;;;;;;;;;B-1167180;;2;;;;;;;;;;;;NÃO DEFINIDO;DICSON;RR-SEIN-FAZ-PATIOBA-RURAL;;;;
1091723;01/02/2025;SENHOR DO BONFIM;;;;;;;;;;;;;4;;;;;;;;;;;;ANAILTON;2025-02-05 00:00:00;;;;;;;;;;;;NORDESTINA;;;;;;;;;;;B-1091723;;20;;;;;;;;;;;;NÃO DEFINIDO;ALAN;AC-CCOL FAZ CALDEIRÃO DO COXO RURAL;;;;
1121813;01/02/2025;SENHOR DO BONFIM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;QUEIMADAS;;;;;;;;;;;B-1121813;;;;;;;;;;;;;;NÃO DEFINIDO;;MP-CCOL-POV.SANTO EUSEBIO-RURAL;;;;
1112875;01/02/2025;SENHOR DO BONFIM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;NORDESTINA;;;;;;;;;;;B-1112875;;;;;;;;;;;;;;NÃO DEFINIDO;;ER-CCOL-FAZ-CALDEIR O DO COXO-RURAL;;;;
1089356;01/02/2025;SENHOR DO BONFIM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;QUEIMADAS;;;;;;;;;;;B-1089356;;;;;;;;;;;;;;NÃO DEFINIDO;;MP-CCOL-FAZ.VARZEA DA NOVILHA RURAL;;;;
1128973;01/02/2025;SENHOR DO BONFIM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;MONTE SANTO;;;;;;;;;;;B-1128973;;;;;;;;;;;;;;NÃO DEFINIDO;;MP CIND POV QUEIMADA GRANDE RURAL;;;;
1053427;01/02/2025;SENHOR DO BONFIM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ITIÚBA;;;;;;;;;;;B-1053427;;;;;;;;;;;;;;NÃO DEFINIDO;;MP-CCOL-FAZ OLHOS DAGUA-RURAL;;;;
1160430;01/02/2025;SENHOR DO BONFIM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;JAGUARARI;;;;;;;;;;;B-1160430;;;;;;;;;;;;;;NÃO DEFINIDO;;ER-CIND-RUA-DO MATADOURO 95-CATUNY;;;;
0914747;01/02/2025;SENHOR DO BONFIM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;CAMPO FORMOSO;;;;;;;;;;;B-0914747;;;;;;;;;;;;;;NÃO DEFINIDO;;RU-CCOL-FAZ GENIO-RURAL-CRB;;;;
1185144;01/03/2025;SENHOR DO BONFIM;;;;;;;;;;;;1;;;;PRIORIDADE PLANO ANEEL;;;;;;;;;REGINALDO;;;;0-5 POSTES;2025-03-27 00:00:00;2025-03-26 00:00:00;;;;;;;ANDORINHAS;9102166668;;;;;;;;;;B-1185144;;;4;;;;;;;;;;;NÃO DEFINIDO;;ER-CIND-POV-TANQUE DAS VARAS-831;;;;
1134925;01/03/2025;SENHOR DO BONFIM;;;;;;;;;;;;1;;;;ESTRATÉGICA;;;;;;;;;REGINALDO;;;;0-5 POSTES;2025-03-28 00:00:00;2025-03-28 00:00:00;;;;;;;ANDORINHAS;9102039781;;;;;;;;;;B-1134925;;;1;;;;;;;;;;;NÃO DEFINIDO;;UB-CIND-RUA-DO CURRAL-CENTRO-ANDORINHA;;;;
1183437;01/03/2025;SENHOR DO BONFIM;;;;;;;;;;;;0;4;;;PRIORIDADE PLANO ANEEL;;;;;;;;;REGINALDO;2025-03-19 00:00:00;;;6-15 POSTES;2025-03-22 00:00:00;2025-03-20 00:00:00;;;;;;;ANTÔNIO GONÇALVES;9102159387;;;;;;;;;;B-1183437;;9;8;;;;;;;;;;;NÃO DEFINIDO;DICSON;ER-CIND-POV-LARANJEIRAS-RURAL;;;;
1044483;01/03/2025;SENHOR DO BONFIM;;;;;;;;;;;;27;;;;REPUTACIONAL;;;;;;;;;EDVALDO + ALDAIR ;;;;ACIMA 100 POSTES;2025-03-31 00:00:00;2025-01-15 00:00:00;;;;;;;CAMPO FORMOSO;9101691568;;;;;;;;;;B-1044483;;;324;;;;;;;;;;;NÃO DEFINIDO;;MP-CCOL-POV.CACIMBINHA-RURAL;;;;
1060807;01/03/2025;SENHOR DO BONFIM;;;;;;;;;;;;3;5;;;REPUTACIONAL;;;;;;;;;ANAILTON ;2025-03-26 00:00:00;;;6-15 POSTES;2025-03-15 00:00:00;2025-03-10 00:00:00;;;;;;;CANSANÇÃO;9101864792;;;;;;;;;;B-1060807;;11;11;;;;;;;;;;;NÃO DEFINIDO;ALAN;LD-CIND-POV RDP-RIACHO DAS PEDRAS-CSC;;;;
1137977;01/03/2025;SENHOR DO BONFIM;;;;;;;;;;;;1;1;;;SOLICITAÇÃO ATENDIMENTO;;;;;;;;;ANAILTON ;2025-03-21 00:00:00;;;16-50 POSTES;2025-03-24 00:00:00;2025-03-17 00:00:00;;;;;;;CANSANÇÃO;9102050747;;;;;;;;;;B-1137977;;35;37;;;;;;;;;;;NÃO DEFINIDO;ALAN;ER-CIND-POV-LAGE DA GAMELEIRA-RURAL;;;;
1183187;01/03/2025;SENHOR DO BONFIM;;;;;;;;;;;;1;2;;;PRIORIDADE PLANO ANEEL;;;;;;;;;GESONI ;2025-03-26 00:00:00;;;0-5 POSTES;2025-03-12 00:00:00;2025-03-10 00:00:00;;;;;;;CANSANÇÃO;9102165518;;;;;;;;;;B-1183187;;2;3;;;;;;;;;;;NÃO DEFINIDO;DICSON;ER-CIND-POV-DEIXAI 7-RURAL;;;;
1179724;01/03/2025;SENHOR DO BONFIM;;;;;;;;;;;;0;2;;;JUDICIAL;;;;;;;;;ANAILTON ;2025-03-07 00:00:00;;;0-5 POSTES;2025-03-13 00:00:00;2025-02-13 00:00:00;;;;;;;CANSANÇÃO;9102156278;;;;;;;;;;B-1179724;;1;1;;;;;;;;;;;NÃO DEFINIDO;ALAN;UB-CIND-RUA-ANTONIO JOSE -CENTRO;;;;
1181422;01/03/2025;SENHOR DO BONFIM;;;;;;;;;;;;0;1;;;PRIORIDADE PLANO ANEEL;;;;;;;;;GESONI ;2025-03-21 00:00:00;;;0-5 POSTES;2025-03-14 00:00:00;2025-03-14 00:00:00;;;;;;;CANSANÇÃO;9102157683;;;;;;;;;;B-1181422;;1;1;;;;;;;;;;;NÃO DEFINIDO;DICSON;UB-CIND-RUA-JOSE BELAU -TAPERA;;;;
1100808;01/03/2025;SENHOR DO BONFIM;;;;;;;;;;;;0;1;;;AIC OBJETIVO;;;;;;;;;GESONI ;2025-03-21 00:00:00;;;6-15 POSTES;2025-03-14 00:00:00;2025-03-13 00:00:00;;;;;;;FILADÉLFIA;9101947893;;;;;;;;;;B-1100808;;9;6;;;;;;;;;;;NÃO DEFINIDO;DICSON;ER-CIND-FAZ-MALHADOR-RURAL;;;;
1152231;01/03/2025;SENHOR DO BONFIM;;;;;;;;;;;;1;1;;;PRIORIDADE PLANO ANEEL;;;;;;;;;GESONI ;2025-03-10 00:00:00;;;0-5 POSTES;2025-03-10 00:00:00;2025-03-10 00:00:00;;;;;;;FILADÉLFIA;9102091854;;;;;;;;;;B-1152231;;3;3;;;;;;;;;;;NÃO DEFINIDO;DICSON;UB-CIND-RUA DO POSTO 237-CENTRO-JACARE;;;;
1180582;01/03/2025;SENHOR DO BONFIM;;;;;;;;;;;;1;1;;;PRIORIDADE PLANO ANEEL;;;;;;;;;JOILSON;2025-03-12 00:00:00;;;0-5 POSTES;2025-03-12 00:00:00;2025-03-11 00:00:00;;;;;;;FILADÉLFIA;9102163012;;;;;;;;;;B-1180582;;4;4;;;;;;;;;;;NÃO DEFINIDO;DICSON;ER-CCOL-FAZ-ALAGADICO DE CIMA-RURAL;;;;
0972525;01/03/2025;SENHOR DO BONFIM;;;;;;;;;;;;2;;;;GOVERNO;;;;;;;;;GESONI ;;;;16-50 POSTES;2025-03-31 00:00:00;2025-03-21 00:00:00;;;;;;;ITIÚBA;9101581073;;;;;;;;;;B-0972525;;;34;;;;;;;;;;;NÃO DEFINIDO;;MP-CIND-POV ITAPICURU-ITAPICURU;;;;
1134653;01/03/2025;SENHOR DO BONFIM;;;;;;;;;;;;4;;;;GOVERNO;;;;;;;;;WAGNER;;;;51-100 POSTES;2025-03-31 00:00:00;2025-03-13 00:00:00;;;;;;;ITIÚBA;9102041389;;;;;;;;;;B-1134653;;;53;;;;;;;;;;;NÃO DEFINIDO;;ER-GOVE-FAZ-ALAGOAS-ALAGOAS;;;;
1183295;01/03/2025;SENHOR DO BONFIM;;;;;;;;;;;;1;1;;;PRIORIDADE PLANO ANEEL;;;;;;;;;ISRAEL ;2025-03-13 00:00:00;;;0-5 POSTES;2025-03-08 00:00:00;2025-03-07 00:00:00;;;;;;;ITIÚBA;9102164106;;;;;;;;;;B-1183295;;2;2;;;;;;;;;;;NÃO DEFINIDO;ALAN;ER-CIND-POV-ALAGADICO-TAQUARI;;;;
0592367;01/03/2025;SENHOR DO BONFIM;;;;;;;;;;;;2;2;;;REPUTACIONAL;;;;;;;;;ISRAEL ;2025-03-29 00:00:00;;;16-50 POSTES;2025-03-28 00:00:00;2025-03-24 00:00:00;;;;;;;ITIÚBA;9100436184;;;;;;;;;;B-0592367;;21;21;;;;;;;;;;;NÃO DEFINIDO;ALAN;MP-CCOL-POV.VARZEA DE FORA-RURAL;;;;
0812057;01/03/2025;SENHOR DO BONFIM;;;;;;;;;;;;2;2;;;REPUTACIONAL;;;;;;;;;ISRAEL ;2025-03-21 00:00:00;;;6-15 POSTES;2025-03-22 00:00:00;2025-03-19 00:00:00;;;;;;;ITIÚBA;9101065082;;;;;;;;;;B-0812057;;15;15;;;;;;;;;;;NÃO DEFINIDO;ALAN;MP CIND ASSENTAMENTO CASSATINGA-RURAL;;;;
1176815;01/03/2025;SENHOR DO BONFIM;;;;;;;;;;;;4;;;;REPUTACIONAL;;;;;;;;;ISRAEL ;;;;16-50 POSTES;;;;;;;;;ITIÚBA;9102134160;;;;;;;;;;B-1176815;;;22;;;;;;;;;;;NÃO DEFINIDO;;RR-CIND POV V COMPRIDA VARZEA COMPRIDA;;;;
1184688;01/03/2025;SENHOR DO BONFIM;;;;;;;;;;;;1;1;;;PRIORIDADE PLANO ANEEL;;;;;;;;;GESONI ;2025-03-25 00:00:00;;;0-5 POSTES;2025-03-19 00:00:00;2025-03-19 00:00:00;;;;;;;ITIÚBA;9102161712;;;;;;;;;;B-1184688;;0;0;;;;;;;;;;;NÃO DEFINIDO;DICSON;ER-CIND-POV-VARZEA FORMOSA 51-RURAL;;;;
