"DATA_ENVIO";"DATA_DOC";"RESPONSAVEL";"TIPO";"PEP";"TEXTO_APOS_DELIMITADOR";"DEFINICAO";"PEDIDO";"VALOR_LIQUIDO";"CONTRATO";"MUNICIPIO";"BASE";"CICLO";"DESCRICAO";"SETOR";"TEXTO_BREVE";"FONTE_ORIGEM";"CATEGORIA"
"2026-04-06";"2026-04-02";"DENIZE";"LINHA VIVA";"B-1199651";"1199651";"GEOEX - PM1354579/26 - B-1199651";"4509735339";"4129.57";"4600074798";"UMBURANAS";"JACOBINA";"Abril";"";"";"";"JACOBINA_OBRA";"OBRA"
"2026-04-06";"2026-04-01";"DENIZE";"FINAL";"B-1166217";"1166217";"GEOEX - PM1366263/26 - B-1166217";"4509733789";"25883.56";"4600074798";"OUROLÂNDIA";"JACOBINA";"Abril";"";"";"";"JACOBINA_OBRA";"OBRA"
"2026-04-06";"2026-04-01";"DENIZE";"LINHA VIVA";"B-1166217";"1166217";"GEOEX - PM1362477/26 - B-1166217";"4509733789";"1286.77";"4600074798";"OUROLÂNDIA";"JACOBINA";"Abril";"";"";"";"JACOBINA_OBRA";"OBRA"
"2026-04-06";"2026-04-01";"LOGISTICA";"DISTRIBUIÇÃO DE POSTE";"B-1166217";"1166217";"GEOEX - PM1366263/26 - B-1166217";"4509733798";"2236.24";"4600074798";"OUROLÂNDIA";"JACOBINA";"Abril";"";"";"";"JACOBINA_OBRA";"OBRA"
"2026-04-06";"2026-04-01";"DENIZE";"FINAL";"B-1166217";"1166217";"GEOEX - PM1366263/26 - B-1166217";"4509733789";"614.29";"4600074798";"OUROLÂNDIA";"JACOBINA";"Abril";"";"";"";"JACOBINA_OBRA";"OBRA"
"2026-04-06";"2026-04-02";"LOGISTICA";"DISTRIBUIÇÃO DE POSTE";"B-1160891";"1160891";"GEOEX - PM1366623/26 - B-1160891";"4509735290";"1565.37";"4600074798";"GAVIÃO";"JACOBINA";"Abril";"";"";"";"JACOBINA_OBRA";"OBRA"
"2026-04-06";"2026-04-02";"DENIZE";"LINHA VIVA";"B-1160891";"1160891";"GEOEX - PM1361825/26 - B-1160891";"4509735315";"1386.89";"4600074798";"GAVIÃO";"JACOBINA";"Abril";"";"";"";"JACOBINA_OBRA";"OBRA"
"2026-04-06";"2026-04-02";"DENIZE";"FINAL";"B-1160891";"1160891";"GEOEX - PM1366623/26 - B-1160891";"4509735315";"13599.28";"4600074798";"GAVIÃO";"JACOBINA";"Abril";"";"";"";"JACOBINA_OBRA";"OBRA"
"2026-04-06";"2026-04-02";"LIGAÇAO";"LIGAÇAO";"B-1239989";"1239989";"GEOEX - PM1366624/26 - B-1239989";"4509734754";"146.69";"4600074798";"GAVIÃO";"JACOBINA";"Abril";"";"";"";"JACOBINA_OBRA";"OBRA"
"2026-04-06";"2026-04-06";"LIGAÇAO";"LIGAÇAO";"B-1240253";"1240253";"GEOEX - PM1367035/26 - B-1240253";"4509735856";"107.38";"4600074798";"GAVIÃO";"JACOBINA";"Abril";"";"";"";"JACOBINA_OBRA";"OBRA"
"2026-04-06";"2026-04-06";"LIGAÇAO";"LIGAÇAO";"B-1240253";"1240253";"GEOEX - PM1367035/26 - B-1240253";"4509735856";"103.21";"4600074798";"GAVIÃO";"JACOBINA";"Abril";"";"";"";"JACOBINA_OBRA";"OBRA"
"2026-04-06";"2026-04-01";"DENIZE";"FINAL";"B-1039528";"1039528";"GEOEX - PM1366347/26 - B-1039528";"4509733514";"40097.5";"4600074798";"VARZEA NOVA";"JACOBINA";"Abril";"";"";"";"JACOBINA_OBRA";"OBRA"
"2026-04-06";"2026-04-01";"LOGISTICA";"DISTRIBUIÇÃO DE POSTE";"B-1039528";"1039528";"GEOEX - PM1366347/26 - B-1039528";"4509733539";"5143.34";"4600074798";"VARZEA NOVA";"JACOBINA";"Abril";"";"";"";"JACOBINA_OBRA";"OBRA"
"2026-04-07";"2026-04-06";"LOGISTICA";"DISTRIBUIÇÃO DE POSTE";"B-1225209";"1225209";"GEOEX - PM1366937/26 - B-1225209";"4509736638";"223.62";"4600074798";"OUROLÂNDIA";"JACOBINA";"Abril";"";"";"";"JACOBINA_OBRA";"OBRA"
"2026-04-07";"2026-04-06";"DENIZE";"FINAL";"B-1225209";"1225209";"GEOEX - PM1366937/26 - B-1225209";"4509736642";"1880.95";"4600074798";"OUROLÂNDIA";"JACOBINA";"Abril";"";"";"";"JACOBINA_OBRA";"OBRA"
"2026-04-07";"2026-04-06";"DENIZE";"LINHA VIVA";"B-1225209";"1225209";"GEOEX - PM1347585/26 - B-1225209";"4509736642";"5823.2";"4600074798";"OUROLÂNDIA";"JACOBINA";"Abril";"";"";"";"JACOBINA_OBRA";"OBRA"
"2026-04-07";"2026-04-06";"DENIZE";"FINAL";"B-1081477";"1081477";"GEOEX - PM1367061/26 - B-1081477";"4509736586";"27004.87";"4600074798";"CAPIM GROSSO";"JACOBINA";"Abril";"";"";"";"JACOBINA_OBRA";"OBRA"
"2026-04-07";"2026-04-06";"DENIZE";"PODA";"B-1081477";"1081477";"GEOEX - PM1367061/26 - B-1081477";"4509736586";"489.7";"4600074798";"CAPIM GROSSO";"JACOBINA";"Abril";"";"";"";"JACOBINA_OBRA";"OBRA"
"2026-04-07";"2026-04-06";"LOGISTICA";"DISTRIBUIÇÃO DE POSTE";"B-1081477";"1081477";"GEOEX - PM1367061/26 - B-1081477";"4509736627";"2236.24";"4600074798";"CAPIM GROSSO";"JACOBINA";"Abril";"";"";"";"JACOBINA_OBRA";"OBRA"
"2026-04-08";"2026-04-07";"LOGISTICA";"DISTRIBUIÇÃO DE POSTE";"B-1079863";"1079863";"GEOEX - PM1367457/26 - B-1079863";"4509738206";"3130.73";"4600074798";"VÁRZEA NOVA";"JACOBINA";"Abril";"";"";"";"JACOBINA_OBRA";"OBRA"
"2026-04-08";"2026-04-07";"DENIZE";"FINAL";"B-1079863";"1079863";"GEOEX - PM1367457/26 - B-1079863";"4509738234";"25887.84";"4600074798";"VÁRZEA NOVA";"JACOBINA";"Abril";"";"";"";"JACOBINA_OBRA";"OBRA"
"2026-04-08";"2026-04-07";"DENIZE";"LINHA VIVA";"B-1079863";"1079863";"GEOEX - PM1367022/26 - B-1079863";"4509738234";"4185.37";"4600074798";"VÁRZEA NOVA";"JACOBINA";"Abril";"";"";"";"JACOBINA_OBRA";"OBRA"
"2026-04-08";"2026-04-08";"LOGISTICA";"DISTRIBUIÇÃO DE POSTE";"B-1231687";"1231687";"GEOEX - PM1367787/26 - B-1231687";"4509738668";"1341.74";"4600074798";"JACOBINA";"JACOBINA";"Abril";"";"";"";"JACOBINA_OBRA";"OBRA"
"2026-04-08";"2026-04-08";"DENIZE";"FINAL";"B-1231687";"1231687";"GEOEX - PM1367787/26 - B-1231687";"4509738690";"10957.52";"4600074798";"JACOBINA";"JACOBINA";"Abril";"";"";"";"JACOBINA_OBRA";"OBRA"
"2026-04-08";"2026-04-08";"DENIZE";"LINHA VIVA";"B-1231687";"1231687";"GEOEX - PM1366911/26 - B-1231687";"4509738690";"3799.42";"4600074798";"JACOBINA";"JACOBINA";"Abril";"";"";"";"JACOBINA_OBRA";"OBRA"
"2026-04-16";"2026-04-15";"LOGISTICA";"DISTRIBUIÇÃO DE POSTE";"B-1194733";"1194733";"GEOEX - PM1371513/26 - B-1194733";"4509756732";"894.49";"4600074798";"JACOBINA";"JACOBINA";"Abril";"";"";"";"JACOBINA_OBRA";"OBRA"
"2026-04-16";"2026-04-15";"DENIZE";"FINAL";"B-1194733";"1194733";"GEOEX - PM1371513/26 - B-1194733";"4509756775";"10663.69";"4600074798";"JACOBINA";"JACOBINA";"Abril";"";"";"";"JACOBINA_OBRA";"OBRA"
"2026-04-16";"2026-04-15";"DENIZE";"LINHA VIVA";"B-1194733";"1194733";"GEOEX - PM1365853/26 - B-1194733";"4509756775";"6248.89";"4600074798";"JACOBINA";"JACOBINA";"Abril";"";"";"";"JACOBINA_OBRA";"OBRA"
"2026-04-16";"2026-04-15";"DENIZE";"FINAL";"B-1194733";"1194733";"GEOEX - PM1371513/26 - B-1194733";"4509756801";"96.68";"4600074798";"JACOBINA";"JACOBINA";"Abril";"";"";"";"JACOBINA_OBRA";"OBRA"
"2026-04-16";"2026-04-15";"DENIZE";"FINAL";"B-1194733";"1194733";"GEOEX - PM1371513/26 - B-1194733";"4509756775";"2887.0";"4600074798";"JACOBINA";"JACOBINA";"Abril";"";"";"";"JACOBINA_OBRA";"OBRA"
"2026-04-16";"2026-04-15";"DENIZE";"LINHA VIVA";"B-1194733";"1194733";"GEOEX - PM1365853/26 - B-1194733";"4509756775";"800.32";"4600074798";"JACOBINA";"JACOBINA";"Abril";"";"";"";"JACOBINA_OBRA";"OBRA"
"2026-04-28";"2026-04-27";"LOGISTICA";"DISTRIBUIÇÃO DE POSTE";"B-1205911";"1205911";"GEOEX - PM1380227/26 - B-1205911";"4509775387";"3354.35";"4600074798";"OUROLÂNDIA";"JACOBINA";"Abril";"";"";"";"JACOBINA_OBRA";"OBRA"
"2026-04-28";"2026-04-27";"DENIZE";"FINAL";"B-1205911";"1205911";"GEOEX - PM1380227/26 - B-1205911";"4509775455";"31442.06";"4600074798";"OUROLÂNDIA";"JACOBINA";"Abril";"";"";"";"JACOBINA_OBRA";"OBRA"
"2026-04-28";"2026-04-27";"DENIZE";"LINHA VIVA";"B-1205911";"1205911";"GEOEX - PM1379390/26 - B-1205911";"4509775455";"1352.17";"4600074798";"OUROLÂNDIA";"JACOBINA";"Abril";"";"";"";"JACOBINA_OBRA";"OBRA"
"2026-04-28";"2026-04-27";"DENIZE";"FINAL";"B-1205911";"1205911";"GEOEX - PM1380227/26 - B-1205911";"4509775455";"1808.84";"4600074798";"OUROLÂNDIA";"JACOBINA";"Abril";"";"";"";"JACOBINA_OBRA";"OBRA"
"2026-04-29";"2026-04-28";"DENIZE";"FINAL";"B-1236040";"1236040";"GEOEX - PM1381161/26 - B-1236040";"4509777048";"47170.94";"4600074798";"UMBURANAS";"JACOBINA";"Abril";"";"";"";"JACOBINA_OBRA";"OBRA"
"2026-04-29";"2026-04-28";"DENIZE";"LINHA VIVA";"B-1236040";"1236040";"GEOEX - PM1379244/26 - B-1236040";"4509777048";"1359.5";"4600074798";"UMBURANAS";"JACOBINA";"Abril";"";"";"";"JACOBINA_OBRA";"OBRA"
"2026-04-29";"2026-04-28";"DENIZE";"FINAL";"B-1236040";"1236040";"GEOEX - PM1381161/26 - B-1236040";"4509777048";"1146.55";"4600074798";"UMBURANAS";"JACOBINA";"Abril";"";"";"";"JACOBINA_OBRA";"OBRA"
"2026-04-29";"2026-04-28";"LOGISTICA";"DISTRIBUIÇÃO DE POSTE";"B-1236040";"1236040";"GEOEX - PM1381161/26 - B-1236040";"4509777079";"5590.59";"4600074798";"UMBURANAS";"JACOBINA";"Abril";"";"";"";"JACOBINA_OBRA";"OBRA"
"2026-04-29";"2026-04-28";"DENIZE";"LINHA VIVA";"B-1079517";"1079517";"GEOEX - PM1377922/26 - B-1079517";"4509776636";"4082.66";"4600074798";"VARZEA NOVA";"JACOBINA";"Abril";"";"";"";"JACOBINA_OBRA";"OBRA"
"2026-05-04";"2026-04-30";"LOGISTICA";"DISTRIBUIÇÃO DE POSTE";"B-1227403";"1227403";"GEOEX - PM1382464/26 - B-1227403";"4509778617";"1788.99";"4600074798";"CAPIM GROSSO";"JACOBINA";"Maio";"";"";"";"JACOBINA_OBRA";"OBRA"
"2026-05-04";"2026-04-30";"DENIZE";"FINAL";"B-1227403";"1227403";"GEOEX - PM1382464/26 - B-1227403";"4509778649";"15822.73";"4600074798";"CAPIM GROSSO";"JACOBINA";"Maio";"";"";"";"JACOBINA_OBRA";"OBRA"
"2026-05-04";"2026-04-30";"DENIZE";"LINHA VIVA";"B-1227403";"1227403";"GEOEX - PM1380531/26 - B-1227403";"4509778649";"4129.57";"4600074798";"CAPIM GROSSO";"JACOBINA";"Maio";"";"";"";"JACOBINA_OBRA";"OBRA"
"2026-05-04";"2026-04-30";"DENIZE";"LINHA VIVA";"B-1227403";"1227403";"GEOEX - PM1380532/26 - B-1227403";"4509778649";"3827.23";"4600074798";"CAPIM GROSSO";"JACOBINA";"Maio";"";"";"";"JACOBINA_OBRA";"OBRA"
"2026-05-04";"2026-04-30";"DENIZE";"FINAL";"B-1227403";"1227403";"GEOEX - PM1382464/26 - B-1227403";"4509778649";"3010.21";"4600074798";"CAPIM GROSSO";"JACOBINA";"Maio";"";"";"";"JACOBINA_OBRA";"OBRA"
"2026-05-04";"2026-05-04";"DENIZE";"DISTRIBUIÇÃO DE POSTE";"B-1079517";"1079517";"GEOEX - PM1382112/26 - B-1079517";"4509779675";"2907.11";"4600074798";"VÁRZEA NOVA";"JACOBINA";"Maio";"";"";"";"JACOBINA_OBRA";"OBRA"
"2026-05-04";"2026-05-04";"DENIZE";"FINAL";"B-1079517";"1079517";"GEOEX - PM1382112/26 - B-1079517";"4509779725";"34805.69";"4600074798";"VÁRZEA NOVA";"JACOBINA";"Maio";"";"";"";"JACOBINA_OBRA";"OBRA"
"2026-05-04";"2026-05-04";"DENIZE";"FINAL";"B-1079517";"1079517";"GEOEX - PM1382112/26 - B-1079517";"4509779725";"2866.37";"4600074798";"VÁRZEA NOVA";"JACOBINA";"Maio";"";"";"";"JACOBINA_OBRA";"OBRA"
"2026-05-04";"2026-05-04";"LOGISTICA";"DISTRIBUIÇÃO DE POSTE";"B-1066103";"1066103";"GEOEX - PM1383274/26 - B-1066103";"4509779657";"8721.32";"4600074798";"VÁRZEA DO POÇO";"JACOBINA";"Maio";"";"";"";"JACOBINA_OBRA";"OBRA"
"2026-05-04";"2026-05-04";"DENIZE";"FINAL";"B-1066103";"1066103";"GEOEX - PM1383274/26 - B-1066103";"4509779703";"73858.36";"4600074798";"VÁRZEA DO POÇO";"JACOBINA";"Maio";"";"";"";"JACOBINA_OBRA";"OBRA"
"2026-05-04";"2026-05-04";"DENIZE";"LINHA VIVA";"B-1066103";"1066103";"GEOEX - PM1383274/26 - B-1066103";"4509779703";"1092.44";"4600074798";"VÁRZEA DO POÇO";"JACOBINA";"Maio";"";"";"";"JACOBINA_OBRA";"OBRA"
"2026-05-04";"2026-05-04";"DENIZE";"PODA";"B-1066103";"1066103";"GEOEX - PM1383274/26 - B-1066103";"4509779703";"2056.75";"4600074798";"VÁRZEA DO POÇO";"JACOBINA";"Maio";"";"";"";"JACOBINA_OBRA";"OBRA"
"2026-05-04";"2026-05-04";"DENIZE";"FINAL";"B-1066103";"1066103";"GEOEX - PM1383274/26 - B-1066103";"4509779703";"2293.1";"4600074798";"VÁRZEA DO POÇO";"JACOBINA";"Maio";"";"";"";"JACOBINA_OBRA";"OBRA"
"2026-05-05";"2026-05-04";"DENIZE";"FINAL";"B-1218813";"1218813";"GEOEX - PM1382671/26 - B-1218813";"4509780814";"16217.52";"4600074798";"JACOBINA";"JACOBINA";"Maio";"";"";"";"JACOBINA_OBRA";"OBRA"
"2026-05-05";"2026-05-04";"DENIZE";"LINHA VIVA";"B-1218813";"1218813";"GEOEX - PM1380441/26 - B-1218813";"4509780814";"3686.8";"4600074798";"JACOBINA";"JACOBINA";"Maio";"";"";"";"JACOBINA_OBRA";"OBRA"
"2026-05-05";"2026-05-04";"DENIZE";"LINHA VIVA";"B-1218813";"1218813";"GEOEX - PM1380442/26 - B-1218813";"4509780814";"4381.52";"4600074798";"JACOBINA";"JACOBINA";"Maio";"";"";"";"JACOBINA_OBRA";"OBRA"
"2026-05-05";"2026-05-04";"LOGISTICA";"DISTRIBUIÇÃO DE POSTE";"B-1218813";"1218813";"GEOEX - PM1382671/26 - B-1218813";"4509780863";"1565.37";"4600074798";"JACOBINA";"JACOBINA";"Maio";"";"";"";"JACOBINA_OBRA";"OBRA"
"2026-05-05";"2026-05-04";"DENIZE";"FINAL";"B-1218813";"1218813";"GEOEX - PM1382671/26 - B-1218813";"4509780814";"1762.58";"4600074798";"JACOBINA";"JACOBINA";"Maio";"";"";"";"JACOBINA_OBRA";"OBRA"
"2026-05-12";"2026-05-08";"DENIZE";"LINHA VIVA";"B-1226572";"1226572";"GEOEX - PM1384593/26 - B-1226572";"4509792588";"4722.78";"4600074798";"MIGUEL CALMON";"JACOBINA";"Maio";"";"";"";"JACOBINA_OBRA";"OBRA"
"2026-05-13";"2026-05-12";"DENIZE";"FINAL";"B-1031335";"1031335";"ESCAVAÇÃO - OBRA DÍNAMO - GEOEX - PM1249697/25 - B-1031335";"4509795284";"26658.65";"4600074798";"OUROLÂNDIA";"JACOBINA";"Maio";"";"";"";"JACOBINA_OBRA";"OBRA"
"2026-05-13";"2026-05-12";"DENIZE";"LINHA VIVA";"B-1248769";"1248769";"Obra Dinamo GEOEX - PM1386584/26 -B-1248769";"4509798160";"4129.57";"4600074798";"VÁRZEA DA ROCA";"JACOBINA";"Maio";"";"";"";"JACOBINA_OBRA";"OBRA"
"2026-05-18";"2026-05-18";"DENIZE";"FINAL";"B-1231936";"1231936";"GEOEX - PM1390880/26 - B-1231936";"4509808544";"2011.15";"4600074798";"OUROLÂNDIA";"JACOBINA";"Maio";"";"";"";"JACOBINA_OBRA";"OBRA"
"2026-05-18";"2026-05-18";"DENIZE";"LINHA VIVA";"B-1231936";"1231936";"GEOEX - PM1388257/26 - B-1231936";"4509808544";"316.24";"4600074798";"OUROLÂNDIA";"JACOBINA";"Maio";"";"";"";"JACOBINA_OBRA";"OBRA"
"2026-05-18";"2026-05-18";"DENIZE";"FINAL";"B-1231936";"1231936";"GEOEX - PM1390880/26 - B-1231936";"4509808544";"1161.35";"4600074798";"OUROLÂNDIA";"JACOBINA";"Maio";"";"";"";"JACOBINA_OBRA";"OBRA"
"2024-09-23";"2024-09-19";"LOGISTICA";"DISTRIBUIÇÃO DE POSTE";"B-1016947";"1016947";"PM0161529/24_B-1016947_FATURA_PARCIAL";"4508884569";"2291.8";"4600074796.0";"REMANSO";"JUAZEIRO";"Setembro";"AC-CIND-POV-MANDU-RURAL";"UTEP";"";"JUAZEIRO_OBRA";"OBRA"
"2024-09-23";"2024-09-19";"LOGISTICA";"DISTRIBUIÇÃO DE POSTE";"B-1129106";"1129106";"PM0161512/24_B-1129106_FATURA_PARCIAL";"4508885522";"1762.92";"4600074796.0";"SOBRADINHO";"JUAZEIRO";"Setembro";"ER-CIND-POV-CALDEIRAOZINHO-RURAL";"UTEP";"";"JUAZEIRO_OBRA";"OBRA"
"2024-09-23";"2024-09-19";"LOGISTICA";"DISTRIBUIÇÃO DE POSTE";"B-1139608";"1139608";"PM0161508/24_B-1139608_FATURA_PARCIAL";"4508884479";"1586.63";"4600074796.0";"CURAÇÁ";"JUAZEIRO";"Setembro";"RR-CIND-POV-SANTA RITA-RURAL";"LPT";"";"JUAZEIRO_OBRA";"OBRA"
"2024-09-23";"2024-09-19";"LOGISTICA";"DISTRIBUIÇÃO DE POSTE";"B-1130860";"1130860";"PM0161518/24_B-1130860_FATURA_PARCIAL";"4508884572";"1234.05";"4600074796.0";"SENTO SÉ";"JUAZEIRO";"Setembro";"ER-SEIN-RUA-DO ASFALTO-PIRI";"UTEP";"";"JUAZEIRO_OBRA";"OBRA"
"2024-09-23";"2024-09-19";"LOGISTICA";"DISTRIBUIÇÃO DE POSTE";"B-1135752";"1135752";"PM0161506/24_B-1135752_FATURA_PARCIAL";"4508884478";"1234.05";"4600074796.0";"JUAZEIRO";"JUAZEIRO";"Setembro";"RR-CIND-CJN-PROJETO CURACA-CURACA I";"UTEP";"";"JUAZEIRO_OBRA";"OBRA"
"2024-09-23";"2024-09-19";"LOGISTICA";"DISTRIBUIÇÃO DE POSTE";"B-1095698";"1095698";"PM0161516/24_B-1095698_FATURA_PARCIAL";"4508884470";"528.88";"4600074796.0";"REMANSO";"JUAZEIRO";"Setembro";"UB - CIND - R  VEREADOR SERGIO R -URBANO";"UTEP";"";"JUAZEIRO_OBRA";"OBRA"
"2024-09-04";"2024-09-02";"EMERSON";"FINAL";"B-0948379";"0948379";"B-0948379_PMG0010075/24_FATURA_FINAL";"4508848141";"8832.62";"4600074796.0";"PILÃO ARCADO";"JUAZEIRO";"Setembro";"ER-SEIN-RUA PILAO ARCADO-RURAL";"UTEP";"";"JUAZEIRO_OBRA";"OBRA"
"2024-09-04";"2024-09-02";"EMERSON";"FINAL";"B-0891729";"0891729";"B-0891729_PMG0010085/24_FATURA_FINAL";"4508848870";"65.73";"4600074796.0";"PILÃO ARCADO";"JUAZEIRO";"Setembro";"MP-CCOL-POV LG  GRANDE DO AUGUSTO-RURAL";"UTEP";"";"JUAZEIRO_OBRA";"OBRA"
"2024-09-12";"2024-09-09";"EMERSON";"FINAL";"B-1094519";"1094519";"B-1094519_PMG0010320/24_FATURA_FINAL";"4508861901";"1141.24";"4600074796.0";"PILÃO ARCADO";"JUAZEIRO";"Setembro";"RU-CIND-AV-ADOLFO QUEIROZ 83-CENTRO";"UTEP";"";"JUAZEIRO_OBRA";"OBRA"
"2024-09-16";"2024-09-13";"EMERSON";"FINAL";"B-1095510";"1095510";"B-1095510_PMG0010489/24_FATURA_FINAL";"4508874583";"2129.83";"4600074796.0";"PILÃO ARCADO";"JUAZEIRO";"Setembro";"RU-CIND-RUA-PADRE JOAO FREIRE-CENTRO-PIL";"UTEP";"";"JUAZEIRO_OBRA";"OBRA"
"2024-09-16";"2024-09-13";"EMERSON";"FINAL";"B-1095510";"1095510";"B-1095510_PMG0010489/24_FATURA_FINAL";"4508874584";"36.1";"4600074796.0";"PILÃO ARCADO";"JUAZEIRO";"Setembro";"RU-CIND-RUA-PADRE JOAO FREIRE-CENTRO-PIL";"UTEP";"";"JUAZEIRO_OBRA";"OBRA"
"2024-09-04";"2024-09-02";"PRÓPRIA";"FINAL";"B-1134276";"1134276";"B-1134276_PMG0010085/24_FATURA_FINAL";"4508848871";"8423.12";"4600074796.0";"SENTO SÉ";"JUAZEIRO";"Setembro";"ER-CCOL-RUA-DA CONCEICAO-PIRI";"UTEP";"";"JUAZEIRO_OBRA";"OBRA"
"2024-09-12";"2024-09-09";"PRÓPRIA";"FINAL";"B-1123312";"1123312";"B-1123312_PMG0010320/24_FATURA_FINAL";"4508861904";"5577.74";"4600074796.0";"SOBRADINHO";"JUAZEIRO";"Setembro";"UB-CIND-RUA-10 QDA S 21 35-SAO JOAQUIM";"UTEP";"";"JUAZEIRO_OBRA";"OBRA"
"2024-09-12";"2024-09-09";"PRÓPRIA";"FINAL";"B-1124198";"1124198";"B-1124198_PMG0010320/24_FATURA_FINAL";"4508861911";"13720.02";"4600074796.0";"CAMPO ALEGRE DE LOURDES";"JUAZEIRO";"Setembro";"UB CIND RUA SÃO FRANCISCO RURAL";"UTEP";"";"JUAZEIRO_OBRA";"OBRA"
"2024-09-12";"2024-09-09";"PRÓPRIA";"FINAL";"B-1124198";"1124198";"B-1124198_PMG0010320/24_FATURA_FINAL";"4508861912";"936.21";"4600074796.0";"CAMPO ALEGRE DE LOURDES";"JUAZEIRO";"Setembro";"UB CIND RUA SÃO FRANCISCO RURAL";"UTEP";"";"JUAZEIRO_OBRA";"OBRA"
"2024-09-14";"2024-09-12";"PRÓPRIA";"FINAL";"B-1095521";"1095521";"B-1095521_PMG0010419/24_FATURA_FINAL";"4508870677";"3719.44";"4600074796.0";"UAUÁ";"JUAZEIRO";"Setembro";"RR-CIND-POV-SERRA DA BESTA-RURAL";"UTEP";"";"JUAZEIRO_OBRA";"OBRA"
"2024-09-14";"2024-09-13";"PRÓPRIA";"FINAL";"B-1124663";"1124663";"B-1124663_PMG0010480/24_FATURA_FINAL";"4508873764";"1580.54";"4600074796.0";"CURAÇÁ";"JUAZEIRO";"Setembro";"AC-CIND-POV-12-AGROVILA P BRANCA 12";"UTEP";"";"JUAZEIRO_OBRA";"OBRA"
"2024-09-14";"2024-09-13";"PRÓPRIA";"FINAL";"B-1124663";"1124663";"B-1124663_PMG0010480/24_FATURA_FINAL";"4508873765";"851.49";"4600074796.0";"CURAÇÁ";"JUAZEIRO";"Setembro";"AC-CIND-POV-12-AGROVILA P BRANCA 12";"UTEP";"";"JUAZEIRO_OBRA";"OBRA"
"2024-09-14";"2024-09-13";"PRÓPRIA";"FINAL";"B-1140906";"1140906";"B-1140906_PMG0010480/24_FATURA_FINAL";"4508873766";"4413.22";"4600074796.0";"JUAZEIRO";"JUAZEIRO";"Setembro";"UB-CIND-RUA-04 -NOSSA SENHORA DAS GROTAS";"UTEP";"";"JUAZEIRO_OBRA";"OBRA"
"2024-09-16";"2024-09-12";"PRÓPRIA";"FINAL";"B-1043810";"1043810";"B-1043810_PMG0010419/24_FATURA_FINAL";"4508870676";"17112.89";"4600074796.0";"CAMPO ALEGRE DE LOURDES";"JUAZEIRO";"Setembro";"ER-CIND-POV-SITIO MORRINHO-RURAL";"UTEP";"";"JUAZEIRO_OBRA";"OBRA"
"2024-09-16";"2024-09-13";"PRÓPRIA";"FINAL";"B-1141106";"1141106";"B-1141106_PMG0010489/24_FATURA_FINAL";"4508874586";"2766.72";"4600074796.0";"UAUÁ";"JUAZEIRO";"Setembro";"ER-CIND-ROD-UAUA-RURAL";"UTEP";"";"JUAZEIRO_OBRA";"OBRA"
"2024-09-16";"2024-09-14";"PRÓPRIA";"FINAL";"B-0960781";"0960781";"B-0960781_PMG0010508/24_FATURA_FINAL";"4508875199";"5729.0";"4600074796.0";"SOBRADINHO";"JUAZEIRO";"Setembro";"RR-CCOL-FAZ RUMO 1800-RURAL-STP";"UTEP";"";"JUAZEIRO_OBRA";"OBRA"
"2024-09-16";"2024-09-14";"PRÓPRIA";"FINAL";"B-1134268";"1134268";"B-1134268_PMG0010508/24_FATURA_FINAL";"4508875200";"25611.69";"4600074796.0";"CURAÇÁ";"JUAZEIRO";"Setembro";"ER-CCOL-POV-SERROTIM-SERROTIM";"UTEP";"";"JUAZEIRO_OBRA";"OBRA"
"2024-09-16";"2024-09-14";"PRÓPRIA";"FINAL";"B-1142242";"1142242";"B-1142242_PMG0010508/24_FATURA_FINAL";"4508875201";"1305.62";"4600074796.0";"REMANSO";"JUAZEIRO";"Setembro";"AC-CIND-AV-PIAUI-AREA INDUSTRIAL";"UTEP";"";"JUAZEIRO_OBRA";"OBRA"
"2024-09-17";"2024-09-16";"PRÓPRIA";"FINAL";"B-1134750";"1134750";"B-1134750_PMG0010676/24_FATURA_FINAL";"4508877685";"5883.19";"4600074796.0";"CURAÇÁ";"JUAZEIRO";"Setembro";"ER-CIND-FAZ-FAGUNDES-RURAL";"UTEP";"";"JUAZEIRO_OBRA";"OBRA"
"2024-09-17";"2024-09-16";"PRÓPRIA";"FINAL";"B-1134750";"1134750";"B-1134750_PMG0010676/24_FATURA_FINAL";"4508877686";"451.94";"4600074796.0";"CURAÇÁ";"JUAZEIRO";"Setembro";"ER-CIND-FAZ-FAGUNDES-RURAL";"UTEP";"";"JUAZEIRO_OBRA";"OBRA"
"2024-09-17";"2024-09-16";"PRÓPRIA";"FINAL";"B-1143788";"1143788";"B-1143788_PMG0010676/24_FATURA_FINAL";"4508877687";"4370.82";"4600074796.0";"JUAZEIRO";"JUAZEIRO";"Setembro";"ER-CIND-FAZ-FORTALEZA-RURAL";"UTEP";"";"JUAZEIRO_OBRA";"OBRA"
"2024-09-18";"2024-09-18";"PRÓPRIA";"FINAL";"B-1137973";"1137973";"B-1137973_PMG0010962/24_FATURA_FINAL";"4508881588";"1658.38";"4600074796.0";"REMANSO";"JUAZEIRO";"Setembro";"IE-RELIGADOR-RMN-09X4-D076799";"UTEP";"";"JUAZEIRO_OBRA";"OBRA"
