PROJETO_FATO;Carteira;COORD;NOTA;TÍTULO;MUNICIPIO;STATUS 1;ENCARREGADO;SUPERVISOR;AR COELBA;nan;CRITÉRIO;ANÁLISE PROJETO PRÉ-FECH.;SOLICITAÇÃO DE RESERVA;DATA SAQUE MATERIAIS;PES LV;PES ENCABEÇ. BT / ENERG.;PES PD;DATA PD;STATUS PES PD;SI PG;PG's;CLIET.;PSTP;CAVA REALIZADA;PST EXEC;Á REALIZAR;AVNR;AVANÇO;INCIO;PV. FIM;ENERGIZAÇÃO;REFERENCIA;LATITUDE;LONGITUDE;V. PROJETO;PROVAVEL ROCHA;NECESSIDADE DE VISITA;CABO 1X25;CABO 3X35;OBS;AVALIAÇÃO SERVIÇO;PLANO;OC. ENERG.;22%%;STATUS_FATO;;VALOR SERVIÇO;SERV. X % AVNP;Ticket Médio;% Vlr Serv / Vlr Projeto;DIAS PREVISTOS;% Vlr Serv x Vlr Projeto;PES ENCAB. BT / ENERG.;SOLICITAÇÃO DE TRANSPORTE CONCRETO;OBRA SIMPLIFICADA;DATA ENERG REAL;VALOR DE PROJETO;PV. INÍCIO;INCIO REAL;FIM REAL;B-1227403;ETAPA;CARTEIRA;VALOR REAL;PIN;MAPS;REFERÊNCIA;PG'S;VISITA PRÉVIA;PRÉ-FECHAMENTO;LINK PROJETO;SOL. DE RESERVA NO CES;DT. SEPARAÇÃO CES;DT. SAQUE DE MATERIAIS;PES ENCAB. BT/ ENERG.;RESUMO ENCAB. BT/ENERG.;RESUMO LV;RESUMO PES PD;% POSTES;CAVP;CAVR;% CAVAS;DT REPROG;OBRA MIGRADA;DT I REAL;DT F REAL;ENERG. INFORMADA;AS BUILT;OBS.1;Unnamed: 0;AVANÇO.1;CONCRETO ENVIADO;DEVOLUÇÃO;BOOK/EVIDÊNCIAS;IMPEDITIVO
1161168;03/01/2025;JACOBINA;;MP-CIND-POV LAGEDO RASO-TIQUARA-RURAL;CAMPO FORMOSO;MIGRAR;ANTONIO;EDILECIO;HIAGO SANTANA - U470061;;REPUTACIONAL;13/03/25;13/03/25;nan;nan;2025-29210;2025-28227;27/03/2025;APROVADA;1021928;E734628 ao E734642;1;15;nan;nan;15;0%;nan;10/03/25;27/03/25;nan;B823038;-10.4508611;-40.5400979;R$ 136.141,73;nan;nan;nan;nan;nan;nan;PLANO 7;nan;R$ 29.951,18;MIGRAR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1100444;03/01/2025;JACOBINA;;ER-CIND-POV-ALDEIA VELHA-RURAL;CAMPO FORMOSO;OBRA PREVISTA 17 POSTES, MAS APENAS 10 PROJETADOS;ANTONIO;EDILECIO;HIAGO SANTANA - U470061;;REPUTACIONAL;13/03/25;13/03/25;nan;2025-34512 - TRECHO I 2025-34523 - TRECHO II 2025-34530 -TRECHO III;nan;nan;nan;nan;nan;E732597 ao E732613;5;17;nan;nan;17;0%;nan;15/03/25;19/03/25;nan;B425301;-10.4749722;-40.3093405;R$ 109.594,38;nan;nan;nan;nan;nan;nan;PLANO 7;nan;R$ 24.110,76;OBRA PREVISTA 17 POSTES, MAS APENAS 10 PROJETADOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1011761;03/01/2025;JACOBINA;;IS-CIND-POV-TOCA DA NOVILHA 195-RURAL;CAMPO FORMOSO;ENERGIZADA;ANTONIO;EDILECIO;HIAGO SANTANA - U470061;;REPUTACIONAL;13/03/25;13/02/25;nan;2025-34464 CONJ PD;nan;2025-27765 CONJ LV;26/03/25;APROVADA;nan;E677225 ao E677227;0;4;3;3;1;75%;nan;10/02/25;26/03/25;26/03/2025;Q063146;-10.4322222;-40,5631565;R$ 36.720,86;nan;nan;nan;nan;nan;nan;PLANO 7;PES 27765 OC 64045;R$ 8.078,59;ENERGIZADA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1151445;03/01/2025;JACOBINA;;ER-CIND-POV-BARRIGUDA BRASILIA-RURAL;UMBURANAS;ENERGIZADA;nan;EDILECIO;nan;;QLP;11/02/25;12/02/25;13/02/25;"2025-11942
CONJ. PD";nan;2025-11941 CONJ LV;28/02/25;APROVADA;1019124/2025;E717437 ao E717444;1;8;8;8;0;100%;nan;26/02/25;28/02/25;28/02/2025;R071129;https://maps.app.goo.gl/bR95u8RRQV7hNGYb7;-41.391788;R$ 62.824,07;nan;nan;nan;nan;nan;nan;PLANO 7;nan;R$ 13.821,30;ENERGIZADA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1177447;03/01/2025;JACOBINA;;ME-COEL-RUA-MANOEL DANTAS-TANQUE NOVO;MAIRI;DESLIGAMENTO MARCADO PARA 3 TURMAS;JOSÉ MISAEL;GABRIEL;MANOEL GUSTAVO;;RECLAMAÇÃO;23/01/25;23/01/25;29/01/25;nan;2025-7218;2025-27789;28/03/2025;REMARCAR;nan;E601293;0;1;1;1;0;100%;nan;01/02/25;28/03/25;nan;nan;-11.71255095;/;R$ 111.820,29;;nan;nan;nan;nan;nan;PLANO 7;nan;R$ 24.600,46;DESLIGAMENTO MARCADO PARA 3 TURMAS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1128957;03/01/2025;JACOBINA;;RC-SEIN-POV-DAS PEDRAS-PEDRAS;CAMPO FORMOSO;ENERGIZADA;nan;EDILECIO;HIAGO SANTANA;;REPUTACIONAL;23/12/24;23/12/24;30/01/25;2025-11294;nan;nan;nan;nan;nan;E615806 AO E615807;0;2;2;2;0;100%;nan;15/02/25;19/02/25;07/03/2025;Q025689;-10.1878574;-40.886776;R$ 23.724,88;SIM;nan;nan;Dependende 2 postes 14/600;Intercalar dois postes de14 metros com LV, devido pavimentação da estrada rede ficou baixa. Avaliar;nan;nan;nan;R$ 5.219,47;ENERGIZADA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1148749;03/01/2025;JACOBINA;;UB-CIND-RUA-ANTONIO JOSE-OUROLANDIA;OUROLÂNDIA;ENERGIZADA;nan;GABRIEL;nan;;QLP;10/02/25;10/02/25;12/02/25;nan;nan;2025-11279;14/02/25;APROVADA;nan;E677220 ao E677221;1;2;2;2;0;100%;nan;14/02/25;25/02/25;01/03/2025;D741618;https://maps.app.goo.gl/UWXh7i5fsyKG3x8U9;-41.09003296;R$ 43.516,24;nan;nan;nan;nan;nan;nan;PLANO 7;nan;R$ 9.573,57;ENERGIZADA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1130167;03/01/2025;JACOBINA;;ER-CIND-FAZ-DEUS DARA 398 --J-RURAL;MUNDO NOVO;ENERGIZADA;EDILSON HEMORGENES;GABRIEL;DIORLAN;;LPT;14/01/25;14/01/25;17/01/25;nan;2025-7212;nan;nan;nan;1016765/2024;E699046 ao E699055;1;10;10;10;0;100%;nan;17/02/25;21/02/25;01/03/2025;nan;-11,8322768;-40,4201272;R$ 52.286,75;nan;550,00;nan;nan;Extensão de rede BT;nan;nan;PES 24526 / OC 723;R$ 11.503,09;ENERGIZADA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1114135;03/01/2025;JACOBINA;;RR-CIND-FAZ-CANABRAVA-RURAL;MUNDO NOVO;ENERGIZADA;HEMORGENES;GABRIEL;DIORLAN;;QLP;14/01/25;14/01/25;17/01/25;2025-28061;2025-28201;nan;nan;nan;nan;E615863 AO E615870;1;7;7;7;0;100%;nan;22/02/25;15/03/25;11/03/2025;nan;-11,8304148;-40,3460756;R$ 42.327,88;nan;380,00;nan;nan;Transformar N3 em N4 c LV. Solo bom;nan;PLANO 7;PES 28201/ OC 28417;R$ 9.312,13;ENERGIZADA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1148629;03/01/2025;JACOBINA;;ER-CIND-FAZ-QUEIMADA NOVA-RURAL;BAIXA GRANDE;nan;JOSÉ MISAEL;GABRIEL;DIORLAN;;RECLAMAÇÃO;18/02/25;18/02/25;24/02/25;2025-35028;2025-35064;nan;nan;nan;nan;E682393 ao E682394;1;2;nan;nan;2;0%;nan;26/02/25;28/03/25;nan;B462086;https://maps.app.goo.gl/AtG8QydNL9NswLDf6;-40.027873;R$ 13.421,46;nan;nan;nan;nan;INTERCALAR 02 POSTES AT E LANÇAR 02 VÃO DE BT (161 UCS - CHI 966);nan;PLANO 14 - LPT;nan;R$ 2.952,72;nan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1089493;04/01/2025;JACOBINA;9101931146;ER-CIND-FAZ-BREJO-BREJO;;ENERGIZADA;JOÃOZITO;GABRIEL;ANTONIO GALINDO;;AIC OBJETIVO;25/03/25;25/03/25;nan;2025-31517;nan;nan;nan;nan;nan;E732531 AO E732541;1;11;11;11;11;100%;100,00%;06/04/25;4/9/2025;12/03/2025;D101902;-11.8993333;-40.182701;R$ 61.770,62;;;;nan;nan;PES LV - TRANSFORMAR N3 EM N4 NO PG EXISTENTE D101905. PES ENCABEÇ - FECHAR CHAVE NOVA, INSTALADA NO PG NOVO, E ENERGIZAR A OBRA.;14.4.12.1;PES 42901/ OC 31970;;;BAIXA GRANDE;R$ 14.278,74;R$ 14.278,74;R$ 1.298,07;23%;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1170699;04/01/2025;JACOBINA;9102134901;AC-CIND-FAZ-SALGADO-ITALEGRE;;ENERGIZADA;HEMORGENES;GABRIEL;ANTONIO GALINDO;;RECLAMAÇÃO;21/02/25;25/03/25;nan;2025-31518;nan;nan;nan;nan;nan;E732488;1;1;1;1;1;100%;100,00%;09/04/25;4/9/2025;14/04/2025;L381998;-11.855097;-40.729660;R$ 29.932,31;;;;nan;nan;PES LV. - INTERCALAR POSTE AT COM N1 ENTRE OS PGS L434732 E L381998 , INSTALAR TRAFO E ENERGIZAR A OBRA.;7.1.2.3;PES 31818 / OC 35768;;;BAIXA GRANDE;R$ 2.300,00;R$ 2.300,00;R$ 2.300,00;8%;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1007792;04/01/2025;JACOBINA;9101727668;ER-CCOL-POV-QUIXABEIRA -RURAL;;nan;WESLEY;EDILECIO;DIORLAN;;REPUTACIONAL;02/04/25;02/04/25;nan;2025-32320;2025-32335;nan;nan;nan;nan;E732557 AO E732559;1;3;nan;nan;3;0%;100,00%;nan;nan;nan;D301549;-9.963840;-40.590542;R$ 23.647,36;;;;nan;nan;PES LV. - INTERCALAR POSTE AT COM N1 ENTRE OS PGS D301549 E D301550 , INSTALAR TRAFO E ENERGIZAR A OBRA. PES ENCABEÇ -FECHAR CHAVE DO TRFAVO NOVO, INSTALADO NO POSTE NOVO ENTRE OS PGS D301549 E D301550 E ENERGIZAR A OBRA.;7.1.1.3;nan;;;CAMPO FORMOSO;R$ 5.579,54;R$ 5.579,54;R$ 1.859,85;24%;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1041124;04/01/2025;JACOBINA;9101730945;MP-CCOL-FAZ-SITIO E ADJ-ARARAS RURAL;;AVANÇO 50%;JAIRO;EDILECIO;DIORLAN;;REPUTACIONAL;04/02/25;2/4/2025;nan;2025-31519;2025-30850;nan;nan;nan;nan;E719639 ao E719702;5;64;nan;nan;32;0%;50,00%;14/04/25;30/04/25;nan;B062381;-10.16499;-40.487065;R$ 425.903,96;;;;nan;nan;PES LV. - INTERCALAR POSTE AT COM N4-3 ENTRE OS PGS B062381 E O PG DO TRAFO N72224 E EXTENDER REDE NOVA MT. PES ENCABEÇ -FECHAR CHAVE DO TRAFOO NOVO, INSTALADO NO POSTE NOVO ENTRE ENTRE OS PGS B062381 E O PG DO TRAFO N72224 E ENERGIZAR A OBRA.;14.7.2003;nan;;;CAMPO FORMOSO;R$ 132.836,37;R$ 66.418,19;R$ 2.075,57;31%;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1122127;04/01/2025;JACOBINA;9102007027;MP-CCOL-POV.BOA VISTA DO CAJ-RURAL;;AVANÇO 50%;JAIRO;EDILECIO;DIORLAN;;REPUTACIONAL;20/03/25;20/03/25;nan;2025-31520;CRIAR;2025-44252 2025-42526;30/04/2025  14/05/2025;EM ANALISE;1021925;E734507 ao E734542;3;46;nan;nan;23;0%;50,00%;15/04/25;15/05/25;nan;D188098;-10.051111;-40.3945463;R$ 783.832,42;;;;nan;nan;nan;PLANO 7;nan;;;CAMPO FORMOSO;R$ 61.154,02;R$ 30.577,01;R$ 1.329,44;8%;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1153824;04/01/2025;JACOBINA;9102082319;MP CIND POV MORRINHOS RURAL MOD;;AVANÇO 50%;EUDARIO;EDILECIO;DIORLAN;;REPUTACIONAL;01/04/25;01/04/25;nan;2025-31521;2025-30984;nan;nan;nan;1022924;E742665 ao E742718;8;54;nan;nan;27;0%;50,00%;14/04/25;15/05/25;nan;Q063245;-10.370910;-40.585763;R$ 436.644,28;;;;nan;nan;"PES LV - TRANSFORMAR N3 EM N4 NO PG EXISTENTE Q063245, EXTENDER REDE MT, E ENERGIZAR A OBRA. PES ENCABEÇ.-TRANSFERIR REDE BT EXISTENTE NO TRECHO ENTRE OS PGS Q063245 E O B032646
 , FECHAR A CHAVE NOVA INSTALADA NO PG NOVO E ENERGIZAR A OBRA";7.1.2.3;nan;;;CAMPO FORMOSO;R$ 94.247,00;R$ 47.123,50;R$ 1.745,31;22%;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1145752;04/01/2025;JACOBINA;9102083211;LD-CIND-POV-TIQUARA-RURAL;;nan;ANTONIO;EDILECIO;DIORLAN;;REPUTACIONAL;01/04/25;01/04/25;nan;2025-38263;nan;nan;nan;nan;1022925;E742719 ao E742742;1;5;nan;nan;5;0%;100,00%;17/04/25;30/04/25;nan;E225949;-10.437318;-40.586754;R$ 385.598,49;;;;nan;nan;PES LV - TRANSFORMAR N3 EM N4 NO PG E629994 E ENERGIZAR A OBRA;7.1.2.3;nan;;;CAMPO FORMOSO;R$ 9.000,00;R$ 9.000,00;R$ 1.800,00;2%;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1139337;04/01/2025;JACOBINA;9102050441;AC-CIND-POV-VARZEA DO LA O 150-V DO LAGO;;OBRA DIRECIOANDA PARA A DINAMO;nan;GABRIEL;MANOEL GUSTAVO;;PRIORIDADE PLANO ANEEL;04/02/25;02/04/25;nan;nan;2025-31230;nan;nan;nan;nan;E732565 AO E732569;1;nan;nan;nan;nan;0%;100,00%;nan;nan;nan;A246956;-11.561771;-39.745366;R$ 33.418,90;;;;nan;nan;PES ENCABEÇ.- ENCABEÇAR REDE BT EM PG NOVO INSTALADO ENTRE OS POSTES  A246956 E A246957 E ENERGIZAR A OBRA.;7.1.2.3;nan;;;GAVIAO;R$ 0,00;nan;nan;nan;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1161896;04/01/2025;JACOBINA;9102128190;ER-CCOL-FAZ-MOITA GRANDE-PAULISTA;;ENERGIZADA;ELIEZER;GABRIEL;NATALICIO;;RECLAMAÇÃO;25/03/25;25/03/25;nan;2025-31299;2025-31321;nan;nan;nan;nan;E732570 AO E732571;1;2;2;2;0;0%;100,00%;05/04/25;4/7/2025;15/04/2025;D507645;-10.9210278;-40.623725;R$ 13.539,03;;;;nan;nan;PES LV - INTERCALAR DOIS POSTES AT COM N1 ENTRE OS PGS D507645 E O POSTE DO TRAFO V30380. PES DE ENCABEÇ - ENCABEÇAR A REDE BT NOVA NO PG DO TRAFO V30380 E ENERGIZAR A OBRA.;7.1.2.1;PES 31321/ OC 39299;;;MIRANGABA;R$ 3.921,00;R$ 3.921,00;R$ 3.921,00;29%;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1166347;04/01/2025;JACOBINA;9102133476;ER-CIND-RUA-RURAL-CENTRO-IBIAPORA;;ENERGIZADA;JOÃOZITO;GABRIEL;NAILTON;;PRIORIDADE PLANO ANEEL;24/03/25;24/03/25;nan;nan;2025-31331;nan;nan;nan;nan;E732618 AO E732621;1;4;4;4;4;100%;100,00%;02/04/25;4/4/2025;03/04/2025;B112608;-12.104199;-40.763529;R$ 32.490,63;;;;nan;nan;PES ENCABEÇ.- ENCABEÇAR REDE BT NOVA NO PG B112608 E ENERGIZAR A OBRA.;7.1.2.3;PES 31331/ OC8141;;;MUNDO NOVO;R$ 6.700,00;R$ 6.700,00;R$ 1.675,00;21%;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1112161;04/01/2025;JACOBINA;9101971862;UB-CIND-AV-ALVINO RODRIGUES-CENTRO-MOD;;ENERGIZADA;ELIEZER;GABRIEL;RICARDO SANTOS;;GOVERNO;21/03/25;21/03/25;nan;2025-31453;2025-31469;nan;nan;nan;nan;E732663 AO E732675;1;13;13;13;0;0%;100,00%;01/04/25;08/04/25;16/04/2025;R024994;-10.959489;-41.072239;R$ 218.530,78;;;;nan;nan;LV - INTERCALAR POSTE COM N43 EM BAIXO DA REDE EXISTENTE ENTRE O POSTE R024994 E O POSTE 155447 E ENERGIZAR A OBRA. PES ENCABELÇAMENTO - FECHAR CAHEVE NOVA INSTALADA NO PG NOVO E ENERGIZAR A OBRA;7.1.1.3;PES 31469 /OC 41592;;;OUROLÂNDIA;R$ 33.300,00;R$ 33.300,00;R$ 33.300,00;15%;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1123135;04/01/2025;JACOBINA;9102004559;MP-CCOL-FAZ.MELANCIAS-RURAL;;ENERGIZADA;ELIEZER;GABRIEL;RICARDO SANTOS;;AIC OBJETIVO;24/03/25;25/03/25;nan;2025-31657;2025-31671;nan;nan;nan;1022930;E742913 ao E742936;3;24;23;23;1;4%;100,00%;03/04/25;08/04/25;29/04/2025;D162479;-10.905619;-41.120740;R$ 199.416,78;;;;nan;nan;LV - INSTALAR N3 NO PG D162479, EXTENDER REDE NOVA MT E ENERGIZAR A OBRA. ENCABEÇAMENTO - FECHAR CHAVE NOVA INSTALADA NO PG NOVO E ENERGIZAR A OBRA.;14.4.12.1;PES 48504 / OC 75580;;;OUROLÂNDIA;R$ 49.950,00;R$ 49.950,00;R$ 49.950,00;25%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0702792;04/01/2025;JACOBINA;9100623386;ER-CCOL-FAZ CACHOEIRA-LAGOA DA ONÇA-PRB;;OBRA JÁ EM EXECUÇÃO PEÇA DINAMO;JOSÉ MISAEL;GABRIEL;NAILTON;;NOVOS QUESTIONAMENTOS ANEEL;27/03/25;27/03/25;nan;2025-31696;2025-33988;nan;nan;nan;1023156;E745909 ao  E745947;5;nan;nan;nan;nan;0%;100,00%;10/04/25;23/04/25;nan;L432121;-11.622129;-40.525819;R$ 187.905,94;;;;nan;nan;PES LV - TRANSFORMAR N3 EM N4 NO PG L432153. PES DE ENCABEÇ - TRANSFERIR REDE BT NO TRECHO ENTRE OS PGS L432153 E D929728 PARA OS PGS NOVOS AT INSTALADOS.;14.7.2003;nan;;;PIRITIBA;R$ 0,00;nan;nan;nan;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1063440;04/01/2025;JACOBINA;9101634025;MP CIND SITIO BELO CAMPO RURAL;;OBRA CANCELADA, JÁ ATENDIDA PELO PROJETO Y-0707543;JOSÉ MISAEL;GABRIEL;NAILTON;;AIC OBJETIVO;nan;nan;nan;2025-31777;2025-31852;nan;nan;nan;nan;E732676 AO E734665;2;nan;nan;nan;nan;0%;100,00%;24/04/25;26/04/25;nan;R210947;-11.719836;-40.755421;R$ 92.699,04;;;;nan;nan;PES LV - INTERCALAR POSTE COM N4-3 ENTRE OS PGS R210947 E R210948, EXTENDER REDE MT E ENERGIZAR A OBRA. PES ENCABEÇ. - FECHAR A CHAVE NOVA INSTALADA NO PG NOVO, E ENERGIZAR A OBRA.;14.7.2003;nan;;;PIRITIBA;R$ 0,00;nan;nan;nan;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1057380;04/01/2025;JACOBINA;9101812469;MP-CCOL-SI-RANCHO ALEGRE-PORTO FELIZ-RUR;;ENERGIZADA;JOSÉ MISAEL;GABRIEL;NAILTON;;AIC OBJETIVO;04/02/25;02/04/25;nan;2025-46726;2025-31863;nan;nan;nan;1022931;E742937ao E742948;2;12;13;13;-1;-8%;100,00%;28/04/25;4/30/2025;29/04/2025;D685779;-11.77182;-40.722900;R$ 142.547,86;;;;nan;nan;PES LV - INTERCALAR POSTE COM N4-3 ENTRE OS PGS D685779 E O D685780, EXTENDER REDE MT E ENERGIZAR A OBRA. PES ENCAB.- FECHAR A CHAVE NOVA INSTALADA O PG NOVO E ENERGIZAR A OBRA.;7.1.2.3;PES 46726 / OC 75227;;;PIRITIBA;R$ 23.400,00;R$ 23.400,00;-R$ 23.400,00;16%;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1167501;04/01/2025;JACOBINA;9102142021;UB-CIND-RUA-DO COLEGIO 16-CENTRO;;ENERGIZADA;JOSÉ MISAEL;GABRIEL;NAILTON;;PRIORIDADE PLANO ANEEL;25/03/25;25/03/25;nan;nan;2025-31886;nan;nan;nan;nan;E734667;1;1;1;1;1;100%;100,00%;05/04/25;4/5/2025;04/04/2025;D921807;-11.855613;-40.784243;R$ 9.630,70;;;;nan;nan;PES ENCAB. ENCABEÇAR REDE BT NOVA NO PG EXISTENTE E273910 E ENERGIZAR A OBRA;7.1.2.3;PES 31886 / OC 9158;;;TAPIRAMUTÁ;R$ 1.695,00;R$ 1.695,00;R$ 1.695,00;18%;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1168718;04/01/2025;JACOBINA;9102139157;ER-CIND-POV-PINDOBEIRA 165-PINDOBEIRA;;ENERGIZADA;JOSÉ MISAEL;GABRIEL;NAILTON;;LPT;24/03/25;24/03/25;nan;nan;2025-31904;nan;nan;nan;nan;E734668 ao E734674;1;7;7;7;7;100%;100,00%;02/04/25;4/4/2025;03/04/2025;D174746;-11.772438;-40.756661;R$ 39.584,47;;;;nan;nan;PES ENCABEÇ - ENCABEÇAR REDE BT NOVA NO PG EXISTENTE D174746;7.1.2.3;PES 31904 / OC 7808;;;TAPIRAMUTÁ;R$ 11.300,00;R$ 11.300,00;R$ 1.614,29;29%;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1114109;04/01/2025;JACOBINA;9101977642;AL GRUA AG SERRA RURAL;;MIGRADA;HEMORGENES/JOÃOZITO;GABRIEL;NAILTON;;TRANSGRESSÃO;20/03/25;20/03/25;nan;nan;2025-49329;CRIAR;AGUARDAR;DEFINIR;1019600/2025;E719592 ao E719768;0;62;nan;nan;62;0%;100,00%;06/04/25;30/04/25;nan;D262172;-11.851556;-40.481278;R$ 2.996.234,13;;;;nan;nan;nan;PLANO 7;nan;;;MUNDO NOVO;R$ 123.370,00;R$ 123.370,00;R$ 1.989,84;4%;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1146078;04/01/2025;JACOBINA;9102042888;MP CIND RUA DO POÇO RURAL;;nan;LUCIANO / ELIEZER;GABRIEL;RICARDO SANTOS;;nan;27/03/25;27/03/25;nan;2025-31930;01: 2025-31925 02:2025-31936;nan;nan;nan;1023164;E734675 ao E734676/E745956 ao E746010;11;57;nan;nan;57;0%;100,00%;09/04/25;30/04/25;nan;D174027;-10.451263;-41.2045201;R$ 533.205,29;;;;nan;nan;;PLANO 7;nan;;;UMBURANAS;R$ 117.062,00;R$ 117.062,00;R$ 2.053,72;22%;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1156133;04/01/2025;JACOBINA;9102089498;MP CIND POV PANELINHA RURAL;;MIGRADA;ANTONIO;EDILECIO;DIORLAN;;REPUTACIONAL;16/03/25;17/03/25;nan;2025-31569;2025-29194;nan;nan;nan;1021926;E734571 ao E734621;5;57;nan;nan;57;0%;100,00%;27/03/25;17/04/25;nan;E279783;-10.312722;-40.510141;R$ 499.023,93;;;;nan;nan;nan;PLANO 7;nan;;;CAMPO FORMOSO;R$ 108.231,00;R$ 108.231,00;R$ 1.898,79;22%;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0936302;04/01/2025;JACOBINA;9101388060;ER-CIND-RUA DO SUMIDOURO-RURAL-CPF;;MIGRADA;ANTONIO;EDILECIO;DIORLAN;;REPUTACIONAL;11/02/25;11/02/25;nan;2025-31576;2025-29162;nan;nan;nan;1021927;E734552 ao E734570;3;19;nan;nan;19;0%;100,00%;21/03/25;05/04/25;nan;R025542;-10.5905000;-40.9336936;R$ 192.548,83;;;;nan;nan;nan;PLANO 7;nan;;;CAMPO FORMOSO;R$ 34.390,00;R$ 34.390,00;R$ 1.810,00;18%;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1146840;04/01/2025;JACOBINA;9102086745;ER-SEIN-FAZ-GUANABARA-RURAL-INDAI;;ENERGIZADA;HEMORGENES;GABRIEL;NAILTON;;REPUTACIONAL;14/02/25;14/02/25;18/02/25;nan;2025-44314;2025-11935;21/02/25;EXECUTADO;1019115/2025;E717259 ao E717285;1;30;29;29;1;3%;100,00%;10/03/25;05/04/25;17/04/2025;E545284;-12.0051944;-40.5877595;R$ 223.783,24;;;;nan;nan;nan;14.7.2003;PES 44314 / OC 44179;;;MUNDO NOVO;R$ 49.200,00;R$ 49.200,00;R$ 49.200,00;22%;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1090820;04/01/2025;JACOBINA;9101916790;MP-CCOL-POV. RODOLEIRO-RURAL;;ENERGIZADA;LUCIANO;EDILECIO;RICARDO SANTOS;;LPT;19/02/25;19/02/25;nan;2025-31509;2025-26174;nan;nan;nan;1019120/2025;E717312 AO E717371;5;53;55;55;-2;-4%;100,00%;14/03/25;05/04/25;30/04/2025;D923854;-10.6176111;-41.4415757;R$ 496.248,20;;;;nan;nan;nan;14.7.2003;PES 26174/ OC 79384;;;UMBURANAS;R$ 115.867,57;R$ 115.867,57;-R$ 57.933,79;23%;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1177447;04/01/2025;JACOBINA;9102153942;ME-COEL-RUA-MANOEL DANTAS-TANQUE NOVO;;ENERGIZADA;JOSÉ MISAEL;GABRIEL;MANOEL GUSTAVO;;RECLAMAÇÃO;23/01/25;23/01/25;29/01/25;nan;2025-7218;2025-44952;24.04.2025;APROVADA;nan;E601293;0;1;4;4;-3;-75%;100,00%;01/02/25;09/04/25;26/04/2025;nan;-11.712551;-40.1451944;R$ 111.820,29;;;;nan;nan;nan;PLANO 7;PES 47188 / OC 67775;;;MAIRI;nan;R$ 0,00;R$ 0,00;0%;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
