Unnamed: 0;PROJETO;TÍTULO;MUNICIPIO;ENCARREGADO;STATUS 1;ETAPA;OBS;AVANÇO;SUPERVISOR;AR COELBA;CARTEIRA;VALOR DE PROJETO;VALOR REAL;PIN;PLANO;AVANÇO.1;OBRA SIMPLIFICADA;CRITÉRIO;LATITUDE;LONGITUDE;MAPS;REFERÊNCIA;SI PG;PG'S;VISITA PRÉVIA;PRÉ-FECHAMENTO;LINK PROJETO;SOL. DE RESERVA NO CES;DT. SEPARAÇÃO CES;DT. SAQUE DE MATERIAIS;PES ENCAB. BT/ ENERG.;RESUMO ENCAB. BT/ENERG.;PES LV;RESUMO LV;PES PD;RESUMO PES PD;DATA PD;STATUS PES PD;CLIET.;PSTP;PST EXEC;% POSTES;CAVP;CAVR;% CAVAS;CONCRETO ENVIADO;PROVAVEL ROCHA;PV. INÍCIO;PV. FIM;DT REPROG;OBRA MIGRADA;DT I REAL;DT F REAL;ENERGIZAÇÃO;AS BUILT;DEVOLUÇÃO;BOOK/EVIDÊNCIAS;COORD;Carteira;PROJETO_FATO;STATUS_AUDITORIA;MOTIVO_DESCARTE
9102354397;B-1234987;ER-CIND-FAZ-UMBUZEIRO DA ONCA 9997-RURAL;CAPIM GROSSO;JOSE MISAEL;ENERGIZADA;ENERGIZADA;nan;nan;ANDERSON;MANOEL CONCEIÇAO;12/12/25;R$ 15.777,43;R$ 9.879,90;7.1.2.3;PLANO 7;100%;NÃO;QLP;-11,37089;-39,942358;nan;D183979;nan;E919732 AO E919736;nan;LANÇADO CONCRETO-26/12/2025;19/12/2025;nan;16/01/2026;nan;2026-5270;ENCABEÇAMENO DE REDE BT NO POSTE D183979 ENERGIZAR OBRA.;N;nan;N;nan;nan;nan;1;5;5,00;nan;nan;nan;nan;5;nan;20/01/26;20/01/26;nan;nan;19/01/26;19/01/26;19/01/26;ok;PENDENTE;nan;JACOBINA;01/01/2026;1234987;Consolidado;N/A
9102344431;B-1231936;ER-CIND-POV-ALAZAO 88888-RURAL;OUROLÂNDIA;EUDARIO;ENERGIZADA;ENERGIZADA;ENERGIZA HOJE;nan;EDLECIO;ERIC TEIXEIRA;12/12/25;R$ 15.777,43;R$ 1.919,93;7.1.2.3;PLANO 7;100%;NÃO;QLP;-10,889635;-41,042209;nan;D329321;nan;nan;nan;29/12/2025;19/12/2025;nan;16/01/2026;nan;N;nan;N;nan;2026-557;DESLIG. TRAFO W40475 458197-2-10.0kVA SUBSTITUIR POR TRAFO DE I-3F-30KVA E REALIZAR BARRAMENTO DE REDE BT ENTRE OS POSTES D329320 E D329322 ENERGIZAR OBRA.;19/01/26;nan;1;0;nan;nan;nan;nan;nan;nan;nan;13/01/2026;19/01/2026;19/01/2026;nan;29/01/2026;29/01/2026;29/01/2026;PENDENTE;PENDENTE;nan;JACOBINA;01/01/2026;1231936;Consolidado;N/A
9102344391;B-1233145;ER-CIND-FAZ-ALAGOAS-RURAL-OUROLANDIA;OUROLÂNDIA;EUDARIO;ENERGIZADA;ENERGIZADA;ENERGIZA HOJE;nan;EDLECIO;ERIC TEIXEIRA;12/12/25;R$ 23.623,41;R$ 2.595,39;7.1.2.3;PLANO 7;100%;NÃO;QLP;-11,006616;-41,040262;nan;D353280;nan;E919814;nan;24/12/2025;19/12/2025;nan;16/01/2026;nan;nan;nan;CRIAR;INTERCALAR POSTE MT 11600D, N1M E BANCADA DE TRAFO ENTRE OS POSTES D353280 E D353279 ENERGIZAR OBRA;N;nan;nan;nan;1;1;1,00;nan;nan;nan;nan;1;nan;27/01/2026;28/01/2026;nan;nan;29/01/2026;29/01/2026;29/01/2026;PENDENTE;PENDENTE;nan;JACOBINA;01/01/2026;1233145;Consolidado;N/A
9102353363;B-1234134;ER-CIND-FAZ-CASTELO 164-RURAL;CALDEIRÃO GRANDE;JOSE MISAEL;ENERGIZADA;ENERGIZADA;nan;nan;ANDERSON;RAFAEL CRUZ;12/12/25;R$ 15.777,43;R$ 841,60;7.1.2.3;PLANO 7;100%;NÃO;QLP;-11,028087;-40,313714;nan;B380325;nan;nan;nan;29/12/2025;19/11/2025;30/12/2025;12/01/26;nan;2026-5558;ENCABEÇAMENO DE REDE BT NO POSTE B380325 E ENERGIZAR OBRA;N;nan;N;nan;nan;nan;1;0;0,00;nan;nan;nan;nan;nan;nan;19/01/26;19/01/26;nan;nan;nan;23/01/26;23/01/2026;OK;PENDENTE;nan;JACOBINA;01/01/2026;1234134;Consolidado;N/A
9102341194;B-1229329;UB-CIND-RUA-ITAMAR FRANCO-JAR FORMOSA;CAPIM GROSSO;JOSE MISAEL;ENERGIZADA;ENERGIZADA;CAVADA;nan;ANDERSON;MANOEL CONCEIÇAO;12/12/25;R$ 15.777,43;R$ 3.769,08;7.1.1.3;PLANO 7;100%;NÃO;QLP;-11,381719;-40,025913;nan;E084796;nan;E919826 AO E919827;nan;LANÇADO POSTE FIBRA-07/01/2026;19/12/2025;nan;19/01/2026;nan;2026-5650;ENCABEÇAMENO DE REDE BT NO POSTE E084796 ENERGIZAR OBRA.;N;nan;N;nan;nan;nan;2;2;2,00;nan;nan;nan;nan;2;nan;22/01/26;22/01/26;nan;nan;nan;22/01/26;22/01/2026;ok;PENDENTE;nan;JACOBINA;01/01/2026;1229329;Consolidado;N/A
9102225312;B-1199651;ER-CIND-POV-RURAL-RURAL;UMBURANAS;ALESSANDRO, EUDARIO;ENERGIZADA;ENERGIZADA;falta trafo e enrgizar;nan;EDLECIO;ERIC TEIXEIRA;12/12/25;R$ 15.777,43;R$ 14.921,50;7.1.2.3;PLANO 7;100%;NÃO;QLP;-10,671252;-41,391577;nan;R071152;nan;E919737 AO E919743;nan;29/12/2025;22/12/2025;30/12/2025;12/01/26;nan;N;nan;CRIAR;INTERCALAR POSTE MT 12600D, N1M E BANCADA DE TRAFO ENTRE OS POSTES R071152 E R071153 LM FECHAR CHAVE DO TRAFO PROJETADO ENERGIZAR OBRA;N;nan;nan;nan;2;7;7,00;nan;nan;nan;nan;nan;nan;13/01/2026;16/01/2026;30/01/2026;nan;13/01/26;27/01/26;27/01/2026;OK;PENDENTE;nan;JACOBINA;01/01/2026;1199651;Consolidado;N/A
9102365525;B-1236040;ER-CIND-FAZ-DIAMANTINA-RURAL-UMBURANAS;UMBURANAS;ALESSANDRO, EUDARIO;CARTEIRA;VISITA PREVIA;obra de avanço - FALTA ALÇA;SIM;EDLECIO;ERIC TEIXEIRA;12/12/25;R$ 15.777,43;R$ 48.490,69;7.1.2.3;PLANO 7;100%;NÃO;QLP;-10,55443;-40,986972;nan;B034817;1046196;E937156 AO E937178;nan;29/12/2025;29/12/2025;30/12/2025;12/01/26;nan;2026-5723;SUBSTITUIR POSTE BT POR MT  E TRANSFERENCIA DE REDE BT ENTRE OS POSTES B034818 E B034819 ENERGIZAR OBRA.;CRIAR;ENCABEÇAMENTO DE REDE MT N3 P/ N4 NO POSTE B034817 ENERGIZAR OBRA.;N;nan;nan;nan;1;25;nan;nan;nan;nan;nan;nan;nan;15/01/2026;23/01/2026;nan;nan;nan;nan;nan;nan;nan;nan;JACOBINA;01/01/2026;1236040;Consolidado;N/A
9102247255;B-1205911;ER-CIND-POV-JOAO DELMIRO 266-RURAL;OUROLÂNDIA;EUDARIO;INICIADA;IMPLANTAÇÃO;obra de avanço - FALTA ALÇA;SIM;EDLECIO;ERIC TEIXEIRA;12/12/25;R$ 15.777,43;R$ 32.475,22;7.1.2.3;PLANO 7;100%;NÃO;QLP;-10,831583;-41,297679;nan;B534756;1046200;E937206 AO E937218;nan;29/12/2025;29/12/2025;30/12/2025;12/01/26;nan;N;nan;nan;ENCABEÇAMENTO DE REDE MT N1 P/ N1-3 NO POSTE B534756.;2026-2269;DESLIG. TRAFO G30263  PARA REALOCAÇÃO DO MESMO E SUBSTITUIÇÃO DE POSTE BT POR MT NOS POSTES B534757 E B534758.;21/01/26;nan;1;15;9,00;nan;nan;nan;nan;nan;nan;12/01/2026;20/01/2026;21/01/2026;nan;nan;nan;nan;nan;nan;CAVA EM ROCHA 14;JACOBINA;01/01/2026;1205911;Consolidado;N/A
9101900215;B-1079517;ER-CIND-POV-SALINAS-SALINAS;VÁRZEA NOVA;EUDARIO;INICIADA;IMPLANTAÇÃO;obra de avanço - FALTA ALÇA -;SIM;EDLECIO;ERIC TEIXEIRA;12/12/25;R$ 15.777,43;R$ 28.569,18;7.1.2.3;PLANO 7;100%;NÃO;QLP;-11,221493;-40,941871;nan;Q131666;1046206;E937256 AO E937263;nan;29/12/2025;29/12/2025;30/12/2025;12/01/26;nan;N;nan;CRIAR;INSTALAR POSTE 11600D, N1-3, ENTRE OS POSTES Q131666  E  Q131667 REALOCAR CHAVE FUSIVEL N02261 ENERGIZAR OBRA;2026-4585;DESLIG. CHAVE N02261 RETIRAR CONDUTOR NU, RETIRAR POSTE 9 A 14 METROS , RETIRAR TRAFO MONOFASICO.;29/01;nan;1;15;4,00;nan;nan;22/01/26;nan;nan;nan;05/01/2026;13/01/2026;28/01/2025;nan;nan;nan;nan;nan;nan;nan;JACOBINA;01/01/2026;1079517;Consolidado;N/A
9101893892;B-1079863;ER-CIND-FAZ-MATA DO MEL-RURAL;VÁRZEA NOVA;ANTONIO;INICIADA;ALOCAÇÃO;obra de avanço  - FALTA ALÇA;SIM;EDLECIO;ERIC TEIXEIRA;12/12/25;R$ 15.777,43;nan;7.1.2.3;PLANO 7;100%;NÃO;QLP;-11,152228;-40,839949;nan;D531135;1046221;E937306 AO E937319;nan;nan;29/12/2025;nan;16/01/2026;nan;N;nan;CRIAR;INTERCALAR POSTE MT N1-3,11/600  ENTRE OS POSTES D531135 E D531136. LM FECHAR CHAVE DO TRAFO PROJETADO  ENERGIZAR OBRA.;N;nan;nan;nan;1;14;nan;nan;nan;nan;nan;nan;nan;14/01/26;20/01/26;nan;nan;nan;nan;nan;nan;nan;nan;JACOBINA;01/01/2026;1079863;Consolidado;N/A
9102364012;B-1234183;ER-CIND-FAZ-TAMBURI 220-RURAL;GAVIÃO;HERMOGENES;ENERGIZADA;ENERGIZADA;programarar maquina cava, 4 podas;nan;ANDERSON;MANOEL CONCEIÇAO;12/12/25;R$ 15.777,43;R$ 11.931,60;7.1.2.3;PLANO 7;100%;NÃO;QLP;-11,573993;-39,713664;nan;A265031;nan;E919684 AO E919689;nan;LANÇADO CONCRETO-07/01/2026;19/12/2025;nan;16/01/2026;nan;2026-5950;ENCABEÇAMENO DE REDE BT NO POSTE A242507 E ENERGIZAR OBRA;N;nan;N;nan;nan;nan;1;6;6,00;nan;nan;nan;nan;nan;nan;17/01/2026;20/01/2026;29/01/2026;nan;nan;23/01/26;23/01/2026;ok;PENDENTE;nan;JACOBINA;01/01/2026;1234183;Consolidado;N/A
9102244026;B-1194733;AC-GRUA-RUA-CAMINHO DAS ARVORES -19;VÁRZEA NOVA;ANTONIO;ENERGIZADA;ENERGIZADA;DESL0I. ( ABRIR CHAVE TRAFO  J17609 substituir rede bt entre os  postes Q154217, Q154233 e D102642.  LV ( ENCABEÇAMENTO DE REDE MT NU PARA REDE COMPACTA  N3 CE3  NO POSTE Q154236);nan;EDLECIO;ERIC TEIXEIRA;12/11/2025;R$ 60.283,06;R$ 12.918,77;7.1.1.3;PLANO 7;100%;NÃO;GOVERNO;-11,258890;-40,946320;nan;Q154236;nan;E899654;nan;02/12/2025;17/11/2025;OK;19/01/2026;nan;CRIAR;nan;CRIAR;nan;2026-2912;DESL0I. ( ABRIR CHAVE TRAFO  J17609 substituir rede bt entre os  postes Q154217, Q154233 e D102642.  LV ( ENCABEÇAMENTO DE REDE MT NU PARA REDE COMPACTA  N3 CE3  NO POSTE Q154236);22/1;nan;1;4;4,00;100,00%;nan;nan;#DIV/0!;nan;nan;21/01/2026;22/01/2026;21/01;nan;nan;22/01/2026;22/01/2026;OK;PENDENTE;nan;JACOBINA;01/01/2026;1194733;Consolidado;N/A
9102327983;B-1227089;RC-CIND-RUA-REINALDO JAC VIEIRA-PERU;JACOBINA;OLISVALDO;INICIADA;ALOCAÇÃO;MIGRADA PRA FEVEREIRO;nan;EDLECIO;RAFAEL CRUZ;07/01/26;R$ 18.330,79;nan;nan;PLANO 8;nan;nan;nan;-11,184922;-40,519692;nan;R006079;nan;nan;nan;nan;08/01/2026;nan;nan;nan;nan;nan;CRIAR;TENSIONAR CONDUTOR NU ENTRE O PG  D102752 E D226854 / INSTALAR POSTE 9 A 14 METROS ENTRE PG   B689148 E D102752;CRIAR;DESLIG. CHAVE xxxxx RETIRAR CHAVE FUSIVEL NO PG D234581, RETIRAR CONDUTOR NU  ENTRE OS PG D226854 ,B689148 D102752, E R006081, RETIRAR POSTE 9 A 14 METROS  entre os pg B689148 e D102752. / NSTALAR CABO MULTIPLEX 35 A 70 MM2, / NSTALAR CONDUTOR NU / INSTALAR POSTE 9 A 14 METROS;DEFINIR;nan;1,00;1,0;nan;nan;nan;nan;nan;nan;nan;22/01/2026;31/01/26;nan;nan;nan;nan;nan;nan;nan;nan;JACOBINA;01/01/2026;1227089;Consolidado;N/A
9101734073;B-1033157;MP-CCOL-POV-INGAZEIRA-RURAL;TAPIRAMUTÁ..;ALESSANDRO, ANTONIO;INICIADA;LANÇAMENTO DE REDE;MIGRADA PRA FEVEREIRO;nan;ANDERSON;RICARDO BRITO;12/11/2025;R$ 895.710,67;nan;14.7.2003;PLANO 14;100%;NÃO;JUDICIAL;-11,898634;-40,801908;nan;nan;nan;nan;nan;02/12/2025;17/11/2025;OK;04/12/2025;nan;CRIAR;nan;nan;nan;criar;nan;27/12/2025;nan;2;73;65,00;89,04%;80;63;78,75%;nan;nan;01/12/2025;23/12/2025;30/01/26;nan;nan;nan;nan;nan;nan;EM ANDAMENTO/ PODA;JACOBINA;01/01/2026;1033157;Consolidado;N/A
9102145474;B-1184679;EQ-COEL-CO-ALTO BONITO-RURAL;CALDEIRÃO GRANDE;OLISVALDO;INICIADA;ALOCAÇÃO;FALTA REGULADOR TENSÃO - 1000015 RT 13,8KV 276KVA 200A 1F 01und - VERIFICAR COM FABRICIO;nan;ANDERSON;RAFAEL CRUZ;12/11/2025;R$ 402.104,27;nan;8.2.2.3;PLANO 8;100%;NÃO;PERDAS TÉCNICAS;-10,992291;-40,344884;nan;R013203;nan;E899649 AO E899650;nan;nan;17/11/2025;ok;08/12/2025;nan;nan;nan;2025-149915;nan;nan;nan;nan;nan;0;2;nan;0,00%;nan;nan;#DIV/0!;nan;nan;06/12/2025;23/12/2025;23/01/26;nan;nan;nan;nan;nan;nan;nan;JACOBINA;01/01/2026;1184679;Consolidado;N/A
9102341646;B-1227403;COEL-ROD-BA130-CAPIM GROSSO-COMPLEMENTO;CAPIM GROSSO;JOSE MISAEL;INICIADA;IMPLANTAÇÃO;nan;nan;EDUARDO;WELLINGTON SOUZA - U470124;nan;R$ 267.935,01;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;CRIAR;nan;19/01/26;nan;nan;9,0;0,00;nan;nan;nan;nan;9;nan;01/06/2025;12/12/2025;29/01/26;nan;nan;nan;nan;nan;nan;nan;JACOBINA;01/01/2026;1227403;Consolidado;N/A
9102336569;B-1218813;RC-CIND-POV-CANAVIEIRA-NAZARE;JACOBINA;JOSE MISAEL;INICIADA;IMPLANTAÇÃO;manobra pro dia 22/01/26;nan;EDUARDO;NATALICIO SILVA;12/11/2025;R$ 66.669,84;R$ 11.879,17;8.6.2003;PLANO 8;100%;NÃO;INSTITUCIONAL;-11,330276;-40,170730;nan;R001803;nan;E899778 AO E899782;nan;02/12/2025;17/11/2025;OK;05/12/2025;nan;CRIAR;nan;nan;nan;andamento;DESLIGAMENTO DO TRAFO J23161 SUBSTITUIÇÃO DE REDE BT NOS POSTE R001232 ,R001231, R001229 -  DESLIGAMENTO ATIIVIDADE DA MANOBRA - REALOCAR CONDUTOR MT DO POSTE R001803 AO D934392.  E RETIRAR POSTE MT R001229 DE VIA PUBLICA.;16/01/26;nan;0;5;7,00;140,00%;nan;nan;#DIV/0!;nan;nan;13/12/2025;17/12/25;24/01/26;nan;nan;nan;nan;nan;nan;nan;JACOBINA;01/01/2026;1218813;Consolidado;N/A
9101856252;B-1073291;MP CIND RUA DO CRUZEIRO RURAL;MIRANGABA;EUDARIO;INICIADA;IMPLANTAÇÃO;FALTA ALÇA E TRAFO - 211190 TRAFO 1FF 10KVA 34,5KV 220V 3T MI  - 3430120 ALCA PREF DIST ALUM 4AWG 430MM;nan;EDLECIO;ANTONIO GALINDO;12/11/2025;R$ 141.307,86;R$ 34.813,94;14.4.12.1;PLANO 14;100%;NÃO;LPT;-10,7048332;-40.7767819;nan;E070995;1043552;E919753 AO E919766;nan;03/12/2025;17/11/2025;OK;05/12/2025;nan;CRIAR;nan;criar;nan;nan;nan;nan;nan;1;14;14,00;100,00%;14;14;100,00%;nan;nan;10/12/2025;23/12/25;30/01/26;nan;nan;nan;nan;nan;nan;nan;JACOBINA;01/01/2026;1073291;Consolidado;N/A
9102343390;B-1232827;ER-CIND-POV-TRICHEIRA-RURAL;MIRANGABA;EUDARIO;ENERGIZADA;ENERGIZADA;nan;nan;EDLECIO;ANTONIO GALINDO;12/11/2025;R$ 41.620,46;R$ 6.472,45;7.1.2.3;PLANO 7;100%;NÃO;PRIORIDADE PLANO ANEEL;-10,6885009;-40,8847083;nan;E874368;nan;E878576 AO E878578;nan;02/12/2025;17/11/2025;OK;04/12/2025;nan;CRIAR;nan;criar;nan;nan;nan;nan;nan;2;3;3,00;100,00%;nan;nan;#DIV/0!;nan;nan;22/12/2025;nan;24/01/26;nan;nan;15/01/2026;15/01/2026;OK;PENDENTE;nan;JACOBINA;01/01/2026;1232827;Consolidado;N/A
9101832834;B-1066103;MP-CIND-FAZ COLONIA 96-RURAL;VÁRZEA DO POÇO;OLISVALDO, HERMOGENES;INICIADA;IMPLANTAÇÃO;FALTA ALÇA E TRAFO - 210422 TRAFO 1FF 10KVA 13,8KV 220V 5T MI  -  3430120 ALCA PREF DIST ALUM 4AWG 430MM;nan;EDLECIO;RAFAEL CRUZ;12/11/2025;R$ 173.942,65;R$ 78.949,75;14.7.2003;PLANO 7;100%;NÃO;PLANO 7;-11,463893;-40,360456;nan;B253439;1043557;E919696 AO E919731;nan;24/11/2025;17/11/2025;nan;nan;nan;CRIAR;TRANSFERENCIA  DE REDE BT ABRIR PASAGEM.;2 CRIAR;nan;nan;nan;nan;nan;4;40;38,00;95,00%;40;21;52,50%;nan;nan;02/12/2025;23/12/25;23/01/26;nan;nan;nan;nan;nan;nan;OK/ PODA;JACOBINA;01/01/2026;1066103;Consolidado;N/A
9102301613;B-1212111;AC-CIND-FAZ-BAIXA DO MOREIRA-RURAL;VÁRZEA DO POÇO;OLISVALDO, HERMOGENES;ENERGIZADA;ENERGIZADA;concluida hoje;nan;EDLECIO;RAFAEL CRUZ;12/11/2025;R$ 159.738,74;R$ 38.217,79;7.1.2.3;PLANO 7;100%;NÃO;QLP;-11,568700;-40,291173;nan;D368706;nan;E899761 AO E899777;nan;01/12/2025;17/11/2025;OK;04/12/2025;nan;CRIAR;nan;CRIAR;nan;nan;nan;nan;nan;0;17;17,00;100,00%;nan;nan;#DIV/0!;nan;nan;18/12/2025;nan;31/01/26;nan;nan;26/01/2026;26/01/2026;ok;PENDENTE;OK/ PODA;JACOBINA;01/01/2026;1212111;Consolidado;N/A
9102345033;B-1226973;ER-CIND-POV-LAGINHA-LAGINHA;VÁRZEA DO POÇO;OLISVALDO, HERMOGENES;ENERGIZADA;ENERGIZADA;nan;nan;EDLECIO;RAFAEL CRUZ;12/11/2025;R$ 9.195,17;R$ 2.081,05;7.1.2.3;PLANO 7;100%;NÃO;LPT;-11,495128;-40,335696;nan;B893552;nan;E899718;nan;28/11/2025;17/11/2025;OK;05/12/2025;nan;CRIAR;nan;nan;nan;nan;nan;nan;nan;1;1;1,00;100,00%;nan;nan;#DIV/0!;nan;nan;05/12/2025;19/12/2025;08/01/26;nan;nan;nan;08/01/2026;OK;PENDENTE;nan;JACOBINA;01/01/2026;1226973;Consolidado;N/A
9101813634;B-1039528;MP CIND POV MALVA RURAL;VÁRZEA NOVA;EUDARIO;CARTEIRA;VISITA PREVIA;SEM MATERIAL;nan;EDLECIO;ERIC TEIXEIRA;12/11/2025;R$ 136.221,27;R$ 33.585,94;14.7.2003;PLANO 14;100%;NÃO;LPT;-11,155501;-40,988799;nan;B331331;1043550;E919668 AO E919680;nan;21/11/2025;17/11/2025;OK;04/12/2025;nan;CRIAR;nan;CRIAR;nan;nan;nan;nan;nan;1;23;6,00;26,09%;nan;nan;0,00%;nan;02/12/2025;10/12/2025;19/12/2025;07/02/26;nan;nan;nan;nan;nan;nan;CAVA EM ROCHA 06;JACOBINA;01/01/2026;1039528;Consolidado;N/A
