NOTA;DATA DO CONTATO;DATA DO RETORNO;MUNICIPIO;RESPONSAVEL;STATUS;CONFORMIDADE
4506763045;2025-09-04;2025-09-04;BAIXA GRANDE;CAMILO;Apto;Apto
4506755236;2025-09-04;2025-09-04;JACOBINA;CAMILO;Inapto;Deficiencia Tecnica
4506755886;2025-09-04;;CAPIM GROSSO;CAMILO;Cadastro incompleto;Contato incorreto
4506763027;2025-09-04;;CAPIM GROSSO;CAMILO;Aguardando retorno;
4506762548;2025-09-04;;TAPIRAMUTA;CAMILO;Aguardando retorno;
4506764000;2025-09-04;;SAO JOSE DO JACUIPE;CAMILO;Aguardando retorno;
4506760194;2025-09-04;;OUROLANDIA;CAMILO;Aguardando retorno;
4506757192;2025-09-04;;CAEM;CAMILO;Aguardando retorno;
4506762573;2025-09-04;;MUNDO NOVO;CAMILO;Aguardando retorno;
4506755899;2025-09-04;;BAIXA GRANDE;CAMILO;Aguardando retorno;
4506751977;2025-09-04;2025-09-04;SAO JOSE DO JACUIPE;CAMILO;Inapto;Deficiencia Tecnica
4506762577;2025-09-04;;CALDEIRAO GRANDE;CAMILO;Aguardando retorno;
4506755902;2025-09-04;;OUROLANDIA;CAMILO;Aguardando retorno;
4506760210;2025-09-04;;MUNDO NOVO;CAMILO;Aguardando retorno;
4506751999;2025-09-04;;MUNDO NOVO;CAMILO;Aguardando retorno;
4506757759;2025-09-04;;CAPIM GROSSO;CAMILO;Aguardando retorno;
4506754259;2025-09-04;;CAPIM GROSSO;CAMILO;Aguardando retorno;
4506758750;2025-09-04;;CAPIM GROSSO;CAMILO;Aguardando retorno;
4506764514;2025-09-04;;CAPIM GROSSO;CAMILO;Aguardando retorno;
4506752885;2025-09-04;;JACOBINA;CAMILO;Aguardando retorno;
4506704376;2025-09-05;2025-09-05;PIRITIBA;CAMILO;Apto;Apto
4506759248;2025-09-05;2025-09-05;JACOBINA;CAMILO;Inapto;Deficiencia Tecnica
4506730500;2025-09-05;2025-09-05;SAO JOSE DO JACUIPE;CAMILO;Apto;Apto
4506724790;2025-09-05;;MIRANGABA;CAMILO;Aguardando retorno;
4506729366;2025-09-05;;CAPIM GROSSO;CAMILO;Aguardando retorno;
4506743006;2025-09-05;;CAPIM GROSSO;CAMILO;Aguardando retorno;
4506738202;2025-09-05;2025-09-05;VARZEA DO POCO;CAMILO;Apto;Apto
4506741124;2025-09-05;;JACOBINA;CAMILO;Aguardando retorno;
4506736362;2025-09-05;2025-09-05;JACOBINA;CAMILO;Apto;Apto
4506756280;2025-09-05;;BAIXA GRANDE;CAMILO;Aguardando retorno;
4506758239;2025-09-05;;CAPIM GROSSO;CAMILO;Aguardando retorno;
4506761182;2025-09-05;2025-09-05;JACOBINA;CAMILO;Apto;Apto
4506759229;2025-09-05;;MIRANGABA;CAMILO;Aguardando retorno;
4506752938;2025-09-05;;PIRITIBA;CAMILO;Aguardando retorno;
4506753356;2025-09-05;2025-09-05;PIRITIBA;CAMILO;Apto;Apto
4506759226;2025-09-05;;TAPIRAMUTA;CAMILO;Aguardando retorno;
4506754822;2025-09-05;;VARZEA DO POCO;CAMILO;Aguardando retorno;
4506764072;2025-09-05;;MUNDO NOVO;CAMILO;Aguardando retorno;
4506752916;2025-09-05;;UMBURANAS;CAMILO;Aguardando retorno;
4506765025;2025-09-05;2025-09-05;PIRITIBA;CAMILO;Apto;Apto
4506762692;2025-09-05;2025-09-05;CAEM;CAMILO;Inapto;Obra
4506764530;2025-09-05;;SAUDE;CAMILO;Aguardando retorno;
4506757239;2025-09-05;;BAIXA GRANDE;CAMILO;Aguardando retorno;
4506748936;2025-09-05;;JACOBINA;CAMILO;Aguardando retorno;
4506756787;2025-09-05;;UMBURANAS;CAMILO;Aguardando retorno;
4506756287;2025-09-05;;MUNDO NOVO;CAMILO;Aguardando retorno;
4506758777;2025-09-05;;JACOBINA;CAMILO;Aguardando retorno;
4506756789;2025-09-05;;CAEM;CAMILO;Aguardando retorno;
4506764540;2025-09-05;;JACOBINA;CAMILO;Aguardando retorno;
4506762703;2025-09-05;;UMBURANAS;CAMILO;Aguardando retorno;
4506763095;2025-09-05;;JACOBINA;CAMILO;Aguardando retorno;
4506761165;2025-09-05;;OUROLANDIA;CAMILO;Aguardando retorno;
4506759248;2025-09-05;2025-09-05;JACOBINA;CAMILO;Inapto;Deficiencia Tecnica
4506760294;2025-09-05;2025-09-05;CAEM;CAMILO;Apto;Apto
4506765043;2025-09-05;;VARZEA DO POCO;CAMILO;Aguardando retorno;
4506748953;2025-09-05;;MIGUEL CALMON;CAMILO;Aguardando retorno;
4506274884;2025-09-08;;BAIXA GRANDE;CAMILO;Aguardando retorno;
4506322403;2025-09-08;;VARZEA NOVA;CAMILO;Aguardando retorno;
4506378798;2025-09-08;;MIGUEL CALMON;CAMILO;Aguardando retorno;
4506489242;2025-09-08;;PIRITIBA;CAMILO;Aguardando retorno;
4506526292;2025-09-08;2025-09-08;JACOBINA;CAMILO;Apto;Apto
4506547909;2025-09-08;;SAO JOSE DO JACUIPE;CAMILO;Aguardando retorno;
4506594347;2025-09-08;;MIGUEL CALMON;CAMILO;Aguardando retorno;
4506709309;2025-09-08;2025-09-08;UMBURANAS;CAMILO;Apto;Apto
4506749560;2025-09-08;2025-09-08;JACOBINA;CAMILO;Apto;Apto
4506738886;2025-09-08;2025-09-08;CAPIM GROSSO;CAMILO;Inapto;Deficiencia Tecnica
4506751057;2025-09-08;;CALDEIRAO GRANDE;CAMILO;Aguardando retorno;
4506747960;2025-09-08;2025-09-08;CAPIM GROSSO;CAMILO;Apto;Apto
4506748977;2025-09-08;2025-09-08;MUNDO NOVO;CAMILO;Apto;Apto
4506762179;2025-09-08;;PIRITIBA;CAMILO;Aguardando retorno;
4506748974;2025-09-08;;PIRITIBA;CAMILO;Aguardando retorno;
4506764583;2025-09-08;;OUROLANDIA;CAMILO;Aguardando retorno;
4506758858;2025-09-08;2025-09-08;BAIXA GRANDE;CAMILO;Apto;Ja realizada
4506765056;2025-09-08;;CAPIM GROSSO;CAMILO;Aguardando retorno;
4506753820;2025-09-08;;MAIRI;CAMILO;Aguardando retorno;
4506758825;2025-09-08;;JACOBINA;CAMILO;Aguardando retorno;
4506753822;2025-09-08;;VARZEA DA ROCA;CAMILO;Aguardando retorno;
4506753824;2025-09-08;;QUIXABEIRA;CAMILO;Aguardando retorno;
4506756330;2025-09-08;;CALDEIRAO GRANDE;CAMILO;Apto;
4506759743;2025-09-08;;VARZEA DA ROCA;CAMILO;Aguardando retorno;
4506759749;2025-09-08;;JACOBINA;CAMILO;Aguardando retorno;
4506758839;2025-09-08;;JACOBINA;CAMILO;Aguardando retorno;
4506756838;2025-09-08;;MAIRI;CAMILO;Aguardando retorno;
4506753841;2025-09-08;;VARZEA DO POCO;CAMILO;Aguardando retorno;
4506762759;2025-09-08;;SAO JOSE DO JACUIPE;CAMILO;Aguardando retorno;
4506762246;2025-09-08;;MUNDO NOVO;CAMILO;Aguardando retorno;
4506762773;2025-09-08;2025-09-08;JACOBINA;CAMILO;Apto;Apto
4506759315;2025-09-08;;JACOBINA;CAMILO;Aguardando retorno;
4506759316;2025-09-08;2025-09-08;MIRANGABA;CAMILO;Inapto;Deficiencia Tecnica
4506759320;2025-09-08;;SERROLANDIA;CAMILO;Aguardando retorno;
4506759325;2025-09-08;2025-09-08;MIGUEL CALMON;CAMILO;Inapto;Deficiencia Tecnica
4506598332;2025-09-09;2025-09-09;VARZEA DA ROCA;CAMILO;Apto;Apto
4506721862;2025-09-09;2025-09-09;JACOBINA;CAMILO;Apto;Apto
4506742599;2025-09-09;2025-09-09;MAIRI;CAMILO;Inapto;Deficiencia Tecnica
4506748149;2025-09-09;;SAO JOSE DO JACUIPE;CAMILO;Aguardando retorno;
4506744234;2025-09-09;2025-09-09;MUNDO NOVO;CAMILO;Apto;Apto
4506757617;2025-09-09;2025-09-09;VARZEA NOVA;CAMILO;Apto;Apto
4506759349;2025-09-09;2025-09-09;CAPIM GROSSO;CAMILO;Apto;Apto
4506768010;2025-09-09;2025-09-09;JACOBINA;CAMILO;Inapto;Deficiencia Tecnica
4506768016;2025-09-09;2025-09-09;MIRANGABA;CAMILO;Apto;Apto
4506765097;2025-09-09;2025-09-09;MIRANGABA;CAMILO;Cadastro incompleto;Contato incorreto
4506767086;2025-09-09;;JACOBINA;CAMILO;Aguardando retorno;
4506768511;2025-09-09;2025-09-09;OUROLANDIA;CAMILO;Inapto;Deficiencia Tecnica
4506757920;2025-09-09;2025-09-09;CAPIM GROSSO;CAMILO;Inapto;Obra
4506757321;2025-09-09;;JACOBINA;CAMILO;Aguardando retorno;
4506764652;2025-09-09;2025-09-09;VARZEA NOVA;CAMILO;Inapto;Deficiencia Tecnica
4506763163;2025-09-09;2025-09-09;OUROLANDIA;CAMILO;Apto;Apto
4506768507;2025-09-09;;SERROLANDIA;CAMILO;Aguardando retorno;
4506759334;2025-09-09;2025-09-09;SERROLANDIA;CAMILO;Apto;Apto
4506753868;2025-09-09;;UMBURANAS;CAMILO;Aguardando retorno;
4506761234;2025-09-09;2025-09-09;JACOBINA;CAMILO;Apto;Apto
4506766101;2025-09-09;2025-09-09;MIGUEL CALMON;CAMILO;Apto;Apto
4506754968;2025-09-09;2025-09-09;VARZEA DA ROCA;CAMILO;Apto;Apto
4506768017;2025-09-09;2025-09-09;CALDEIRAO GRANDE;CAMILO;Apto;Apto
4506760829;2025-09-09;2025-09-09;CAEM;CAMILO;Inapto;Preparar padrao
4506755402;2025-09-09;;SERROLANDIA;CAMILO;Aguardando retorno;
4506760404;2025-09-09;2025-09-09;VARZEA NOVA;CAMILO;Inapto;Provisoria
4506758364;2025-09-09;2025-09-09;JACOBINA;CAMILO;Inapto;Obra
4506756891;2025-09-09;2025-09-09;SAO JOSE DO JACUIPE;CAMILO;Apto;Apto
4506762825;2025-09-09;;VARZEA DO POCO;CAMILO;Aguardando retorno;
4506761245;2025-09-09;2025-09-09;CAEM;CAMILO;Apto;Apto
4506764679;2025-09-09;2025-09-09;JACOBINA;CAMILO;Inapto;Obra
4506758929;2025-09-09;;MIGUEL CALMON;CAMILO;Aguardando retorno;
4506768046;2025-09-09;;SAO JOSE DO JACUIPE;CAMILO;Aguardando retorno;
4506756444;2025-09-09;2025-09-09;MUNDO NOVO;CAMILO;Apto;Apto
4506766640;2025-09-09;;PIRITIBA;CAMILO;Aguardando retorno;
4506767116;2025-09-09;;JACOBINA;CAMILO;Aguardando retorno;
4506692255;2025-09-10;2025-09-10;JACOBINA;CAMILO;Apto;Apto
4506702444;2025-09-10;2025-09-10;JACOBINA;CAMILO;Apto;Apto
4506748605;2025-09-10;2025-09-10;MAIRI;CAMILO;Apto;Apto
4506744688;2025-09-10;;CALDEIRAO GRANDE;CAMILO;Aguardando retorno;
4506755761;2025-09-10;2025-09-10;MAIRI;CAMILO;Inapto;Deficiencia Tecnica
4506754193;2025-09-10;2025-09-10;JACOBINA;CAMILO;Inapto;Cliente deseja KIT financiado
4506760875;2025-09-10;2025-09-10;MUNDO NOVO;CAMILO;Apto;Apto
4506767590;2025-09-10;2025-09-10;OUROLANDIA;CAMILO;Apto;Apto
4506763662;2025-09-10;;PIRITIBA;CAMILO;Aguardando retorno;
4506767594;2025-09-10;2025-09-10;MUNDO NOVO;CAMILO;Inapto;Deficiencia Tecnica
4506766644;2025-09-10;2025-09-10;OUROLANDIA;CAMILO;Apto;Apto
4506763650;2025-09-10;2025-09-10;VARZEA DA ROCA;CAMILO;Apto;Apto
4506763651;2025-09-10;2025-09-10;QUIXABEIRA;CAMILO;Apto;Apto
4506765612;2025-09-10;2025-09-10;SAUDE;CAMILO;Apto;Apto
4506759802;2025-09-10;2025-09-10;CAPIM GROSSO;CAMILO;Apto;Apto
4506766137;2025-09-10;2025-09-10;CALDEIRAO GRANDE;CAMILO;Apto;Apto
4506761279;2025-09-10;;JACOBINA;CAMILO;Aguardando retorno;
4506767121;2025-09-10;;CAEM;CAMILO;Aguardando retorno;
4506757986;2025-09-10;;JACOBINA;CAMILO;Cadastro incompleto;Sem contato
4506766143;2025-09-10;2025-09-10;TAPIRAMUTA;CAMILO;Inapto;Deficiencia Tecnica
4506760870;2025-09-10;;QUIXABEIRA;CAMILO;Cadastro incompleto;Sem contato
4506765616;2025-09-10;2025-09-10;GAVIAO;CAMILO;Apto;Apto
4506764244;2025-09-10;2025-09-10;MUNDO NOVO;CAMILO;Inapto;Deficiencia Tecnica
4506766151;2025-09-10;2025-09-10;BAIXA GRANDE;CAMILO;Apto;Apto
4506764248;2025-09-10;2025-09-10;MUNDO NOVO;CAMILO;Apto;Apto
4506767131;2025-09-10;2025-09-10;OUROLANDIA;CAMILO;Apto;Apto
4506755432;2025-09-10;;MAIRI;CAMILO;Cadastro incompleto;Contato incorreto
4506764766;2025-09-10;2025-09-10;JACOBINA;CAMILO;Apto;Apto
4506756474;2025-09-10;;VARZEA NOVA;CAMILO;Aguardando retorno;
4506768068;2025-09-10;2025-09-10;CAPIM GROSSO;CAMILO;Apto;Apto
4506760921;2025-09-10;;MUNDO NOVO;CAMILO;Aguardando retorno;
4506756976;2025-09-10;2025-09-10;JARDIM FORMOSA;CAMILO;Apto;Apto
4506765164;2025-09-10;2025-09-10;JOSE MENDES DE QUEIROZ;CAMILO;Apto;Apto
4506760933;2025-09-10;2025-09-10;PLANALTINO;CAMILO;Apto;Apto
4506747969;2025-09-10;2025-09-10;OLIVEIRA;CAMILO;Apto;Apto
4506744952;2025-09-10;2025-09-10;VARZEA DA ROCA;CAMILO;Apto;Apto
4506772510;2025-09-10;2025-09-10;JACOBINA;CAMILO;Apto;Apto
4506767179;2025-09-10;;JACOBINA;CAMILO;Cadastro incompleto;Contato incorreto
4506318893;2025-09-11;2025-09-11;CAPIM GROSSO;CAMILO;Inapto;Deficiencia Tecnica
4506724534;2025-09-11;;OUROLANDIA;CAMILO;Cadastro incompleto;Sem contato
4506737652;2025-09-11;;MUNDO NOVO;CAMILO;Aguardando retorno;
4506744768;2025-09-11;;TAPIRAMUTA;CAMILO;Aguardando retorno;
4506744253;2025-09-11;;TAPIRAMUTA;CAMILO;Aguardando retorno;
4506742863;2025-09-11;2025-09-11;JACOBINA;CAMILO;Inapto;Obra
4506751977;2025-09-11;2025-09-11;SAO JOSE DO JACUIPE;CAMILO;Inapto;Deficiencia Tecnica
4506766754;2025-09-11;2025-09-11;JACOBINA;CAMILO;Apto;Apto
4506765659;2025-09-11;;JACOBINA;CAMILO;Aguardando retorno;
4506756990;2025-09-11;;MIRANGABA;CAMILO;Aguardando retorno;
4506764864;2025-09-11;;PIRITIBA;CAMILO;Aguardando retorno;
4506758464;2025-09-11;;SERROLANDIA;CAMILO;Aguardando retorno;
4506760925;2025-09-11;;MUNDO NOVO;CAMILO;Aguardando retorno;
4506767154;2025-09-11;;JACOBINA;CAMILO;Aguardando retorno;
4506758457;2025-09-11;;CALDEIRAO GRANDE;CAMILO;Aguardando retorno;
4506765644;2025-09-11;2025-09-11;JACOBINA;CAMILO;Apto;Apto
4506756495;2025-09-11;;JACOBINA;CAMILO;Aguardando retorno;
4506767162;2025-09-11;;TAPIRAMUTA;CAMILO;Aguardando retorno;
4506768581;2025-09-11;;OUROLANDIA;CAMILO;Aguardando retorno;
4506762922;2025-09-11;;CAPIM GROSSO;CAMILO;Aguardando retorno;
4506755462;2025-09-11;;VARZEA NOVA;CAMILO;Aguardando retorno;
4506759854;2025-09-11;;TAPIRAMUTA;CAMILO;Aguardando retorno;
4506770530;2025-09-11;;JACOBINA;CAMILO;Aguardando retorno;
4506759862;2025-09-11;;BAIXA GRANDE;CAMILO;Aguardando retorno;
4506761326;2025-09-11;;MUNDO NOVO;CAMILO;Aguardando retorno;
4506767674;2025-09-11;;JACOBINA;CAMILO;Aguardando retorno;
4506758485;2025-09-11;;CALDEIRAO GRANDE;CAMILO;Aguardando retorno;
4506772526;2025-09-11;2025-09-11;QUIXABEIRA;CAMILO;Apto;Apto
4506724452;2025-09-12;2025-09-12;MIRANGABA;CAMILO;Inapto;Deficiencia Tecnica
4506738503;2025-09-12;2025-09-12;VARZEA DA ROCA;CAMILO;Apto;Apto
4506735438;2025-09-12;;TAPIRAMUTA;CAMILO;Aguardando retorno;
4506740858;2025-09-12;2025-09-12;JACOBINA;CAMILO;Apto;Apto
4506738923;2025-09-12;2025-09-12;OUROLANDIA;CAMILO;Apto;Apto
4506747290;2025-09-12;;OUROLANDIA;CAMILO;Aguardando retorno;
4506760194;2025-09-12;2025-09-12;OUROLANDIA;CAMILO;Apto;Apto
4506763244;2025-09-12;2025-09-12;SENTO SE;CAMILO;Apto;Apto
4506761378;2025-09-12;;BAIXA GRANDE;CAMILO;Aguardando retorno;
4506764365;2025-09-12;2025-09-12;CAPIM GROSSO;CAMILO;Apto;Apto
4506758492;2025-09-12;2025-09-12;JACOBINA;CAMILO;Apto;Apto
4506762494;2025-09-12;;MIGUEL CALMON;CAMILO;Aguardando retorno;
4506759936;2025-09-12;2025-09-12;SAUDE;CAMILO;Apto;Apto
4506770583;2025-09-12;;TAPIRAMUTA;CAMILO;Aguardando retorno;
4506762491;2025-09-12;;VARZEA DA ROCA;CAMILO;Aguardando retorno;
4506764915;2025-09-12;2025-09-12;CALDEIRAO GRANDE;CAMILO;Inapto;Deficiencia Tecnica
4506773053;2025-09-12;;SERROLANDIA;CAMILO;Aguardando retorno;
4506769091;2025-09-12;2025-09-12;OUROLANDIA;CAMILO;Apto;Apto
4506768607;2025-09-12;;VARZEA DA ROCA;CAMILO;Aguardando retorno;
4506766775;2025-09-12;2025-09-12;OUROLANDIA;CAMILO;Inapto;Deficiencia Tecnica
4506765194;2025-09-12;;MIRANGABA;CAMILO;Aguardando retorno;
4506766214;2025-09-12;2025-09-12;MIRANGABA;CAMILO;Apto;Apto
4506768127;2025-09-12;2025-09-12;JACOBINA;CAMILO;Apto;Apto
4506762495;2025-09-12;2025-09-12;JACOBINA;CAMILO;Apto;Apto
4506771047;2025-09-12;2025-09-12;OUROLANDIA;CAMILO;Apto;Apto
4506768129;2025-09-12;2025-09-12;SERROLANDIA;CAMILO;Apto;Apto
4506764347;2025-09-12;;UMBURANAS;CAMILO;Aguardando retorno;
4506767704;2025-09-12;;MIGUEL CALMON;CAMILO;Aguardando retorno;
4506763301;2025-09-12;2025-09-12;VARZEA DA ROCA;CAMILO;Apto;Apto
4506766803;2025-09-12;2025-09-12;JACOBINA;CAMILO;Apto;Apto
4506760979;2025-09-12;2025-09-12;CAPIM GROSSO;CAMILO;Inapto;Obra
4506765203;2025-09-12;;TAPIRAMUTA;CAMILO;Aguardando retorno;
4506773541;2025-09-12;2025-09-12;CAEM;CAMILO;Inapto;Deficiencia Tecnica
4506774509;2025-09-12;2025-09-12;JACOBINA;CAMILO;Inapto;Deficiencia Tecnica
4506759918;2025-09-12;;JACOBINA;CAMILO;Aguardando retorno;
4506769124;2025-09-12;2025-09-12;MIRANGABA;CAMILO;Inapto;Deficiencia Tecnica
4506768639;2025-09-12;2025-09-12;MIGUEL CALMON;CAMILO;Apto;Apto
4506769126;2025-09-12;2025-09-12;JACOBINA;CAMILO;Apto;Apto
4506760992;2025-09-12;;SAO JOSE DO JACUIPE;CAMILO;Aguardando retorno;
4506762978;2025-09-12;;MIGUEL CALMON;CAMILO;Aguardando retorno;
4506760994;2025-09-12;2025-09-12;MIGUEL CALMON;CAMILO;Apto;Apto
4506763737;2025-09-12;2025-09-12;MIGUEL CALMON;CAMILO;Inapto;Deficiencia Tecnica
4506759938;2025-09-12;2025-09-12;MUNDO NOVO;CAMILO;Apto;Apto
4506762982;2025-09-12;;MUNDO NOVO;CAMILO;Aguardando retorno;
4506761400;2025-09-12;;JACOBINA;CAMILO;Aguardando retorno;
4506703307;2025-09-15;2025-09-15;PIRITIBA;CAMILO;Apto;Apto
4506720977;2025-09-15;2025-09-15;MAIRI;CAMILO;Apto;Apto
4506732981;2025-09-15;2025-09-15;CAPIM GROSSO;CAMILO;Apto;Apto
4506728983;2025-09-15;;SAO JOSE DO JACUIPE;CAMILO;Aguardando retorno;
4506735836;2025-09-15;;BAIXA GRANDE;CAMILO;Aguardando retorno;
4506750834;2025-09-15;2025-09-15;MIGUEL CALMON;CAMILO;Apto;
4506752338;2025-09-15;2025-09-15;MIGUEL CALMON;CAMILO;Apto;Apto
4506761182;2025-09-15;;JACOBINA;CAMILO;Aguardando retorno;
4506764530;2025-09-15;;SAUDE;CAMILO;Aguardando retorno;
4506762703;2025-09-15;;UMBURANAS;CAMILO;Aguardando retorno;
4506754460;2025-09-15;;GAVIAO;CAMILO;Aguardando retorno;
4506756865;2025-09-15;;VARZEA NOVA;CAMILO;Aguardando retorno;
4506770242;2025-09-15;;CAEM;CAMILO;Aguardando retorno;
4506769680;2025-09-15;;JACOBINA;CAMILO;Aguardando retorno;
4506771090;2025-09-15;2025-09-15;JACOBINA;CAMILO;Apto;Apto
4506773134;2025-09-15;;MIGUEL CALMON;CAMILO;Aguardando retorno;
4506762990;2025-09-15;2025-09-15;OUROLANDIA;CAMILO;Inapto;Deficiencia Tecnica
4506776501;2025-09-15;;PIRITIBA;CAMILO;Aguardando retorno;
4506772101;2025-09-15;;PIRITIBA;CAMILO;Aguardando retorno;
4506776504;2025-09-15;;PIRITIBA;CAMILO;Aguardando retorno;
4506772661;2025-09-15;;MIGUEL CALMON;CAMILO;Aguardando retorno;
4506768655;2025-09-15;2025-09-15;BAIXA GRANDE;CAMILO;Apto;
4506774533;2025-09-15;2025-09-15;CALDEIRAO GRANDE;CAMILO;Inapto;Obra
4506763330;2025-09-15;2025-09-15;CALDEIRAO GRANDE;CAMILO;Apto;Apto
4506770639;2025-09-15;;UMBURANAS;CAMILO;Aguardando retorno;
4506768169;2025-09-15;;MIGUEL CALMON;CAMILO;Aguardando retorno;
4506765728;2025-09-15;2025-09-15;PIRITIBA;CAMILO;Apto;Apto
4506771617;2025-09-15;;MUNDO NOVO;CAMILO;Aguardando retorno;
4506769146;2025-09-15;2025-09-15;JACOBINA;CAMILO;Apto;Apto
4506773571;2025-09-15;2025-09-15;CAPIM GROSSO;CAMILO;Apto;Apto
4506763760;2025-09-15;2025-09-15;UMBURANAS;CAMILO;Inapto;Obra
4506774536;2025-09-15;2025-09-15;PIRITIBA;CAMILO;Apto;Apto
4506765229;2025-09-15;;BAIXA GRANDE;CAMILO;Aguardando retorno;
4506769655;2025-09-15;2025-09-15;JACOBINA;CAMILO;Apto;Apto
4506765740;2025-09-15;2025-09-15;VARZEA DA ROCA;CAMILO;Apto;Apto
4506769657;2025-09-15;2025-09-15;OUROLANDIA;CAMILO;Inapto;Deficiencia Tecnica
4506769148;2025-09-15;;BAIXA GRANDE;CAMILO;Aguardando retorno;
4506765743;2025-09-15;2025-09-15;TAPIRAMUTA;CAMILO;Apto;Apto
4506774051;2025-09-15;2025-09-15;OUROLANDIA;CAMILO;Inapto;Obra
4506769661;2025-09-15;2025-09-15;CAEM;CAMILO;Inapto;Deficiencia Tecnica
4506763388;2025-09-15;2025-09-15;JACOBINA;CAMILO;Inapto;Deficiencia Tecnica
4506768681;2025-09-15;2025-09-15;MUNDO NOVO;CAMILO;Apto;Apto
4506775612;2025-09-15;2025-09-15;JACOBINA;CAMILO;Apto;Apto
4506776027;2025-09-15;;QUIXABEIRA;CAMILO;Aguardando retorno;
4506771112;2025-09-15;;VARZEA NOVA;CAMILO;Aguardando retorno;
4506536238;2025-09-16;2025-09-16;SERROLANDIA;CAMILO;Apto;Ja realizada
4506734274;2025-09-16;;MUNDO NOVO;CAMILO;Aguardando retorno;
4506731911;2025-09-16;;VARZEA NOVA;CAMILO;Aguardando retorno;
4506744083;2025-09-16;2025-09-16;VARZEA NOVA;CAMILO;Apto;Apto
4506743798;2025-09-16;;CAPIM GROSSO;CAMILO;Aguardando retorno;
4506752021;2025-09-16;;OUROLANDIA;CAMILO;Aguardando retorno;
4506745764;2025-09-16;2025-09-16;OUROLANDIA;CAMILO;Apto;Apto
4506747930;2025-09-16;;CAEM;CAMILO;Aguardando retorno;
4506750455;2025-09-16;2025-09-16;BAIXA GRANDE;CAMILO;Inapto;Deficiencia Tecnica
4506763045;2025-09-16;2025-09-16;BAIXA GRANDE;CAMILO;Apto;Apto
4506755236;2025-09-16;2025-09-16;JACOBINA;CAMILO;Apto;Apto
4506759248;2025-09-16;2025-09-16;JACOBINA;CAMILO;Apto;Apto
4506758283;2025-09-16;2025-09-16;SERROLANDIA;CAMILO;Inapto;Deficiencia Tecnica
4506769698;2025-09-16;2025-09-16;BAIXA GRANDE;CAMILO;Inapto;Deficiencia Tecnica
4506777017;2025-09-16;;BAIXA GRANDE;CAMILO;Aguardando retorno;
4506771673;2025-09-16;2025-09-16;BAIXA GRANDE;CAMILO;Apto;Apto
4506770262;2025-09-16;;JACOBINA;CAMILO;Aguardando retorno;
4506777013;2025-09-16;;JACOBINA;CAMILO;Aguardando retorno;
4506769759;2025-09-16;;MUNDO NOVO;CAMILO;Aguardando retorno;
4506773151;2025-09-16;;MUNDO NOVO;CAMILO;Aguardando retorno;
4506774106;2025-09-16;;OUROLANDIA;CAMILO;Aguardando retorno;
4506777009;2025-09-16;;SAO JOSE DO JACUIPE;CAMILO;Aguardando retorno;
4506768217;2025-09-16;;UMBURANAS;CAMILO;Aguardando retorno;
4506769203;2025-09-16;;VARZEA DO POCO;CAMILO;Aguardando retorno;
4506771118;2025-09-16;;PIRITIBA;CAMILO;Aguardando retorno;
4506773143;2025-09-16;;PIRITIBA;CAMILO;Aguardando retorno;
4506768696;2025-09-16;;CALDEIRAO GRANDE;CAMILO;Aguardando retorno;
4506776545;2025-09-16;;SERROLANDIA;CAMILO;Aguardando retorno;
4506765265;2025-09-16;;SAO JOSE DO JACUIPE;CAMILO;Aguardando retorno;
4506768704;2025-09-16;;CALDEIRAO GRANDE;CAMILO;Aguardando retorno;
4506777010;2025-09-16;;MIGUEL CALMON;CAMILO;Aguardando retorno;
4506763795;2025-09-16;;PIRITIBA;CAMILO;Aguardando retorno;
4506766891;2025-09-16;;JACOBINA;CAMILO;Aguardando retorno;
4506765781;2025-09-16;;CAEM;CAMILO;Aguardando retorno;
4506776047;2025-09-16;;CAEM;CAMILO;Aguardando retorno;
4506768235;2025-09-16;;JACOBINA;CAMILO;Aguardando retorno;
4506777032;2025-09-16;;SERROLANDIA;CAMILO;Aguardando retorno;
4506766903;2025-09-16;;JACOBINA;CAMILO;Aguardando retorno;
4506770734;2025-09-16;;JACOBINA;CAMILO;Aguardando retorno;
4506765800;2025-09-16;;JACOBINA;CAMILO;Aguardando retorno;
4506773167;2025-09-16;;PIRITIBA;CAMILO;Aguardando retorno;
4506763439;2025-09-16;;MUNDO NOVO;CAMILO;Aguardando retorno;
4506774145;2025-09-16;;PIRITIBA;CAMILO;Aguardando retorno;
4506774599;2025-09-16;;MIGUEL CALMON;CAMILO;Aguardando retorno;
4506535581;2025-09-17;;SERROLANDIA;CAMILO;Aguardando retorno;
4506535257;2025-09-17;;MIGUEL CALMON;CAMILO;Aguardando retorno;
4506601665;2025-09-17;;SERROLANDIA;CAMILO;Aguardando retorno;
4506736137;2025-09-17;;PIRITIBA;CAMILO;Aguardando retorno;
4506743006;2025-09-17;;CAPIM GROSSO;CAMILO;Aguardando retorno;
4506738769;2025-09-17;2025-09-17;UMBURANAS;CAMILO;Apto;Apto
4506739399;2025-09-17;2025-09-17;CAPIM GROSSO;CAMILO;Aguardando retorno;
4506737496;2025-09-17;2025-09-17;CAPIM GROSSO;CAMILO;Apto;Apto
4506748605;2025-09-17;2025-09-17;MAIRI;CAMILO;Apto;Apto
4506742487;2025-09-17;2025-09-17;TAPIRAMUTA;CAMILO;Inapto;Preparar padrao
