PROJETO;TITULO;CRITERIO;MUNICIPIO;CARTEIRA;STATUS 1;ESTÁGIO DE OBRAS;PRE FECHAMENTO;OBS;SUPERVISOR;ENCARREGADO;RESPONSÁVEL;PLANO;AVANÇO;CLIENTE;PSTP INICIAL;PSTP FINAL;DESLIGAMENTO PROGRAMADO;DATA INICIO PROGRAMADA;DATA FINAL PROGRAMADA;DATA DE REPROGRAMAÇÃO;SERVIÇO COM LV;OBRA MIGRADA;PES;LATITUDE;LONGITUDE;MAPS;DATA INICIAL REAL;DATA FINAL REAL;ENERGIZAÇÃO;ENERG. INFORMADA;OBS.1;COORD;Carteira;STATUS_AUDITORIA;MOTIVO_DESCARTE
515938;MP-CCOL-FAZ SERRA BRANCA E ARRED.-RURAL;;REMANSO;OUTUBRO;CONCLUÍDA;CONCLUÍDA;;;JORGE;JORGE;MARLOS LOPES ;14.4.12.1;100%;93;1.392;1619;;;24/10/2025;;;SIM;;;;Ver no Mapa;05/04/2025;04/10/2025;04/10/2025;06/10/2025;;JUAZEIRO;2025-10-01;Consolidado;N/A
1233696;RC-GOVE-ROD-BR 020-CENTRO;GOVERNO;CAMPO ALEGRE DE LOURDES;DEZEMBRO;CONCLUÍDA;CONCLUÍDA;COMPLETO;;SANTIAGO;JACSON;MARLOS LOPES ;8.3.2.3;100%;0;2;;;;17/12/2025;;NÃO;NÃO;;-9.5010346;-43.010159;Ver no Mapa;17/12/2025;17/12/2025;17/12/2025;SIM;;JUAZEIRO;2025-12-01;Consolidado;N/A
1189551;UB-CIND-RUA-DO ASFALTO 10-CENTRO;PRIORIDADE PLANO ANEEL;CASA NOVA;NOVEMBRO;CONCLUÍDA;ENERGIZADA;COMPLETO;;SANTIAGO;FABIO;MARLOS LOPES ;7.1.1.3;100%;;2;2;;26/11/2025;26/11/2025;;;NÃO;;-9.2935056;-40.8191625;Ver no Mapa;25/11/2025;25/11/2025;25/11/2025;SIM;;JUAZEIRO;2025-11-01;Consolidado;N/A
1201544;ER-CIND-SI-STA LUZIA-RR-SAO LUIZ;PRIORIDADE PLANO ANEEL;CASA NOVA;DEZEMBRO;CONCLUÍDA;CONCLUÍDA;COMPLETO;;EDIE JONNES;JACSON;DIEGO ALMEIDA;7.1.2.3;100%;1;2;;;02/12/2025;06/12/2025;;SIM;SIM;;-9.303507;-40.8318994;Ver no Mapa;10/12/2025;16/12/2025;16/12/2025;SIM;;JUAZEIRO;2025-12-01;Consolidado;N/A
1128536;MP-CCOL-POV-XIQUE XIQUE-RURAL;;CASA NOVA;OUTUBRO;CONCLUÍDA;CONCLUÍDA;;OURO;PAULO JUNIOR;FERNANDO;DIEGO ALMEIDA;14.4.12.1;100%;8;166;178;;07/08/2025;31/10/2025;;;SIM;;-9.6263923;-41.838502;Ver no Mapa;07/08/2025;31/10/2025;31/10/2025;31/10/2025;;JUAZEIRO;2025-10-01;Consolidado;N/A
1120926;MP CIND POV MANTEIGA RURAL MOD;;REMANSO;SETEMBRO;CONCLUÍDA;CONCLUÍDA;;;RUBEM;RUBEM;MARLOS LOPES ;14.4.12.1;100%;17;111;;;22/08/2025;;;;;;-9.5834495;-42.1018369;Ver no Mapa;02/09/2025;30/09/2025;30/09/2025;01/10/2025;;JUAZEIRO;2025-09-01;Consolidado;N/A
1229077;ER-CIND-POV-BAIXAO-RURAL;OBRAS ÁGEIS;CASA NOVA;DEZEMBRO;PROGRAMADA;NÃO INICIADA;COMPLETO;;MICHEL;;DIEGO ALMEIDA;7.1.2.3;100%;1;2;;;11/12/2025;11/12/2025;;;NÃO;;-9.394975;-41.230686;Ver no Mapa;;;;;;JUAZEIRO;2025-12-01;Consolidado;N/A
1189586;ER-CIND-POV-FAZ SERRA DA ESPERANCA-RURAL;PRIORIDADE PLANO ANEEL;CASA NOVA;DEZEMBRO;CONCLUÍDA;CONCLUÍDA;COMPLETO;;EDIE JONNES;JUAREZ;DIEGO ALMEIDA;7.1.2.3;100%;1;0;;;12/12/2025;12/12/2025;;;NÃO;;-9.3070009;-40.9293817;Ver no Mapa;12/12/2025;15/12/2025;15/12/2025;SIM;;JUAZEIRO;2025-12-01;Consolidado;N/A
1183301;UB-CIND CJ-HABITACIONAL-BORGES;PRIORIDADE PLANO ANEEL;CASA NOVA;NOVEMBRO;CONCLUÍDA;ENERGIZADA;COMPLETO;;SANTIAGO;JACSON;MARLOS LOPES ;7.1.1.10;100%;;1;1;;27/11/2025;27/11/2025;;;NÃO;;-9.299753;-40.81499;Ver no Mapa;26/11/2025;26/11/2025;26/11/2025;SIM;;JUAZEIRO;2025-11-01;Consolidado;N/A
1129183;MP-CCOL-POV.MANTEIGA-RURAL;;REMANSO;SETEMBRO;CONCLUÍDA;CONCLUÍDA;;;RUBEM;RUBEM;MARLOS LOPES ;14.4.12.1;100%;3;46;;;;;;;;;-9.5839657;-42.1016911;Ver no Mapa;02/09/2025;30/09/2025;30/09/2025;01/10/2025;;JUAZEIRO;2025-09-01;Consolidado;N/A
1161341;MP CIND POV RIACHO DO SOBRADO RURAL;QLP;CASA NOVA;DEZEMBRO;CONCLUÍDA;CONCLUÍDA;PARCIAL;FALTA TRAFO DE 10;EDIE JONNES;FABIO;DIEGO ALMEIDA;7.1.2.3;100%;1;35;;;01/12/2025;13/12/2025;;SIM;NÃO;;-9.2813404;-40.7610571;Ver no Mapa;04/12/2025;24/12/2025;24/12/2025;SIM;;JUAZEIRO;2025-12-01;Consolidado;N/A
1166759;AC-CIND-POV-PARA RURAL-BEM BOM 📸;QLP;CASA NOVA;DEZEMBRO;PROGRAMADA;NÃO INICIADA;COMPLETO;;SANTIAGO;PAULO;DIEGO ALMEIDA;7.1.2.3;100%;0;2;;;22/12/2025;22/12/2025;;;NÃO;;-9.6295349;-41.8396333;Ver no Mapa;;;;;;JUAZEIRO;2025-12-01;Consolidado;N/A
1176138;IT-CIND-POV-PAU A PIQUE-RURAL;RECLAMAÇÃO;CASA NOVA;DEZEMBRO;PROGRAMADA;NÃO INICIADA;COMPLETO;;SANTIAGO;PAULO;DIEGO ALMEIDA;7.1.2.3;100%;0;1;;;18/12/2025;24/12/2025;;SIM;NÃO;;-9.618595;-41.6521913;Ver no Mapa;;;;;;JUAZEIRO;2025-12-01;Consolidado;N/A
1146806;NT-RECOND-CSN-01C3-D166353-D166406;EQUIPAMENTO;CASA NOVA;DEZEMBRO;EM EXECUÇÃO;EQUIPAMENTO;COMPLETO;;ANDERSON;PEDRO LINO;DIEGO ALMEIDA;8.4.1.2;100%;1;2;;;19/12/2025;24/12/2025;;SIM;SIM;;-9.266944;-41.011611;Ver no Mapa;;;;;;JUAZEIRO;2025-12-01;Consolidado;N/A
1226976;ER-CIND-POV-BARRA-RURAL;QLP;CASA NOVA;DEZEMBRO;CONCLUÍDA;CONCLUÍDA;COMPLETO;;EDIE JONNES;FABIO;DIEGO ALMEIDA;7.1.2.3;100%;1;7;;;15/12/2025;24/12/2025;;;NÃO;;-9.0246061;-41.062166;Ver no Mapa;20/12/2025;22/12/2025;22/12/2025;SIM;;JUAZEIRO;2025-12-01;Consolidado;N/A
1146090;ME REFO ADF MP CIND POV XIQUE XIQUE RR;INSTITUCIONAL;CASA NOVA;DEZEMBRO;CONCLUÍDA;CONCLUÍDA;COMPLETO;;PAULO JUNIOR;;DIEGO ALMEIDA;7.1.2.3;100%;0;8;;;15/12/2025;24/12/2025;;;NÃO;;-8.9256379;-41.4202716;Ver no Mapa;17/12/2025;22/12/2025;22/12/2025;SIM;;JUAZEIRO;2025-12-01;Consolidado;N/A
1172245;RR - CIND - POV LAGOA DO MARY - RURAL;LPT;SENTO SÉ;NOVEMBRO;CONCLUÍDA;ENERGIZADA;COMPLETO;JACSON / FABIO;SANTIAGO;FABIO;SANDRO SANTOS;14.7.3;100%;2;17;17;;04/11/2025;11/11/2025;;SIM;NÃO;;-10.1193568;-41.6873124;Ver no Mapa;04/11/2025;14/11/2025;14/11/2025;SIM;;JUAZEIRO;2025-11-01;Consolidado;N/A
1204722;ER-CIND-POV-CAPIM GROSSO-RURAL;LPT;SENTO SÉ;NOVEMBRO;CONCLUÍDA;ENERGIZADA;COMPLETO;PLANO 7;SANTIAGO;FABIO;SANDRO SANTOS;14.7.3;100%;1;7;8;;18/11/2025;19/11/2025;;SIM;NÃO;;-10.3146872;-41.8565518;Ver no Mapa;17/11/2025;17/11/2025;17/11/2025;SIM;;JUAZEIRO;2025-11-01;Consolidado;N/A
1204112;ER-CIND-POV-DE CAPEADO-CAPEADO;QLA;SENTO SÉ;NOVEMBRO;CONCLUÍDA;ENERGIZADA;COMPLETO;;SANTIAGO;JACSON;SANDRO SANTOS;7.1.2.3;100%;1;6;6;;12/11/2025;12/11/2025;;SIM;NÃO;;-9.8443662;-41.802745;Ver no Mapa;10/11/2025;13/11/2025;13/11/2025;SIM;;JUAZEIRO;2025-11-01;Consolidado;N/A
1172124;RR-CIND-FAZ-MELANCIA-RURAL;;CURAÇÁ;SETEMBRO;CONCLUÍDA;CONCLUÍDA;;;EDIE JONNES;FABIO;CARLOS EDUARDO;7.1.2.3;100%;3;30;;;24/09/2025;30/09/2025;;SIM;NÃO;;-9.2082716;-39.8343706;Ver no Mapa;24/09/2025;30/09/2025;30/09/2025;01/10/2025;;JUAZEIRO;2025-09-01;Consolidado;N/A
1145786;AC CIND POV XIQUE XIQUE RURAl;;CASA NOVA;OUTUBRO;CONCLUÍDA;CONCLUÍDA;;OURO;PAULO JUNIOR;FERNANDO;DIEGO ALMEIDA;7.1.2.3;50%;18;29;29;;22/09/2025;31/10/2025;;;NÃO;;-9.1657286;-41.3927492;Ver no Mapa;22/09/2025;31/10/2025;31/10/2025;31/10/2025;;JUAZEIRO;2025-10-01;Consolidado;N/A
1088643;MP CIND FAZ CARIRI RURAL;;UAUÁ;SETEMBRO;CONCLUÍDA;CONCLUÍDA;;OURO;EDIE JONNES;JUAREZ;CARLOS EDUARDO;14.4.12.1;100%;1;29;;;12/09/2025;15/09/2025;;SIM;;;-9.9090698;-39.357881;Ver no Mapa;;18/09/2025;19/09/2025;19/09/2025;;JUAZEIRO;2025-09-01;Consolidado;N/A
1144487;MP CIND POV PAU A PIQUE RURAL;QLP;CASA NOVA;DEZEMBRO;CONCLUÍDA;CONCLUÍDA;COMPLETO;;SANTIAGO;PAULO;DIEGO ALMEIDA;7.1.2.3;100%;1;44;;;09/12/2025;26/12/2025;;SIM;NÃO;;-9.6189714;-41.660065;Ver no Mapa;;;06/01/2026;SIM;;JUAZEIRO;2025-12-01;Consolidado;N/A
1198348;ER-CIND-RUA-03-RURAL;QLA;SENTO SÉ;NOVEMBRO;CONCLUÍDA;ENERGIZADA;COMPLETO;;SANTIAGO;FABIO;SANDRO SANTOS;7.1.2.3;100%;1;4;4;;13/11/2025;13/11/2025;;SIM;NÃO;;-9.7547425;-41.8846474;Ver no Mapa;13/11/2025;14/11/2025;13/11/2025;SIM;;JUAZEIRO;2025-11-01;Consolidado;N/A
1146806;NT-RECOND-CSN-01C3-D166353-D166406;EQUIPAMENTO;CASA NOVA;NOVEMBRO;MIGRAR;EQUIPAMENTO;A SOLICITAR;;ANDERSON;PEDRO LINO;DIEGO ALMEIDA;8.4.1.2;100%;1;2;;;24/11/2025;25/11/2025;;SIM;SIM;;-9.266944;-41.011611;Ver no Mapa;;;;;;JUAZEIRO;2025-11-01;Consolidado;N/A
1042855;AC CIND-POV-BAIXAO DOS CABLOCOS RURAL;GOVERNO;CASA NOVA;DEZEMBRO;CONCLUÍDA;CONCLUÍDA;COMPLETO;;PAULO JUNIOR;FERNANDO;DIEGO ALMEIDA;7.1.2.3;100%;3;44;;;;30/12/2025;;;NÃO;;-9.070033;-41.454250;Ver no Mapa;22/11/2025;23/12/2025;23/12/2025;SIM;;JUAZEIRO;2025-12-01;Consolidado;N/A
1178440;AC-CIND-REG FV-POV-TANQUE NOVO-RURAL;;JUAZEIRO;SETEMBRO;CONCLUÍDA;LIGAÇÃO DE CLIENTES;;;EDIE JONNES;GISMARIO;VICTOR BARROS;7.1.2.3;100%;1;26;26;12/09/2025;03/09/2025;15/09/2025;;;NÃO;;-9.447105;-39.86499;Ver no Mapa;04/09/2025;13/09/2025;13/09/2025;15/09/2025;;JUAZEIRO;2025-09-01;Consolidado;N/A
1118538;ER-CIND-POV-PINHOES-CENTRO;;JUAZEIRO;SETEMBRO;CONCLUÍDA;CONCLUÍDA;;;EDIE JONNES;GISMARIO;VICTOR BARROS;LPT;100%;1;24;;;04/09/2025;30/09/2025;;SIM;SIM;;-9.5667254;-39.9208861;Ver no Mapa;19/09/2025;30/09/2025;01/10/2025;01/10/2025;;JUAZEIRO;2025-09-01;Consolidado;N/A
1139386;MP-CIND-POV PINHOES-RURAL;;JUAZEIRO;SETEMBRO;CONCLUÍDA;CONCLUÍDA;;;EDIE JONNES;GISMARIO;VICTOR BARROS;7.1.2.3;100%;1;23;25;;15/09/2025;24/09/2025;;;;;-9.5917851;-39.8765429;Ver no Mapa;;25/09/2025;25/09/2025;01/10/2025;;JUAZEIRO;2025-09-01;Consolidado;N/A
1181008;RR-CIND-FAZ-S O PEDRO 11-S O PEDRO;;JUAZEIRO;OUTUBRO;CONCLUÍDA;CONCLUÍDA;;PAULO / CARLOS EDUARDO;SANTIAGO;PAULO;VICTOR BARROS;7.1.2.3;100%;1;21;22;;07/10/2025;31/10/2025;31/10/2025;NÃO;NÃO;;-9.5961849;-40.4236876;Ver no Mapa;07/10/2025;31/10/2025;31/10/2025;31/10/2025;;JUAZEIRO;2025-10-01;Consolidado;N/A
1129437;LD CIND FAZ MANI OBA VELHA RURAL;;JUAZEIRO;SETEMBRO;CONCLUÍDA;CONCLUÍDA;;;SANTIAGO;PAULO;VICTOR BARROS;14.7.3;100%;1;15;22;;16/09/2025;18/09/2025;18/09/2025;SIM;SIM;;-9.2458864;-40.2915467;Ver no Mapa;;26/09/2025;26/09/2025;26/09/2025;;JUAZEIRO;2025-09-01;Consolidado;N/A
1195826;ER-CIND-RUA-03-CICERO BORGES;QLA;SENTO SÉ;NOVEMBRO;CONCLUÍDA;ENERGIZADA;COMPLETO;;SANTIAGO;JACSON;SANDRO SANTOS;7.1.2.3;100%;1;4;4;;22/11/2025;22/11/2025;;SIM;NÃO;;-9.7547425;-41.8846474;Ver no Mapa;12/11/2025;14/11/2025;14/11/2025;SIM;;JUAZEIRO;2025-11-01;Consolidado;N/A
1214805;ER-CIND-FAZ-BARRA BONITA-RURAL;;JUAZEIRO;OUTUBRO;CONCLUÍDA;CONCLUÍDA;;OURO / VAI SER 22 POSTE;SANTIAGO;IVONALDO;VICTOR BARROS;LPT;100%;3;20;20;;17/09/2025;18/10/2025;;SIM;NÃO;;-9.3149446;-40.0475408;Ver no Mapa;29/09/2025;18/10/2025;18/10/2025;20/10/2025;;JUAZEIRO;2025-10-01;Consolidado;N/A
1171602;LD-CIND ROD.PETROLINA C.NOVA KM-65RURAL 📸;PRIORIDADE PLANO ANEEL;CASA NOVA;NOVEMBRO;CONCLUÍDA;ENERGIZADA;COMPLETO;OBRA EM CAMPO DIFERENTE DO PROJETADO;SANTIAGO;FABIO;;7.1.2.3;100%;1;5;5;;25/11/2025;25/11/2025;;;NÃO;;-9.198882;-41.0174;Ver no Mapa;27/11/2025;29/11/2025;29/11/2025;SIM;;JUAZEIRO;2025-11-01;Consolidado;N/A
1144796;MP-CCOL-POV.LAGOA DOS CAVALOS-RURAL;;JUAZEIRO;SETEMBRO;CONCLUÍDA;CONCLUÍDA;;;SANTIAGO;IVONALDO;VICTOR BARROS;7.1.2.3;100%;2;19;;;10/09/2025;16/09/2025;;SIM;NÃO;;-9.2880477;-40.0738188;Ver no Mapa;17/09/2025;23/09/2025;23/09/2025;23/09/2025;;JUAZEIRO;2025-09-01;Consolidado;N/A
1201544;ER-CIND-SI-STA LUZIA-RR-SAO LUIZ;PRIORIDADE PLANO ANEEL;CASA NOVA;NOVEMBRO;MIGRAR;ESCAVAÇÃO;COMPLETO;rede cladestina;SANTIAGO;JACSON;;7.1.2.3;100%;1;2;;;27/11/2025;27/11/2025;;;NÃO;;-9.303507;-40.8318994;Ver no Mapa;;;;;;JUAZEIRO;2025-11-01;Consolidado;N/A
1146806;NT-RECOND-CSN-01C3-D166353-D166406;EQUIPAMENTO;CASA NOVA;OUTUBRO;MIGRAR;EQUIPAMENTO;;;ANDERSON;PEDRO LINO;DIEGO ALMEIDA;8.4.1.2;100%;1;2;;;28/10/2025;29/10/2025;05/11 Á 05/11;SIM;NÃO;;-9.2764992;-41.0348078;Ver no Mapa;;;;;;JUAZEIRO;2025-10-01;Consolidado;N/A
1186775;ER-CIND-RUA-DAS FLORES-RETIRO DE BAIXO;QLA;SENTO SÉ;NOVEMBRO;CONCLUÍDA;ENERGIZADA;COMPLETO;;SANTIAGO;JACSON;SANDRO SANTOS;7.1.2.3;100%;1;2;2;;18/11/2025;18/11/2025;;SIM;NÃO;;-9.9179862;-42.0964309;Ver no Mapa;26/11/2025;26/11/2025;27/11/2025;SIM;;JUAZEIRO;2025-11-01;Consolidado;N/A
1149130;IE-BANCO CAPACITOR-MND-01N4 📸;EQUIPAMENTO;CASA NOVA;OUTUBRO;MIGRAR;EQUIPAMENTO;;;ANDERSON;PEDRO LINO;DIEGO ALMEIDA;8.4.1.3;100%;1;1;;;03/11/2025;03/11/2025;03/11 Á 03/11;SIM;NÃO;;-9.3690855;-40.7984526;Ver no Mapa;;;;;;JUAZEIRO;2025-10-01;Consolidado;N/A
763601;MP-CCOL-POV CANOINHA-RURAL;;CASA NOVA;OUTUBRO;EM EXECUÇÃO;IMPLANTAÇÃO;;OURO;PAULO JUNIOR;FERNANDO;DIEGO ALMEIDA;14.7.2.3;20%;25;541;;;;;;;NÃO;;-9.1112573;-41.3759639;Ver no Mapa;;;;;;JUAZEIRO;2025-10-01;Consolidado;N/A
1146131;AC-REGFV-CCOL-POV DESTERRO-CAI ARA-III;;CASA NOVA;OUTUBRO;AVANÇO;IMPLANTAÇÃO;;OURO;PAULO JUNIOR;FERNANDO;DIEGO ALMEIDA;7.1.2.3;50%;141;394;;;;;;;NÃO;;-9.335318;-41.8057884;Ver no Mapa;;;;;;JUAZEIRO;2025-10-01;Consolidado;N/A
1184428;ER-CIND-CJN-PROJETO CURACA-CURACA 1;;JUAZEIRO;OUTUBRO;CONCLUÍDA;CONCLUÍDA;;CARLOS EDUARDO;SANTIAGO;PAULO;MARLOS LOPES ;7.1.2.3;100%;1;14;14;;28/10/2025;28/10/2025;;;NÃO;;-9.1167108;-40.0359691;Ver no Mapa;27/10/2025;31/10/2025;31/10/2025;31/10/2025;;JUAZEIRO;2025-10-01;Consolidado;N/A
1141961;MP-CIND-FAZ RIACHO DO SALGADO-RURAL 🚩;;UAUÁ;OUTUBRO;CONCLUÍDA;CONCLUÍDA;;;RODRIGUES;DOMINGOS;CARLOS EDUARDO;14.7.2;100%;1;14;14;;29/10/2025;31/10/2025;;;SIM;;-10.0231278;-39.4902749;Ver no Mapa;23/10/2025;31/10/2025;31/10/2025;31/10/2025;;JUAZEIRO;2025-10-01;Consolidado;N/A
1227534;ER-CIND-ROD-BR 349 -RURAL;QLA NOVO ENTRANTE;CASA NOVA;NOVEMBRO;CONCLUÍDA;ENERGIZADA;COMPLETO;NILO COELHO;SANTIAGO;FABIO;MARLOS LOPES ;7.1.2.3;100%;1;0;;;24/11/2025;24/11/2025;;SIM;NÃO;;-9.363677;-40.792213;Ver no Mapa;28/11/2025;29/11/2505;29/11/2025;SIM;;JUAZEIRO;2025-11-01;Consolidado;N/A
1199938;ER-CIND-FAZ-RIACHINHO-MASSANGANO;PRIORIDADE PLANO ANEEL;CASA NOVA;NOVEMBRO;CONCLUÍDA;ENERGIZADA;COMPLETO;;SANTIAGO;JACSON;SANDRO SANTOS;7.1.2.3;100%;;2;2;;28/11/2025;28/11/2025;;;NÃO;;-9.3134985;-40.8283833;Ver no Mapa;27/11/2025;29/11/2025;29/11/2025;SIM;;JUAZEIRO;2025-11-01;Consolidado;N/A
1149130;IE-BANCO CAPACITOR-MND-01N4📸;EQUIPAMENTO;CASA NOVA;NOVEMBRO;CONCLUÍDA;ENERGIZADA;COMPLETO;;ANDERSON;PEDRO LINO;DIEGO ALMEIDA;8.4.1.3;100%;1;1;1;;03/11/2025;03/11/2025;;SIM;SIM;;-9.3690855;-40.7984526;Ver no Mapa;04/11/2025;04/11/2025;04/11/2025;SIM;;JUAZEIRO;2025-11-01;Consolidado;N/A
763601;MP-CCOL-POV CANOINHA-RURAL;REPUTACIONAL;CASA NOVA;NOVEMBRO;AVANÇO;IMPLANTAÇÃO;PARCIAL;;PAULO JUNIOR;FERNANDO;DIEGO ALMEIDA;14.7.3;30%;25;541;;;;;;;NÃO;;-9.1112573;-41.3759639;Ver no Mapa;;;;;;JUAZEIRO;2025-11-01;Consolidado;N/A
1177271;RR-GRUA-POV-CURACA EB 06 KM085-RURAL;EQUIPAMENTO;CURAÇÁ;OUTUBRO;MIGRAR;EQUIPAMENTO;;OURO;ANDERSON;PEDRO LINO;CARLOS EDUARDO;7.1.1.3;100%;1;6;;;08/10/2025;10/10/2025;22/10 Á 24/10;SIM;SIM;;-9.0731065;-39.9175208;Ver no Mapa;;;;;;JUAZEIRO;2025-10-01;Consolidado;N/A
1196006;ER-CIND-POV-FERRETE-RURAL;QLP;CURAÇÁ;OUTUBRO;MIGRAR;NÃO INICIADA;;;EDIE JONNES;JUAREZ;CARLOS EDUARDO;7.1.2.3;100%;1;1;;;14/10/2025;14/10/2025;;SIM;NÃO;;-8.799146;-39.752865;Ver no Mapa;;;;;;JUAZEIRO;2025-10-01;Consolidado;N/A
1207626;ER-CIND-POV-BRJEO SECO 440-PATAMUTE;QLP;CURAÇÁ;OUTUBRO;MIGRAR;NÃO INICIADA;;;EDIE JONNES;GISMARIO;CARLOS EDUARDO;0;100%;1;1;;;22/10/2025;22/10/2025;;SIM;NÃO;;-9.50239;-39.449466;Ver no Mapa;;;;;;JUAZEIRO;2025-10-01;Consolidado;N/A
1206973;RR-GRUA-FAZ-JURITI-RURAL-CURACA;EQUIPAMENTO;CURAÇÁ;OUTUBRO;MIGRAR;EQUIPAMENTO;;OURO;ANDERSON;PEDRO LINO;CARLOS EDUARDO;7.1.2.3;100%;1;4;;;23/10/2025;24/10/2025;;SIM;SIM;;-9.055737;-39.9652039;Ver no Mapa;;;;;;JUAZEIRO;2025-10-01;Consolidado;N/A
1198350;ER-CCOL-RUA-04 AGROVILA-PEDRA BRANCA;;CURAÇÁ;OUTUBRO;MIGRAR;NÃO INICIADA;;;SANTIAGO;;CARLOS EDUARDO;14.4.12.1;100%;1;18;;;;;;;NÃO;;-8.6656868;-39.4263194;Ver no Mapa;;;;;;JUAZEIRO;2025-10-01;Consolidado;N/A
1172120;RR-CCOL-FAZ-SANTO ANTONIO-RURAL;;CURAÇÁ;OUTUBRO;AVANÇO;NÃO INICIADA;;;SANTIAGO;PAULO;CARLOS EDUARDO;7.1.2.3;100%;3;23;;;;;;;NÃO;;-9.4842407;-39.705201;Ver no Mapa;;;;;;JUAZEIRO;2025-10-01;Consolidado;N/A
1156700;MP-CCOL-FAZ-SANTO ANTONIO-RURAL;REVISÃO DE ORÇAMEN;CURAÇÁ;OUTUBRO;MIGRAR;NÃO INICIADA;;;SANTIAGO;PAULO;CARLOS EDUARDO;7.1.2.3;100%;2;37;;;;;;;NÃO;;-9.4842407;-39.705201;Ver no Mapa;;;;;;JUAZEIRO;2025-10-01;Consolidado;N/A
1161341;MP CIND POV RIACHO DO SOBRADO RURAL;PRIORIDADE PLANO ANEEL;CASA NOVA;NOVEMBRO;AVANÇO;ESCAVAÇÃO;COMPLETO;;SANTIAGO;FABIO;DIEGO ALMEIDA;7.1.2.3;50%;;35;;;21/11/2025;12/12/2025;;;NÃO;;-9.2813404;-40.7610571;Ver no Mapa;;;;;;JUAZEIRO;2025-11-01;Consolidado;N/A
1171596;ER-CIND-POV-BARRA GRANDE-RURAL;;CURAÇÁ;SETEMBRO;CONCLUÍDA;CONCLUÍDA;;;EDIE JONNES;FABIO;CARLOS EDUARDO;;100%;1;12;12;;18/09/2025;23/09/2025;;SIM;SIM;;-9.0727654;-39.9699296;Ver no Mapa;28/08/2025;11/09/2025;11/09/2025;11/09/2025;;JUAZEIRO;2025-09-01;Consolidado;N/A
1212597;ER-CIND-POV-GUANHAES 8-RURAL;;JUAZEIRO;OUTUBRO;CONCLUÍDA;CONCLUÍDA;;PAULO / CARLOS EDUARDO;RODRIGUES;CARLOS EDUARDO;MARLOS LOPES ;7;100%;1;11;12;;22/10/2025;22/10/2025;;;NÃO;;-9.1131829;-40.1285536;Ver no Mapa;23/10/2025;31/10/2025;31/10/2025;31/10/2025;;JUAZEIRO;2025-10-01;Consolidado;N/A
1146131;AC-REGFV-CCOL-POV DESTERRO-CAI ARA-III;GOVERNO;CASA NOVA;DEZEMBRO;CONCLUÍDA;CONCLUÍDA;COMPLETO;;PAULO JUNIOR;FERNANDO;DIEGO ALMEIDA;7.1.2.3;100%;141;394;248;;;30/12/2025;;SIM;NÃO;;-9.335318;-41.8057884;Ver no Mapa;05/08/2025;20/12/2025;20/12/2025;SIM;;JUAZEIRO;2025-12-01;Consolidado;N/A
1221999;IT-GRUA-POV-ITAPERA 1888-RURAL;GRUPO A;SENTO SÉ;NOVEMBRO;CONCLUÍDA;ENERGIZADA;COMPLETO;IMPLANTAR 3 POSTE;SANTIAGO;JACSON;SANDRO SANTOS;7.1.2.3;100%;1;3;3;;20/11/2025;20/11/2025;;SIM;NÃO;;-9.7632378;-41.9321487;Ver no Mapa;26/11/2025;29/11/2025;29/11/2025;SIM;;JUAZEIRO;2025-11-01;Consolidado;N/A
1211209;RR-CIND-POV-BX UMBUZEIRO-RURAL;;JUAZEIRO;OUTUBRO;CONCLUÍDA;CONCLUÍDA;;PAULO / CARLOS EDUARDO;RODRIGUES;PAULO;VICTOR BARROS;7.1.2.3;100%;1;11;11;22/10/2025;22/10/2025;22/10/2025;;SIM;NÃO;;-9.5594681;-40.530802;Ver no Mapa;21/10/2025;24/10/2025;24/10/2025;25/10/2025;;JUAZEIRO;2025-10-01;Consolidado;N/A
1174777;ER-CIND-SI-RENASCER I-LAJES;;JUAZEIRO;OUTUBRO;CONCLUÍDA;CONCLUÍDA;;;EDIE JONNES;JUAREZ;VICTOR BARROS;7.1.2.3;100%;1;10;10;24/10/2025;29/10/2025;29/10/2025;29/10/2025;;NÃO;;-9.5376924;-40.3745686;Ver no Mapa;27/10/2025;29/10/2025;29/10/2025;30/10/2025;;JUAZEIRO;2025-10-01;Consolidado;N/A
1198741;UB-CIND-RCL-RUA-RUA DILSON VIEIRA-VILA;;REMANSO;SETEMBRO;CONCLUÍDA;CONCLUÍDA;;;ANDERSON;MANUTENÇÃO;MARLOS LOPES ;7.1.1.3;100%;11;10;10;;;;;NÃO;NÃO;;-9.6063923;-42.0927632;Ver no Mapa;14/09/2025;16/09/2025;16/09/2025;17/09/2025;;JUAZEIRO;2025-09-01;Consolidado;N/A
1177187;RR-CIND-POV-SANTANA SOBRADO-RURAL;QLP;CASA NOVA;DEZEMBRO;AVANÇO;NÃO INICIADA;COMPLETO;;EDIE JONNES;FABIO;DIEGO ALMEIDA;7.1.2.3;100%;4;40;;;15/12/2025;30/12/2025;;;NÃO;;-9.278338;-40.716318;Ver no Mapa;;;;;;JUAZEIRO;2025-12-01;Consolidado;N/A
