PROJETO;TITULO;CRITERIO;MUNICIPIO;CARTEIRA;STATUS 1;ESTÁGIO DE OBRAS;PRE FECHAMENTO;OBS;SUPERVISOR;ENCARREGADO;RESPONSÁVEL;PLANO;AVANÇO;CLIENTE;PSTP INICIAL;PSTP FINAL;DESLIGAMENTO PROGRAMADO;DATA INICIO PROGRAMADA;DATA FINAL PROGRAMADA;DATA DE REPROGRAMAÇÃO;SERVIÇO COM LV;OBRA MIGRADA;PES;LATITUDE;LONGITUDE;MAPS;DATA INICIAL REAL;DATA FINAL REAL;ENERGIZAÇÃO;ENERG. INFORMADA;OBS.1;COORD;Carteira;STATUS_AUDITORIA;MOTIVO_DESCARTE
1221851;ER-CIND-SI-S O JOSE-RURAL;;JUAZEIRO;SETEMBRO;CONCLUÍDA;LIGAÇÃO DE CLIENTES;;;SANTIAGO;PAULO;VICTOR BARROS;7.1.2.3;100%;;11;9;11/09/2025;25/08/2025;11/09/2025;;SIM;;;-9.4558323;-40.4694898;Ver no Mapa;11/09/2025;13/09/2025;13/09/2025;15/09/2025;EVIDÊNCIAS DE CAVAS ESTA NO PROJETO 1190607;JUAZEIRO;2025-09-01;Consolidado;N/A
1170033;ER-CIND-RUA-S O PAULO-CENTRO-LA DO PIRES;;UAUÁ;SETEMBRO;CONCLUÍDA;CONCLUÍDA;;;EDIE JONNES;JUAREZ;CARLOS EDUARDO;14.7.3;100%;1;10;9;;15/09/2025;18/09/2025;;SIM;NÃO;;-10.0160719;-39.488488;Ver no Mapa;24/09/2025;26/09/2025;26/09/2025;30/09/2025;;JUAZEIRO;2025-09-01;Consolidado;N/A
1171363;ER-CIND-SI-S O GERALDO-RURAL;QLA;SENTO SÉ;NOVEMBRO;CONCLUÍDA;ENERGIZADA;COMPLETO;30/11/2025;SANTIAGO;FABIO;SANDRO SANTOS;0;100%;1;3;3;;14/11/2025;17/11/2025;;SIM;NÃO;;-9.7891719;-41.9595363;Ver no Mapa;21/11/2025;26/11/2025;27/11/2025;SIM;;JUAZEIRO;2025-11-01;Consolidado;N/A
1197173;IS-COEL-AV-MARIA DA G DE JESUS-J VITOR;;JUAZEIRO;SETEMBRO;CONCLUÍDA;ENERGIZADA;;;ANDERSON;MANUTENÇÃO;VICTOR BARROS;8.6.2003;100%;0;8;8;;;;05/09/2025 / 11/09/2025;SIM;SIM;;-9.425685;-40.5172658;Ver no Mapa;15/07/2025;10/09/2025;10/09/2025;10/09/2025;;JUAZEIRO;2025-09-01;Consolidado;N/A
1146090;ME REFO ADF MP CIND POV XIQUE XIQUE RR;REPUTACIONAL;CASA NOVA;NOVEMBRO;AVANÇO;VISITA PRÉVIA;A SOLICITAR;;PAULO JUNIOR;;;7.1.2.3;30%;0;8;;;;;;;NÃO;;-8.9257103;-41.4200356;Ver no Mapa;;;;;;JUAZEIRO;2025-11-01;Consolidado;N/A
1175881;ER-CIND-POV PROJETO MANDACARU-RURAL;;JUAZEIRO;OUTUBRO;CONCLUÍDA;CONCLUÍDA;;JUAREZ/ GISMARIO;EDIE JONNES;JUAREZ;MARLOS LOPES ;14.4.12.1;100%;1;7;7;23/10/2025;23/10/2025;23/10/2025;;;NÃO;;-9.3979818;-40.4010788;Ver no Mapa;23/10/2025;23/10/2025;23/10/2025;24/10/2025;;JUAZEIRO;2025-10-01;Consolidado;N/A
1142581;RC-CIND-AV-08 150-QUIDE;;JUAZEIRO;SETEMBRO;CONCLUÍDA;CONCLUÍDA;;OURO;ANDERSON;PEDRO LINO;VICTOR BARROS;8.3.2.3;100%;1;5;7;;04/09/2025;05/09/2025;10/09/2025;;NÃO;;-9.4324305;-40.5217568;Ver no Mapa;04/09/2025;10/09/2025;10/09/2025;11/09/2025;;JUAZEIRO;2025-09-01;Consolidado;N/A
763601;MP-CCOL-POV CANOINHA-RURAL;REPUTACIONAL;CASA NOVA;DEZEMBRO;EM EXECUÇÃO;NÃO INICIADA;PARCIAL;;PAULO JUNIOR;FERNANDO;DIEGO ALMEIDA;14.7.3;50%;25;541;;;;;;SIM;NÃO;;-9.1112573;-41.3759639;Ver no Mapa;;;;;;JUAZEIRO;2025-12-01;Consolidado;N/A
1146131;AC-REGFV-CCOL-POV DESTERRO-CAI ARA-III;GOVERNO;CASA NOVA;NOVEMBRO;AVANÇO;IMPLANTAÇÃO;PARCIAL;;PAULO JUNIOR;FERNANDO;DIEGO ALMEIDA;7.1.2.3;75%;141;394;;;;;;;NÃO;;-9.335318;-41.8057884;Ver no Mapa;;;;;;JUAZEIRO;2025-11-01;Consolidado;N/A
1188190;ER-CIND-ET-SERRA DA BATATEIRA-JOAO PAUL;;JUAZEIRO;OUTUBRO;CONCLUÍDA;CONCLUÍDA;;DUAS EQUIPE JUAREZ / GISMARIO;EDIE JONNES;JUAREZ;VICTOR BARROS;7.1.2.3;100%;1;6;6;20/10/2025;20/10/2025;20/10/2025;;NÃO;NÃO;;-9.5034191;-40.5139496;Ver no Mapa;20/10/2025;;;;;JUAZEIRO;2025-10-01;Consolidado;N/A
1042855;AC CIND-POV-BAIXAO DOS CABLOCOS RURAL;PRIORIDADE PLANO ANEEL;CASA NOVA;NOVEMBRO;AVANÇO;ESCAVAÇÃO;COMPLETO;DIVERGÊNCIA DE POSTE ;PAULO JUNIOR;;DIEGO ALMEIDA;7.1.2.3;80%;3;44;;;;;;;NÃO;;-9.070033;-41.454250;Ver no Mapa;;;;;;JUAZEIRO;2025-11-01;Consolidado;N/A
1116690;EQ-GRUA-FAZ-NILO COELHO-RURAL -COMPL;MELHORIA;CASA NOVA;NOVEMBRO;CONCLUÍDA;ENERGIZADA;COMPLETO;LV DA ORCA;ANDERSON;PAULO ORCA LV;SANDRO SANTOS;7.1.2.3;;;1;0;;26/11/2025;27/11/2025;;;;;-9.3723572;-40.7748641;Ver no Mapa;18/11/2025;18/11/2025;18/11/2025;SIM;;JUAZEIRO;2025-11-01;Consolidado;N/A
1198350;ER-CCOL-RUA-04 AGROVILA-PEDRA BRANCA;;CURAÇÁ;NOVEMBRO;CONCLUÍDA;ENERGIZADA;COMPLETO;;EDIE JONNES;CARLOS EDUARDO;CARLOS EDUARDO;7.1.2.3;100%;;18;19;;15/08/2025;31/10/2025;;;;;-8.6656868;-39.4263194;Ver no Mapa;05/11/2025;14/11/2025;14/11/2025;SIM;;JUAZEIRO;2025-11-01;Consolidado;N/A
1172120;RR-CCOL-FAZ-SANTO ANTONIO-RURAL;;CURAÇÁ;NOVEMBRO;CONCLUÍDA;ENERGIZADA;COMPLETO;;RODRIGUES;PAULO;CARLOS EDUARDO;7.1.2.3;100%;3;23;25;;03/11/2025;03/11/2025;;SIM;SIM;;-9.4842407;-39.705201;Ver no Mapa;11/11/2025;29/11/2025;29/11/2025;SIM;;JUAZEIRO;2025-11-01;Consolidado;N/A
1032275;ER-CIND-POV-PONTAL-RURAL;JUDICIAL;JUAZEIRO;OUTUBRO;CONCLUÍDA;CONCLUÍDA;;OURO;EDIE JONNES;GISMARIO;VICTOR BARROS;14.4.12.1;100%;1;6;6;;16/10/2025;31/10/2025;;SIM;SIM;;-9.0742368;-40.2047431;Ver no Mapa;31/10/2025;31/10/2025;31/10/2025;31/10/2025;;JUAZEIRO;2025-10-01;Consolidado;N/A
1177271;RR-GRUA-POV-CURACA EB 06 KM085-RURAL;EQUIPAMENTO;CURAÇÁ;DEZEMBRO;CONCLUÍDA;CONCLUÍDA;COMPLETO;EQUIPAMENTO;ANDERSON;PEDRO LINO;CARLOS EDUARDO;7.1.1.3;100%;1;6;6;;;08/12/2025;;SIM;SIM;;-9.0731065;-39.9175208;Ver no Mapa;18/10/2025;05/12/2025;05/12/2025;SIM;;JUAZEIRO;2025-12-01;Consolidado;N/A
1156700;MP-CCOL-FAZ-SANTO ANTONIO-RURAL;;CURAÇÁ;NOVEMBRO;CONCLUÍDA;ENERGIZADA;COMPLETO;;RODRIGUES;PAULO;CARLOS EDUARDO;7.1.2.3;100%;2;37;38;;03/11/2025;29/11/2025;;SIM;SIM;;-9.4842407;-39.705201;Ver no Mapa;07/11/2025;29/11/2025;29/11/2025;SIM;;JUAZEIRO;2025-11-01;Consolidado;N/A
1177271;RR-GRUA-POV-CURACA EB 06 KM085-RURAL;EQUIPAMENTO;CURAÇÁ;NOVEMBRO;MIGRAR;EQUIPAMENTO;COMPLETO;OURO;ANDERSON;PEDRO LINO;CARLOS EDUARDO;7.1.1.3;100%;1;6;6;;08/10/2025;;;SIM;SIM;;-9.0731065;-39.9175208;Ver no Mapa;;;;;;JUAZEIRO;2025-11-01;Consolidado;N/A
1206973;RR-GRUA-FAZ-JURITI-RURAL-CURACA;EQUIPAMENTO;CURAÇÁ;NOVEMBRO;MIGRAR;EQUIPAMENTO;COMPLETO;OURO;ANDERSON;PEDRO LINO;CARLOS EDUARDO;7.1.2.3;100%;1;4;1;;23/10/2025;;;SIM;SIM;;-9.055737;-39.9652039;Ver no Mapa;;;;;;JUAZEIRO;2025-11-01;Consolidado;N/A
1195955;ER-CIND-POV-MARIA PRETA 200-MARIA PRETA;;UAUÁ;OUTUBRO;CONCLUÍDA;CONCLUÍDA;;3 EQUIPES;EDIE JONNES;JUAREZ;CARLOS EDUARDO;7.1.2.4;100%;2;6;6;;11/10/2025;17/10/2025;17/10/2025;SIM;SIM;;-9.8345324;-39.4149138;Ver no Mapa;12/09/2025;17/10/2025;17/10/2025;20/10/2025;;JUAZEIRO;2025-10-01;Consolidado;N/A
1225553;ER-CIND-FAZ MATIAIS DA ROCHA-SAO MATEUS;PRIORIDADE PLANO ANEEL;CURAÇÁ;NOVEMBRO;CONCLUÍDA;ENERGIZADA;COMPLETO;;RODRIGUES;DOMINGOS;CARLOS EDUARDO;7.1.2.3;100%;1;4;3;;12/11/2025;13/11/2025;;SIM;NÃO;;-9.517583;-39.4681431;Ver no Mapa;13/11/2025;13/11/2025;14/11/2025;SIM;;JUAZEIRO;2025-11-01;Consolidado;N/A
1190871;IE-RELIGADOR-PDB-01P3-T18756;EQUIPAMENTO;CURAÇÁ;NOVEMBRO;CONCLUÍDA;ENERGIZADA;COMPLETO;;ANDERSON;PEDRO LINO;CARLOS EDUARDO;8.2.2.2;100%;1;1;1;;18/11/2025;19/11/2025;;SIM;NÃO;;-8.6731137;-39.4382469;Ver no Mapa;;;;;;JUAZEIRO;2025-11-01;Consolidado;N/A
1144762;PT UAU 34 5 13 8KV;EQUIPAMENTO;UAUÁ;OUTUBRO;CONCLUÍDA;CONCLUÍDA;;OURO;ANDERSON;MANUTENÇÃO;CARLOS EDUARDO;1.2.2.2.3;100%;1;6;6;;13/10/2025;15/10/2025;;SIM;NÃO;;-9.8468026;-39.4664253;Ver no Mapa;23/10/2025;30/10/2025;30/10/2025;31/10/2025;;JUAZEIRO;2025-10-01;Consolidado;N/A
1128925;LD-CIND-POV BAIXAO-RURAL-CSN;;CASA NOVA;SETEMBRO;CONCLUÍDA;CONCLUÍDA;;2 EQUIPES ADC;SANTIAGO;IVONALDO;SANDRO SANTOS;14.7.3;100%;;6;6;15/09/2025;;;;NÃO;SIM;;-9.3139292;-41.0714687;Ver no Mapa;15/09/2025;27/09/2025;30/09/2025;30/09/2025;;JUAZEIRO;2025-09-01;Consolidado;N/A
1199956;ER-CIND-FAZ-MACAMBIRA-RURAL;;CURAÇÁ;SETEMBRO;CONCLUÍDA;LIGAÇÃO DE CLIENTES;;;EDIE JONNES;FABIO;CARLOS EDUARDO;7.1.2.3;100%;1;6;6;;15/09/2025;16/09/2025;;;;;-8.9702533;-39.823905;Ver no Mapa;13/09/2025;12/09/2025;12/09/2025;15/09/2025;;JUAZEIRO;2025-09-01;Consolidado;N/A
1160650;LD-CIND-FAZ FORTALEZA-RURAL;;JUAZEIRO;OUTUBRO;AVANÇO;NÃO INICIADA;;;SANTIAGO;;VICTOR BARROS;7.1.2.3;50%;2;37;;;;;;;NÃO;;-9.862428;-40.4118214;Ver no Mapa;;;;;;JUAZEIRO;2025-10-01;Consolidado;N/A
1162074;AC-CIND-FAZ-MASSAYO-RURAL;;JUAZEIRO;OUTUBRO;AVANÇO;NÃO INICIADA;;;SANTIAGO;;VICTOR BARROS;7.1.2.3;10%;1;45;;;;;;;NÃO;;-9.4570754;-40.3571651;Ver no Mapa;;;;;;JUAZEIRO;2025-10-01;Consolidado;N/A
1159894;UB-CIND-RUA-JUAZEIRO-2;;JUAZEIRO;OUTUBRO;EM EXECUÇÃO;LANÇAMENTO;;OURO;SANTIAGO;IVONALDO;VICTOR BARROS;7.1.1.3;70%;1;66;;;;28/11/2025;;SIM;SIM;;-9.4665442;-40.4999899;Ver no Mapa;19/08/2025;;;;;JUAZEIRO;2025-10-01;Consolidado;N/A
1202786;ER-CIND-POV-MULUNGU-RURAL;;JUAZEIRO;OUTUBRO;MIGRAR;IMPLANTAÇÃO;;PAULO / CARLOS EDUARDO;SANTIAGO;PAULO;MARLOS LOPES ;7.1.2.3;100%;1;13;;;23/10/2025;24/10/2025;;;NÃO;;-9.370671;-40.277251;Ver no Mapa;;;;;;JUAZEIRO;2025-10-01;Consolidado;N/A
1153460;MP-CIND-RUA-DOS VERMELHOS-RURAL;;JUAZEIRO;OUTUBRO;MIGRAR;IMPLANTAÇÃO;;PAULO / CARLOS EDUARDO;SANTIAGO;PAULO;VICTOR BARROS;7.1.2.3;100%;3;26;;;29/10/2025;13/11/2025;;NÃO;;;-9.5992005;-40.3925912;Ver no Mapa;;;;;;JUAZEIRO;2025-10-01;Consolidado;N/A
1113834;AC-CIND ESCOLA MUN.DE BREJINHO-RURAL;;PILÃO ARCADO;OUTUBRO;MIGRAR;LANÇAMENTO;;;PAULO JUNIOR;AILTON;MARLOS LOPES ;7.1.2.3;100%;65;416;;17/09/2025;;30/10/2025;;SIM;NÃO;;-9.9331343;-42.9012232;Ver no Mapa;;;;;;JUAZEIRO;2025-10-01;Consolidado;N/A
1132085;ER-SEIN-RUA-DAS FLORES-XIQUE-XIQUE;;PILÃO ARCADO;OUTUBRO;AVANÇO;VISITA PRÉVIA;;OURO;SANTIAGO;;MARLOS LOPES ;14.4.12.1;100%;11;26;;;;;;;SIM;;-10.5568842;-42.6234047;Ver no Mapa;;;;;;JUAZEIRO;2025-10-01;Consolidado;N/A
1217996;IT-CIND-RUA-CINCO-CENTRO;;JUAZEIRO;SETEMBRO;CONCLUÍDA;LIGAÇÃO DE CLIENTES;;OURO;ANDERSON;PEDRO LINO;VICTOR BARROS;7.1.1.3;100%;0;6;6;12/09/2025;11/09/2025;12/09/2025;;SIM;;;-9.441304;-40.5175529;Ver no Mapa;11/09/2025;13/09/2025;13/09/2025;15/09/2025;;JUAZEIRO;2025-09-01;Consolidado;N/A
1173776;RR-GRUA-FAZ-VERMELHO-RURAL;;JUAZEIRO;SETEMBRO;CONCLUÍDA;ENERGIZADA;;PRIORIDADE;EDIE JONNES;GISMARIO;CARLOS EDUARDO;8.6.3;100%;;6;5;;12/08/2025;27/09/2025;27/09/2025;SIM;SIM;;-9.4328027;-39.7841685;Ver no Mapa;;;10/09/2025;11/09/2025;;JUAZEIRO;2025-09-01;Consolidado;N/A
1146087;MP-CCOL-FAZ.NOVA TAPUA-RURAL;;REMANSO;OUTUBRO;CONCLUÍDA;CONCLUÍDA;;;JORGE;JORGE;MARLOS LOPES ;14.4.12.1;60%;12;172;;;;;;;NÃO;;-9.4735036;-42.2501527;Ver no Mapa;07/08/2025;31/10/2025;31/10/2025;31/10/2025;;JUAZEIRO;2025-10-01;Consolidado;N/A
1212241;ER-CIND-POV-CACIMBA DO SILVA-CACIMBA;;JUAZEIRO;OUTUBRO;CONCLUÍDA;CONCLUÍDA;;DUAS EQUIPE JUAREZ / GISMARIO;EDIE JONNES;JUAREZ;MARLOS LOPES ;7.1.2.3;100%;2;5;5;;07/10/2025;07/10/2025;;SIM;NÃO;;-9.2339443;-40.1204066;Ver no Mapa;07/10/2025;07/10/2025;07/10/2025;08/10/2025;;JUAZEIRO;2025-10-01;Consolidado;N/A
1196006;ER-CIND-POV-FERRETE-RURAL;QLP;CURAÇÁ;NOVEMBRO;CONCLUÍDA;ENERGIZADA;COMPLETO;;RODRIGUES;DOMINGOS;CARLOS EDUARDO;7.1.2.3;100%;1;1;1;;14/11/2025;14/11/2025;;SIM;SIM;;-8.799146;-39.752865;Ver no Mapa;12/11/2025;12/11/2025;12/11/2025;SIM;;JUAZEIRO;2025-11-01;Consolidado;N/A
1207626;ER-CIND-POV-BRJEO SECO 440-PATAMUTE;QLP;CURAÇÁ;NOVEMBRO;CONCLUÍDA;ENERGIZADA;COMPLETO;;RODRIGUES;DOMINGOS;CARLOS EDUARDO;7.1.2.3;100%;1;1;1;;12/11/2025;12/11/2025;;SIM;SIM;;-9.50239;-39.449466;Ver no Mapa;13/11/2025;13/11/2025;14/11/2025;SIM;;JUAZEIRO;2025-11-01;Consolidado;N/A
1206973;RR-GRUA-FAZ-JURITI-RURAL-CURACA;EQUIPAMENTO;CURAÇÁ;DEZEMBRO;CONCLUÍDA;CONCLUÍDA;COMPLETO;EQUIPAMENTO;ANDERSON;PEDRO LINO;CARLOS EDUARDO;7.1.2.3;100%;1;4;1;;;08/12/2025;;SIM;SIM;;-9.055737;-39.9652039;Ver no Mapa;20/10/2025;09/12/2025;09/12/2025;SIM;;JUAZEIRO;2025-12-01;Consolidado;N/A
1175575;AC-CIND-POV-LAGOA GRANDE-RURAL;;SOBRADINHO;OUTUBRO;CONCLUÍDA;CONCLUÍDA;;;EDIE JONNES;GISMARIO;SANDRO SANTOS;7.1.2.3;100%;1;5;5;16/10/2025;13/10/2025;16/10/2025;;NÃO;SIM;;-9.5095062;-40.7745147;Ver no Mapa;;;;;;JUAZEIRO;2025-10-01;Consolidado;N/A
1153460;MP-CIND-RUA-DOS VERMELHOS-RURAL;;JUAZEIRO;NOVEMBRO;CONCLUÍDA;ENERGIZADA;COMPLETO;PAULO / CARLOS EDUARDO;RODRIGUES;PAULO;VICTOR BARROS;7.1.2.3;100%;3;26;26;;29/10/2025;07/11/2025;;SIM;SIM;;-9.5992005;-40.3925912;Ver no Mapa;27/10/2025;03/11/2025;03/11/2025;SIM;;JUAZEIRO;2025-11-01;Consolidado;N/A
1202786;ER-CIND-POV-MULUNGU-RURAL;QLP;JUAZEIRO;NOVEMBRO;CONCLUÍDA;ENERGIZADA;COMPLETO;PAULO / CARLOS EDUARDO;RODRIGUES;PAULO;MARLOS LOPES ;7.1.2.3;100%;1;13;13;;23/10/2025;24/10/2025;;SIM;SIM;;-9.370671;-40.277251;Ver no Mapa;23/10/2025;03/11/2025;03/11/2025;SIM;;JUAZEIRO;2025-11-01;Consolidado;N/A
1195081;EQ COEL ROD BR 324 RURAL;EQUIPAMENTO;REMANSO;OUTUBRO;MIGRAR;EQUIPAMENTO;;;ANDERSON;PEDRO LINO;MARLOS LOPES ;7.1.2.3;100%;1;2;;;06/10/2025;07/10/2025;31/10 Á 01/10;SIM;NÃO;;-9.6019523;-42.0840707;Ver no Mapa;;;;;;JUAZEIRO;2025-10-01;Consolidado;N/A
1228694;REDE PEDAGOGICA REMANSO (COELBA);;REMANSO;OUTUBRO;MIGRAR;NÃO INICIADA;;;ANDERSON;MANUTENÇÃO;;;100%;;;;;15/10/2025;22/10/2025;;NÃO;NÃO;;;;;;;;;;JUAZEIRO;2025-10-01;Consolidado;N/A
1173964;RR-CIND-POV-SALINA GRANDE-RURAL;JUDICIAL;REMANSO;OUTUBRO;AVANÇO;LANÇAMENTO;;OURO;JORGE;JORGE;MARLOS LOPES ;14.4.12.1;60%;36;227;;;;;;;NÃO;;-9.419018;-41.92037;Ver no Mapa;;;;;;JUAZEIRO;2025-10-01;Consolidado;N/A
1058100;AC-CIND-POV-PONTA DA SERRA-RURAL;;REMANSO;OUTUBRO;EM EXECUÇÃO;LANÇAMENTO;;;RUBEM;RUBEM;MARLOS LOPES ;7.1.2.3;90%;59;380;;;;;;;;;-9.392305;-42.1929795;Ver no Mapa;;;;;;JUAZEIRO;2025-10-01;Consolidado;N/A
1221327;ER-CIND-SI QUIXABEIRA-JUREMAL🚩;JUDICIAL;JUAZEIRO;NOVEMBRO;CONCLUÍDA;ENERGIZADA;COMPLETO;;EDIE JONNES;JUAREZ;VICTOR BARROS;7.1.2.3;100%;1;5;5;;14/11/2025;17/11/2025;;NÃO;NÃO;;-9.7466774;-40.4149067;Ver no Mapa;07/10/2025;08/11/2025;08/11/2025;SIM;;JUAZEIRO;2025-11-01;Consolidado;N/A
1211795;ER-CIND-POV-DE MARI 17-MARI;;JUAZEIRO;SETEMBRO;CONCLUÍDA;ENERGIZADA;;;SANTIAGO;IVONALDO;VICTOR BARROS;LPT;100%;1;5;5;;08/09/2025;09/09/2025;;NÃO;NÃO;;-9.2859987;-39.9964594;Ver no Mapa;16/09/2025;16/09/2025;16/09/2025;17/09/2025;;JUAZEIRO;2025-09-01;Consolidado;N/A
1201831;AC-CIND-AV-SEBASTIAO ALMEIDA B-PEDRA D L;PRIORIDADE PLANO ANEEL;JUAZEIRO;NOVEMBRO;CONCLUÍDA;ENERGIZADA;COMPLETO;;EDIE JONNES;JUAREZ;VICTOR BARROS;7.1.1.3;100%;1;3;3;;17/11/2025;18/11/2025;26/11/2025;SIM;NÃO;;-9.422268;-40.5278411;Ver no Mapa;17/11/2025;27/11/2025;27/11/2025;SIM;;JUAZEIRO;2025-11-01;Consolidado;N/A
1161869;ER-CIND-FAZ-MASSAYO -RURAL📸;REPUTACIONAL;JUAZEIRO;NOVEMBRO;MIGRAR;ESCAVAÇÃO;COMPLETO;;EDIE JONNES;JUAREZ;VICTOR BARROS;7.1.2.3;100%;0;4;;;26/11/2025;28/11/2025;;SIM;NÃO;;-9.4692888;-40.4739534;Ver no Mapa;;;;;;JUAZEIRO;2025-11-01;Consolidado;N/A
1162074;AC-CIND-FAZ-MASSAYO-RURAL;;JUAZEIRO;NOVEMBRO;AVANÇO;NÃO INICIADA;SO CONCRETO;SOLICITAR POSTE ;EDIE JONNES;CARLOS EDUARDO;VICTOR BARROS;7.1.2.3;25%;1;46;;;;;;SIM;NÃO;;-9.4570754;-40.3571651;Ver no Mapa;;;;;;JUAZEIRO;2025-11-01;Consolidado;N/A
1101655;AL - GRUA - ENT. JUNCO SALITRE - RURAL;;JUAZEIRO;NOVEMBRO;AVANÇO;NÃO INICIADA;A SOLICITAR;PROJETO VAI PARA REVISÃO;RODRIGUES;DOMINGOS;;7.1.6.3 ;30%;0;75;;;24/11/2025;31/01/2026;;;;;;;Ver no Mapa;;;;;;JUAZEIRO;2025-11-01;Consolidado;N/A
1204826;UB-CCOL-CJN-QD QI-M-TANCREDO NEVES 🕯️;PRIORIDADE PLANO ANEEL;JUAZEIRO;NOVEMBRO;CONCLUÍDA;ENERGIZADA;COMPLETO;;EDIE JONNES;JUAREZ;VICTOR BARROS;7.1.1.3;100%;0;1;1;;20/11/2025;21/11/2025;;SIM;NÃO;;-9.4510479;-40.4962497;Ver no Mapa;25/11/2025;25/11/2025;25/11/2025;SIM;;JUAZEIRO;2025-11-01;Consolidado;N/A
1225153;RC-PREF-AV-JOAO DURVAL-JOAO XXIII 🚩;;JUAZEIRO;NOVEMBRO;CONCLUÍDA;ENERGIZADA;COMPLETO;;EDIE JONNES;JUAREZ;VICTOR BARROS;8.3.2.3;100%;1;1;1;;03/11/2025;03/11/2025;;NÃO;NÃO;;-9.432285;-40.4977978;Ver no Mapa;04/11/2025;04/11/2025;04/11/2025;SIM;;JUAZEIRO;2025-11-01;Consolidado;N/A
1225908;ER-CIND-ET-BATATEIRA-RURAL 🕯️;QLP;JUAZEIRO;NOVEMBRO;CONCLUÍDA;ENERGIZADA;COMPLETO;;EDIE JONNES;JUAREZ;VICTOR BARROS;7.1.2.3;100%;1;1;;10/11/2025;10/11/2025;10/11/2025;;NÃO;NÃO;;-9.4881409;-40.4917585;Ver no Mapa;10/11/2025;10/11/2025;10/11/2025;SIM;;JUAZEIRO;2025-11-01;Consolidado;N/A
1206271;UB-CIND-AV-ACM 425-CURACA 1;;CURAÇÁ;SETEMBRO;CONCLUÍDA;LIGAÇÃO DE CLIENTES;;;EDIE JONNES;FABIO;CARLOS EDUARDO;7.1.1.3;100%;1;4;4;;12/09/2025;12/09/2025;;;NÃO;;-8.9974759;-39.9028056;Ver no Mapa;;12/092025;12/09/2025;15/09/2025;;JUAZEIRO;2025-09-01;Consolidado;N/A
1184453;ER-CIND-POV-PINHOES-PINHOES;;JUAZEIRO;SETEMBRO;CONCLUÍDA;CONCLUÍDA;;INICIAR ESCAVAÇÃO 09/09;ANDERSON;MANUTENÇÃO;VICTOR BARROS;7.1.2.3;100%;1;4;4;;20/09/2025;20/09/2025;;SIM;NÃO;;-9.5304595;-39.9539396;Ver no Mapa;15/09/2025;16/09/2025;16/09/2025;17/09/2025;;JUAZEIRO;2025-09-01;Consolidado;N/A
1194738;ER-CIND-POV-CALDEIRAO DO LALAU-CALDEIRAO;;UAUÁ;SETEMBRO;CONCLUÍDA;CONCLUÍDA;;;EDIE JONNES;JUAREZ;CARLOS EDUARDO;7.1.2.3;100%;1;4;4;23/09/2025;23/09/2025;23/09/2025;;NÃO;;;-9.7860976;-39.6467436;Ver no Mapa;23/09/2025;23/09/2025;23/09/2025;24/09/2025;;JUAZEIRO;2025-09-01;Consolidado;N/A
1209583;ER-CIND-POV-ITAPERA-RURAL SENTO SE;LPT;SENTO SÉ;NOVEMBRO;CONCLUÍDA;ENERGIZADA;COMPLETO;PLANO 7;SANTIAGO;FABIO;SANDRO SANTOS;14.7.3;100%;1;2;2;;11/11/2025;11/11/2025;18/11/2025;SIM;NÃO;;-9.7523435;-41.9239541;Ver no Mapa;17/11/2025;18/11/2025;18/11/2025;SIM;;JUAZEIRO;2025-11-01;Consolidado;N/A
1225040;RC-PREF-TRV-DA MARAVILHA-ALAGADICO🚩 ;;JUAZEIRO;NOVEMBRO;CONCLUÍDA;ENERGIZADA;COMPLETO;;RODRIGUES;IVONALDO;VICTOR BARROS;8.3.2.3;100%;1;1;1;;06/11/2025;06/11/2025;;NÃO;NÃO;;-9.420931;-40.505917;Ver no Mapa;06/11/2025;06/11/2025;06/11/2025;SIM;;JUAZEIRO;2025-11-01;Consolidado;N/A
1163416;ER CIND POV JUNCO SALITRE RURAL;;JUAZEIRO;SETEMBRO;CONCLUÍDA;ENERGIZADA;;OURO;ANDERSON;PEDRO LINO;SANDRO SANTOS;LPT;100%;1;4;;;24/09/2025;25/09/2025;;SIM;NÃO;;-9.6748125;-40.6029115;Ver no Mapa;25/06/2025;26/09/2025;26/09/2025;26/09/2025;;JUAZEIRO;2025-09-01;Consolidado;N/A
1176249;ER-CIND-POV-TATAUI-RURAL-SOBRADINHO;;SOBRADINHO;SETEMBRO;CONCLUÍDA;CONCLUÍDA;;;ANDERSON;PEDRO LINO;DIEGO ALMEIDA;7.1.2.3;100%;1;4;;22/09/2025;22/09/2025;22/09/2025;;SIM;NÃO;;-9.524956;-40.8539064;Ver no Mapa;;;;;;JUAZEIRO;2025-09-01;Consolidado;N/A
1159828;ER-CIND-FAZ-ANGICO-ARVORE;RECLAMAÇÃO;CURAÇÁ;OUTUBRO;CONCLUÍDA;CONCLUÍDA;;;EDIE JONNES;JUAREZ;CARLOS EDUARDO;14.7.3;100%;1;3;3;;13/10/2025;14/10/2025;;SIM;NÃO;;-8.7202699;-39.6777811;Ver no Mapa;20/10/2025;27/10/2025;27/10/2025;28/10/2025;;JUAZEIRO;2025-10-01;Consolidado;N/A
