PROJETO_FATO;Carteira;COORD;TÍTULO;MUNICIPIO;STATUS;CLIET.;PSTP;PST EXEC;CAVA PRONTA;CAVA P/ DETON;PLANO;AVNP;PV. INÍCIO;PV. FIM;ENCARREGADO;SUPERVISOR;AR;LATITUDE;LONGITUDE;STATUS 1.1;DATA DE ENERG.;VALOR/PST;Unnamed: 5;GPM;VALOR A FATURAR;TITULO.1;STATUS 2;REPROGRAMAÇÃO;TITULO;CRITERIO;ESTÁGIO DE OBRAS;PRE FECHAMENTO;OBS;RESPONSÁVEL;CLIENTE;DESLIGAMENTO PROGRAMADO;DATA INICIO PROGRAMADA;DATA FINAL PROGRAMADA;DATA DE REPROGRAMAÇÃO;SERVIÇO COM LV;OBRA MIGRADA;PES;MAPS;DATA INICIAL REAL;DATA FINAL REAL;ENERG. INFORMADA;OBS.1
1201323;05/01/2025;JUAZEIRO;RR-CIND-POV-TOME-RURAL;JUAZEIRO;CONCLUIDA;2;23;23;;;;100%;07/05/2025;17/05/2025;GISMARIO;EDIE JONNES;;;;;;R$ 39.100,00;;;;;;;;;;;;;;;;;;;;;;;;;
1126041;05/01/2025;JUAZEIRO;IT CIND FAZ CURAÇA PEQUENO RURAL;JUAZEIRO;MIGRAR;0;95;95;;;PLANO 7;100%;14/05/2025;31/05/2025;FABIO;SANTIAGO;;;;;;R$ 161.500,00;;;;;;;;;;;;;;;;;;;;;;;;;
1193204;05/01/2025;JUAZEIRO;ER-CCOL-FAZ-ALEGRIA-DUNAS;CURAÇÁ;CONCLUIDA;1;2;2;;;PLANO 7;100%;12/05/2025;14/05/2025;GISMARIO;EDIE JONNES;;;;;;R$ 3.400,00;;;;;;;;;;;;;;;;;;;;;;;;;
0806660;05/01/2025;JUAZEIRO;MP-CCOL-POV. CHAMUSCADO-RURAL;PILÃO ARCADO;AVANÇO;19;208;104;;;PLANO 7;50%;12/05/2025;30/06/2025;EMERSON;EMERSON;;;;;;R$ 176.800,00;;;;;;;;;;;;;;;;;;;;;;;;;
0556240;05/01/2025;JUAZEIRO;RR-CCOL-POV.SÃO FRANCISCO-RURAL;REMANSO;ENTREGA;15;73;73;;;PLANO 14;100%;12/05/2025;28/05/2025;DOMINGOS ;PAULO JUNIOR;;;;;;R$ 124.100,00;;;;;;;;;;;;;;;;;;;;;;;;;
1058096;05/01/2025;JUAZEIRO;MP-CCOL-POV-PONTA DA SERRA-RURAL;REMANSO;AVANÇO;6;74;37;;;PLANO 14;50%;20/05/2025;30/06/2025;RUBEM;RUBEM;;;;;;R$ 62.900,00;;;;;;;;;;;;;;;;;;;;;;;;;
1058100;05/01/2025;JUAZEIRO;AC-CIND-POV-PONTA DA SERRA-RURAL;REMANSO;AVANÇO;59;380;76;;;PLANO 7;20%;20/05/2025;31/08/2025;RUBEM;RUBEM;;;;;;R$ 129.200,00;;;;;;;;;;;;;;;;;;;;;;;;;
1182615;05/01/2025;JUAZEIRO;UCIND-ROD-235 KM-CENTRO;REMANSO;ENTREGA;1;1;1;;;PLANO 7;100%;13/05/2025;23/05/2025;DOMINGOS ;PAULO JUNIOR;;;;;;R$ 1.700,00;;;;;;;;;;;;;;;;;;;;;;;;;
1183798;05/01/2025;JUAZEIRO;ER-CIND-POV-LAGOA DE S BENTO-RURAL;REMANSO;ENTREGA;3;18;18;;;PLANO 7;100%;31/05/2025;31/05/2025;AILTON;PAULO JUNIOR;;;;;;R$ 30.600,00;;;;;;;;;;;;;;;;;;;;;;;;;
0515938;05/01/2025;JUAZEIRO;MP-CCOL-FAZ SERRA BRANCA E ARRED.-RURAL;REMANSO;AVANÇO;21;1390;834;;;PLANO 14;60%;01/05/2025;30/06/2025;JORGE;JORGE;;;;;;R$ 1.417.800,00;;;;;;;;;;;;;;;;;;;;;;;;;
1181568;05/01/2025;JUAZEIRO;ER-CIND-POV-ILHA ANDORINHA-I ANDORINHA;SENTO SÉ;ENTREGA;3;19;19;;;PLANO 7;100%;27/05/2025;31/05/2025;CARLOS;SANTIAGO;;;;;;R$ 32.300,00;;;;;;;;;;;;;;;;;;;;;;;;;
1191690;05/01/2025;JUAZEIRO;ME-COEL-ET-AGUAS BELAS-MALHADA DA AREIA;JUAZEIRO;CONCLUIDA;0;2;2;;;;100%;01/05/2025;31/05/2025;IVONALDO;SANTIAGO;;;;;;R$ 3.400,00;;;;;;;;;;;;;;;;;;;;;;;;;
1093845;05/01/2025;JUAZEIRO;LD-CIND-POV LIMOEIRO-RURAL;SENTO SÉ;CONCLUIDA;1;12;13;;;PLANO 14;100%;22/05/2025;28/05/2025;CARLOS;SANTIAGO;;SANDRO;;;;R$ 20.400,00;;;;;;;;;;;;;;;;;;;;;;;;;
1064697;05/01/2025;JUAZEIRO;ER-CIND-POV-PINHOES-RURAL;JUAZEIRO;CONCLUIDA;1;3;3;;;PLANO 7;100%;05/05/2025;10/05/2025;GISMARIO;EDIE JONNES;;;;;;R$ 5.100,00;;;;;;;;;;;;;;;;;;;;;;;;;
1165609;05/01/2025;JUAZEIRO;LD-CIND-POV-DESENGANO-RURAL;SENTO SÉ;CONCLUIDA;1;11;11;;;PLANO 7;100%;01/05/2025;15/05/2025;EMERSON;EMERSON;;;;;;R$ 18.700,00;;;;;;;;;;;;;;;;;;;;;;;;;
1130721;05/01/2025;JUAZEIRO;ER-CIND-RUA-SANTO ANTONIO-QUIXABA;SENTO SÉ;ENTREGA;1;8;8;;;PLANO 7;100%;19/05/2025;23/05/2025;CARLOS;SANTIAGO;;;;;;R$ 13.600,00;;;;;;;;;;;;;;;;;;;;;;;;;
1142287;05/01/2025;JUAZEIRO;ME-INTERL-SBO-01S1-SBO-01S4;SOBRADINHO;AVANÇO;0;32;16;;;PLANO 8;50%;29/05/2025;31/05/2025;JUAREZ;SANTIAGO;;;;;;R$ 27.200,00;;;;;;;;;;;;;;;;;;;;;;;;;
1054973;05/01/2025;JUAZEIRO;MP-CIND-POV SANTA BARBARA-RURAL;SOBRADINHO;ENTREGA;2;20;20;;;PLANO 14;100%;14/05/2025;17/05/2025;FERNANDO;SANTIAGO;;;;;;R$ 34.000,00;;;;;;;;;;;;;;;;;;;;;;;;;
1045158;05/01/2025;JUAZEIRO;MP-CCOL-POV-CANAA CALDEIRAOZINHO RURAL;SOBRADINHO;MIGRAR;3;15;15;;;PLANO 14;100%;22/05/2025;30/05/2025;JUAREZ;SANTIAGO;;;;;;R$ 25.500,00;;;;;;;;;;;;;;;;;;;;;;;;;
1088191;05/01/2025;JUAZEIRO;AL - 01V8 - NOVA TOUR O - CONSTRU  O;JUAZEIRO;CONCLUIDA;0;3;3;;;PLANO 1;100%;01/05/2025;15/05/2025;IVONALDO;SANTIAGO;;;;;;R$ 5.100,00;;;;;;;;;;;;;;;;;;;;;;;;;
1164340;05/01/2025;JUAZEIRO;ER-CIND-POV-TATAUI-RURAL;SOBRADINHO;MIGRAR;2;4;4;;;PLANO 7;100%;12/05/2025;15/05/2025;FERNANDO;SANTIAGO;;;;;;R$ 6.800,00;;;;;;;;;;;;;;;;;;;;;;;;;
1168621;05/01/2025;JUAZEIRO;ER-CIND-POV-SAO ROMAO-RURAL;CASA NOVA;CONCLUIDA;1;3;3;;;;100%;08/05/2025;10/05/2025;DANIEL/ AILTON;PAULO JUNIOR;;;;;;R$ 5.100,00;;;;;;;;;;;;;;;;;;;;;;;;;
1189508;05/01/2025;JUAZEIRO;UCIND-RUA-11-VILA SAO JOAQUIM;SOBRADINHO;MIGRAR;3;2;2;;;PLANO 7;100%;09/05/2025;12/05/2025;JUAREZ;SANTIAGO;;;;;;R$ 3.400,00;;;;;;;;;;;;;;;;;;;;;;;;;
1191865;05/01/2025;JUAZEIRO;ER-CIND-POV-TATAUI-RURAL;SOBRADINHO;MIGRAR;2;9;9;;;PLANO 7;100%;05/05/2025;09/05/2025;JUAREZ;SANTIAGO;;;;;;R$ 15.300,00;;;;;;;;;;;;;;;;;;;;;;;;;
1148449;05/01/2025;JUAZEIRO;MP-CIND-FAZ.DOS LOIOLAS SITIO-RURAL;UAUÁ;ENTREGA;1;37;38;;;PLANO 7;100%;14/05/2025;31/05/2025;MAURICIO;EDIE JONNES;;;;;;R$ 62.900,00;;;;;;;;;;;;;;;;;;;;;;;;;
1161662;05/01/2025;JUAZEIRO;ME-COEL-RUA-TIRADENTES 1-CENTRO-C ALEGRE;CAMPO ALEGRE DE LOURDES;CONCLUIDA;0;3;7;;;PLANO 8;100%;01/05/2025;31/05/2025;DOMINGOS;PAULO JUNIOR;;;;;;R$ 11.900,00;;;;;;;;;;;;;;;;;;;;;;;;;
1189757;05/01/2025;JUAZEIRO;ME-COEL-RUA-AGUAS BELAS-MALHADA DA AREIA;JUAZEIRO;CONCLUIDA;0;4;4;;;PLANO 8;100%;01/05/2025;31/05/2025;MANUTENÇÃO;ANDERSON;;;;;;R$ 6.800,00;;;;;;;;;;;;;;;;;;;;;;;;;
1170180;05/01/2025;JUAZEIRO;RR-CIND-POV-PAREDAO-RURAL;UAUÁ;ENTREGA;1;5;5;;;PLANO 7;100%;12/05/2025;15/05/2025;MAURICIO;EDIE JONNES;;;;;;R$ 8.500,00;;;;;;;;;;;;;;;;;;;;;;;;;
1117371;05/01/2025;JUAZEIRO;ER-CIND-POV LOGRADOURO DE BAIXO-RURAL;UAUÁ;PES 53332 OC 52808 - 16/05;1;4;4;;;PLANO 14;100%;26/05/2025;29/05/2025;MAURICIO;EDIE JONNES;;;;;;R$ 6.800,00;;;;;;;;;;;;;;;;;;;;;;;;;
1145056;05/01/2025;JUAZEIRO;RR-SEIN-POV-CALDEIRAOZINHO-RURAL;UAUÁ;AVANÇO;11;149;149;;;PLANO 14;100%;01/05/2025;31/05/2025;RUBEM;RUBEM;;;;;;R$ 253.300,00;;;;;;;;;;;;;;;;;;;;;;;;;
1166496;05/01/2025;JUAZEIRO;ME-COEL-POV-SANTANA SOBRADO-RURAL;CASA NOVA;CONCLUIDA;0;5;5;;;PLANO 8;100%;12/05/2025;17/05/2025;AILTON;PAULO JUNIOR;;;;;;R$ 8.500,00;;;;;;;;;;;;;;;;;;;;;;;;;
1085220;05/01/2025;JUAZEIRO;AL - 01V3 - SE NOVA TOURÃO-EQUIP-Q008200;JUAZEIRO;ENTREGA;0;2;2;;;PLANO 1;100%;01/05/2025;15/05/2025;IVONALDO;SANTIAGO;;;;;;R$ 3.400,00;;;;;;;;;;;;;;;;;;;;;;;;;
1170229;05/01/2025;JUAZEIRO;UCIND-RUA-DO CEMITERIO -URBANA;SENTO SÉ;CONCLUIDA;1;5;5;;;PLANO 7;100%;21/05/2025;23/05/2025;CARLOS;SANTIAGO;;;;;;R$ 8.500,00;;;;;;;;;;;;;;;;;;;;;;;;;
1151835;05/01/2025;JUAZEIRO;AC-CIND-POV-ITAPICURU-RURAL;SENTO SÉ;CONCLUIDA;1;3;3;;;;100%;01/05/2025;14/05/2025;CARLOS;SANTIAGO;;;;;;R$ 5.100,00;;;;;;;;;;;;;;;;;;;;;;;;;
1127996;05/01/2025;JUAZEIRO;ER-CIND-POV-RIACHO JUAZEIRO 630 -A-RURAL;UAUÁ;PES 54985 oc 46702 - 14/05;1;5;5;;;PLANO 7;100%;16/05/2025;20/05/2025;MAURICIO;EDIE JONNES;;;;;;R$ 8.500,00;;;;;;;;;;;;;;;;;;;;;;;;;
1175314;05/01/2025;JUAZEIRO;IS-CIND-RUA-AGUAS BELAS-MALHADA DA AREIA;JUAZEIRO;CONCLUIDA;0;7;7;;;;100%;01/05/2025;15/05/2025;PAULO;SANTIAGO;;;;;;R$ 11.900,00;;;;;;;;;;;;;;;;;;;;;;;;;
1169987;05/01/2025;JUAZEIRO;ER-CIND-SI-CRUZEIRO-RURAL;CASA NOVA;CONCLUIDA;1;8;8;;;;100%;05/05/2025;09/05/2025;DANIEL/ AILTON;PAULO JUNIOR;;;;;;R$ 13.600,00;;;;;;;;;;;;;;;;;;;;;;;;;
1164868;05/01/2025;JUAZEIRO;ER-CIND-POV-GOIABEIRA II-GOIABEIRA II;JUAZEIRO;MIGRAR;2;5;5;;;;100%;16/05/2025;17/05/2025;PEDRO BATISTA;ANDERSON;;;;;;R$ 8.500,00;;;;;;;;;;;;;;;;;;;;;;;;;
0884168;05/01/2025;JUAZEIRO;MP-CCOL-POV SALGADINHA-RURAL;CASA NOVA;CONCLUIDA;1;9;9;;;PLANO 14;100%;10/05/2025;13/05/2025;DANIEL/ AILTON;PAULO JUNIOR;;;;;;R$ 15.300,00;;;;;;;;;;;;;;;;;;;;;;;;;
1194822;05/01/2025;JUAZEIRO;ER-SEIN-POV-DE RIO DE RANCHO-RURAL;UAUÁ;CONCLUIDA;3;11;12;;;PLANO 7;100%;05/05/2025;15/05/2025;MAURICIO;EDIE JONNES;;;;;;R$ 18.700,00;;;;;;;;;;;;;;;;;;;;;;;;;
1041575;05/01/2025;JUAZEIRO;MP-CCOL-POV-SERROTIM-RURAL;CURAÇÁ;ENTREGA;1;15;15;;;;100%;05/05/2025;12/05/2025;IVONALDO;EDIE JONNES;;;;;;R$ 25.500,00;;;;;;;;;;;;;;;;;;;;;;;;;
1193657;05/01/2025;JUAZEIRO;RR-GRUA-FAZ-VERMELHO-RURAL;JUAZEIRO;ENTREGA;0;3;3;;;PLANO 8;100%;01/05/2025;15/05/2025;PEDRO BATISTA;ANDERSON;;;;;;R$ 5.100,00;;;;;;;;;;;;;;;;;;;;;;;;;
1116730;05/01/2025;JUAZEIRO;ER-CIND-SI-BARREIRINHO-RURAL;CASA NOVA;CONCLUIDA;1;13;13;;;PLANO 14;100%;21/05/2025;28/05/2025;DANIEL;PAULO JUNIOR;;;;;;R$ 22.100,00;;;;;;;;;;;;;;;;;;;;;;;;;
1161408;05/01/2025;JUAZEIRO;ER-CIND-FAZ-BARRINHA-RURAL;SOBRADINHO;CONCLUIDA;8;13;15;;;PLANO 14;100%;12/05/2025;17/05/2025;JUAREZ;SANTIAGO;;;;;;R$ 25.500,00;;;;;;;;;;;;;;;;;;;;;;;;;
1085103;05/01/2025;JUAZEIRO;AL - 01V2 - SE NOVA TOURÃO - EQUIP. Q008;JUAZEIRO;ENTREGA;0;2;2;;;PLANO 1;100%;01/05/2025;31/05/2025;IVONALDO;SANTIAGO;;;;;;R$ 3.400,00;;;;;;;;;;;;;;;;;;;;;;;;;
1176266;05/01/2025;JUAZEIRO;RR-CIND-POV RIACHO DO SOBRADO-RURAL;CASA NOVA;CONCLUIDA;2;20;20;;;;100%;19/05/2025;24/05/2025;DANIEL/ AILTON;PAULO JUNIOR;;;;;;R$ 34.000,00;;;;;;;;;;;;;;;;;;;;;;;;;
1158033;05/01/2025;JUAZEIRO;MP-CIND-POV.GERGELIM 999-RURAL;CAMPO ALEGRE DE LOURDES;CONCLUIDA;3;34;34;;;;100%;01/05/2025;10/05/2025;DOMINGOS;PAULO JUNIOR;;;;;;R$ 57.800,00;;;;;;;;;;;;;;;;;;;;;;;;;
1009250;05/01/2025;JUAZEIRO;"ER CIND POV BREJO DE FORA RURAL
";SENTO SÉ;MIGRAR;;3;;;;PLANO 7;100%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1164561;05/01/2025;JUAZEIRO;UCIND-RUA-5 987-CENTRO;SENTO SÉ;CONCLUIDA;3;1;1;;;PLANO 7;100%;01/05/2025;15/05/2025;EMERSON;EMERSON;;;;;;R$ 1.700,00;;;;;;;;;;;;;;;;;;;;;;;;;
1053585;05/01/2025;JUAZEIRO;MP-CIND-POV-TRAIRAS-RURAL;SOBRADINHO;ENTREGA;1;14;14;;;;100%;17/05/2025;23/05/2025;JUAREZ;SANTIAGO;;;;;;R$ 23.800,00;;;;;;;;;;;;;;;;;;;;;;;;;
0983487;05/01/2025;JUAZEIRO;MP CIND POV JUAZEIRO TOME RURAL;JUAZEIRO;CONCLUIDA;1;23;3;;;PLANO 14;100%;12/05/2025;15/05/2025;PEDRO BATISTA;ANDERSON;;;;;;R$ 39.100,00;;;;;;;;;;;;;;;;;;;;;;;;;
1132936;05/01/2025;JUAZEIRO;MP CIND POV RIACHO SECO RURAL;CURAÇÁ;ENTREGA;2;16;16;;;;100%;28/05/2025;31/05/2025;IVONALDO;EDIE JONNES;;;;;;R$ 27.200,00;;;;;;;;;;;;;;;;;;;;;;;;;
1190937;05/01/2025;JUAZEIRO;ER-CCOL-POV-PATAMUTE-RURAL;CURAÇÁ;CONCLUIDA;1;31;30;;;;100%;01/05/2025;08/05/2025;FERNANDO;SANTIAGO;;;;;;R$ 51.000,00;;;;;;;;;;;;;;;;;;;;;;;;;
0875302;05/01/2025;JUAZEIRO;MP-CCOL-POV.LAGOA DOS BOIS-RURAL;JUAZEIRO;CONCLUIDA;2;37;37;;;PLANO 14;100%;01/05/2025;10/05/2025;JUAREZ;EDIE JONNES;;;;;;R$ 62.900,00;;;;;;;;;;;;;;;;;;;;;;;;;
1115260;05/01/2025;JUAZEIRO;AC-CIND-RUA-PADRE JOAO FRE-CENTRO;PILÃO ARCADO;ENTREGA;1;4;4;;;PLANO 7;100%;01/05/2025;26/05/2025;DOMINGOS;PAULO JUNIOR;;;;;;R$ 6.800,00;;;;;;;;;;;;;;;;;;;;;;;;;
1157069;05/01/2025;JUAZEIRO;ER-CIND-POV-BARRO VERMELHO-RURAL;CURAÇÁ;CONCLUIDA;1;42;42;;;PLANO 7;100%;01/05/2025;10/05/2025;FABIO;SANTIAGO;;;;;;R$ 71.400,00;;;;;;;;;;;;;;;;;;;;;;;;;
1161619;05/01/2025;JUAZEIRO;ER-CIND-FAZ-MASSAYO-RURAL;JUAZEIRO;MIGRAR ;1;1;1;;;PLANO 7;100%;01/05/2025;31/05/2025;MANUTENÇÃO;ANDERSON;;;;;;R$ 1.700,00;;;;;;;;;;;;;;;;;;;;;;;;;
1185415;05/01/2025;JUAZEIRO;AC-CIND-POV-CHAPADINHA-RURAL-SOBRADINHO;SOBRADINHO;MIGRAR ;1;1;1;;;PLANO 7;100%;16/05/2025;16/05/2025;JUAREZ;SANTIAGO;;;;;;R$ 1.700,00;;;;;;;;;;;;;;;;;;;;;;;;;
1152296;05/01/2025;JUAZEIRO;ER-CCOL-FAZ-ROCADO-CORRENTEZA;SOBRADINHO;MIGRAR;4;6;;;;PLANO 7;100%;;;;;;;;;;R$ 0,00;;;;;;;;;;;;;;;;;;;;;;;;;
1086962;05/01/2025;JUAZEIRO;LD CIND POV QUIXABÁ RURAL;SENTO SÉ;CONCLUIDA;1;1;1;;;PLANO 7;100%;17/05/2025;20/05/2025;JACKSON;SANTIAGO;;;;;;R$ 1.700,00;;;;;;;;;;;;;;;;;;;;;;;;;
1165100;05/01/2025;JUAZEIRO;ER-CIND-POV-BAIXAO 2852-RURAL-CASA NOVA;CASA NOVA;CONCLUIDA;1;2;2;;;;100%;11/04/2025;11/04/2025;AILTON;PAULO JUNIOR;;DIEGO;-9,325327756;;;R$ 4.200,00;;;R$ 3.571,47;;;;;;;;;;;;;;;;;;;;;;
1175531;05/01/2025;JUAZEIRO;ER-CIND-PR -CASTRO ALVES 7-MASSAROCA;JUAZEIRO;CONCLUIDA;1;5;5;;;PLANO 7;100%;;;;ANDERSON;;;;;;R$ 10.500,00;;;R$ 5.998,83;;;;;;;;;;;;;;;;;;;;;;
1201535;05/01/2025;JUAZEIRO;AC-REGFV-CCOL-POV DESTERRO-CAI ARA-III;CASA NOVA;CONCLUIDA;53;94;94;;;PLANO 7;100%;;;JORGE;JORGE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1183422;05/01/2025;JUAZEIRO;ER-CIND-POV-NEGROS-NEGROS;REMANSO;CONCLUIDA;7;20;20;;;PLANO 14;100%;;;JORGE;JORGE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1183167;06/01/2025;JUAZEIRO;UB-CIND-CA-7 9995-JO O PAULO II;JUAZEIRO;MIGRAR ;1;0;0;;;PLANO 7;100%;18/06/2025;25/06/2025;PEDRO BATISTA;ANDERSON;;;;NÃO INICIADA;;R$ 0,00;;;;;;;;;;;;;;;;;;;;;;;;;
1145056;06/01/2025;JUAZEIRO;RR-SEIN-POV-CALDEIRAOZINHO-RURAL;UAUÁ;NÃO DEFINIDO;11;149;148;;;PLANO 14;100%;02/06/2025;21/06/2025;RUBEM;RUBEM;;;;CONCLUIDA;11/06/2025;R$ 253.300,00;;;;;;;;;;;;;;;;;;;;;;;;;
1126041;06/01/2025;JUAZEIRO;IT CIND FAZ CURAÇA PEQUENO RURAL;JUAZEIRO;MIGRAR;0;95;121;;;PLANO 7;100%;01/06/2025;28/06/2025;FABIO/ FERNANDO;SANTIAGO;;;;CONCLUIDA;30/06/2025;R$ 161.500,00;;;;;;;;;;;;;;;;;;;;;;;;;
1136743;06/01/2025;JUAZEIRO;EQ-CIND-POV-CURAÇA PEQUENO-RURAL;JUAZEIRO;MIGRAR;0;2;2;;;PLANO 7;100%;16/06/2025;30/06/2025;FABIO/ FERNANDO;SANTIAGO;;;;NÃO INICIADA;;R$ 3.400,00;;;;;;;;;;;;;;;;;;;;;;;;;
1127877;06/01/2025;JUAZEIRO;ER-CIND-POV-CURACA-RURAL;JUAZEIRO;MIGRAR;1;2;2;;;PLANO 7;100%;26/06/2025;30/06/2025;PEDRO BATISTA;ANDERSON;;;;NÃO INICIADA;;R$ 3.400,00;;;;;;;;;;;;;;;;;;;;;;;;;
0556240;06/01/2025;JUAZEIRO;RR-CCOL-POV.SÃO FRANCISCO-RURAL;REMANSO;ENTREGA;15;77;77;;;PLANO 14;100%;01/06/2025;23/06/2025;AILTON / DANIEL;PAULO JUNIOR;;;;CONCLUIDA;23/06/2025;R$ 130.900,00;;;;;;;;;;;;;;;;;;;;;;;;;
1196674;06/01/2025;JUAZEIRO;UB-CIND-RUA-DOS UMBUZEIROS-QUADRA 14;REMANSO;NÃO DEFINIDO;3;2;2;;;PLANO 7;100%;23/06 2025;28/06/2025;MANUTENÇÃO;ANDERSON;;;;NÃO INICIADA;;R$ 3.400,00;;;;;;;;;;;;;;;;;;;;;;;;;
1176366;06/01/2025;JUAZEIRO;RU-CIND-RUA-DAS PALMEIRAS-CENTRO;CAMPO ALEGRE DE LOURDES;MIGRAR;1;3;3;;;PLANO 7;100%;15/06/2025;30/06/2025;MANUTENÇÃO;ANDERSON;;;;NÃO INICIADA;;;;;;;;;;;;;;;;;;;;;;;;;;;
1073669;06/01/2025;JUAZEIRO;ER-CIND-POV S DA BATATEIRA-J PAULO-RURAL;JUAZEIRO;NÃO DEFINIDO;1;3;3;;;;100%;19/06/2025;21/06/2025;PEDRO BATISTA;ANDERSON;;;;NÃO INICIADA;;R$ 5.100,00;;;;;;;;;;;;;;;;;;;;;;;;;
1139392;06/01/2025;JUAZEIRO;MP CIND FAZ SURUBIM RURAL;CURAÇÁ;MIGRAR;2;25;25;;;PLANO 7;100%;01/06/2025;14/06/2025;GISMARIO;EDIE JONNES;;;;CONCLUIDA;19/06/2025;R$ 42.500,00;;;;;;;;;;;;;;;;;;;;;;;;;
1181568;06/01/2025;JUAZEIRO;ER-CIND-POV-ILHA ANDORINHA-I ANDORINHA;SENTO SÉ;ENTREGA;3;19;19;;;PLANO 7;100%;18/06/2025;25/06/2025;JACKSON;SANTIAGO;;;;CONCLUIDA;09/06/2025;R$ 32.300,00;;;;DESLIGAMENTO;;;;;;;;;;;;;;;;;;;;;
1165884;06/01/2025;JUAZEIRO;ER-CIND-FAZ-IPUEIRA-BARRO VERMELHO;CURAÇÁ;NÃO DEFINIDO;2;18;18;;;PLANO 7;100%;12/06/2025;25/06/2025;GISMARIO;EDIE JONNES;;;;CONCLUIDA;21/06/2025;R$ 30.600,00;;;;;;;;;;;;;;;;;;;;;;;;;
1183798;06/01/2025;JUAZEIRO;ER-CIND-POV-LAGOA DE S BENTO-RURAL;REMANSO;ENTREGA;3;18;18;;;PLANO 7;100%;02/06/2025;14/06/2025;AILTON;PAULO JUNIOR;;;;CONCLUIDA;05/06/2025;R$ 30.600,00;;;;;;;;;;;;;;;;;;;;;;;;;
1144743;06/01/2025;JUAZEIRO;MP CIND POV FIRMEZA ITAMOINGA RURAL;JUAZEIRO;OURO;1;17;17;;;PLANO 7;100%;19/06/2025;28/06/2025;DOMINGOS;SANTIAGO;;;;CONCLUIDA;;R$ 28.900,00;;;;;;;;;;;;;;;;;;;;;;;;;
1166752;06/01/2025;JUAZEIRO;ER-CIND-POV-LAGOA DO TOURO-SERTAOZINHO;JUAZEIRO;NÃO DEFINIDO;1;16;20;;;PLANO 7;100%;25/06/2025;30/06/2025;JACKSON;SANTIAGO;;;;CONCLUIDA;18/06/2025;R$ 27.200,00;;;;;;;;;;;;;;;;;;;;;;;;;
1045158;06/01/2025;JUAZEIRO;MP-CCOL-POV-CANAA CALDEIRAOZINHO RURAL;SOBRADINHO;MIGRAR;3;15;11;;;PLANO 14;100%;23/06/2025;27/06/2025;JUAREZ;SANTIAGO;;;;CONCLUIDA;27/06/2025;R$ 25.500,00;;;;LV;;;;;;;;;;;;;;;;;;;;;
1160624;06/01/2025;JUAZEIRO;ME-COEL-AG AGUAS BELAS-99999;JUAZEIRO;MIGRAR;1;13;13;;;PLANO 8;100%;03/06/2025;07/06/2025;IVONALDO;EDIE JONNES;;;;CONCLUIDA;07/06/2025;R$ 22.100,00;;;;;;;;;;;;;;;;;;;;;;;;;
1161420;06/01/2025;JUAZEIRO;ER-CIND-FAZ-BRANDAO-RURAL;CURAÇÁ / UAUÁ;NÃO DEFINIDO;1;12;12;;;PLANO 7;100%;03/06/2025;15/06/2025;JOÃO BATISTA;EDIE JONNES;;;;CONCLUIDA;12/06/2025;R$ 20.400,00;;;;;;;;;;;;;;;;;;;;;;;;;
1009250;06/01/2025;JUAZEIRO;ER CIND POV BREJO DE FORA RURAL;SENTO SÉ;MIGRAR;;3;3;;;PLANO 7;100%;15/06/2025;13/06/2025;JACKSON;SANTIAGO;;;;NÃO INICIADA;;R$ 5.100,00;;;;;;;;;;;;;;;;;;;;;;;;;
1135898;06/01/2025;JUAZEIRO;ER-CIND-POV-CARNAIBA DO SERTAO-RURAL;JUAZEIRO;MIGRAR;1;3;3;;;PLANO 7;100%;30/06/2025;30/06/2025;PEDRO BATISTA;ANDERSON;;;;NÃO INICIADA;;R$ 5.100,00;;;;;;;;;;;;;;;;;;;;;;;;;
1057733;06/01/2025;JUAZEIRO;MP-CIND-POV-CRUZ II-RIO RURAL;JUAZEIRO;MIGRAR;1;10;5;;;PLANO 14;100%;25/06/2025;30/06/2025;PEDRO BATISTA;ANDERSON;;;;CONCLUIDA;26/06/2025;R$ 17.000,00;;;;;;;;;;;;;;;;;;;;;;;;;
1191865;06/01/2025;JUAZEIRO;ER-CIND-POV-TATAUI-RURAL;SOBRADINHO;MIGRAR;2;9;9;;;PLANO 7;100%;18/06/2025;30/06/2025;JUAREZ;SANTIAGO;;;;CONCLUIDA;07/06/2025;R$ 15.300,00;;;;;;;;;;;;;;;;;;;;;;;;;
1152296;06/01/2025;JUAZEIRO;ER-CCOL-FAZ-ROCADO-CORRENTEZA;SOBRADINHO;NÃO DEFINIDO;4;6;6;;;PLANO 7;100%;16/06/2025;20/06/2025;JUAREZ;SANTIAGO;;;;CONCLUIDA;20/06/2025;R$ 10.200,00;;;;;;;;;;;;;;;;;;;;;;;;;
1197173;06/01/2025;JUAZEIRO;IS-COEL-AV-MARIA DA G  DE JESUS-J  VITOR;JUAZEIRO;MIGRAR;0;8;8;;;PLANO 8;100%;13/06/2025;30/06/2025;PEDRO BATISTA;ANDERSON;;;;NÃO INICIADA;;R$ 13.600,00;;;;;;;;;;;;;;;;;;;;;;;;;
