PROJETO_FATO;Carteira;COORD;TÍTULO;MUNICIPIO;STATUS;CLIET.;PSTP;PST EXEC;CAVA PRONTA;CAVA P/ DETON;PLANO;AVNP;PV. INÍCIO;PV. FIM;ENCARREGADO;SUPERVISOR;AR;LATITUDE;LONGITUDE;STATUS 1.1;DATA DE ENERG.;VALOR/PST;Unnamed: 5;GPM;VALOR A FATURAR;TITULO.1;STATUS 2;REPROGRAMAÇÃO;TITULO;CRITERIO;ESTÁGIO DE OBRAS;PRE FECHAMENTO;OBS;RESPONSÁVEL;CLIENTE;DESLIGAMENTO PROGRAMADO;DATA INICIO PROGRAMADA;DATA FINAL PROGRAMADA;DATA DE REPROGRAMAÇÃO;SERVIÇO COM LV;OBRA MIGRADA;PES;MAPS;DATA INICIAL REAL;DATA FINAL REAL;ENERG. INFORMADA;OBS.1
1177525;04/01/2025;JUAZEIRO;AC-CIND-RUA- XIQUE XIQUE-CENTRO;PILÃO ARCADO;NÃO DEFINIDO;0;1;;;;;100%;14/04/2025;14/04/2025;DOMINGOS;PAULO JUNIOR;;-10,00231555;-42,4784534;NÃO INICIADA;;R$ 2.100,00;;;;;;;;;;;;;;;;;;;;;;;;;
1163633;04/01/2025;JUAZEIRO;ME CIND RUA CAIXA DAGUA1 CENTRO;CASA NOVA;MIGRADA;0;4;4;;;PLANO 8;100%;17/04/2025;17/04/2025;AILTON;PAULO JUNIOR;DIEGO;-8,7732182;-41,1549792;CONCLUIDA;;R$ 8.400,00;;;;;;;;;;;;;;;;;;;;;;;;;
1161869;04/01/2025;JUAZEIRO;ER-CIND-FAZ-MASSAYO -RURAL;JUAZEIRO;NÃO DEFINIDO;0;4;;;;PLANO 7;100%;14/04/2025;15/04/2025;PEPEU;ANDERSON;VICTOR;-9,475;-40,428328;NÃO INICIADA;;R$ 8.400,00;;;;;;;;;;;;;;;;;;;;;;;;;
1179431;04/01/2025;JUAZEIRO;UB-CIND-RUA-CAVA CH O-ALTO DO MALAQUIAS;UAUÁ;CONCLUIDA;0;3;3;;;;100%;11/04/2025;11/04/2025;MAURICIO;EDIE JONNES;;-9,833687497;-39,49020672;CONCLUIDA;;R$ 6.300,00;;;;;;;;;;;;;;;;;;;;;;;;;
1182129;04/01/2025;JUAZEIRO;ER-CCOL-POV-RIACHO D SOBRADO-RURAL;CASA NOVA;MIGRADA;3;3;3;;;PLANO 7;100%;23/04/2025;23/04/2025;AILTON;PAULO JUNIOR;DIEGO;-9,2685118;-40,7499962;CONCLUIDA;;R$ 6.300,00;;;;;;;;;;;;;;;;;;;;;;;;;
1172741;04/01/2025;JUAZEIRO;UB-CIND-AV-GIUSEPPE MUCCINI-PIRANGA;JUAZEIRO;abril-25;1;3;3;;;;100%;25/04/2025;25/04/2025;PAULO;SANTIAGO;;-9,433899;-40,521582;CONCLUIDA;;R$ 6.300,00;;;;;;;;;;;;;;;;;;;;;;;;;
1173888;04/01/2025;JUAZEIRO;UB-CIND-CJN-JUAZEIRO-JO O PAULO II;JUAZEIRO;abril-25;1;2;2;;;;100%;03/04/2025;03/04/2025;GISMARIO;EDIE JONNES;;-9,4737911;-40,4942233;CONCLUIDA;;R$ 4.200,00;;;;;;;;;;;;;;;;;;;;;;;;;
1165820;04/01/2025;JUAZEIRO;ER-CIND-POV-TIGRE 595-RURAL;CASA NOVA;MIGRAR;1;1;;;;;100%;09/05/2025;09/05/2025;DANIEL;PAULO JUNIOR;DIEGO;-9,1421534;-41,003163;NÃO INICIADA;;R$ 2.100,00;;;;;;;;;;;;;;;;;;;;;;;;;
1164868;04/01/2025;JUAZEIRO;ER-CIND-POV-GOIABEIRA II-GOIABEIRA II;JUAZEIRO;MIGRAR;2;5;;;;;100%;16/05/2025;16/05/2025;PEPEU;SANTIAGO;;-9,814038525;-40,6017323;NÃO INICIADA;;R$ 10.500,00;;;;;;;;;;;;;;;;;;;;;;;;;
1161619;04/01/2025;JUAZEIRO;ER-CIND-FAZ-MASSAYO-RURAL;JUAZEIRO;NÃO DEFINIDO;1;1;;;;PLANO 7;100%;08/04/2025;18/04/2025;PEPEU;ANDERSON;VICTOR;-9,372143;-40,349066;NÃO INICIADA;;R$ 2.100,00;;;;;;;;;;;;;;;;;;;;;;;;;
1173101;04/01/2025;JUAZEIRO;AC-CIND-FAZ-TESTA BRANCA-CALDEIRAO DO AL;UAUÁ;abril-25;1;2;2;;;;100%;14/04/2025;14/04/2025;MAURICIO;EDIE JONNES;;-9,995853;-39,536663;CONCLUIDA;;R$ 4.200,00;;;;;;;;;;;;;;;;;;;;;;;;;
1168500;04/01/2025;JUAZEIRO;AC-CIND-CA-ELLIS MARIA-RURAL DE CIMA;JUAZEIRO;MIGRAR;1;1;;;;;100%;13/05/2025;13/05/2025;PEPEU;SANTIAGO;;-9,453858;-40,5391525;NÃO INICIADA;;R$ 2.100,00;;;;;;;;;;;;;;;;;;;;;;;;;
1146819;04/01/2025;JUAZEIRO;NT-RECOND-MND-01N3-Q028290 -Q028297;CASA NOVA;NÃO DEFINIDO;0;2;;;;PLANO 8;100%;22/04/2025;22/04/2025;DANIEL;PAULO JUNIOR;DIEGO;-9,3531261;-40,8462015;NÃO INICIADA;;R$ 4.200,00;;;;;;;;;;;;;;;;;;;;;;;;;
1177220;04/01/2025;JUAZEIRO;ER-CCOL-POV-BREJO FORA-BREJO FORA;SOBRADINHO;MIGRADA;1;1;1;;;;100%;27/03/2025;03/04/2025;CARLOS ;SANTIAGO;;-9.533.277;-41.045.161;CONCLUIDA;;;;;;;;;;;;;;;;;;;;;;;;;;;
1189982;04/01/2025;JUAZEIRO;UB-CIND-ROD-235 KM-CENTRO-REMANSO;REMANSO;abril-25;1;1;1;;;;100%;;;MANUTENÇÃO;ANDERSON;DEBORA;-9,606204;-42,072652;CONCLUIDA;;R$ 2.100,00;;;;;;;;;;;;;;;;;;;;;;;;;
1157282;04/01/2025;JUAZEIRO;AL 06-NOVA TOUR O - CONSTRU  O 1 3;JUAZEIRO;PES 37149 / OC 1859 - 01/04;0;1;1;;;PLANO 1;100%;;;IVONALDO;RODRIGUES;SANDRO;-9,436886049;-40,38081355;CONCLUIDA;;;;;;;;;;;;;;;;;;;;;;;;;;;
1190937;04/01/2025;JUAZEIRO;ER-CCOL-POV-PATAMUTE-RURAL;CURAÇÁ;MIGRAR;1;31;;;;;100%;01/05/2025;03/05/2025;FABIO;SANTIAGO;;-9,044985;-39,482341;NÃO INICIADA;;R$ 65.100,00;;;;;;;;;;;;;;;;;;;;;;;;;
1041575;04/01/2025;JUAZEIRO;MP-CCOL-POV-SERROTIM-RURAL;CURAÇÁ;MIGRAR;1;15;;;;;100%;05/05/2025;08/05/2025;;;;-9,1440435;-39,840718;NÃO INICIADA;;;;;;;;;;;;;;;;;;;;;;;;;;;
1182461;04/01/2025;JUAZEIRO;UB-CIND-ROD-235 KM 01 23-CENTRO;REMANSO;MIGRADA;3;1;1;;;PLANO 7;100%;;;DOMINGOS;PAULO JUNIOR;DEBORA;-9,587614;-42,063516;CONCLUIDA;;;;;;;;;;;;;;;;;;;;;;;;;;;
1172617;04/01/2025;JUAZEIRO;UB-CIND-AV-POUSADA-CENTRO;UAUÁ;abril-25;1;1;1;;;;100%;12/04/2025;12/04/2025;MAURICIO;EDIE JONNES;;-9,83367;-39,4814945;CONCLUIDA;;R$ 2.100,00;;;;;;;;;;;;;;;;;;;;;;;;;
1175135;04/01/2025;JUAZEIRO;ER-CIND-POV-LAGOA DOS TINOS-RURAL;CASA NOVA;abril-25;1;1;1;;;;100%;22/04/2025;22/04/2025;AILTON;PAULO JUNIOR;DIEGO;-9,1970334;-41,012684;CONCLUIDA;;R$ 2.100,00;;;;;;;;;;;;;;;;;;;;;;;;;
1193657;04/01/2025;JUAZEIRO;RR-GRUA-FAZ-VERMELHO-RURAL;JUAZEIRO;MIGRAR;0;3;;;;PLANO 8;100%;19/05/2025;19/05/2025;PEPEU;EDIE JONNES;VICTOR;-9,3724885;-39,9368482;NÃO INICIADA;;R$ 6.300,00;;;;;;;;;;;;;;;;;;;;;;;;;
1169987;04/01/2025;JUAZEIRO;ER-CIND-SI-CRUZEIRO-RURAL;CASA NOVA;MIGRAR;1;8;;;;;100%;05/05/2025;07/05/2025;DANIEL;PAULO JUNIOR;DIEGO;-9,406432;-41,155454;NÃO INICIADA;;R$ 16.800,00;;;;;;;;;;;;;;;;;;;;;;;;;
1191968;04/01/2025;JUAZEIRO;ER-CIND-POV-LAGOA DOS CAVALOS-RURAL;JUAZEIRO;abril-25;1;1;1;;;;100%;24/04/2025;24/04/2025;PEPEU;ANDERSON;;-9,2796334;-40,0726729;CONCLUIDA;;R$ 2.100,00;;;;;;;;;;;;;;;;;;;;;;;;;
1176079;04/01/2025;JUAZEIRO;UB-CIND-ET-SERRA DA BATATEIRA-J PAULO II;JUAZEIRO;abril-25;1;0;0;;;;100%;04/04/2025;04/04/2025;CARLOS;SANTIAGO;VICTOR;-9,47910747;-40,4916073;CONCLUIDA;;R$ 0,00;;;;;;;;;;;;;;;;;;;;;;;;;
1177510;04/01/2025;JUAZEIRO;ER-CIND-POV-SANTA RITA-RURAL;CASA NOVA;NÃO DEFINIDO;1;1;;;;;100%;25/04/2025;25/04/2025;AILTON;PAULO JUNIOR;DIEGO;-9,0561578;-40,9252703;NÃO INICIADA;;R$ 2.100,00;;;;;;;;;;;;;;;;;;;;;;;;;
0884168;04/01/2025;JUAZEIRO;MP-CCOL-POV SALGADINHA-RURAL;CASA NOVA;MIGRAR;1;9;;;;PLANO 14;100%;10/05/2025;12/05/2025;AILTON;PAULO JUNIOR;DIEGO;-9,2064123;-40,8080123;NÃO INICIADA;;R$ 18.900,00;;;;;;;;;;;;;;;;;;;;;;;;;
1177596;04/01/2025;JUAZEIRO;UB-CIND RO BR 235 105 - CASA NOVA;CASA NOVA;NÃO DEFINIDO;1;0;;;;;100%;25/04/2025;25/04/2025;DANIEL;PAULO JUNIOR;DIEGO;-9,1794719;-40,9848238;NÃO INICIADA;;R$ 0,00;;;;;;;;;;;;;;;;;;;;;;;;;
1175531;04/01/2025;JUAZEIRO;ER-CIND-PR -CASTRO ALVES 7-MASSAROCA;JUAZEIRO;NÃO DEFINIDO;1;5;;;;;100%;25/04/2025;25/04/2025;PEPEU;ANDERSON;;-9,874565;-40,283335;NÃO INICIADA;;R$ 10.500,00;;;;;;;;;;;;;;;;;;;;;;;;;
1085103;04/01/2025;JUAZEIRO;AL - 01V2 - SE NOVA TOURÃO - EQUIP. Q008;JUAZEIRO;MIGRAR;0;2;;;;PLANO 1;100%;09/04/2025;25/04/2025;IVONALDO;RODRIGUES;SANDRO;;;NÃO INICIADA;;;;;;;;;;;;;;;;;;;;;;;;;;;
1191690;04/01/2025;JUAZEIRO;ME-COEL-ET-AGUAS BELAS-MALHADA DA AREIA;JUAZEIRO;MIGRAR;0;2;;;;;70%;01/05/2025;03/05/2025;JUAREZ;EDIE JONNES;;-9,4327488;-39,8540952;NÃO INICIADA;;R$ 4.200,00;;;;;;;;;;;;;;;;;;;;;;;;;
1144577;04/01/2025;JUAZEIRO;UB-CIND-AV-DEP R QUEIROZ-CENTRO;PILÃO ARCADO;NÃO DEFINIDO;1;2;;;;;100%;28/04/2025;28/04/2025;AILTON;PAULO JUNIOR;;-10,007021;-42,490931;NÃO INICIADA;;R$ 4.200,00;;;;;;;;;;;;;;;;;;;;;;;;;
1166759;04/01/2025;JUAZEIRO;AC-CIND-POV-PARA RURAL-BEM BOM;CASA NOVA;NÃO DEFINIDO;0;2;;;;;100%;28/04/2025;28/04/2025;DANIEL;PAULO JUNIOR;DIEGO;-9,629535;-41,839633;NÃO INICIADA;;R$ 4.200,00;;;;;;;;;;;;;;;;;;;;;;;;;
1185126;04/01/2025;JUAZEIRO;AC-CIND-SI-BARREIRINHO-RURAL-CASA NOVA;CASA NOVA;MIGRADA;1;0;0;;;PLANO 7;100%;04/04/2025;04/04/2025;DOMINGOS;PAULO JUNIOR;DIEGO;-9,184291284;-40,95207612;CONCLUIDA;;R$ 0,00;;;;;;;;;;;;;;;;;;;;;;;;;
1158033;04/01/2025;JUAZEIRO;MP-CIND-POV.GERGELIM 999-RURAL;CAMPO ALEGRE DE LOURDES;MIGRAR;3;34;;;;;100%;28/04/2025;16/05/2025;DOMINGOS;PAULO JUNIOR;DIEGO;-9,5673699;-42,9716946;NÃO INICIADA;;R$ 71.400,00;;;;;;;;;;;;;;;;;;;;;;;;;
1192300;04/01/2025;JUAZEIRO;AC-CIND-AV-MARAVILHA 1002-CENTRO-L PIRES;UAUÁ;abril-25;1;0;0;;;;100%;;;MAURICIO;EDIE JONNES;;-10,013852;-39,500342;CONCLUIDA;;R$ 0,00;;;;;;;;;;;;;;;;;;;;;;;;;
1163359;04/01/2025;JUAZEIRO;AC-CIND-POV- JAQUINICO-RURAL;CURAÇÁ;NÃO DEFINIDO;0;0;0;;;PLANO 7;100%;18/04/2025;22/04/2025;PEPEU;;CARLOS EDUARDO;-9,1621406;-39,5808077;CONCLUIDA;;;;;;;;;;;;;;;;;;;;;;;;;;;
1189586;04/01/2025;JUAZEIRO;ER-CIND-POV-FAZ SERRA DA ESPERANCA-RURAL;CASA NOVA;NÃO DEFINIDO;1;0;;;;;100%;30/04/2025;30/04/2025;DANIEL;PAULO JUNIOR;DIEGO;-9,306858;-40,929346;NÃO INICIADA;;R$ 0,00;;;;;;;;;;;;;;;;;;;;;;;;;
1177311;04/01/2025;JUAZEIRO;ER-CIND-POV-TANQUINHO-RURAL;CASA NOVA;NÃO DEFINIDO;1;2;;;;;100%;29/04/2025;29/04/2025;AILTON;PAULO JUNIOR;DIEGO;-8,7938755;-41,090002;NÃO INICIADA;;R$ 4.200,00;;;;;;;;;;;;;;;;;;;;;;;;;
1190119;04/01/2025;JUAZEIRO;UB-CIND-CA-J 357-PARQUE RESIDENCIAL;JUAZEIRO;abril-25;1;0;0;;;;100%;24/04/2025;24/04/2025;PAULO;SANTIAGO;;-9,476314;-40,49265;CONCLUIDA;;R$ 0,00;;;;;;;;;;;;;;;;;;;;;;;;;
1164542;04/01/2025;JUAZEIRO;ER-SEIN-RUA-DR TANCREDO NEVES-RURAL;SENTO SÉ;EMERSON;1;50;;;;;100%;01/04/2025;30/04/2025;EMERSON;EMERSON;;;;NÃO INICIADA;;R$ 105.000,00;;;;;;;;;;;;;;;;;;;;;;;;;
1162299;04/01/2025;JUAZEIRO;ER-CIND-POV-LAGOA DO GIL-LAGOA DO GIL;REMANSO;NÃO DEFINIDO;1;1;;;;;100%;15/04/2025;30/04/2025;DOMINGOS;PAULO JUNIOR;DEBORA;-9,534525;-42,281247;NÃO INICIADA;;R$ 2.100,00;;;;;;;;;;;;;;;;;;;;;;;;;
1053585;04/01/2025;JUAZEIRO;MP-CIND-POV-TRAIRAS-RURAL;SOBRADINHO;MIGRAR;1;14;;;;;100%;17/05/2025;21/05/2025;CARLOS ;SANTIAGO;;-9,631588;-40,918664;NÃO INICIADA;;R$ 29.400,00;;;;;;;;;;;;;;;;;;;;;;;;;
1161662;04/01/2025;JUAZEIRO;ME-COEL-RUA-TIRADENTES 1-CENTRO-C ALEGRE;CAMPO ALEGRE DE LOURDES;MIGRAR;0;3;;;;PLANO 8;100%;17/05/2025;17/05/2025;DOMINGOS;PAULO JUNIOR;DEBORA;-9,354759;-43,401637;NÃO INICIADA;;R$ 6.300,00;;;;;;;;;;;;;;;;;;;;;;;;;
1132936;04/01/2025;JUAZEIRO;MP CIND POV RIACHO SECO RURAL;CURAÇÁ;MIGRAR;2;16;;;;;100%;28/05/2025;31/05/2025;IVONALDO;SANTIAGO;;-8,832962;-39,6105526;NÃO INICIADA;;R$ 33.600,00;;;;;;;;;;;;;;;;;;;;;;;;;
1141818;04/01/2025;JUAZEIRO;ER-CIND-SI-PASCACIO-RURAL;CASA NOVA;NÃO DEFINIDO;0;0;;;;;100%;30/04/2025;30/04/2025;DANIEL / AILTON;PAULO JUNIOR;DIEGO;-9,3063835;-41,1366298;NÃO INICIADA;;R$ 0,00;;;;;;;;;;;;;;;;;;;;;;;;;
1146682;04/01/2025;JUAZEIRO;NT-RECOND-RMN-09X1-Q076416-Q076429;PILÃO ARCADO;NÃO DEFINIDO;0;4;;;;PLANO 8;100%;16/04/2025;30/04/2025;DOMINGOS;PAULO JUNIOR;DEBORA;-9,9609048;-42,4062434;NÃO INICIADA;;R$ 8.400,00;;;;;;;;;;;;;;;;;;;;;;;;;
1172946;04/01/2025;JUAZEIRO;IE-REGULADOR-RMN-09X1-Q076477;PILÃO ARCADO;NÃO DEFINIDO;0;2;;;;PLANO 8;100%;17/04/2025;30/04/2025;DOMINGOS;PAULO JUNIOR;DIEGO;-9,9975706;-42,4459334;NÃO INICIADA;;R$ 4.200,00;;;;;;;;;;;;;;;;;;;;;;;;;
1157069;04/01/2025;JUAZEIRO;ER-CIND-POV-BARRO VERMELHO-RURAL;CURAÇÁ;MIGRAR;1;42;;;;PLANO 7;100%;01/05/2025;10/05/2025;FABIO;SANTIAGO;CARLOS EDUARDO;-9,4421052;-39,7821061;NÃO INICIADA;;R$ 88.200,00;;;;;;;;;;;;;;;;;;;;;;;;;
1175314;04/01/2025;JUAZEIRO;IS-CIND-RUA-AGUAS BELAS-MALHADA DA AREIA;JUAZEIRO;MIGRAR;0;7;;;;;100%;15/05/2025;15/05/2025;PAULO;SANTIAGO;;-9,436534358;-40,475387;NÃO INICIADA;;R$ 14.700,00;;;;;;;;;;;;;;;;;;;;;;;;;
1115260;04/01/2025;JUAZEIRO;AC-CIND-RUA-PADRE JOAO FRE-CENTRO;PILÃO ARCADO;MIGRAR;1;4;;;;PLANO 7;100%;19/05/2025;20/05/2025;DOMINGOS;PAULO JUNIOR;DIEGO;-10,000539;-42,480473;NÃO INICIADA;;R$ 8.400,00;;;;;;;;;;;;;;;;;;;;;;;;;
1145056;04/01/2025;JUAZEIRO;RR-SEIN-POV-CALDEIRAOZINHO-RURAL;UAUÁ;RUBEM;11;149;;;;;25%;21/04/2025;31/05/2025;RUBENS;RUBENS;;-10,13720546;-39,45350936;NÃO INICIADA;;;;;;;;;;;;;;;;;;;;;;;;;;;
1159894;04/01/2025;JUAZEIRO;UB-CIND-RUA-JUAZEIRO-2;JUAZEIRO;MIGRAR;0;66;;;;;30%;22/04/2025;28/06/2025;GISMARIO;EDIE JONNES;;-9,4549199;-40,5358319;NÃO INICIADA;;R$ 138.600,00;;;;;;;;;;;;;;;;;;;;;;;;;
0515938;04/01/2025;JUAZEIRO;MP-CCOL-FAZ SERRA BRANCA E ARRED.-RURAL;REMANSO;JORGE;21;459;;;;;40%;01/04/2025;;JORGE;JORGE;DEBORA;;;NÃO INICIADA;;;;;;;;;;;;;;;;;;;;;;;;;;;
1157088;04/01/2025;JUAZEIRO;FVU-REGULADOR-MAC-09Z1-D693866;PAULO AFONSO;NÃO DEFINIDO;0;0;0;;;;100%;;;;;;;;CONCLUIDA;;;;;;;;;;;;;;;;;;;;;;;;;;;
1145201;05/01/2025;JUAZEIRO;ER-CIND-POV-RURAL-CASA NOVA;CASA NOVA;ENTREGA;1;7;7;;;PLANO 7;100%;12/05/2025;17/05/2025;DANIEL;PAULO JUNIOR;;;;;;R$ 11.900,00;;;;;;;;;;;;;;;;;;;;;;;;;
1198422;05/01/2025;JUAZEIRO;IT-CIND-FAZ-PROJ NILO COELHO-CASA NOVA;CASA NOVA;CONCLUIDA;0;0;0;;;PLANO 7;100%;08/05/2025;10/05/2025;LINHA VIVA;PAULO JUNIOR;;;;;;R$ 0,00;;;;;;;;;;;;;;;;;;;;;;;;;
1127131;05/01/2025;JUAZEIRO;AC-GRUA-CJN-PARATY ATACADO-MMGD;JUAZEIRO;CONCLUIDA;0;0;0;;;PLANO 7;100%;07/05/2025;15/05/2025;LINHA VIVA;EDIE JONNES;;;;;;R$ 0,00;;;;;;;;;;;;;;;;;;;;;;;;;
1170253;05/01/2025;JUAZEIRO;IE-RELIGADOR-CSN-01C6-J54312;CASA NOVA;ENTREGA;0;1;0;;;PLANO 8;100%;16/05/2025;31/05/2025;DANIEL;PAULO JUNIOR;;;;;;R$ 0,00;;;;;;;;;;;;;;;;;;;;;;;;;
1188323;05/01/2025;JUAZEIRO;UCIND-AV-GUISEPP MUCCINI-ARGEMIRO;JUAZEIRO;CONCLUIDA;0;0;0;;;PLANO 7;100%;08/05/2025;08/05/2025;GISMARIO;EDIE JONNES;;;;;;R$ 0,00;;;;;;;;;;;;;;;;;;;;;;;;;
1195911;05/01/2025;JUAZEIRO;UCIND-RUA-DAS MARGARIDAS 20-V MALVAO;CASA NOVA;CONCLUIDA;2;0;0;;;PLANO 7;100%;15/05/2025;17/05/2025;DANIEL;PAULO JUNIOR;;;;;;R$ 0,00;;;;;;;;;;;;;;;;;;;;;;;;;
1101591;05/01/2025;JUAZEIRO;IT-GRUA-FAZ-PROJETO NILO COELH-RURAL-MOD;CASA NOVA;AVANÇO;0;176;88;;;PLANO 7;50%;16/05/2025;30/06/2025;FERNANDO;PAULO JUNIOR;;;;;;R$ 149.600,00;;;;;;;;;;;;;;;;;;;;;;;;;
1195385;05/01/2025;JUAZEIRO;UCIND-RUA-COMISSAO DO VALE-PIRANGA;JUAZEIRO;PES 52486 OC 48953 - 15/05;1;0;0;;;PLANO 7;100%;13/05/2025;15/05/2025;GISMARIO;EDIE JONNES;;;;;;R$ 0,00;;;;;;;;;;;;;;;;;;;;;;;;;
1156209;05/01/2025;JUAZEIRO;AC REG FV CIND FAZ CAPUCHU 16 RURAL;CURAÇÁ;MIGRAR;2;37;37;;;PLANO 7;100%;19/05/2025;31/05/2025;IVONALDO;EDIE JONNES;;;;;;R$ 62.900,00;;;;;;;;;;;;;;;;;;;;;;;;;
1139392;05/01/2025;JUAZEIRO;MP CIND FAZ SURUBIM RURAL;CURAÇÁ;MIGRAR;2;25;25;;;PLANO 7;100%;09/05/2025;17/05/2025;IVONALDO;EDIE JONNES;;;;;;R$ 42.500,00;;;;;;;;;;;;;;;;;;;;;;;;;
1059076;05/01/2025;JUAZEIRO;MP-CCOL-POV-SERROTIM-RURAL;CURAÇÁ;CONCLUIDA;2;6;6;;;PLANO 14;100%;05/05/2025;09/05/2025;IVONALDO;EDIE JONNES;;;;;;R$ 10.200,00;;;;;;;;;;;;;;;;;;;;;;;;;
1157379;05/01/2025;JUAZEIRO;RS-COEL-SAIDA AL NOVA TOURAO;JUAZEIRO;CONCLUIDA;0;0;0;;;PLANO 1;100%;01/05/2025;15/05/2025;IVONALDO;SANTIAGO;;;;;;R$ 0,00;;;;;;;;;;;;;;;;;;;;;;;;;
1159894;05/01/2025;JUAZEIRO;UCIND-RUA-JUAZEIRO-2;JUAZEIRO;AVANÇO;0;66;33;;;PLANO 7;50%;12/05/2025;31/07/2025;PAULO;EDIE JONNES;;;;; ;R$ 56.100,00;;;;;;;;;;;;;;;;;;;;;;;;;
1096776;05/01/2025;JUAZEIRO;LD-CIND-FAZ.CURRALINHO-RURAL;CURAÇÁ;CONCLUIDA;1;1;1;;;PLANO 7;100%;13/05/2025;14/05/2025;FABIO;EDIE JONNES;;;;;;R$ 1.700,00;;;;;;;;;;;;;;;;;;;;;;;;;
1057733;05/01/2025;JUAZEIRO;MP-CIND-POV-CRUZ II-RIO RURAL;JUAZEIRO;MIGRAR;1;10;10;;;PLANO 14;100%;26/05/2025;31/05/2025;PEDRO BATISTA;ANDERSON;;;;;;R$ 17.000,00;;;;;;;;;;;;;;;;;;;;;;;;;
1180504;05/01/2025;JUAZEIRO;ER-CIND-RUA-SANTA INES-MATA BURRO;JUAZEIRO;CONCLUIDA;4;1;1;;;PLANO 7;100%;06/05/2025;09/05/2025;GISMARIO;EDIE JONNES;;;;;;R$ 1.700,00;;;;;;;;;;;;;;;;;;;;;;;;;
1135898;05/01/2025;JUAZEIRO;ER-CIND-POV-CARNAIBA DO SERTAO-RURAL;JUAZEIRO;MIGRAR;1;3;3;;;PLANO 7;100%;23/05/2025;28/05/2025;GISMARIO;EDIE JONNES;;;;;;R$ 5.100,00;;;;;;;;;;;;;;;;;;;;;;;;;
1087721;05/01/2025;JUAZEIRO;RU-CIND-LOT-ANTONIO GUILHERMINO;JUAZEIRO;ENTREGA;1;5;5;;;PLANO 7;100%;31/05/2025;31/05/2025;GISMARIO;EDIE JONNES;;;;;;R$ 8.500,00;;;;;;;;;;;;;;;;;;;;;;;;;
1181926;05/01/2025;JUAZEIRO;UCIND-RUA-ALTO LINDO-CENTRO;JUAZEIRO;CONCLUIDA;2;1;1;;;PLANO 7;100%;19/05/2025;23/05/2025;GISMARIO;EDIE JONNES;;;;;;R$ 1.700,00;;;;;;;;;;;;;;;;;;;;;;;;;
1136743;05/01/2025;JUAZEIRO;EQ-CIND-POV-CURAÇA PEQUENO-RURAL;JUAZEIRO;MIGRAR;0;2;2;;;PLANO 7;100%;23/05/2025;31/05/2025;FABIO;EDIE JONNES;;;;;;R$ 3.400,00;;;;;;;;;;;;;;;;;;;;;;;;;
1164542;05/01/2025;JUAZEIRO;ER-SEIN-RUA-DR TANCREDO NEVES-RURAL;SENTO SÉ;ENTREGA;1;50;50;;;;100%;01/05/2025;24/05/2025;EMERSON;EMERSON;;;;;;R$ 85.000,00;;;;;;;;;;;;;;;;;;;;;;;;;
1130105;05/01/2025;JUAZEIRO;IT-GRUA-ET-DISTRITO DE IRRIG-RURAL;JUAZEIRO;CONCLUIDA;0;0;0;;;PLANO 7;100%;05/05/2025;15/05/2025;LINHA VIVA;EDIE JONNES;;;;;;R$ 0,00;;;;;;;;;;;;;;;;;;;;;;;;;
1159829;05/01/2025;JUAZEIRO;ER-CIND-FAZ-PE DE MORRO-RURAL;JUAZEIRO;MIGRAR;2;0;0;;;PLANO 7;100%;23/05/2025;26/05/2025;GISMARIO;EDIE JONNES;;;;;;R$ 0,00;;;;;;;;;;;;;;;;;;;;;;;;;
1160624;05/01/2025;JUAZEIRO;ME-COEL-AG AGUAS BELAS-99999;JUAZEIRO;MIGRAR;1;13;13;;;PLANO 8;100%;20/05/2025;23/05/2025;GISMARIO;EDIE JONNES;;;;;;R$ 22.100,00;;;;;;;;;;;;;;;;;;;;;;;;;
1169864;05/01/2025;JUAZEIRO;IE-RELIGADOR-MAN-01W2-J02927;JUAZEIRO;ENTREGA;0;0;0;;;PLANO 8;100%;28/05/2025;31/05/2025;GISMARIO;EDIE JONNES;;;;;;R$ 0,00;;;;;;;;;;;;;;;;;;;;;;;;;
1170306;05/01/2025;JUAZEIRO;UCIND-RUA-ILHA SOLTEIRA-VILA S FRANC;SOBRADINHO;CONCLUIDA;1;1;1;;;PLANO 7;100%;08/05/2025;09/05/2025;JUAREZ;SANTIAGO;;;;;;R$ 1.700,00;;;;;;;;;;;;;;;;;;;;;;;;;
1165820;05/01/2025;JUAZEIRO;ER-CIND-POV-TIGRE 595-RURAL;CASA NOVA;CONCLUIDA;1;1;1;;;;100%;09/05/2025;10/05/2025;DANIEL/ AILTON;PAULO JUNIOR;;;;;;R$ 1.700,00;;;;;;;;;;;;;;;;;;;;;;;;;
1168500;05/01/2025;JUAZEIRO;AC-CIND-CA-ELLIS MARIA-RURAL DE CIMA;JUAZEIRO;CONCLUIDA;1;1;1;;;;100%;13/05/2025;16/05/2025;DOMINGOS;SANTIAGO;;;;;;R$ 1.700,00;;;;;;;;;;;;;;;;;;;;;;;;;
1197173;05/01/2025;JUAZEIRO;IS-COEL-AV-MARIA DA G DE JESUS-J VITOR;JUAZEIRO;AVANÇO;0;8;4,8;;;PLANO 8;60%;23/05/2025;26/05/2025;PEDRO BATISTA;ANDERSON;;;;;;R$ 8.160,00;;;;;;;;;;;;;;;;;;;;;;;;;
