SUPERINTENDENCIA;GERENCIA;UNIDADE;LOCALIDADE;NOTA;MEDIDA;MAGNETICO;ID;PROCESSO;TITULO;MUNICIPIO;CONJUNTO;CLIENTES;PIN;PLANO;VL_PROJETO;VL_PREV_MAT;VL_PREV_SERV;VL_PREV_UNIT;VL_CUST_HIST;P_REAL;CAPEX_ARL;EMPRESA;PROJETO_KIT;PROJETO_MEDIDOR;CART;PREVISAO_EXECUCAO_INICIO;PREVISAO_EXECUCAO_FIM;CRITERIO;PSTP;PSTR;EQPP;EQPR;RDEP;RDER;AVNP;AVNR;DT_ENGZ;SI;STATUS_SI;STATUS;DT_CADASTRO;USUARIO_CADASTRO;DT_VALIDACAO;USUARIO_VALIDACAO;DT_ATESTO;USUARIO_ATESTO;AGENTE_RESPONSAVEL;ST_CARTEIRA;ADRN;STATUS_REVISAO_ORCAMENTO;DATA_REVISAO_ORCAMENTO;DATA_INSERCACAO_ENGZ;JUSTIFICATIVA_EXPURGO;OBSERVACAO_OPERACAO;JUSTIFICATIVA;CLIENT_PRE_CAD;DT_PRE_CADASTRO;EMPRESA_CONTRATO_PROJETO;CALCULO_QCR
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP NORTE;JUAZEIRO;9102050585;FINLNOTA;SIM;PCO0041986/24;Y-1137240;ER-CIND-LOT-BREVILAR 29-PIRANGA;JUAZEIRO;;1;7.1.1.3;PLANO 7;15.040,40;;;11.280,30;13.411,72;89,17%;1.628,68;SIPEL;;;05/2024;25/05/2024;25/05/2024;MAIS OBRAS;4;;;;0,10;;100%;100%;26/05/2024;;;APROVADO - MANTER;17/05/2024;MICHAEL ENGRACIO LEAL DA SILVA;17/05/2024 15:39;MICHAEL ENGRACIO LEAL DA SILVA;17/05/2024;MICHAEL ENGRACIO LEAL DA SILVA;;CONCLUÍDO;CONF.;;;27/05/2024;;;;0;;4600074796;1
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP CENTRO NORTE;SENHOR DO BONFIM;9102046615;FINLNOTA;SIM;PCO0038148/24;Y-1131539;ER-CIND-POV-TRES MORROS-RURAL TANQUINHO;SENHOR DO BONFIM;;1;7.1.2.3;PLANO 7;16.437,30;;;12.327,98;13.100,07;79,70%;3.337,23;SIPEL;;;05/2024;11/05/2024;11/05/2024;MAIS OBRAS;3;4;4;4;0,14;0,19;100%;100%;07/05/2024;;;APROVADO - MANTER;26/04/2024;MICHAEL ENGRACIO LEAL DA SILVA;26/04/2024 14:30;MICHAEL ENGRACIO LEAL DA SILVA;26/04/2024;MICHAEL ENGRACIO LEAL DA SILVA;;CONCLUÍDO;CONF.;;;13/05/2024;;;;0;;4600074798;1
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP CENTRO NORTE;SENHOR DO BONFIM;9101487161;FINLNOTA;SIM;PCO0041506/24;Y-0951608;ER-CIND-POV-LAGE DE CIMA-LAGE DE CIMA;CAMPO FORMOSO;;1;7.1.2.3;PLANO 7;13.145,55;4.051,86;;9.859,16;12.858,83;97,82%;286,72;SIPEL;;;05/2024;25/05/2024;25/05/2024;MAIS OBRAS;3;3;4;4;0,12;0,13;100%;100%;15/06/2024;;;APROVADO - MANTER;15/05/2024;MICHAEL ENGRACIO LEAL DA SILVA;15/05/2024 08:32;MICHAEL ENGRACIO LEAL DA SILVA;15/05/2024;MICHAEL ENGRACIO LEAL DA SILVA;;CONCLUÍDO;CONF.;;;17/06/2024;;;;0;;4600074798;2
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP CENTRO NORTE;SENHOR DO BONFIM;9102032165;FINLNOTA;SIM;PCO0038130/24;Y-1127949;ER-CIND-POV-PEDRA BRANCA-RURAL;PONTO NOVO;;1;7.1.2.3;PLANO 7;20.320,55;;;15.240,41;12.709,87;62,55%;2.530,54;SIPEL;;;05/2024;04/05/2024;04/05/2024;MAIS OBRAS;4;4;4;4;0,15;0,17;100%;100%;03/05/2024;;;APROVADO - MANTER;26/04/2024;MICHAEL ENGRACIO LEAL DA SILVA;26/04/2024 14:30;MICHAEL ENGRACIO LEAL DA SILVA;26/04/2024;MICHAEL ENGRACIO LEAL DA SILVA;;CONCLUÍDO;CONF.;;;06/05/2024;;;;0;;4600074798;1
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP CENTRO NORTE;SENHOR DO BONFIM;9102074761;FINLNOTA;SIM;PCO0036857/24;Y-1141758;ER-CIND-POV-RURAL-TANQUE VELHO;SENHOR DO BONFIM;;1;7.1.2.3;PLANO 7;14.398,12;;;10.798,59;12.622,18;87,67%;1.775,94;SIPEL;;;05/2024;25/05/2024;25/05/2024;JUDICIAL;2;2;2;2;0,11;0,13;100%;100%;03/05/2024;;;APROVADO - MANTER;18/04/2024;IVA REGINA BRITO SANTOS;18/04/2024 11:14;IVA REGINA BRITO SANTOS;18/04/2024;IVA REGINA BRITO SANTOS;;CONCLUÍDO;CONF.;;;06/05/2024;;;;0;;4600074798;1
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP CENTRO NORTE;JACOBINA;9101913172;FINLNOTA;SIM;PCO0037775/24;Y-1084672;RC-CIND-RUA-DA ESPERANCA 33-CENTRO;CALDEIRÃO GRANDE;;0;8.3.2.3;PLANO 8;18.764,89;;;14.073,67;12.239,91;65,23%;1.833,76;SIPEL;;;05/2024;25/05/2024;25/05/2024;EQUIPAMENTO;1;1;1;1;0,04;0,00;100%;100%;21/06/2024;;;APROVADO - MANTER;23/04/2024;IVA REGINA BRITO SANTOS;23/04/2024 21:10;IVA REGINA BRITO SANTOS;23/04/2024;IVA REGINA BRITO SANTOS;NATALICIO SILVA - U460544;CONCLUÍDO;CONF.;;;25/06/2024;;;;0;;4600074798;2
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP NORTE;JUAZEIRO;9101984367;FINLNOTA;SIM;PCO0036858/24;Y-1116400;RC CIND RUA SAO FRANCISCO LOT SOL LEVANT;JUAZEIRO;;0;7.1.1.3;PLANO 7;17.407,27;;;13.055,45;12.173,58;69,93%;881,87;SIPEL;;;05/2024;01/05/2024;15/05/2024;JUDICIAL;2;2;0;0;0,03;0,03;100%;100%;15/05/2024;;;APROVADO - MANTER;18/04/2024;IVA REGINA BRITO SANTOS;18/04/2024 11:14;IVA REGINA BRITO SANTOS;18/04/2024;IVA REGINA BRITO SANTOS;;CONCLUÍDO;CONF.;;;17/05/2024;;;;0;;4600074796;1
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP NORTE;JUAZEIRO;9102042210;FINLNOTA;SIM;PCO0040062/24;Y-1132021;UB-CIND-RUA-02-LOTEAMENTO VILA DA PAZ;CURAÇÁ;;1;7.1.1.3;PLANO 7;8.313,07;;;6.234,80;11.651,29;140,16%;-3.338,22;SIPEL;;;05/2024;11/05/2024;11/05/2024;MAIS OBRAS;2;2;0;0;0,08;0,10;100%;100%;11/05/2024;;;APROVADO - MANTER;08/05/2024;MICHAEL ENGRACIO LEAL DA SILVA;08/05/2024 14:50;MICHAEL ENGRACIO LEAL DA SILVA;08/05/2024;MICHAEL ENGRACIO LEAL DA SILVA;;CONCLUÍDO;CONF.;;;13/05/2024;;;;0;;4600074796;2
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP NORTE;REMANSO;9102010323;FINLNOTA;SIM;PCO0041778/24;Y-1126381;UB-CIND-RUA-SAO LUIZ-URBANA;REMANSO;;1;7.1.1.3;PLANO 7;11.893,39;;;8.920,04;10.870,48;91,40%;1.022,91;SIPEL;;;05/2024;18/05/2024;18/05/2024;MAIS OBRAS;3;3;0;0;0,07;0,07;100%;100%;18/05/2024;;;APROVADO - MANTER;15/05/2024;MICHAEL ENGRACIO LEAL DA SILVA;15/05/2024 14:49;MICHAEL ENGRACIO LEAL DA SILVA;15/05/2024;MICHAEL ENGRACIO LEAL DA SILVA;;CONCLUÍDO;CONF.;;;07/06/2024;;;;0;;4600074796;1
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP CENTRO NORTE;SENHOR DO BONFIM;9101991785;FINLNOTA;SIM;PCO0038129/24;Y-1121773;RR-CIND-LOT-PONTO NOVO-REASSENTAMENTO;PONTO NOVO;;1;7.1.2.6;PLANO 7;7.317,00;;;5.487,75;10.617,72;145,11%;-3.300,72;SIPEL;;;05/2024;04/05/2024;04/05/2024;MAIS OBRAS;1;1;3;3;0,02;0,02;100%;100%;04/05/2024;;;APROVADO - MANTER;26/04/2024;MICHAEL ENGRACIO LEAL DA SILVA;26/04/2024 14:30;MICHAEL ENGRACIO LEAL DA SILVA;26/04/2024;MICHAEL ENGRACIO LEAL DA SILVA;;CONCLUÍDO;CONF.;;;06/05/2024;;;;0;;4600074798;1
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP CENTRO NORTE;SENHOR DO BONFIM;9102031302;FINLNOTA;SIM;PCO0038138/24;Y-1130110;ER-CIND-RCL-POV-DE PUXADEIRA -RURAL;CAMPO FORMOSO;;4;7.1.2.3;PLANO 7;17.200,57;;;12.900,43;10.565,33;61,42%;2.335,10;SIPEL;;;05/2024;11/05/2024;11/05/2024;MAIS OBRAS;3;3;4;4;0,17;0,17;100%;100%;07/05/2024;;;APROVADO - MANTER;26/04/2024;MICHAEL ENGRACIO LEAL DA SILVA;26/04/2024 14:30;MICHAEL ENGRACIO LEAL DA SILVA;26/04/2024;MICHAEL ENGRACIO LEAL DA SILVA;;CONCLUÍDO;CONF.;;;13/05/2024;;;;0;;4600074798;1
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP CENTRO NORTE;SENHOR DO BONFIM;9102041161;FINLNOTA;SIM;PCO0038149/24;Y-1131875;ER-CIND-FAZ-CACUCAR-RURAL QUICE;SENHOR DO BONFIM;;1;7.1.2.3;PLANO 7;16.434,57;;;12.325,93;10.399,53;63,28%;1.926,40;SIPEL;;;05/2024;04/05/2024;04/05/2024;MAIS OBRAS;3;3;3;3;0,15;0,16;100%;100%;04/05/2024;;;APROVADO - MANTER;26/04/2024;MICHAEL ENGRACIO LEAL DA SILVA;26/04/2024 14:30;MICHAEL ENGRACIO LEAL DA SILVA;26/04/2024;MICHAEL ENGRACIO LEAL DA SILVA;;CONCLUÍDO;CONF.;;;06/05/2024;;;;0;;4600074798;1
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP NORTE;REMANSO;9102048588;FINLNOTA;SIM;PCO0040063/24;Y-1135299;ER-CIND-POV-MORRO BRANCO-MORRO BRANCO;REMANSO;;1;7.1.2.3;PLANO 7;12.811,23;;;9.608,42;10.321,54;80,57%;2.489,69;SIPEL;;;05/2024;11/05/2024;11/05/2024;MAIS OBRAS;0;0;1;1;0,00;0,00;100%;100%;11/05/2024;;;APROVADO - MANTER;08/05/2024;MICHAEL ENGRACIO LEAL DA SILVA;08/05/2024 14:50;MICHAEL ENGRACIO LEAL DA SILVA;08/05/2024;MICHAEL ENGRACIO LEAL DA SILVA;;CONCLUÍDO;CONF.;;;13/05/2024;;;;0;;4600074796;1
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP NORTE;JUAZEIRO;9102044486;FINLNOTA;SIM;PCO0041781/24;Y-1136084;ER-CIND-ET-SERRA DA BATATEIRA-JOAO PAULO;JUAZEIRO;;1;7.1.2.3;PLANO 7;9.825,27;;;7.368,95;9.425,51;95,93%;399,76;SIPEL;;;05/2024;18/05/2024;18/05/2024;MAIS OBRAS;3;3;0;0;0,09;0,10;100%;100%;18/05/2024;;;APROVADO - MANTER;15/05/2024;MICHAEL ENGRACIO LEAL DA SILVA;15/05/2024 14:49;MICHAEL ENGRACIO LEAL DA SILVA;15/05/2024;MICHAEL ENGRACIO LEAL DA SILVA;;CONCLUÍDO;CONF.;;;20/05/2024;;;;0;;4600074796;1
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP CENTRO NORTE;SENHOR DO BONFIM;9102049029;FINLNOTA;SIM;PCO0041502/24;Y-1134967;IS-COEL-RUA-MARCOS DE JESUS-URBANO;NORDESTINA;;0;8.6.3;PLANO 8;19.328,42;;;14.496,32;9.288,45;48,06%;5.207,87;SIPEL;;;05/2024;25/05/2024;25/05/2024;MAIS OBRAS;2;1;2;2;0,15;0,00;100%;100%;26/07/2024;;;APROVADO - MANTER;15/05/2024;MICHAEL ENGRACIO LEAL DA SILVA;15/05/2024 08:16;MICHAEL ENGRACIO LEAL DA SILVA;15/05/2024;MICHAEL ENGRACIO LEAL DA SILVA;WELLINGTON SOUZA - U470124;CONCLUÍDO;CONF.;;;26/07/2024;;;;0;;4600074798;3
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP CENTRO NORTE;SENHOR DO BONFIM;9101042053;FINLNOTA;SIM;PCO0039884/24;Y-0796961;RR-CIND-RUA OSVALDO DANTAS-RURAL;ITIÚBA;;2;7.1.2.3;PLANO 7;10.548,05;23.374,90;;7.911,04;8.351,45;79,18%;2.196,60;SIPEL;Y-0798139;Y-0796963;05/2024;;;PRIORIDADE PLANO ANEEL;2;1;2;2;0,03;0,00;100%;100%;30/07/2024;;;APROVADO - MANTER;07/05/2024;JOSE LUIS DOS SANTOS FILHO;07/05/2024 16:15;JOSE LUIS DOS SANTOS FILHO;10/05/2024;JOSE LUIS DOS SANTOS FILHO;GUTTEMBERG SANTOS - U343220;CONCLUÍDO;CONF.;;;31/07/2024;Obra inserida na carteira com a autorização de Renilson para cumprir o plano aneel de 2024;;;0;;4600074798;3
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP CENTRO NORTE;SENHOR DO BONFIM;9102046440;FINLNOTA;SIM;PCO0038142/24;Y-1136624;ER-CIND-POV-BREJO GRANDE-RURAL;CAMPO FORMOSO;;1;7.1.2.3;PLANO 7;10.432,57;;;7.824,43;7.552,97;72,40%;271,46;SIPEL;;;05/2024;18/05/2024;18/05/2024;MAIS OBRAS;2;2;3;3;0,13;0,13;100%;100%;14/05/2024;;;APROVADO - MANTER;26/04/2024;MICHAEL ENGRACIO LEAL DA SILVA;26/04/2024 14:30;MICHAEL ENGRACIO LEAL DA SILVA;26/04/2024;MICHAEL ENGRACIO LEAL DA SILVA;;CONCLUÍDO;CONF.;;;20/05/2024;;;;0;;4600074798;1
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP NORTE;JUAZEIRO;9102048410;FINLNOTA;SIM;PCO0041780/24;Y-1135766;ER-CIND-PR -SANTO ANTONIO-PATAMUTE;UAUÁ;;1;7.1.2.3;PLANO 7;8.225,03;;;6.168,77;7.479,07;90,93%;745,96;SIPEL;;;05/2024;18/05/2024;18/05/2024;MAIS OBRAS;2;2;0;0;0,17;0,12;100%;100%;18/05/2024;;;APROVADO - MANTER;15/05/2024;MICHAEL ENGRACIO LEAL DA SILVA;15/05/2024 14:49;MICHAEL ENGRACIO LEAL DA SILVA;15/05/2024;MICHAEL ENGRACIO LEAL DA SILVA;;CONCLUÍDO;CONF.;;;20/05/2024;;;;0;;4600074796;1
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP NORTE;JUAZEIRO;9102036939;FINLNOTA;SIM;PCO0040064/24;Y-1135681;UB-CIND-LOT-SALVADOR PEREIRA LIMA-CENTRO;CURAÇÁ;;1;7.1.1.3;PLANO 7;7.114,94;;;5.336,21;7.474,40;105,05%;-359,46;SIPEL;;;05/2024;11/05/2024;11/05/2024;MAIS OBRAS;2;2;0;0;0,04;0,06;100%;100%;11/05/2024;;;APROVADO - MANTER;08/05/2024;MICHAEL ENGRACIO LEAL DA SILVA;08/05/2024 14:50;MICHAEL ENGRACIO LEAL DA SILVA;08/05/2024;MICHAEL ENGRACIO LEAL DA SILVA;;CONCLUÍDO;CONF.;;;13/05/2024;;;;0;;4600074796;1
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP CENTRO NORTE;JACOBINA;9101727344;FINLNOTA;SIM;PCO0038410/24;Y-1010320;ER-CIND-POV-EMBRATEL 7488-RURAL;JACOBINA;;1;7.1.2.3;PLANO 7;13.917,96;5.546,68;;10.438,47;7.452,08;53,54%;2.986,39;SIPEL;;;05/2024;02/05/2024;15/05/2024;QLP;1;1;1;1;0,00;0,12;100%;100%;08/05/2024;;;APROVADO - MANTER;30/04/2024;JOSE LUIS DOS SANTOS FILHO;30/04/2024 10:07;JOSE LUIS DOS SANTOS FILHO;30/04/2024;JOSE LUIS DOS SANTOS FILHO;WELLINGTON SOUZA - U470124;CONCLUÍDO;CONF.;;;09/05/2024;;;;0;;4600074798;2
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP CENTRO NORTE;SENHOR DO BONFIM;9102052061;FINLNOTA;SIM;PCO0038143/24;Y-1136714;ER-CIND-POV-POCOS 80-RURAL;CAMPO FORMOSO;;1;7.1.2.3;PLANO 7;11.179,45;;;8.384,59;7.248,66;64,84%;1.135,93;SIPEL;;;05/2024;18/05/2024;18/05/2024;MAIS OBRAS;2;2;2;2;0,10;0,12;100%;100%;20/05/2024;;;APROVADO - MANTER;26/04/2024;MICHAEL ENGRACIO LEAL DA SILVA;26/04/2024 14:30;MICHAEL ENGRACIO LEAL DA SILVA;26/04/2024;MICHAEL ENGRACIO LEAL DA SILVA;;CONCLUÍDO;CONF.;;;20/05/2024;;;;0;;4600074798;1
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP NORTE;REMANSO;9102033252;FINLNOTA;SIM;PCO0041779/24;Y-1129093;ER-CIND-POV-MELANCIA-RURAL;REMANSO;;0;7.1.2.3;PLANO 7;7.214,78;;;5.411,09;6.820,40;94,53%;394,38;SIPEL;;;05/2024;18/05/2024;18/05/2024;MAIS OBRAS;2;2;0;0;0,09;0,10;100%;100%;20/05/2024;;;APROVADO - MANTER;15/05/2024;MICHAEL ENGRACIO LEAL DA SILVA;15/05/2024 14:49;MICHAEL ENGRACIO LEAL DA SILVA;15/05/2024;MICHAEL ENGRACIO LEAL DA SILVA;;CONCLUÍDO;CONF.;;;20/05/2024;;;;0;;4600074796;1
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP CENTRO NORTE;JACOBINA;9101855072;FINLNOTA;SIM;PCO0039047/24;Y-1056694;ER-CIND-POV-VARZEA DANTAS-SERROLANDIA;SERROLÂNDIA;;0;7.1.1.3;PLANO 7;4.215,61;;;3.161,71;6.637,33;157,45%;-2.421,72;SIPEL;;;05/2024;25/05/2024;25/05/2024;MAIS OBRAS;1;1;2;2;0,05;0,06;100%;100%;23/05/2024;;;APROVADO - MANTER;02/05/2024;JOSE LUIS DOS SANTOS FILHO;02/05/2024 15:21;JOSE LUIS DOS SANTOS FILHO;02/05/2024;JOSE LUIS DOS SANTOS FILHO;DIORLAN REIS - U352259;CONCLUÍDO;CONF.;;;24/05/2024;;;;0;;4600074798;1
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP CENTRO NORTE;SENHOR DO BONFIM;9102044461;FINLNOTA;SIM;PCO0038141/24;Y-1135855;ER - CIND - POV CAMPO DE POUSO  - RURAL;CAMPO FORMOSO;;1;7.1.2.3;PLANO 7;14.208,67;;;10.656,50;5.093,37;35,85%;5.563,13;SIPEL;Y-1135887;Y-1135886;05/2024;11/05/2024;11/05/2024;MAIS OBRAS;2;1;2;2;0,04;0,05;100%;100%;09/05/2024;;;APROVADO - MANTER;26/04/2024;MICHAEL ENGRACIO LEAL DA SILVA;26/04/2024 14:30;MICHAEL ENGRACIO LEAL DA SILVA;26/04/2024;MICHAEL ENGRACIO LEAL DA SILVA;;CONCLUÍDO;CONF.;;;13/05/2024;;;;0;;4600074798;1
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP CENTRO NORTE;SENHOR DO BONFIM;9102046792;FINLNOTA;SIM;PCO0038150/24;Y-1133560;UB-CIND-RUA-ESTA  O-CENTRO DE QUICE;SENHOR DO BONFIM;;1;7.1.1.3;PLANO 7;7.794,28;;;5.845,71;4.184,23;53,68%;1.661,48;SIPEL;;;05/2024;04/05/2024;04/05/2024;MAIS OBRAS;1;1;1;1;0,04;0,05;100%;100%;04/05/2024;;;APROVADO - MANTER;26/04/2024;MICHAEL ENGRACIO LEAL DA SILVA;26/04/2024 14:30;MICHAEL ENGRACIO LEAL DA SILVA;26/04/2024;MICHAEL ENGRACIO LEAL DA SILVA;;CONCLUÍDO;CONF.;;;06/05/2024;;;;0;;4600074798;1
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP CENTRO NORTE;JACOBINA;9102046468;FINLNOTA;SIM;PCO0037777/24;Y-1137243;UB-CIND-RUA-DO CONTORNO-CENTRO CAEM;CAEM;;1;7.1.1.3;PLANO 7;7.410,30;;;5.557,73;3.731,55;50,36%;1.826,18;SIPEL;;;05/2024;25/05/2024;25/05/2024;QLP;1;1;1;1;0,26;0,05;100%;100%;02/05/2024;;;APROVADO - MANTER;23/04/2024;IVA REGINA BRITO SANTOS;23/04/2024 21:10;IVA REGINA BRITO SANTOS;23/04/2024;IVA REGINA BRITO SANTOS;NATALICIO SILVA - U460544;CONCLUÍDO;CONF.;;;03/05/2024;;;;0;;4600074798;1
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP NORTE;JUAZEIRO;9102079599;FINLNOTA;SIM;PCO0039024/24;Y-1141126;UB-CIND-AV-GIUSEPP MUCCINI-ARGEMIRO;JUAZEIRO;;1;7.1.1.3;PLANO 7;4.049,60;;;3.037,20;3.383,34;83,55%;666,26;SIPEL;;;05/2024;02/05/2024;04/05/2024;QLP;0;;;;0,04;;100%;100%;06/05/2024;;;APROVADO - MANTER;02/05/2024;JOSE LUIS DOS SANTOS FILHO;02/05/2024 08:15;JOSE LUIS DOS SANTOS FILHO;02/05/2024;JOSE LUIS DOS SANTOS FILHO;VICTOR BARROS - U462427;CONCLUÍDO;CONF.;;;07/05/2024;Cliente proprietário de umas das unidades consumidoras do loteamento em questão, compareceu a loja de atendimento para reclamar do prazo informado (07\2024) para execução da interligação, os proprietários estão pagando juros e multas relacionados a unidade.  O mesmo está ameaçando realizar manifestação na frente da Coelba na quinta feira (02\05).;;;0;;4600074796;1
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP CENTRO NORTE;SENHOR DO BONFIM;9101773355;FINLNOTA;SIM;PCO0045394/24;Y-1029065;UB-CIND-RUA-SA  GONCALO-CENTRO;ITIÚBA;;1;7.1.1.3;PLANO 7;2.573,22;;;1.929,92;3.253,48;126,44%;-680,26;SIPEL;;;05/2024;;;MAIS OBRAS;1;1;1;1;0,00;0,00;100%;100%;31/05/2024;;;APROVADO - MANTER;04/06/2024;JOSE LUIS DOS SANTOS FILHO;04/06/2024 07:34;JOSE LUIS DOS SANTOS FILHO;04/06/2024;JOSE LUIS DOS SANTOS FILHO;ADISON FERREIRA - U343222;CONCLUÍDO;CONF.;;;03/06/2024;;;;0;;4600074798;1
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP CENTRO NORTE;SENHOR DO BONFIM;9102089269;FINLNOTA;SIM;PCO0042256/24;Y-1146420;PR-PREF-PR -EVERALDO PROCOCIO-CENTRO;QUEIMADAS;;1;3.1.1;PLANO 3;21.852,63;;;16.389,47;1.796,66;8,22%;14.592,81;SIPEL;;;05/2024;;;QLP;0;0;1;1;0,00;0,00;100%;100%;20/05/2024;;;APROVADO - MANTER;21/05/2024;JOSE LUIS DOS SANTOS FILHO;21/05/2024 13:40;JOSE LUIS DOS SANTOS FILHO;21/05/2024;JOSE LUIS DOS SANTOS FILHO;;CONCLUÍDO;CONF.;;;20/05/2024;;;;0;;4600074798;1
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP CENTRO NORTE;SENHOR DO BONFIM;9102037263;FINLNOTA;SIM;PCO0041983/24;B-1133610;AC-CIND-POV-LAGOA DA PEDRA-RURAL;MONTE SANTO;;1;7.1.2.3;PLANO 7;3.788,65;;;2.841,49;1.281,57;33,83%;1.559,92;SIPEL;;;05/2024;18/05/2024;18/05/2024;MAIS OBRAS;0;;;;0,13;;100%;100%;16/05/2024;;;APROVADO - MANTER;17/05/2024;MICHAEL ENGRACIO LEAL DA SILVA;17/05/2024 15:18;MICHAEL ENGRACIO LEAL DA SILVA;17/05/2024;MICHAEL ENGRACIO LEAL DA SILVA;;CONCLUÍDO;CONF.;;;17/05/2024;;;;0;;4600074796;1
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP NORTE;REMANSO;9101729106;OBRACANC;SIM;PCO0028775/24;B-1045291;MP-CCOL-POV-RANCHO ALEGRE-RURAL;CASA NOVA;;4;14.7.1;PLANO 14;984.465,65;222.966,83;;738.349,24;69.599,58;7,07%;668.749,66;SIPEL;B-1045292;B-1045293;05/2024;05/01/2024;30/06/2024;GOVERNO;127;;;;14,00;;50%;0%;;994898/2024;RECEBIDA;APROVADO - MANTER;15/03/2024;MICHAEL ENGRACIO LEAL DA SILVA;15/03/2024 11:54;MICHAEL ENGRACIO LEAL DA SILVA;15/03/2024;MICHAEL ENGRACIO LEAL DA SILVA;;CONTRATADA;INCF.;;;;;;;0;;4600074796;1
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP NORTE;JUAZEIRO;9101809573;OBRACANC;SIM;PCO0028738/24;B-1055079;MP-CCOL POV. TANQUE NOVO RURAL;JUAZEIRO;;3;7.1.2.3;PLANO 7;511.285,03;90.318,05;;383.463,77;64.593,14;12,63%;318.870,63;SIPEL;Y-1055080;Y-1055198;05/2024;05/01/2024;30/06/2024;GOVERNO;51;;;;4,63;;100%;0%;;993304/2024;APROVADA;APROVADO - MANTER;15/03/2024;MICHAEL ENGRACIO LEAL DA SILVA;15/03/2024 11:50;MICHAEL ENGRACIO LEAL DA SILVA;15/03/2024;MICHAEL ENGRACIO LEAL DA SILVA;;CONTRATADA;INCF.;;;;;;;0;;4600074796;2
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP CENTRO NORTE;SENHOR DO BONFIM;9101011485;AGLIBREC;SIM;PCO0039886/24;B-0793029;LD-CCOL-POV. SANHAROL-RURAL;FILADÉLFIA;;7;14.4.12.1;PLANO 14;45.892,60;20.038,14;;34.419,45;29.677,62;64,67%;4.741,83;SIPEL;X-1176180;X-1176181;05/2024;;;PRIORIDADE PLANO ANEEL;8;;;;0,33;;100%;0%;;468739/2018;APROVADA;APROVADO - MANTER;07/05/2024;JOSE LUIS DOS SANTOS FILHO;07/05/2024 16:15;JOSE LUIS DOS SANTOS FILHO;10/05/2024;JOSE LUIS DOS SANTOS FILHO;LUDIMILA OLIVEIRA - U464746;CONTRATADA;INCF.;;;;Obra inserida na carteira com a autorização de Renilson para cumprir o plano aneel de 2024;;;3;03/10/2024 07:29:00;4600074798;1
