SUPERINTENDENCIA;GERENCIA;UNIDADE;LOCALIDADE;NOTA;MEDIDA;MAGNETICO;ID;PROCESSO;TITULO;MUNICIPIO;CONJUNTO;CLIENTES;PIN;PLANO;VL_PROJETO;VL_PREV_MAT;VL_PREV_SERV;VL_PREV_UNIT;VL_CUST_HIST;P_REAL;CAPEX_ARL;EMPRESA;PROJETO_KIT;PROJETO_MEDIDOR;CART;PREVISAO_EXECUCAO_INICIO;PREVISAO_EXECUCAO_FIM;CRITERIO;PSTP;PSTR;EQPP;EQPR;RDEP;RDER;AVNP;AVNR;DT_ENGZ;SI;STATUS_SI;STATUS;DT_CADASTRO;USUARIO_CADASTRO;DT_VALIDACAO;USUARIO_VALIDACAO;DT_ATESTO;USUARIO_ATESTO;AGENTE_RESPONSAVEL;ST_CARTEIRA;ADRN;STATUS_REVISAO_ORCAMENTO;DATA_REVISAO_ORCAMENTO;DATA_INSERCACAO_ENGZ;JUSTIFICATIVA_EXPURGO;OBSERVACAO_OPERACAO;JUSTIFICATIVA;CLIENT_PRE_CAD;DT_PRE_CADASTRO;EMPRESA_CONTRATO_PROJETO;CALCULO_QCR
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP CENTRO NORTE;SENHOR DO BONFIM;9101872470;FINLNOTA;SIM;PCO0000751/24;Y-1069589;AC-CIND-POV-LAGOA DO PORCO-L DO PORCO;CAMPO FORMOSO;;1;7.1.1.3;PLANO 7;36.888,61;;;27.666,46;55.857,07;151,42%;-18.968,46;SIPEL;;;01/2024;08/01/2024;15/01/2024;REPUTACIONAL;8;8;18;18;0,44;1,03;100%;100%;12/01/2024;;;APROVADO - MANTER;05/01/2024;CASSIO MORAIS ARGOLO;05/01/2024 09:50;CASSIO MORAIS ARGOLO;05/01/2024;CASSIO MORAIS ARGOLO;;CONCLUÍDO;CONF.;;;15/01/2024;;;;0;;4600074798;1
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP NORTE;JUAZEIRO;9102006564;FINLNOTA;SIM;PCO0118275/23;Y-1122474;RU-GRUA-RUA-MARIA GORETH 56-ALAGADICO;JUAZEIRO;;0;7.1.1.3;PLANO 7;61.119,59;;;45.839,69;54.597,14;89,33%;6.522,45;SIPEL;;;01/2024;04/01/2024;13/01/2024;TRANSGRESSÃO;8;6;17;17;0,76;0,31;100%;100%;26/01/2024;983210/2023;RECEBIDA;APROVADO - MANTER;23/11/2023;LIVIA CARLA PORTUGAL DOS SANTOS;23/11/2023 11:48;LIVIA CARLA PORTUGAL DOS SANTOS;23/11/2023;LIVIA CARLA PORTUGAL DOS SANTOS;;CONCLUÍDO;CONF.;;;30/01/2024;;;;0;;4600062949;1
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP NORTE;JUAZEIRO;;;NÃO;PCO0000568/24;Y-1120901;FVU-RELIGADOR-TOR-01V5-J01161;JUAZEIRO;;0;8.1.4.3;PLANO 8;94.996,13;;;71.247,10;52.766,53;55,55%;18.480,57;SIPEL;;;01/2024;02/01/2024;30/01/2024;EQUIPAMENTO;0;;;;0,00;;100%;100%;09/04/2024;;;APROVADO - MANTER;04/01/2024;CASSIO MORAIS ARGOLO;04/01/2024 11:30;CASSIO MORAIS ARGOLO;04/01/2024;CASSIO MORAIS ARGOLO;;CONCLUÍDO;CONF.;;;11/04/2024;;;;0;;4600074796;4
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP NORTE;JUAZEIRO;9102016785;FINLNOTA;SIM;PCO0000803/24;Y-1125345;LD CIND FAZ SÃO BENTO RURAL;UAUÁ;;1;7.1.2.3;PLANO 7;51.421,54;;;38.566,16;49.032,15;95,35%;2.389,39;SIPEL;Y-1125351;Y-1125353;01/2024;10/01/2024;15/01/2024;REPUTACIONAL;4;3;4;4;0,16;0,00;100%;100%;15/01/2024;984472/2024;APROVADA;APROVADO - MANTER;05/01/2024;CASSIO MORAIS ARGOLO;05/01/2024 14:19;CASSIO MORAIS ARGOLO;05/01/2024;CASSIO MORAIS ARGOLO;;CONCLUÍDO;CONF.;;;15/01/2024;;;;0;;4600074796;1
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP CENTRO NORTE;SENHOR DO BONFIM;9100764533;FINLNOTA;SIM;PCO0000746/24;Y-0724697;MP-CCOL-RUA DO ALTO 18-RURAL;ITIÚBA;;5;14.4.11.1;PLANO 14;30.367,33;13.882,10;;22.775,50;46.970,37;154,67%;-16.603,04;SIPEL;Y-0937585;Y-0937587;01/2024;02/01/2024;13/01/2024;REPUTACIONAL;9;9;11;11;0,40;0,52;100%;100%;15/01/2024;;;APROVADO - MANTER;05/01/2024;CASSIO MORAIS ARGOLO;05/01/2024 09:50;CASSIO MORAIS ARGOLO;05/01/2024;CASSIO MORAIS ARGOLO;;CONCLUÍDO;CONF.;;;15/01/2024;;;;0;;4600074798;1
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP NORTE;REMANSO;9101810318;FINLNOTA;NÃO;PCO0000563/24;Y-1038742;IE-BC-MND-01N2-G10131;CASA NOVA;;0;8.2.1.3;PLANO 8;30.079,30;25.567,42;;22.559,48;44.390,17;147,58%;-14.310,87;SIPEL;;;01/2024;02/01/2024;02/01/2024;EQUIPAMENTO;0;;;;0,00;;100%;100%;06/03/2024;;;APROVADO - MANTER;04/01/2024;CASSIO MORAIS ARGOLO;04/01/2024 11:30;CASSIO MORAIS ARGOLO;04/01/2024;CASSIO MORAIS ARGOLO;;CONCLUÍDO;CONF.;;;18/03/2024;;;;0;;4600074796;7
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP NORTE;REMANSO;9101810326;FINLNOTA;NÃO;PCO0000566/24;Y-1038758;IE-BC-CSN-01C1-G29023;CASA NOVA;;0;8.2.1.3;PLANO 8;30.079,30;25.567,42;;22.559,48;43.590,01;144,92%;-13.510,71;SIPEL;;;01/2024;02/01/2024;02/01/2024;EQUIPAMENTO;0;;;;0,00;;100%;100%;16/04/2024;;;APROVADO - MANTER;04/01/2024;CASSIO MORAIS ARGOLO;04/01/2024 11:30;CASSIO MORAIS ARGOLO;04/01/2024;CASSIO MORAIS ARGOLO;;CONCLUÍDO;CONF.;CRIADO;09/01/2024;16/04/2024;;;;0;;4600074796;8
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP CENTRO NORTE;SENHOR DO BONFIM;9101877207;FINLNOTA;SIM;PCO0122049/23;Y-1066811;ER-CIND-POV-POCOS 50-RURAL;CAMPO FORMOSO;;3;7.1.2.3;PLANO 7;27.170,02;;;20.377,52;41.411,44;152,42%;-14.241,42;SIPEL;Y-1116390;Y-1116391;01/2024;08/01/2024;15/01/2024;REPUTACIONAL;8;9;3;3;0,60;0,66;100%;100%;12/01/2024;982944/2023;APROVADA;APROVADO - MANTER;13/12/2023;LIVIA CARLA PORTUGAL DOS SANTOS;13/12/2023 11:58;LIVIA CARLA PORTUGAL DOS SANTOS;13/12/2023;LIVIA CARLA PORTUGAL DOS SANTOS;;CONCLUÍDO;CONF.;;;15/01/2024;;;;0;;4600074798;1
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP NORTE;JUAZEIRO;9101735232;FINLNOTA;SIM;PCO0000578/24;Y-1009262;ER-CIND-PO CAMPO LARGO-CAMPO LARGO;SENTO SÉ;;0;7.1.2.3;PLANO 7;24.440,36;515,57;;18.330,27;37.766,03;154,52%;-13.325,67;SIPEL;;;01/2024;02/01/2024;30/01/2024;QLP;7;1;2;2;0,35;0,00;100%;100%;03/04/2024;943204/2023;NÃO APROVADA;APROVADO - MANTER;04/01/2024;CASSIO MORAIS ARGOLO;04/01/2024 11:44;CASSIO MORAIS ARGOLO;04/01/2024;CASSIO MORAIS ARGOLO;SANDRO SANTOS - U462411;CONCLUÍDO;CONF.;ANALISADO;17/04/2024;16/04/2024;;FOI REALIZADO TENTATIVA, POREM DEVIDO A CHUVA A LOCALIDADE ESTÁ SEM ACESSO. REPROGRAMADA PARA INICIO 19.03.2024.  CONCLUSÃO 29.03.2024;;0;;4600074796;12
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP CENTRO NORTE;SENHOR DO BONFIM;9102006643;FINLNOTA;SIM;PCO0122050/23;Y-1125119;ER-CIND-POV-CACIMBAS-RURAL-CACIMBAS;ITIÚBA;;0;7.1.2.3;PLANO 7;58.833,62;;;44.125,22;36.281,99;61,67%;7.843,23;SIPEL;;;01/2024;03/01/2024;12/01/2024;REPUTACIONAL;7;7;5;5;0,56;0,46;100%;100%;12/01/2024;;;APROVADO - MANTER;13/12/2023;LIVIA CARLA PORTUGAL DOS SANTOS;13/12/2023 11:58;LIVIA CARLA PORTUGAL DOS SANTOS;13/12/2023;LIVIA CARLA PORTUGAL DOS SANTOS;;CONCLUÍDO;CONF.;;;15/01/2024;;;;0;;4600074798;1
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP NORTE;JUAZEIRO;9102032040;FINLNOTA;SIM;PCO0118316/23;Y-1127329;AC CIND RUA TEREZINHA DANTAS DE SOUZA;JUAZEIRO;;1;7.1.2.1;PLANO 7;73.091,68;;;54.818,76;32.776,35;44,84%;22.042,41;SIPEL;;;01/2024;10/01/2024;11/01/2024;REPUTACIONAL;3;1;11;11;0,06;0,12;100%;100%;11/01/2024;;;APROVADO - MANTER;23/11/2023;LIVIA CARLA PORTUGAL DOS SANTOS;23/11/2023 14:27;LIVIA CARLA PORTUGAL DOS SANTOS;23/11/2023;LIVIA CARLA PORTUGAL DOS SANTOS;;CONCLUÍDO;CONF.;;;12/01/2024;;;;0;;4600074796;1
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP NORTE;JUAZEIRO;9102036155;FINLNOTA;SIM;PCO0004818/24;Y-1131524;AC-CIND-RUA- IMACULADA CONCEICAO-PIRANGA;JUAZEIRO;;1;7.1.1.3;PLANO 7;30.670,50;;;23.002,88;31.470,72;102,61%;-800,22;SIPEL;;;01/2024;;;MAIS OBRAS;0;1;3;3;0,00;0,00;100%;100%;03/02/2024;;;APROVADO - MANTER;26/01/2024;MICHAEL ENGRACIO LEAL DA SILVA;26/01/2024 13:56;MICHAEL ENGRACIO LEAL DA SILVA;26/01/2024;MICHAEL ENGRACIO LEAL DA SILVA;;CONCLUÍDO;CONF.;;;05/02/2024;;;;0;;4600074796;2
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP CENTRO NORTE;SENHOR DO BONFIM;9101909270;FINLNOTA;SIM;PCO0000763/24;Y-1085480;ER-CIND-RCL-FAZ-UMBURANINHA-RR-ITIUBA;ITIÚBA;;1;7.1.1.3;PLANO 7;18.934,11;;;14.200,58;30.580,16;161,51%;-11.646,05;SIPEL;;;01/2024;03/01/2024;12/01/2024;REPUTACIONAL;6;6;6;6;0,36;0,47;100%;100%;13/01/2024;;;APROVADO - MANTER;05/01/2024;CASSIO MORAIS ARGOLO;05/01/2024 10:49;CASSIO MORAIS ARGOLO;05/01/2024;CASSIO MORAIS ARGOLO;;CONCLUÍDO;CONF.;;;15/01/2024;;;;0;;4600062949;1
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP CENTRO NORTE;JACOBINA;9101587471;FINLNOTA;SIM;PCO0000506/24;Y-0983026;UB-CIND-RUA-JURACI MAGALHAES-CENTRO;VÁRZEA DO POÇO;;1;7.1.1.3;PLANO 7;13.333,82;5.169,09;;10.000,37;27.034,77;202,75%;-13.700,95;SIPEL;;;01/2024;;;QLP;2;;;;0,28;;100%;100%;31/07/2024;988162/2024;APROVADA;APROVADO - MANTER;04/01/2024;CASSIO MORAIS ARGOLO;04/01/2024 11:02;CASSIO MORAIS ARGOLO;04/01/2024;CASSIO MORAIS ARGOLO;DIORLAN REIS - U352259;CONCLUÍDO;CONF.;;;31/07/2024;;;;0;;4600074798;15
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP CENTRO NORTE;SENHOR DO BONFIM;9101136079;FINLNOTA;SIM;PCO0000747/24;Y-0859162;RR-CIND-POV VARZEA DE FORA-ITIÚBA-RURAL;ITIÚBA;;1;7.1.2.3;PLANO 7;37.524,00;18.097,91;;28.143,00;26.430,14;70,44%;1.712,86;SIPEL;Y-1072467;Y-0859154;01/2024;06/01/2024;13/01/2024;REPUTACIONAL;9;5;6;6;0,52;0,30;100%;100%;15/01/2024;;;APROVADO - MANTER;05/01/2024;CASSIO MORAIS ARGOLO;05/01/2024 09:50;CASSIO MORAIS ARGOLO;05/01/2024;CASSIO MORAIS ARGOLO;;CONCLUÍDO;CONF.;;;16/01/2024;;;;0;;4600074798;1
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP CENTRO NORTE;SENHOR DO BONFIM;9101573149;FINLNOTA;SIM;PCO0000459/24;Y-0979238;ER-CCOL-FAZ-LAGOA DA VOLTA-LAGE;MONTE SANTO;;1;7.1.2.3;PLANO 7;46.505,00;;;34.878,75;23.554,30;50,65%;11.324,45;SIPEL;;;01/2024;05/01/2024;28/01/2024;REPUTACIONAL;8;18;8;8;0,42;0,24;100%;100%;05/02/2024;;;APROVADO - MANTER;04/01/2024;CASSIO MORAIS ARGOLO;04/01/2024 09:42;CASSIO MORAIS ARGOLO;04/01/2024;CASSIO MORAIS ARGOLO;ADISON FERREIRA - U343222;CONCLUÍDO;CONF.;;;06/02/2024;;;;0;;4600074798;5
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP NORTE;REMANSO;9101988654;FINLNOTA;SIM;PCO0007847/24;Y-1116508;ER-CIND-SI-STA LUZIA-S O LUIZ;CASA NOVA;;1;7.1.2.3;PLANO 7;26.309,85;;;19.732,39;23.246,51;88,36%;3.063,34;SIPEL;;;01/2024;;;MAIS OBRAS;1;1;5;5;0,00;0,00;100%;100%;06/01/2024;965288/2023;RECEBIDA;APROVADO - MANTER;05/02/2024;MICHAEL ENGRACIO LEAL DA SILVA;05/02/2024 09:48;MICHAEL ENGRACIO LEAL DA SILVA;05/02/2024;MICHAEL ENGRACIO LEAL DA SILVA;;CONCLUÍDO;CONF.;;;08/01/2024;;;;0;;4600062949;2
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP NORTE;REMANSO;9101976257;FINLNOTA;SIM;PCO0007848/24;Y-1114822;ER-CIND-FAZ-SERRA BRANCA-RR-CASA NOVA;CASA NOVA;;1;7.1.2.3;PLANO 7;19.408,93;;;14.556,70;21.414,40;110,33%;-2.005,47;SIPEL;;;01/2024;;;MAIS OBRAS;1;1;1;1;0,00;0,00;100%;100%;06/01/2024;963336/2023;APROVADA;APROVADO - MANTER;05/02/2024;MICHAEL ENGRACIO LEAL DA SILVA;05/02/2024 09:48;MICHAEL ENGRACIO LEAL DA SILVA;05/02/2024;MICHAEL ENGRACIO LEAL DA SILVA;;CONCLUÍDO;CONF.;;;08/01/2024;;;;0;;4600074796;2
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP CENTRO NORTE;SENHOR DO BONFIM;9002604008;FINLNOTA;SIM;PCO0122048/23;Y-0275583;MP-CCOL-FAZ MORRINHOS-RURAL;CAMPO FORMOSO;;1;7.1.2.3;PLANO 7;13.477,33;5.998,62;;10.108,00;19.380,76;143,80%;-5.903,43;SIPEL;Y-0275585;Y-0936642;01/2024;08/01/2024;15/01/2024;REPUTACIONAL;1;1;6;6;1,33;0,12;100%;100%;11/01/2024;;;APROVADO - MANTER;13/12/2023;LIVIA CARLA PORTUGAL DOS SANTOS;13/12/2023 11:58;LIVIA CARLA PORTUGAL DOS SANTOS;13/12/2023;LIVIA CARLA PORTUGAL DOS SANTOS;;CONCLUÍDO;CONF.;;;15/01/2024;;;;0;;4600074798;1
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP NORTE;;9102005038;FINLNOTA;SIM;PCO0007844/24;Y-1122666;ER-CIND-POV-CACIMBA DO ZE VITOR-RURAL;CASA NOVA;;1;7.1.2.3;PLANO 7;18.936,68;;;14.202,51;19.127,01;101,01%;-190,33;SIPEL;;;01/2024;;;MAIS OBRAS;1;1;6;6;0,00;0,00;100%;100%;05/01/2024;;;APROVADO - MANTER;05/02/2024;MICHAEL ENGRACIO LEAL DA SILVA;05/02/2024 09:48;MICHAEL ENGRACIO LEAL DA SILVA;05/02/2024;MICHAEL ENGRACIO LEAL DA SILVA;;CONCLUÍDO;CONF.;;;08/01/2024;;;;0;;4600074796;1
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP NORTE;JUAZEIRO;9102016635;FINLNOTA;SIM;PCO0004819/24;Y-1123596;LD-CIND-ROD.LOMANTO JUNIOR-RURAL;JUAZEIRO;;1;7.1.2.3;PLANO 7;31.460,31;;;23.595,23;18.657,22;59,30%;4.938,01;SIPEL;;Y-1123608;01/2024;;;MAIS OBRAS;0;0;1;1;0,00;0,07;100%;100%;27/01/2024;;;APROVADO - MANTER;26/01/2024;MICHAEL ENGRACIO LEAL DA SILVA;26/01/2024 13:56;MICHAEL ENGRACIO LEAL DA SILVA;26/01/2024;MICHAEL ENGRACIO LEAL DA SILVA;;CONCLUÍDO;CONF.;;;30/01/2024;;;;0;;4600074796;1
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP NORTE;;9102023606;FINLNOTA;SIM;PCO0007837/24;Y-1127621;ER-CIND-SI-BAHIA-PAU A PIQUE;CASA NOVA;;1;7.1.2.3;PLANO 7;19.272,98;;;14.454,74;17.051,87;88,48%;2.221,11;SIPEL;;;01/2024;;;MAIS OBRAS;1;1;6;6;0,00;0,00;100%;100%;06/01/2024;;;APROVADO - MANTER;05/02/2024;MICHAEL ENGRACIO LEAL DA SILVA;05/02/2024 09:48;MICHAEL ENGRACIO LEAL DA SILVA;05/02/2024;MICHAEL ENGRACIO LEAL DA SILVA;;CONCLUÍDO;CONF.;;;08/01/2024;;;;0;;4600074796;1
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP NORTE;JUAZEIRO;9102014710;FINLNOTA;SIM;PCO0007841/24;Y-1123930;ER-CIND-AV-ALFA-JOSE RODRIGUES;JUAZEIRO;;1;7.1.1.3;PLANO 7;10.319,97;;;7.739,98;15.759,41;152,71%;-5.439,44;SIPEL;;;01/2024;;;MAIS OBRAS;3;3;4;4;0,10;0,11;100%;100%;06/01/2024;;;APROVADO - MANTER;05/02/2024;MICHAEL ENGRACIO LEAL DA SILVA;05/02/2024 09:48;MICHAEL ENGRACIO LEAL DA SILVA;05/02/2024;MICHAEL ENGRACIO LEAL DA SILVA;;CONCLUÍDO;CONF.;;;08/01/2024;;;;0;;4600074796;1
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP CENTRO NORTE;SENHOR DO BONFIM;9101932295;FINLNOTA;SIM;PCO0122051/23;Y-1091929;AC-CIND-RUA-MARIANO VENTURA-CENTRO;SENHOR DO BONFIM;;1;7.1.1.3;PLANO 7;31.736,74;;;23.802,56;15.316,33;48,26%;8.486,23;SIPEL;;;01/2024;28/01/2024;28/01/2024;ESTRATÉGICA;2;1;1;1;0,26;0,38;100%;100%;04/02/2024;;;APROVADO - MANTER;13/12/2023;LIVIA CARLA PORTUGAL DOS SANTOS;13/12/2023 11:58;LIVIA CARLA PORTUGAL DOS SANTOS;13/12/2023;LIVIA CARLA PORTUGAL DOS SANTOS;LUDIMILA OLIVEIRA - U464746;CONCLUÍDO;CONF.;;;05/02/2024;;;;0;;4600074798;2
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP CENTRO NORTE;SENHOR DO BONFIM;9102017549;FINLNOTA;SIM;PCO0004782/24;Y-1123173;ER-CIND-POV-ABREUS 630-RURAL;CAMPO FORMOSO;;1;7.1.2.3;PLANO 7;14.543,23;;;10.907,42;14.321,20;98,47%;222,03;SIPEL;;;01/2024;;;MAIS OBRAS;0;0;3;3;0,00;0,00;100%;100%;18/02/2024;;;APROVADO - MANTER;26/01/2024;MICHAEL ENGRACIO LEAL DA SILVA;26/01/2024 13:56;MICHAEL ENGRACIO LEAL DA SILVA;26/01/2024;MICHAEL ENGRACIO LEAL DA SILVA;;CONCLUÍDO;CONF.;;;19/02/2024;;;;0;;4600074798;2
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP CENTRO NORTE;SENHOR DO BONFIM;9101991701;FINLNOTA;SIM;PCO0003963/24;Y-1120874;IT-CIND-FAZ-BARAUNA-RURAL;SENHOR DO BONFIM;;0;7.1.2.3;PLANO 7;14.556,57;;;10.917,43;12.569,75;86,35%;1.986,82;SIPEL;;;01/2024;20/01/2024;20/01/2024;ESTRATÉGICA;1;1;4;4;0,05;0,16;100%;100%;20/01/2024;;;APROVADO - MANTER;19/01/2024;MICHAEL ENGRACIO LEAL DA SILVA;19/01/2024 15:38;MICHAEL ENGRACIO LEAL DA SILVA;19/01/2024;MICHAEL ENGRACIO LEAL DA SILVA;;CONCLUÍDO;CONF.;;;22/01/2024;;;;0;;4600074798;1
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP CENTRO NORTE;SENHOR DO BONFIM;9101501724;FINLNOTA;SIM;PCO0012569/24;Y-0961943;ER-CIND-POV-ALAGADICO-DAS PANELAS;PONTO NOVO;;1;7.1.2.3;PLANO 7;3.544,82;1.174,50;;2.658,62;12.011,48;338,85%;-8.466,66;SIPEL;;;01/2024;;;MAIS OBRAS;1;1;0;0;0,06;0,06;100%;100%;06/01/2024;;;APROVADO - MANTER;16/02/2024;MICHAEL ENGRACIO LEAL DA SILVA;16/02/2024 09:41;MICHAEL ENGRACIO LEAL DA SILVA;16/02/2024;MICHAEL ENGRACIO LEAL DA SILVA;;CONCLUÍDO;CONF.;;;09/01/2024;;;;0;;4600074798;1
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP CENTRO NORTE;SENHOR DO BONFIM;9101273215;FINLNOTA;SIM;PCO0028978/24;Y-0896284;AC-REG-FV-CCOL-FAZ CURTUME 65-PIAUS;ITIÚBA;;4;7.1.2.3;PLANO 7;12.328,05;4.973,99;;9.246,04;11.955,20;96,98%;372,85;SIPEL;Y-0973114;Y-0973118;01/2024;;;QLP;4;3;3;3;0,16;0,18;100%;100%;17/01/2024;;;APROVADO - MANTER;15/03/2024;IVA REGINA BRITO SANTOS;15/03/2024 17:01;IVA REGINA BRITO SANTOS;15/03/2024;IVA REGINA BRITO SANTOS;LUDIMILA OLIVEIRA - U464746;CONCLUÍDO;CONF.;;;05/02/2024;;;;0;;4600074796;2
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP NORTE;JUAZEIRO;9102004151;FINLNOTA;SIM;PCO0118274/23;B-1124561;IT-CIND-RUA MARGEM DO S  FR -CENTRO-CRC;CURAÇÁ;;1;7.1.1.3;PLANO 7;12.160,44;;;9.120,33;11.244,57;92,47%;915,87;SIPEL;;;01/2024;15/01/2024;31/01/2024;TRANSGRESSÃO;1;2;5;5;0,04;0,18;100%;100%;13/03/2026;;;APROVADO - MANTER;23/11/2023;LIVIA CARLA PORTUGAL DOS SANTOS;23/11/2023 11:48;LIVIA CARLA PORTUGAL DOS SANTOS;23/11/2023;LIVIA CARLA PORTUGAL DOS SANTOS;CARLOS EDUARDO - U462214;CONCLUÍDO;CONF.;;;13/03/2026;;;;0;;4600074796;3
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP CENTRO NORTE;SENHOR DO BONFIM;9101990137;FINLNOTA;SIM;PCO0003962/24;Y-1120652;IT-CIND-POV-CATUN-RURAL;JAGUARARI;;1;7.1.2.3;PLANO 7;10.448,56;;;7.836,42;10.176,55;97,40%;272,01;SIPEL;;;01/2024;20/01/2024;20/01/2024;ESTRATÉGICA;1;1;6;6;0,04;0,10;100%;100%;20/01/2024;;;APROVADO - MANTER;19/01/2024;MICHAEL ENGRACIO LEAL DA SILVA;19/01/2024 15:38;MICHAEL ENGRACIO LEAL DA SILVA;19/01/2024;MICHAEL ENGRACIO LEAL DA SILVA;;CONCLUÍDO;CONF.;;;22/01/2024;;;;0;;4600074798;1
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP NORTE;JUAZEIRO;9101982848;FINLNOTA;SIM;PCO0007846/24;Y-1116999;ER-CIND-FAZ-MACAMBIRA-RURAL;CURAÇÁ;;1;7.1.2.3;PLANO 7;7.176,10;;;5.382,08;8.961,04;124,87%;-1.784,94;SIPEL;;;01/2024;;;MAIS OBRAS;2;3;1;1;0,12;0,21;100%;100%;06/01/2024;;;APROVADO - MANTER;05/02/2024;MICHAEL ENGRACIO LEAL DA SILVA;05/02/2024 09:48;MICHAEL ENGRACIO LEAL DA SILVA;05/02/2024;MICHAEL ENGRACIO LEAL DA SILVA;;CONCLUÍDO;CONF.;;;08/01/2024;;;;0;;4600062949;1
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP NORTE;JUAZEIRO;9102017230;FINLNOTA;SIM;PCO0007839/24;Y-1126655;UB-CIND-QD.B.504 PARQUE RESIDENCIAL;JUAZEIRO;;1;7.1.1.3;PLANO 7;14.754,04;;;11.065,53;8.914,53;60,42%;2.151,00;SIPEL;Y-1126658;Y-1126694;01/2024;;;MAIS OBRAS;2;2;3;3;0,05;0,06;100%;100%;06/01/2024;;;APROVADO - MANTER;05/02/2024;MICHAEL ENGRACIO LEAL DA SILVA;05/02/2024 09:48;MICHAEL ENGRACIO LEAL DA SILVA;05/02/2024;MICHAEL ENGRACIO LEAL DA SILVA;;CONCLUÍDO;CONF.;;;08/01/2024;;;;0;;4600062949;1
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP NORTE;JUAZEIRO;9102009661;FINLNOTA;SIM;PCO0007843/24;Y-1123007;ER-CCOL-RCL-RUA-NUCLEO-MANICOBA NC;JUAZEIRO;;7;7.1.2.3;PLANO 7;8.764,81;;;6.573,61;7.743,03;88,34%;1.021,78;SIPEL;;;01/2024;;;MAIS OBRAS;2;2;0;0;0,09;0,00;100%;100%;06/01/2024;;;APROVADO - MANTER;05/02/2024;MICHAEL ENGRACIO LEAL DA SILVA;05/02/2024 09:48;MICHAEL ENGRACIO LEAL DA SILVA;05/02/2024;MICHAEL ENGRACIO LEAL DA SILVA;;CONCLUÍDO;CONF.;;;08/01/2024;;;;0;;4600074796;1
SUP COEL - EXPANS E PRESERV;DEP COEL - EXP PRESER NORTE;UTEP CENTRO NORTE;SENHOR DO BONFIM;9101651259;FINLNOTA;SIM;PCO0004781/24;Y-1133782;ER-CIND-POV-PEDRO DE SOUZA-RURAL-QUICE;SENHOR DO BONFIM;;1;7.1.2.3;PLANO 7;11.249,10;;;8.436,83;7.300,46;64,90%;1.136,37;SIPEL;;;01/2024;;;MAIS OBRAS;2;2;0;0;0,10;0,11;100%;100%;30/01/2024;;;APROVADO - MANTER;26/01/2024;MICHAEL ENGRACIO LEAL DA SILVA;26/01/2024 13:56;MICHAEL ENGRACIO LEAL DA SILVA;26/01/2024;MICHAEL ENGRACIO LEAL DA SILVA;;CONCLUÍDO;CONF.;;;31/01/2024;;;;0;;4600074798;1
